,NRIP1 (8204)
ACH-000004,-0.17195713802200485
ACH-000005,0.024463287248712648
ACH-000007,0.3557731084127476
ACH-000009,0.0827576693343219
ACH-000011,0.0271454464268567
ACH-000012,-0.20732853926647876
ACH-000013,0.3263825695288473
ACH-000014,0.1152824753729912
ACH-000015,0.13567685507925284
ACH-000017,0.13021355771985946
ACH-000018,-0.027529711463407762
ACH-000019,-0.3000900705419857
ACH-000021,0.17569100867299006
ACH-000022,0.08253666399177037
ACH-000025,0.2830730268260433
ACH-000028,0.08802814877831844
ACH-000030,0.20555856120543906
ACH-000035,-0.04162640110073109
ACH-000036,0.13772140289554874
ACH-000037,-0.04679782473960318
ACH-000039,0.11346835800745235
ACH-000040,0.12276830116216865
ACH-000041,0.12924659081680254
ACH-000042,-0.013028361478005191
ACH-000045,0.11606143796898627
ACH-000047,0.2806013244776166
ACH-000052,0.1020661064676286
ACH-000053,0.17407183601868398
ACH-000054,0.14316725760102902
ACH-000055,0.008090091872277001
ACH-000060,0.10319543714407654
ACH-000067,0.15929487674855036
ACH-000070,0.1879625854410376
ACH-000075,0.17276513240680724
ACH-000078,-0.00607107863514709
ACH-000082,0.005075570395183356
ACH-000085,0.3356358674080908
ACH-000086,0.18333375410867206
ACH-000087,-0.0121190714625044
ACH-000092,0.14298412651296846
ACH-000095,0.07831060848237638
ACH-000097,0.01957815510195
ACH-000098,0.08923560651340164
ACH-000099,-0.011877214491665945
ACH-000108,0.10139814109893892
ACH-000113,-0.0010241543893297405
ACH-000116,0.25411138978522385
ACH-000118,0.25276146378160125
ACH-000120,0.1657959725514802
ACH-000123,0.1051017455710181
ACH-000127,0.12438795545838298
ACH-000128,0.18978952052475612
ACH-000132,0.1223046866097108
ACH-000133,0.09615094915212694
ACH-000137,0.05102634470202934
ACH-000138,0.2366433259736721
ACH-000142,0.1718489086609597
ACH-000143,0.22280621462886527
ACH-000146,0.09385097706158528
ACH-000148,0.0860963181267248
ACH-000150,-0.017973952346000584
ACH-000152,0.05282805178341306
ACH-000153,0.15673319022843965
ACH-000159,0.2029194406338945
ACH-000160,0.3392792591356884
ACH-000163,0.3108235122036521
ACH-000167,0.5954478391900506
ACH-000168,0.049211997043726315
ACH-000169,0.10130201755281223
ACH-000178,0.07052272150081115
ACH-000183,0.1467799560647813
ACH-000188,0.05970819149631822
ACH-000189,0.2421105566301376
ACH-000190,0.26335191626577914
ACH-000198,0.14785703483161902
ACH-000203,-0.3666964026992299
ACH-000204,0.1135265488569314
ACH-000206,0.226416000104982
ACH-000207,0.2667297473561263
ACH-000208,0.12858969343379106
ACH-000210,0.07674166315049961
ACH-000211,0.14304746428433054
ACH-000215,0.0843723773188181
ACH-000221,0.1835326643836217
ACH-000222,0.047108561287524685
ACH-000223,0.1073862025905373
ACH-000226,-0.11741062486821705
ACH-000227,0.14254368835186682
ACH-000228,0.1449240173012956
ACH-000231,0.09453167644543448
ACH-000232,0.05269707689645465
ACH-000233,0.17943049189223326
ACH-000234,-0.0668254042673089
ACH-000235,0.0028579277287037732
ACH-000237,0.309257787991658
ACH-000238,0.039773662635738304
ACH-000242,0.11365648433360084
ACH-000243,0.3011216534075797
ACH-000244,0.22462278319579704
ACH-000246,0.3292033039652264
ACH-000248,0.19110337430570387
ACH-000250,0.10419526830998856
ACH-000251,-0.2293964537051377
ACH-000252,0.04370614959413125
ACH-000253,0.2347839798867471
ACH-000255,0.11084123951069512
ACH-000256,0.2948864325478066
ACH-000257,0.04618342499315396
ACH-000258,0.16483542313773805
ACH-000259,0.06513956137764651
ACH-000260,0.17735476115859392
ACH-000261,0.06633033801928906
ACH-000262,0.455760697581481
ACH-000263,-0.05911596644865241
ACH-000264,0.0529285744714206
ACH-000265,-0.0778774041680818
ACH-000266,0.07773122031566136
ACH-000272,0.07674430942505509
ACH-000274,0.07669428388793274
ACH-000277,0.22995751507658385
ACH-000278,0.21172589676286585
ACH-000279,0.19286914336915512
ACH-000280,0.11213628476865392
ACH-000281,-0.005123162078484157
ACH-000288,0.20836948798592855
ACH-000291,0.08156863682956303
ACH-000293,0.3055448814722156
ACH-000294,0.17159933745642478
ACH-000295,0.2218387856424128
ACH-000296,0.16864386308539067
ACH-000302,0.03270047929731725
ACH-000304,0.21611376684722208
ACH-000307,0.13216136743269655
ACH-000308,0.12703090449631152
ACH-000310,0.05330400766483006
ACH-000311,0.2991746033825723
ACH-000312,0.0850026305712148
ACH-000315,-0.06320239004431248
ACH-000316,0.3017351969066487
ACH-000317,-0.08566205202581094
ACH-000318,-0.009419719099465894
ACH-000319,0.04774347538333912
ACH-000320,0.3595075798059576
ACH-000322,0.1770331565580153
ACH-000323,0.08407474676916653
ACH-000324,0.0940966286729684
ACH-000329,0.16733394021321746
ACH-000330,0.16373544882853105
ACH-000331,0.1511180601368579
ACH-000332,0.10945398077393922
ACH-000334,0.062112979087256624
ACH-000335,-0.12840625615576673
ACH-000336,0.323549985402276
ACH-000337,0.1801494549376799
ACH-000338,0.9699884640088596
ACH-000339,0.05066516547289529
ACH-000341,0.2051990808572132
ACH-000348,0.10177851081547634
ACH-000350,0.2543704942264933
ACH-000352,0.2793963729048073
ACH-000356,-0.0323894287601761
ACH-000361,0.2005121926772818
ACH-000362,0.10904044945888686
ACH-000363,0.15993744561511306
ACH-000364,0.1926828921217469
ACH-000365,0.14293410763338518
ACH-000366,0.1310250292082962
ACH-000368,0.10989964674501344
ACH-000374,0.1137368763274462
ACH-000375,0.15343063388748832
ACH-000376,0.27180259909367765
ACH-000381,0.23976368213723784
ACH-000383,0.12591640138674035
ACH-000387,0.09225119781047064
ACH-000389,-0.025407110259199443
ACH-000390,0.09104777555441984
ACH-000393,0.20049984611264804
ACH-000395,0.1499187517054415
ACH-000396,-0.10225845575234617
ACH-000397,0.14641459834758005
ACH-000401,-0.10454664115387714
ACH-000402,0.011164728011600565
ACH-000403,0.08617842904154054
ACH-000404,0.14248147158682178
ACH-000406,0.11709247981560185
ACH-000407,0.15354464487995614
ACH-000408,0.2934261486476085
ACH-000410,0.1503211706401204
ACH-000411,0.26510032769224384
ACH-000414,-0.03020606433343376
ACH-000415,-0.07749540879823863
ACH-000416,0.11266274696070755
ACH-000420,0.12620346558727447
ACH-000421,0.29042398940002195
ACH-000424,-0.08208754721523276
ACH-000425,0.14917534276792555
ACH-000426,0.3213591732971152
ACH-000427,0.21803394468679
ACH-000433,-0.09902228615866047
ACH-000435,0.04303042787400867
ACH-000436,0.14406236359124489
ACH-000444,0.11356112987414095
ACH-000445,0.14690378184192146
ACH-000448,-0.014814591665016022
ACH-000450,0.2590956901125851
ACH-000452,-0.01728576195532341
ACH-000454,0.06284968514354994
ACH-000458,0.05362783184407762
ACH-000459,0.21500913640688651
ACH-000460,0.0995889983583394
ACH-000461,0.032312274080842016
ACH-000463,0.06572652879972267
ACH-000464,0.09284175259288747
ACH-000466,0.08646184692284722
