,SH2D1B (117157)
ACH-000004,-0.0677892414276987
ACH-000005,-0.051198753174912695
ACH-000007,-0.0975870193777568
ACH-000009,-0.06800211575576072
ACH-000011,-0.08290625952397726
ACH-000012,-0.03096733537041672
ACH-000013,-0.054787548684468126
ACH-000014,-0.23420422853954484
ACH-000015,-0.0716573401510904
ACH-000017,-0.08200419397738258
ACH-000018,-0.1719590797899984
ACH-000019,-0.099052475281893
ACH-000021,-0.060366541120104415
ACH-000022,0.086304098418446
ACH-000025,-0.2200274667490172
ACH-000028,0.0967231166409141
ACH-000030,0.0006901539718641869
ACH-000035,-0.07697900587357097
ACH-000036,-0.05227525605442633
ACH-000037,-0.07306805644495598
ACH-000039,-0.05373509697543978
ACH-000040,-0.07740682428555601
ACH-000041,-0.15216273436366284
ACH-000042,0.09223518004360223
ACH-000045,-0.0147205378852428
ACH-000047,-0.05427959690479785
ACH-000052,-0.03962770965124204
ACH-000053,-0.0729201038304362
ACH-000054,-0.045229360533806
ACH-000055,-0.07927584748935508
ACH-000060,-0.034672069696309794
ACH-000067,-0.10972697501854127
ACH-000070,-0.0973893187855885
ACH-000075,-0.12185189904905422
ACH-000078,-0.061009387339165985
ACH-000082,-0.02033385302892733
ACH-000085,-0.01733940140294034
ACH-000086,-0.2913633796429783
ACH-000087,0.0029657316405505693
ACH-000092,-0.08594922264548666
ACH-000095,-0.07432262035071696
ACH-000097,0.024499133186173545
ACH-000098,-0.1634309705133269
ACH-000099,-0.06396933394187873
ACH-000108,-0.09507830012280716
ACH-000113,-0.025672032394163852
ACH-000116,-0.09616311805557384
ACH-000118,-0.01916815932334774
ACH-000120,-0.05444282157977668
ACH-000123,-0.014881334505942137
ACH-000127,-0.11329576467228313
ACH-000128,-0.06565622833114662
ACH-000132,-0.1208512459329643
ACH-000133,-0.1644293434101797
ACH-000137,-0.18477165112992075
ACH-000138,0.0261652045489276
ACH-000142,-0.17434916196530412
ACH-000143,-0.20412222811251435
ACH-000146,-0.05412452472422316
ACH-000148,-0.12402153446191155
ACH-000150,-0.1527236824303047
ACH-000152,-0.003249034495737293
ACH-000153,-0.22505726775153834
ACH-000159,-0.14250442039679667
ACH-000160,0.01596532417290045
ACH-000163,-0.141025075631738
ACH-000167,0.0002796831551867065
ACH-000168,0.08439518227540682
ACH-000169,-0.1272755988397043
ACH-000178,-0.06465558393514655
ACH-000183,-0.12621271283740088
ACH-000188,-0.0315310626396435
ACH-000189,-0.15154349711171802
ACH-000190,-0.03135886330519508
ACH-000198,-0.016004573364099543
ACH-000203,0.060846761536643215
ACH-000204,-0.22367761690450555
ACH-000206,-0.12076143965449453
ACH-000207,-0.004005700914500818
ACH-000208,-0.20111672191647686
ACH-000210,-0.12201058218037585
ACH-000211,-0.04096760946789997
ACH-000215,-0.1504596920325321
ACH-000221,0.013561535270256685
ACH-000222,-0.11712171491120266
ACH-000223,-0.10577399832572801
ACH-000226,-0.11168608043008756
ACH-000227,-0.1320203531641725
ACH-000228,-0.228865219971204
ACH-000231,-0.05743872357695848
ACH-000232,-0.18448282612087555
ACH-000233,-0.05259200252823626
ACH-000234,-0.14117570762461204
ACH-000235,-0.10336069981642457
ACH-000237,-0.054536719351654786
ACH-000238,-0.06374556300378079
ACH-000242,-0.1071185320358336
ACH-000243,-0.04066867177030716
ACH-000244,-0.05665116345478369
ACH-000246,-0.11733262056308615
ACH-000248,0.047914175285570286
ACH-000250,-0.06544403226489996
ACH-000251,0.03039087443164008
ACH-000252,-0.08911437645446263
ACH-000253,-0.08029598968000258
ACH-000255,-0.1057619926276252
ACH-000256,-0.021800639452921614
ACH-000257,-0.014531269138986056
ACH-000258,-0.13929865803327365
ACH-000259,-0.1700100471138786
ACH-000260,-0.060307492821400514
ACH-000261,0.009906327774842174
ACH-000262,-0.015735244293575104
ACH-000263,-0.050246549102148916
ACH-000264,-0.13559873653042334
ACH-000265,0.04390849607281352
ACH-000266,-0.053835552861845284
ACH-000272,-0.20691242482059766
ACH-000274,-0.021646042651079018
ACH-000277,-0.06792483127933567
ACH-000278,-0.09915776785961784
ACH-000279,0.03242250380605278
ACH-000280,-0.10806382008468696
ACH-000281,-0.11034889620432348
ACH-000288,-0.15981155204459074
ACH-000291,-0.02399839393224508
ACH-000293,-0.07627316594570435
ACH-000294,0.014436151364258102
ACH-000295,0.04469987567073986
ACH-000296,-0.13999358508402976
ACH-000302,0.0040229111245098535
ACH-000304,-0.17463103290062612
ACH-000307,0.03740272280009644
ACH-000308,-0.03310460132872452
ACH-000310,-0.15615251988725526
ACH-000311,-0.2433713128478976
ACH-000312,-0.14936487553779332
ACH-000315,0.01747932387025011
ACH-000316,0.08641587448476283
ACH-000317,-0.18353148931206054
ACH-000318,-0.1939847679786399
ACH-000319,0.05101010190284831
ACH-000320,-0.1210643606377686
ACH-000322,-0.108203714814759
ACH-000323,-0.1214366054847426
ACH-000324,-0.09589818479631043
ACH-000329,-0.13210343748864864
ACH-000330,0.035206556794354665
ACH-000331,-0.1141590952902909
ACH-000332,-0.09374027064639373
ACH-000334,-0.07467500849857221
ACH-000335,-0.19832994124148404
ACH-000336,0.1443354380937153
ACH-000337,-0.2874582134370608
ACH-000338,0.16778053480614682
ACH-000339,-0.03622526407404456
ACH-000341,-0.18793775506714708
ACH-000348,-0.05304143249389972
ACH-000350,-0.052243633392093286
ACH-000352,-0.022384693673884272
ACH-000356,-0.07684828053707213
ACH-000361,0.16956486734807547
ACH-000362,0.008628780529921644
ACH-000363,-0.06723104579443052
ACH-000364,0.04169113780180366
ACH-000365,-0.10381468966195397
ACH-000366,-0.09327635716319302
ACH-000368,-0.02863755201589605
ACH-000374,-0.02945184640112604
ACH-000375,-0.12518150867299266
ACH-000376,-0.07324088331448646
ACH-000381,-0.15075105369515346
ACH-000383,-0.08018244916380111
ACH-000387,-0.026856164776413758
ACH-000389,0.0614832706294186
ACH-000390,-0.05842315116202299
ACH-000393,-0.13355679532463666
ACH-000395,0.10070174388559752
ACH-000396,0.14510244406135234
ACH-000397,-0.08926824456161588
ACH-000401,-0.055049312977119735
ACH-000402,-0.1709133768458876
ACH-000403,-0.007506748785010822
ACH-000404,0.15583188238431656
ACH-000406,-0.014936862572465275
ACH-000407,-0.012030803105502022
ACH-000408,-0.04538659862714715
ACH-000410,-0.10896822490454927
ACH-000411,-0.09388863890809253
ACH-000414,-0.09841547379800523
ACH-000415,-0.054154968941137235
ACH-000416,-0.08415937731897656
ACH-000420,-0.06442062855768542
ACH-000421,0.0006008695747570633
ACH-000424,-0.17564649987201342
ACH-000425,-0.02965440543592872
ACH-000426,-0.3368891938984109
ACH-000427,0.04812799608704276
ACH-000433,0.015344821024297671
ACH-000435,0.07409159525903508
ACH-000436,-0.13889862318862262
ACH-000444,-0.09165550337181416
ACH-000445,0.10071532793129903
ACH-000448,-0.03777186373541227
ACH-000450,-0.05606872882777598
ACH-000452,-0.08636604132702272
ACH-000454,-0.1564861508263971
ACH-000458,-0.03159354915287136
ACH-000459,-0.08873715115425626
ACH-000460,-0.03358115479149856
ACH-000461,0.053085627140466086
ACH-000463,0.06662596956175261
ACH-000464,-0.14310870933591954
ACH-000466,0.05389933169981861
ACH-000467,-0.14529788147306402
ACH-000468,-0.04138672714802264
ACH-000469,-0.1199177129213809
ACH-000470,-0.09951614018277262
ACH-000471,0.08878718688179729
ACH-000472,-0.02897574354854785
ACH-000473,-0.030849512075199325
ACH-000475,-0.11036862107488143
ACH-000476,-0.06321334163048331
ACH-000477,-0.041313112103476816
ACH-000479,0.06806900624621795
ACH-000480,0.013652525601372045
ACH-000481,-0.11037349357330403
ACH-000483,0.010498270669889226
ACH-000484,-0.3751662117918223
ACH-000485,-0.12161243962378618
ACH-000486,-0.13800798349745966
ACH-000487,-0.10744864356592804
ACH-000488,-0.0677406386566279
ACH-000490,-0.08753359709017165
ACH-000491,-0.10734541152386376
ACH-000495,-0.08985570437679098
ACH-000496,-0.010117016307727985
ACH-000499,-0.041205389617937606
