,HIST1H2BE (8344)
ACH-000004,-0.5963497423823123
ACH-000005,-0.5649713975292534
ACH-000007,-0.5576374994277256
ACH-000009,-0.6131576423684989
ACH-000011,-0.9378906678533666
ACH-000012,-0.6052688325746786
ACH-000013,-0.6348598716826658
ACH-000014,-0.6594680598087456
ACH-000015,-0.517469773988211
ACH-000017,-0.9722354905113474
ACH-000018,-0.6104717163288567
ACH-000019,-0.7562269601147724
ACH-000021,-0.5826413226422812
ACH-000022,-0.6383805036928928
ACH-000025,-0.4479180308211601
ACH-000028,-0.6369493949911816
ACH-000030,-0.6164077533529173
ACH-000035,-0.8832076524581935
ACH-000036,-0.5387405217976425
ACH-000037,-0.3804582432535537
ACH-000039,-0.56191741093881
ACH-000040,-0.5595733781244189
ACH-000041,-0.7407330078424359
ACH-000042,-0.5538584981815303
ACH-000045,-0.9043364819176529
ACH-000047,-0.74931337776428
ACH-000052,-0.6938289879157815
ACH-000053,-0.6003269776230393
ACH-000054,-0.4506075910977692
ACH-000055,-0.6084109329229084
ACH-000060,-0.5934412907073191
ACH-000067,-0.5471449902086846
ACH-000070,-0.7248470107117746
ACH-000075,-0.7848937131695171
ACH-000078,-0.8756903653240234
ACH-000082,-0.6515329221525482
ACH-000085,-0.7589077887813064
ACH-000086,-0.6356108570437958
ACH-000087,-0.7653266160297764
ACH-000092,-0.5556819309652989
ACH-000095,-0.8018528185881189
ACH-000097,-0.6036073558262234
ACH-000098,-0.4822739726881733
ACH-000099,-0.7590460653775088
ACH-000108,-0.6367486845515341
ACH-000113,-0.4412599301609829
ACH-000116,-0.7510283766195304
ACH-000118,-0.7605150012818523
ACH-000120,-0.6252398722336031
ACH-000123,-0.923431119070352
ACH-000127,-0.6567174751022707
ACH-000128,-0.6206151259437921
ACH-000132,-0.4771124966172007
ACH-000133,-0.6734037646480029
ACH-000137,-0.6990882757312182
ACH-000138,-0.6159657111533112
ACH-000142,-0.5950430385477442
ACH-000143,-0.4580334861495852
ACH-000146,-0.7793978733599873
ACH-000148,-0.5337973402774121
ACH-000150,-0.6290727676728098
ACH-000152,-0.5616285365059899
ACH-000153,-0.8316462601593122
ACH-000159,-0.5994122958889504
ACH-000160,-0.3362225083424705
ACH-000163,-0.6440767696275385
ACH-000167,-0.4101832061630839
ACH-000168,-0.6867152427164329
ACH-000169,-0.9799349858458318
ACH-000178,-0.5893389169428397
ACH-000183,-0.4853395966823929
ACH-000188,-0.7184039622080837
ACH-000189,-0.548829025386892
ACH-000190,-0.18489645026689824
ACH-000198,-0.7617962262778499
ACH-000203,-0.6696983595645013
ACH-000204,-0.26999742458805104
ACH-000206,-1.1255094163693389
ACH-000207,-0.7395891826769972
ACH-000208,-0.7543804419556365
ACH-000210,-0.5278906771957202
ACH-000211,-0.5587745639367524
ACH-000215,-0.57326399496201
ACH-000221,-0.5080913304262029
ACH-000222,-0.5690093814856497
ACH-000223,-0.7130597827930268
ACH-000226,-0.6225767539361116
ACH-000227,-0.7677817470590573
ACH-000228,-0.7121084674938929
ACH-000231,-0.7030574799285173
ACH-000232,-0.6050807486228617
ACH-000233,-0.7861022095838539
ACH-000234,-0.7469922898360879
ACH-000235,-0.4979301334858883
ACH-000237,-0.6286055734917937
ACH-000238,-0.5015654064835162
ACH-000242,-0.7629064739165905
ACH-000243,-0.5839132705409767
ACH-000244,-0.7022779869640078
ACH-000246,-0.6395483112359189
ACH-000248,-0.7714773808494215
ACH-000250,-0.5387124521830463
ACH-000251,-1.0997769149074903
ACH-000252,-0.4679798771135104
ACH-000253,-0.7340652768346329
ACH-000255,-0.5938255912360224
ACH-000256,-0.711366004279626
ACH-000257,-0.4699232433534027
ACH-000258,-0.7603189577500388
ACH-000259,-0.5653105628757673
ACH-000260,-0.7602230819945527
ACH-000261,-0.5939046150579979
ACH-000262,-0.2662810143728936
ACH-000263,-0.7625579633565688
ACH-000264,-0.5845786914992394
ACH-000265,-0.7368099221908748
ACH-000266,-0.5564885904079452
ACH-000272,-0.5788330755626059
ACH-000274,-0.5313273096639051
ACH-000277,-0.7537208539025092
ACH-000278,-0.6031574761852735
ACH-000279,-0.6254423127106916
ACH-000280,-0.6374260434304666
ACH-000281,-0.5075348665925804
ACH-000288,-0.6108768131552563
ACH-000291,-0.5089519233334149
ACH-000293,-0.5898228692893848
ACH-000294,-0.6786127561978785
ACH-000295,-0.5173693516641021
ACH-000296,-0.6667269813757534
ACH-000302,-0.6017885696036704
ACH-000304,-0.9181126859771538
ACH-000307,-0.5990094588530503
ACH-000308,-0.7193821358634443
ACH-000310,-0.7744342443963468
ACH-000311,-0.6707707341486054
ACH-000312,-0.6116599475206231
ACH-000315,-0.4616104979258647
ACH-000316,-0.6836984823436416
ACH-000317,-0.8102508113339522
ACH-000318,-0.6176392106840302
ACH-000319,-0.6230180713340523
ACH-000320,-0.6911798692021871
ACH-000322,-0.4936016476044698
ACH-000323,-0.4747288375953244
ACH-000324,-0.8249317836167448
ACH-000329,-0.6828915033300909
ACH-000330,-0.4920112616468895
ACH-000331,-0.4988529831308337
ACH-000332,-0.6867936169212412
ACH-000334,-1.0152970249798792
ACH-000335,-0.4778409232546208
ACH-000336,-0.17744614573598802
ACH-000337,-0.6529016625720213
ACH-000338,-0.2716159362709473
ACH-000339,-0.5386308430092864
ACH-000341,-0.6140328720581718
ACH-000348,-0.6087554522111267
ACH-000350,-0.6915132207792176
ACH-000352,-0.6648941334410889
ACH-000356,-0.6655351740459743
ACH-000361,-0.6396374831129358
ACH-000362,-0.7860775673669389
ACH-000363,-0.5573185899758865
ACH-000364,-0.5146707894574756
ACH-000365,-0.5073850478702981
ACH-000366,-0.4354525407395341
ACH-000368,-0.42679252184782185
ACH-000374,-0.7275019317193105
ACH-000375,-0.6198548303386328
ACH-000376,-0.5505199758378175
ACH-000381,-0.3680493624236569
ACH-000383,-0.5803571717552054
ACH-000387,-0.7180781990241322
ACH-000389,-0.8301613248703141
ACH-000390,-0.6111623937062297
ACH-000393,-0.5742344837590878
ACH-000395,-0.5687494195132913
ACH-000396,-0.5803665709467865
ACH-000397,-0.6832432814129777
ACH-000401,-0.19186392073716088
ACH-000402,-0.5749949968331067
ACH-000403,-0.6445464227353387
ACH-000404,-0.26934411371731964
ACH-000406,-0.581380587329627
ACH-000407,-0.43715320721099704
ACH-000408,-0.4690137391156748
ACH-000410,-0.5913590872491269
ACH-000411,-0.8125305607889521
ACH-000414,-0.93661552385318
ACH-000415,-0.6112657495966589
ACH-000416,-0.6035735636327422
ACH-000420,-0.6867390290990393
ACH-000421,-0.5609185810343577
ACH-000424,-0.3190117612656151
ACH-000425,-0.6238016896878991
ACH-000426,-1.0148869121217925
ACH-000427,-0.6541720353242438
ACH-000433,-0.4986193125468069
ACH-000435,-0.9279242099542402
ACH-000436,-0.6861220691811623
ACH-000444,-0.5889059537753515
ACH-000445,-0.5530121017010955
ACH-000448,-0.5317962017568292
ACH-000450,-1.047089463655598
ACH-000452,-0.7665203412296339
ACH-000454,-0.7328977912389859
ACH-000458,-0.8144295900451808
ACH-000459,-1.0624392087034529
ACH-000460,-0.6401146237011829
ACH-000461,-0.6270406997220318
ACH-000463,-0.7037758849032905
ACH-000464,-0.6387679336533694
ACH-000466,-1.150120091634295
ACH-000467,-0.6448474439176562
ACH-000468,-0.5789164747818504
ACH-000469,-0.5100269068369591
ACH-000470,-0.4729833838191366
ACH-000471,-0.5086518970849156
ACH-000472,-0.5725199451165641
ACH-000473,-0.6914900945981115
ACH-000475,-0.5026854613935671
ACH-000476,-0.5083940021186756
ACH-000477,-0.5702705343526542
ACH-000479,-0.7290141032166024
ACH-000480,-0.5398442286018027
ACH-000481,-0.5941443820224069
ACH-000483,-0.6616815797996223
ACH-000484,-0.41357822691623297
ACH-000485,-0.5542905191677566
ACH-000486,-0.5471466023745248
ACH-000487,-0.8227887819128656
ACH-000488,-0.6039348322011533
ACH-000490,-0.6448618964519038
ACH-000491,-0.8128668941356098
ACH-000495,-0.6310418677599892
ACH-000496,-0.5579010123941487
ACH-000499,-0.8818936303081245
ACH-000500,-0.7706351761416074
ACH-000502,-0.6651446827130423
ACH-000503,-0.35529255961191225
ACH-000505,-0.5564331277798893
