,PCM1 (5108)
ACH-000004,-0.13567541503013644
ACH-000005,-0.1252102249899176
ACH-000007,-0.4760626930103349
ACH-000009,-0.2682198835684126
ACH-000011,-0.0655892973838648
ACH-000012,-0.3644865657001719
ACH-000013,-0.3474756081818821
ACH-000014,-0.1190568747905116
ACH-000015,-0.030413852893932343
ACH-000017,-0.2121309332997102
ACH-000018,-0.06734871924015429
ACH-000019,-0.0694402120954089
ACH-000021,-0.17409251603370882
ACH-000022,-0.2569264695376072
ACH-000025,-0.25553825147601683
ACH-000028,-0.1430865435208418
ACH-000030,-0.08893646038240609
ACH-000035,0.03251590669221402
ACH-000036,-0.06764007183118224
ACH-000037,-0.3001145303934488
ACH-000039,-0.062053492821066925
ACH-000040,-0.10118001645002993
ACH-000041,-0.4914146455740205
ACH-000042,-0.27535436286751264
ACH-000045,-0.19995921274303716
ACH-000047,-0.05041057129542759
ACH-000052,-0.20880930682658996
ACH-000053,-0.10174412606833257
ACH-000054,-0.012187227771697857
ACH-000055,-0.2934567264968284
ACH-000060,-0.4820141466337569
ACH-000067,-0.1947271749330212
ACH-000070,-0.2355483734000392
ACH-000075,-0.1921337586888919
ACH-000078,-0.4250631450725561
ACH-000082,-0.10743206576738176
ACH-000085,0.09479533725953422
ACH-000086,-0.03712953860038378
ACH-000087,-0.6348889815589024
ACH-000092,-0.4183956329558957
ACH-000095,-0.3371920968337685
ACH-000097,-0.1657561235761305
ACH-000098,-0.07989079762619812
ACH-000099,-0.6786921691045059
ACH-000108,-0.042053964957762834
ACH-000113,-0.12810369482012884
ACH-000116,-0.08366752156130898
ACH-000118,-0.11879794422880313
ACH-000120,-0.44760212260414217
ACH-000123,-0.34608888041327673
ACH-000127,-0.42436354658784464
ACH-000128,-0.3694997497427276
ACH-000132,-0.3772854122200974
ACH-000133,-0.032812865971333906
ACH-000137,-0.04746248219823145
ACH-000138,-0.08261894188939088
ACH-000142,0.08394932067580131
ACH-000143,-0.2607027136741047
ACH-000146,-0.08253423546220795
ACH-000148,-0.042418214185177834
ACH-000150,-0.33711020340875336
ACH-000152,-0.12593631678833195
ACH-000153,-0.16549123872770544
ACH-000159,-0.1919101497863507
ACH-000160,-0.3611022675306753
ACH-000163,-0.2444621301891476
ACH-000167,0.023635313969142143
ACH-000168,-0.1653773059720547
ACH-000169,-0.19565401754302045
ACH-000178,-0.4336110906455743
ACH-000183,-0.1889582977890916
ACH-000188,-0.6199204087009494
ACH-000189,-0.2314402228922539
ACH-000190,-0.012516818786290228
ACH-000198,-0.09608835230314933
ACH-000203,-0.21743845179368254
ACH-000204,-0.33599984405929306
ACH-000206,0.05700513519173071
ACH-000207,-0.11410675840178285
ACH-000208,0.10986457522398677
ACH-000210,-0.5731916369589395
ACH-000211,-0.16252286090532955
ACH-000215,-0.12208023834182676
ACH-000221,-0.2091351371402676
ACH-000222,-0.15569861722153525
ACH-000223,0.026663356005489136
ACH-000226,-0.09645298601136323
ACH-000227,-0.8935606085631722
ACH-000228,-0.2929995040019851
ACH-000231,-0.14562800292787922
ACH-000232,-0.18727155162218487
