,IER3IP1 (51124)
ACH-000004,-0.01972120865965839
ACH-000005,-0.12121459926270715
ACH-000007,-0.17251114596994502
ACH-000009,-0.7834263085288005
ACH-000011,-0.6517422157274977
ACH-000012,0.012473213680924224
ACH-000013,-0.5335258500725445
ACH-000014,-0.14662723240278874
ACH-000015,-0.12147076847999408
ACH-000017,-0.471821446387979
ACH-000018,-0.1585458661284382
ACH-000019,-0.5052551633637785
ACH-000021,-0.22094704697069875
ACH-000022,-0.09725173297250576
ACH-000025,-0.17808991397589474
ACH-000028,-0.32765952687244115
ACH-000030,-0.34706466598823216
ACH-000035,-0.5144399531247602
ACH-000036,-0.4309342548745346
ACH-000037,-0.2691059897026752
ACH-000039,-0.07092055978122135
ACH-000040,0.0015535354777241534
ACH-000041,-0.05648765220805733
ACH-000042,-0.09057189237057788
ACH-000045,-0.237116871594972
ACH-000047,0.009441671361572434
ACH-000052,-0.193300470643336
ACH-000053,-0.02474685862666724
ACH-000054,-0.09418036377688684
ACH-000055,-0.5398964001646943
ACH-000060,-0.34044659332156524
ACH-000067,-0.14388873528454652
ACH-000070,-0.2169668269926889
ACH-000075,-0.11796323770848982
ACH-000078,-0.02207992832226792
ACH-000082,-0.062427017107037165
ACH-000085,-0.4122181591542055
ACH-000086,0.023575530084028216
ACH-000087,-0.12439770437739063
ACH-000092,-0.037461843918499486
ACH-000095,-0.4890986211326963
ACH-000097,-0.5938455938038308
ACH-000098,-0.12799460367907844
ACH-000099,-0.27860102898736305
ACH-000108,-0.6277107922287216
ACH-000113,-0.4119480501859025
ACH-000116,-0.13900254686413607
ACH-000118,-0.10555586676128112
ACH-000120,-0.7973699513999628
ACH-000123,-0.12828948914603022
ACH-000127,-0.07386051769989964
ACH-000128,-0.0802204190683804
ACH-000132,-0.3696911429400631
ACH-000133,0.05483134041369685
ACH-000137,-0.4985157793856897
ACH-000138,-0.06749576037492729
ACH-000142,-0.15096035634458607
ACH-000143,-0.05186848844374715
ACH-000146,-0.1336650251730896
ACH-000148,0.01024073522620858
ACH-000150,0.0290789509926806
ACH-000152,0.06751786951504407
ACH-000153,-0.9160056667418224
ACH-000159,-0.06176616888057136
ACH-000160,-0.021323530312001567
ACH-000163,-0.2807529562859131
ACH-000167,-0.0277064733245927
ACH-000168,-0.07582871844612182
ACH-000169,-0.1204506000455062
ACH-000178,-0.2504387078748309
ACH-000183,-0.4649464339755955
ACH-000188,-0.15769709484833125
ACH-000189,-0.03225803004176695
ACH-000190,-0.08565064798790871
ACH-000198,-0.061703461430762836
ACH-000203,-0.4438267688669108
ACH-000204,-0.23581190585464176
ACH-000206,-0.2342910054139289
ACH-000207,-0.4049888318555352
ACH-000208,-0.2395306063849692
ACH-000210,0.03656575472003469
ACH-000211,-0.18969431846737125
ACH-000215,0.006178432267255
ACH-000221,-0.12795505024683002
ACH-000222,-0.07861862174624303
ACH-000223,-0.2303624705976452
ACH-000226,-0.4229738798193651
ACH-000227,-0.14185158819458027
ACH-000228,-0.6174249646026558
ACH-000231,-0.20993866848572112
ACH-000232,-0.07566618719473324
ACH-000233,-0.8834416324387887
ACH-000234,-0.10156678438678808
ACH-000235,-0.10099433153928712
ACH-000237,-0.14471437114365018
ACH-000238,-0.14708943311720798
ACH-000242,0.26332249221130144
ACH-000243,0.0320420278474349
ACH-000244,-0.07866156931636828
ACH-000246,-0.16314744359173003
ACH-000248,-0.076302632020735
ACH-000250,-0.1897544052501692
ACH-000251,-0.2827482471654899
ACH-000252,-0.247232581177064
ACH-000253,-0.23058238011346016
ACH-000255,-0.6165415508103498
ACH-000256,-0.08783338119870505
ACH-000257,-0.4585017547514416
ACH-000258,0.035172109057099984
ACH-000259,-0.8322574455625827
ACH-000260,-0.01940784813413544
ACH-000261,-0.1324834601187322
ACH-000262,-0.06508387628698828
ACH-000263,-0.4085499215648801
ACH-000264,-0.2154468579806643
ACH-000265,0.06881446601697785
ACH-000266,-0.15277462422665455
ACH-000272,-0.08663929204077045
ACH-000274,-0.3823087419161143
ACH-000277,-0.30967367550942376
ACH-000278,-0.4792813466009346
ACH-000279,0.0459083637903548
ACH-000280,-0.04786485258621187
ACH-000281,0.094763453793786
ACH-000288,-0.3848306329093513
ACH-000291,-0.11355031250434852
ACH-000293,-0.1455054643893503
ACH-000294,0.014946262200019872
ACH-000295,-0.3043753230671274
ACH-000296,-0.008183130969187422
ACH-000302,-0.11135305333153336
ACH-000304,-0.044936248837788184
ACH-000307,-0.1115108411165938
ACH-000308,-0.0598034594036781
ACH-000310,-0.0749662839958079
ACH-000311,-0.4431806137000199
ACH-000312,-0.08261855663655429
ACH-000315,-0.6083638102005882
ACH-000316,0.04774269274328643
ACH-000317,-0.2933993295710286
ACH-000318,-0.024515726632233212
ACH-000319,-0.24814248743070816
ACH-000320,-0.26963141213517283
ACH-000322,-0.2425057593430704
ACH-000323,-0.17642094119186966
ACH-000324,-0.2565721921311788
ACH-000329,-0.02811114502163642
ACH-000330,-0.4010230406019087
ACH-000331,-0.15363117071349666
ACH-000332,-0.13849850939026578
ACH-000334,-0.12766616420139046
ACH-000335,-0.2303742899431504
ACH-000336,-0.1753056069237842
ACH-000337,-0.012399419990752792
ACH-000338,-0.277503600157312
ACH-000339,-0.17381177739066478
ACH-000341,0.05459442813634515
ACH-000348,-0.1947883647272448
ACH-000350,-0.2319289791475889
ACH-000352,-0.2575513149481416
ACH-000356,-0.08873451746463308
ACH-000361,-0.19133628649147955
ACH-000362,-0.28294897719407025
ACH-000363,-0.36401440450737893
ACH-000364,-0.18004117566841635
ACH-000365,-0.05253749761857611
ACH-000366,-0.4202791513647659
ACH-000368,-0.14663327826933564
ACH-000374,0.07071414171652766
ACH-000375,-0.2337732370842065
ACH-000376,-0.10584696000058903
ACH-000381,0.08822351524207225
ACH-000383,0.00762537304014673
ACH-000387,-0.6744812637828247
ACH-000389,-0.059603079136608825
ACH-000390,-0.02376208335616224
ACH-000393,-0.5062893843905388
ACH-000395,-0.016716067395188182
ACH-000396,-0.3643673218860614
ACH-000397,-0.4101663267083313
ACH-000401,-0.3704013520391747
ACH-000402,-0.31200611893803265
ACH-000403,-0.12044398929070906
ACH-000404,0.15484162005112145
ACH-000406,-0.4737737837120367
ACH-000407,-0.16055367939728224
ACH-000408,-0.27743060126539043
ACH-000410,-0.10940982198691608
ACH-000411,-0.6574359879987622
ACH-000414,0.012435015302344437
ACH-000415,-0.20114399359231655
ACH-000416,-0.12657444595619427
ACH-000420,-0.3528287166942975
ACH-000421,-0.22236328392196714
ACH-000424,-0.20461189389493728
ACH-000425,-0.14838493344572715
ACH-000426,-0.08495737407948717
ACH-000427,-0.3924180631599708
ACH-000433,-0.5391089189531936
ACH-000435,0.034295179501576144
ACH-000436,-0.4399631957584201
ACH-000444,-0.0004141413679972712
ACH-000445,0.04453011517014189
ACH-000448,-0.2733174772129856
ACH-000450,-0.2294289167927673
