,FANCE (2178)
ACH-000401,-0.1199002800649233
ACH-000402,0.04101702423420165
ACH-000403,-0.061941883410988226
ACH-000404,-0.21931192458430335
ACH-000406,0.06800274611945062
ACH-000407,-0.21592390392414407
ACH-000408,-0.25694724726361395
ACH-000410,-0.4781804305677777
ACH-000411,-0.02435278338401936
ACH-000414,0.008558623861430028
ACH-000415,-0.2244611300576732
ACH-000416,-0.2074887806139335
ACH-000420,0.10543077031390816
ACH-000421,-0.06457159239613268
ACH-000424,-0.09147573087469828
ACH-000425,-0.1830472289879513
ACH-000426,-0.11461585615978112
ACH-000427,-0.06733314010715273
ACH-000433,-0.29709523301741625
ACH-000435,-0.028065454981012254
ACH-000436,0.09884858121216077
ACH-000444,-0.3303953090170007
ACH-000445,-0.15832099793177096
ACH-000448,-0.15361331932867225
ACH-000450,0.09471911618549048
ACH-000452,-0.13656184844359792
ACH-000454,-0.14799278939550986
ACH-000458,-0.14919689655993648
ACH-000459,-0.24887693964734955
ACH-000460,-0.2033566424938522
ACH-000461,-0.1467928275046427
ACH-000463,-0.10307429314793062
ACH-000464,-0.027228868344086245
ACH-000466,-0.2300220373318159
ACH-000467,-0.10407086996727892
ACH-000468,0.022462016814140992
ACH-000469,-0.17439144811592494
ACH-000470,-0.03343281013447743
ACH-000471,-0.10861191986294903
ACH-000472,-0.030629249705765894
ACH-000473,-0.05030101875142372
ACH-000475,-0.08371229407212202
ACH-000476,-0.012162525913823665
ACH-000477,0.021181384154867058
ACH-000479,-0.04292701542143524
ACH-000480,0.0843998501571039
ACH-000481,-0.1380259978103831
ACH-000483,-0.09449242480317284
ACH-000484,-0.14760743767326107
ACH-000485,-0.023691490748144143
ACH-000486,-0.19610251269548493
ACH-000487,0.04422462476060385
ACH-000488,-0.1134845787341129
ACH-000490,-0.18397052939776387
ACH-000491,-0.1368175953729818
ACH-000495,-0.4044600865974427
ACH-000496,-0.10981744481156316
ACH-000499,-0.2503795687496512
ACH-000500,0.3168950686387969
ACH-000502,-0.10259224557453284
ACH-000503,0.028901759996146987
ACH-000505,-0.06863225269865159
ACH-000507,-0.23592469571994495
ACH-000510,-0.15081831438508425
ACH-000511,-0.1427740639328395
ACH-000512,-0.2728862587334459
ACH-000516,-0.3339336669452853
ACH-000517,-0.1176968722302847
ACH-000518,-0.1105158903821982
ACH-000520,-0.07292646751983559
ACH-000521,-0.3197480393143385
ACH-000522,-0.0967651512425006
ACH-000524,-0.1955126822507736
ACH-000527,-0.04621679053304215
ACH-000528,-0.3045766262228517
ACH-000537,-0.3465942285887214
ACH-000541,-0.055232644668981125
ACH-000542,-0.20657547295632706
ACH-000544,-0.09188095407778954
ACH-000545,-0.19117811579586266
ACH-000547,-0.3568981975859363
ACH-000548,-0.015671780439715483
ACH-000549,-0.13006506858385564
ACH-000550,-0.116587941099443
ACH-000552,0.09430929108481527
ACH-000556,-0.10359110516735527
ACH-000557,0.007353852874116236
ACH-000569,0.009148298087776974
ACH-000570,0.018871897098304162
ACH-000571,-0.06411917003697988
ACH-000573,-0.2944017860861413
ACH-000576,0.1016977769246041
ACH-000579,0.003604232613669188
ACH-000580,-0.2256427277220321
ACH-000584,-0.5327293027214789
ACH-000585,-0.13853558355825593
ACH-000588,-0.2294937215177059
ACH-000589,-0.0313881769516672
ACH-000591,-0.1135373235067628
ACH-000593,-0.0821536016707415
ACH-000600,-0.1774685846269161
ACH-000601,0.03956237446277547
ACH-000605,-0.2016955849286657
ACH-000606,-0.14972563089731905
ACH-000608,-0.16337717636132434
ACH-000614,-0.1550308495468666
ACH-000616,-0.11375848275707676
ACH-000618,-0.10344894504501267
ACH-000619,-0.2526796055276549
ACH-000620,-0.12286187329374693
ACH-000621,-0.28479154811562785
ACH-000622,-0.2427623020874095
ACH-000623,-0.05744409434769258
ACH-000624,-0.25520586455203914
ACH-000627,-0.201786317313952
ACH-000630,-0.02835536262371509
ACH-000631,0.25550559503942705
ACH-000632,-0.21631194174793628
ACH-000633,-0.16518511109558856
ACH-000637,-0.2309666402673973
ACH-000638,-0.10449865224054154
ACH-000646,-0.15041222000527651
ACH-000647,-0.13000716429095766
ACH-000648,-0.0950280604239848
ACH-000649,-0.04633973154972639
ACH-000651,-0.020716529709259926
ACH-000652,-0.03490032238523145
ACH-000653,-0.0450810398012448
ACH-000657,-0.10073344040019064
ACH-000658,-0.054319722159475455
ACH-000661,-0.18933442996138788
ACH-000662,0.03784626991568539
ACH-000663,0.006783530893740815
ACH-000665,-0.1552979235332918
ACH-000671,0.17244062092983928
ACH-000672,-0.08162232135883722
ACH-000673,-0.08387726619291677
ACH-000676,-0.1803808876687321
ACH-000677,-0.07873331123926637
ACH-000681,0.08891534455475089
ACH-000683,-0.10305654062273427
ACH-000684,-0.2937860624795913
ACH-000688,-0.2741450431981018
ACH-000693,-0.030531749429258532
ACH-000694,0.019311410828410504
ACH-000695,-0.2805744035175297
ACH-000696,-0.08260923524512218
ACH-000697,-0.1295327261201734
ACH-000699,-0.15839378987881428
ACH-000701,-0.1974101753051388
ACH-000706,-0.005377671834301457
ACH-000711,-0.1917991857686246
ACH-000713,-0.03505176452923645
ACH-000714,-0.046116822138918136
ACH-000718,-0.18741576675243765
ACH-000720,-0.18234910113568947
ACH-000721,-0.07027189761420767
ACH-000724,0.006458615853241983
ACH-000725,-0.16185488007968307
ACH-000732,-0.18695693543056974
ACH-000734,-0.1653711989035074
ACH-000735,-0.17637214131910614
ACH-000736,-0.07602025374464874
ACH-000738,-0.10124274862500332
ACH-000746,0.2543868960590288
ACH-000747,0.1476237309514472
ACH-000748,-0.13070666698032787
ACH-000753,-0.12946199784575524
ACH-000756,-0.20354087060365986
ACH-000757,-0.032662209638351404
ACH-000758,-0.15490303956059834
ACH-000760,-0.15639840649953515
ACH-000762,-0.3214675764200714
ACH-000763,-0.13946964773091064
ACH-000764,-0.019703591380690763
ACH-000765,0.06368868348699716
ACH-000766,-0.12554410430167642
ACH-000767,-0.12179548933118718
ACH-000768,-0.3352905985367057
ACH-000769,-0.25686491327246624
ACH-000770,-0.1589457288299485
ACH-000771,-0.25000823019693114
ACH-000773,0.02695464741290386
ACH-000776,0.04453232003127789
ACH-000777,-0.2207888900602364
ACH-000778,-0.21290770103200365
ACH-000781,-0.035878327466392336
ACH-000782,-0.49884345622746007
ACH-000783,-0.12035809153721005
ACH-000784,-0.02001598998841352
ACH-000785,-0.1994657675505109
ACH-000787,0.0841589321834665
ACH-000788,-0.09766737296401456
ACH-000791,-0.19860829162992646
ACH-000792,-0.02325872374129826
ACH-000794,-0.2858506646766621
ACH-000796,-0.12644760360107374
ACH-000798,-0.18491004059447125
ACH-000799,-0.07396164197424393
ACH-000800,-0.3495563992778801
ACH-000802,0.002511749355220141
ACH-000804,-0.022230986358593382
ACH-000805,-0.037348383063913616
ACH-000809,-0.22608148368979356
ACH-000810,-0.4936176361951893
ACH-000811,-0.20127700445947214
ACH-000817,-0.24138234618568816
ACH-000819,0.017362855209226855
ACH-000820,-0.02725477566578549
ACH-000821,-0.0663047198465064
ACH-000822,-0.047933086059856175
ACH-000823,-0.07323784506540151
ACH-000824,-0.03918283613144208
ACH-000827,-0.08751518622806935
ACH-000829,-0.2782628144885264
ACH-000831,0.17129650569436594
ACH-000832,-0.157453156206488
ACH-000833,-0.032773879634882784
ACH-000834,-0.4985902709283033
ACH-000835,-0.05558380611217823
ACH-000836,-0.11366372350028588
ACH-000837,-0.17747591594309878
ACH-000838,-0.21313859554594705
ACH-000839,-0.028217477633897817
ACH-000840,-0.02597771136248255
ACH-000841,-0.1554212273510772
ACH-000843,-0.19682386054758305
ACH-000846,-0.19169282466659787
ACH-000847,0.02567176108225696
ACH-000848,-0.09763206866250138
ACH-000849,-0.20333885118296435
ACH-000851,-0.15841074424776586
ACH-000855,-0.2429367914794206
ACH-000856,-0.31289440199377644
ACH-000858,-0.2379127962254562
ACH-000859,-0.12077107672658002
ACH-000861,-0.25597801368920337
ACH-000862,-0.09213278088150434
ACH-000865,-0.23628258329075985
ACH-000866,0.0003597245037150678
ACH-000867,-0.08080116306811631
ACH-000869,-0.19859012773822834
ACH-000872,-0.009268446110326336
ACH-000873,-0.4501521245637591
ACH-000876,-0.1812490910319971
ACH-000878,-0.02121613173282745
ACH-000880,-0.10108286299765032
ACH-000881,-0.07004598826718995
ACH-000882,-0.18321615687732654
ACH-000884,-0.3549692992591315
ACH-000885,-0.04995381465845133
ACH-000887,-0.052045672704553896
ACH-000889,-0.09141740590877602
ACH-000896,-0.02092480011040031
ACH-000898,-0.2198462217034507
ACH-000900,-0.2922131522866097
ACH-000901,-0.10717462127293613
ACH-000905,-0.09664413815553667
ACH-000906,-0.17116815832983429
ACH-000907,-0.2528293102513765
ACH-000910,-0.05998873372816075
ACH-000911,-0.14296577812253194
ACH-000912,-0.2710621549959401
ACH-000913,-0.08860224980760488
ACH-000915,-0.07167000844586066
ACH-000916,-0.16726867795296968
ACH-000917,-0.2997220589418855
ACH-000920,-0.16256837535906865
ACH-000921,-0.0906362281426566
ACH-000924,-0.05240361506283267
ACH-000926,-0.0689170537048807
ACH-000928,-0.09740295894819397
ACH-000929,-0.17418422010863535
ACH-000932,-0.006296246810941425
ACH-000935,-0.16363788641438326
ACH-000936,0.00202763982800089
ACH-000937,-0.12581238100596384
ACH-000938,-0.23184608763533995
ACH-000939,-0.3536509788489825
ACH-000941,-0.2730990823654499
ACH-000943,0.020455769544470016
ACH-000946,-0.22314969422735992
ACH-000947,-0.16313666867287346
ACH-000948,-0.11791887769870887
ACH-000950,-0.16847164123830696
ACH-000953,-0.05360130334217933
ACH-000954,0.02781888868402592
ACH-000957,-0.07224941499832585
ACH-000958,0.02214116275374223
ACH-000960,-0.21484378893705489
ACH-000963,-0.04966512816962678
ACH-000968,-0.26481573493920657
ACH-000969,-0.0639718724025836
ACH-000972,-0.1773469653811425
ACH-000973,-0.09231709504753358
ACH-000974,-0.2819195860654857
ACH-000978,0.12624662627418526
ACH-000984,-0.10541854508585448
ACH-000986,-0.2394654067630556
ACH-000988,-0.09335201489436244
ACH-000993,-0.147924698275339
ACH-000994,-0.16361987446278306
ACH-000996,-0.17331820009949414
ACH-001001,-0.2330013930393844
ACH-001020,-0.3525882371259025
ACH-001028,-0.08627031513685371
ACH-001031,-0.051766559053161035
ACH-001038,-0.13200382787113754
ACH-001048,-0.2056429959033008
ACH-001050,-0.19516240431619414
ACH-001053,-0.1239973797497972
ACH-001054,-0.2158839380811045
ACH-001061,0.008505398234549395
ACH-001067,-0.23678358571050176
ACH-001075,-0.13185050974832288
ACH-001096,-0.2953935110651297
ACH-001111,-0.217683832369356
ACH-001119,-0.5203273785837075
ACH-001128,-0.2560407501372959
ACH-001134,-0.3008941061840205
ACH-001151,-0.13854093567089545
ACH-001163,-0.006856784019021568
ACH-001164,-0.1114092514605839
ACH-001183,-0.16652734558234192
ACH-001192,-0.07960698537963595
ACH-001193,0.1314810977915049
ACH-001196,-0.10399086711503952
ACH-001197,-0.5276881443587352
ACH-001205,-0.1123423280671362
ACH-001211,-0.014130480769893169
ACH-001212,-0.5307601266256716
ACH-001228,-0.10876175678454326
ACH-001232,-0.06469810871847037
ACH-001239,-0.006465769247826312
ACH-001270,-0.24013102214577425
ACH-001274,-0.19496819827546302
ACH-001275,-0.3108375750966086
ACH-001277,0.0239523801571299
ACH-001278,-0.17895381259492252
ACH-001280,-0.2294729535383528
ACH-001283,-0.01818780271038122
ACH-001289,-0.16219357984745855
ACH-001300,0.03341377717318121
ACH-001301,-0.2866811363551213
ACH-001302,-0.031124361916705617
ACH-001306,-0.18467647414057276
ACH-001318,-0.08800819873570419
ACH-001322,-0.09545980844832046
ACH-001328,0.008650398373514208
ACH-001332,-0.24786401571756103
ACH-001336,-0.31150945160461924
ACH-001346,-0.14652625531355498
ACH-001353,-0.14109622199126054
ACH-001354,-0.4150093840323106
ACH-001367,-0.34708476720250186
ACH-001368,-0.1441340599290492
ACH-001374,-0.0017568404610517464
ACH-001377,-0.08156170554148036
ACH-001380,-0.13174447673088305
ACH-001391,-0.04956314186513218
ACH-001408,-0.3891616959346735
ACH-001430,-0.2870821893901206
ACH-001431,-0.02382959989323786
ACH-001450,0.11089509438960883
ACH-001496,-0.20577177741593505
ACH-001500,0.07635634264145699
ACH-001523,-0.3339471631779581
ACH-001532,-0.4599662020886988
ACH-001550,0.007437656303524383
ACH-001552,-0.09713612697833007
ACH-001554,-0.11376372939044545
ACH-001654,-0.1307327539089199
ACH-001735,-0.1826225168403799
ACH-001736,-0.4177507822657908
ACH-001737,0.12911165476987452
ACH-001740,-0.4021450887538237
ACH-001745,-0.4910159968571335
ACH-001765,-0.5520525678815825
