,UBE2S (27338)
ACH-000261,-0.4114844722153114
ACH-000262,-0.7946951855895996
ACH-000263,-0.29291372025817114
ACH-000264,-0.22142453068407816
ACH-000265,-0.3537521018716523
ACH-000266,-0.08777712040225116
ACH-000272,-0.2917638285833963
ACH-000274,-0.5491437353091412
ACH-000277,-0.2391300592608797
ACH-000278,-0.1380082659868323
ACH-000279,-0.28970936271491937
ACH-000280,-0.4735830606075292
ACH-000281,-0.2307028623317477
ACH-000288,-0.4732605637938022
ACH-000291,-0.531180355630555
ACH-000293,-1.2570658766092553
ACH-000294,-0.8482021376956741
ACH-000295,-0.279575948588898
ACH-000296,-0.482632980283899
ACH-000302,-0.6261108305474412
ACH-000304,-0.2382078817004956
ACH-000307,-0.07053373868852184
ACH-000308,-0.31732381899451284
ACH-000310,-0.3362522144160221
ACH-000311,-0.3050310794992667
ACH-000312,-0.17012022070937202
ACH-000315,0.07408549155851497
ACH-000316,-0.5690113858271091
ACH-000317,0.0182252941894729
ACH-000318,-0.3763169176149128
ACH-000319,-0.2132495950796475
ACH-000320,-0.2170440538060843
ACH-000322,-0.2790225025014695
ACH-000323,-0.2800774905449468
ACH-000324,-0.5022480219429591
ACH-000329,-0.2497550719793636
ACH-000330,-0.2580624178702287
ACH-000331,-0.4110934351705836
ACH-000332,-0.20837450385367096
ACH-000334,-0.3585900249787043
ACH-000335,-0.6987756618314024
ACH-000336,-0.2599906940011737
ACH-000337,0.1716219677673927
ACH-000338,-0.7062776124526038
ACH-000339,-0.3195147877567639
ACH-000341,-0.4100641109968103
ACH-000348,-0.20889804087395936
ACH-000350,-0.30348041908148
ACH-000352,-0.4601564954420374
ACH-000356,-0.16307038200083335
ACH-000361,-0.28119259937208185
ACH-000362,-0.4174354491928384
ACH-000363,-0.09496472682497564
ACH-000364,-0.6465727070659497
ACH-000365,-0.17807108962442264
ACH-000366,-0.2647305080858146
ACH-000368,-0.1100162191086405
ACH-000374,-0.3800727333678349
ACH-000375,-0.13140719556343505
ACH-000376,-0.10401370305275433
ACH-000381,-0.4090063594627394
ACH-000383,-0.3334816604027189
ACH-000387,-0.5232312528064018
ACH-000389,-0.4594305122939713
ACH-000390,-0.5872387873570817
ACH-000393,-0.4248393138473995
ACH-000395,-0.18742291307303752
ACH-000396,-0.5386890354023003
ACH-000397,-0.6368964774295017
ACH-000401,-0.8549210441191013
ACH-000402,-0.16707746260999165
ACH-000403,-0.16451126992414236
ACH-000404,-0.15975267933003676
ACH-000406,-0.970718892136158
ACH-000407,-0.4611786539221763
ACH-000408,-0.3870359450523872
ACH-000410,-0.410591080170998
ACH-000411,-0.3666201957361101
ACH-000414,-0.6384990342735034
ACH-000415,-0.3781528072635088
ACH-000416,-0.16981274954280196
ACH-000420,-0.3091894666045231
ACH-000421,-0.4399126394361224
ACH-000424,-0.2273206090317612
ACH-000425,-0.09355603623103403
ACH-000426,-0.04699527037281159
ACH-000427,-0.21853893397857127
ACH-000433,-0.23891838236069174
ACH-000435,-0.5355285427558347
ACH-000436,-0.3452248066321256
ACH-000444,-0.3193095884122431
ACH-000445,-0.7160551363631116
ACH-000448,-0.302477671289102
ACH-000450,0.12330266260375368
ACH-000452,-0.23848069405297764
ACH-000454,-0.5729410322929911
ACH-000458,-0.6031226236619497
ACH-000459,-0.402117247542966
ACH-000460,-0.5062449060617422
ACH-000461,-0.3609135665481569
ACH-000463,-0.3958583958907049
ACH-000464,-0.5480861804150892
ACH-000466,-0.28710972676382224
ACH-000467,-0.009990798675259654
ACH-000468,-0.3814147385848085
ACH-000469,-0.4189891307825469
ACH-000470,0.07470483525242992
ACH-000471,-0.6206623902271111
ACH-000472,-0.22290387308871712
ACH-000473,-0.4487202173647957
ACH-000475,-0.5371376167204661
ACH-000476,-0.3547490733987808
ACH-000477,-0.0003612730653946623
ACH-000479,0.06273211945553189
ACH-000480,-0.23067244900587436
ACH-000481,-0.4006003773819908
ACH-000483,-0.2269234133453772
ACH-000484,-0.2952757044653464
ACH-000485,-0.2862702927701494
ACH-000486,-0.07878862300706573
ACH-000487,-0.8668353163143094
ACH-000488,-0.4716868448095023
ACH-000490,-0.0855907428183572
ACH-000491,-0.3085486408387505
ACH-000495,-0.29120876458978306
ACH-000496,-0.3378262249800992
ACH-000499,-0.3341289897948729
ACH-000500,-0.14794471330896122
ACH-000502,-0.4009135251377667
ACH-000503,-0.4009395443882153
ACH-000505,-0.1785742808583137
ACH-000507,-0.2989840372408392
ACH-000510,-0.4161159682631987
ACH-000511,-0.2398089134176379
ACH-000512,-0.4149995086575609
ACH-000516,-0.3102748947064529
ACH-000517,-0.5953298954389298
ACH-000518,-0.9104675272169812
ACH-000520,-0.5164034513349103
ACH-000521,-0.5244473011241598
ACH-000522,-0.013934428229101974
ACH-000524,-0.33282407467645275
ACH-000527,-0.281220570872659
ACH-000528,-0.3315635547210532
ACH-000537,-0.22115676016769506
ACH-000541,-0.4165588618793929
ACH-000542,-0.33025109183203777
ACH-000544,-0.1828469191170943
ACH-000545,-0.5740971991577923
ACH-000547,-0.4486512244351053
ACH-000548,-0.28890613081820404
ACH-000549,-0.5942995459462235
ACH-000550,-0.827693262781932
ACH-000552,-0.4765741553528697
ACH-000556,-0.28800108043818545
ACH-000557,-0.2488641631325805
ACH-000569,-0.2891296596021696
ACH-000570,-0.2964897427383944
ACH-000571,-0.29490964837811673
ACH-000573,-0.3010167564353776
ACH-000576,-0.11410752108301572
ACH-000579,-0.041134234788386057
ACH-000580,-0.4309111342929932
ACH-000584,-0.3630722644980922
ACH-000585,-0.7307030288133081
ACH-000588,-0.3142645615439774
ACH-000589,-0.4167463887602392
ACH-000591,-0.2951024637788657
ACH-000593,-0.2329158648545179
ACH-000600,-0.29420131352511586
ACH-000601,-0.2123566719529132
ACH-000605,-0.14282214873352184
ACH-000606,-0.3885112093352293
ACH-000608,-0.29644364489180114
ACH-000614,0.13175777375354408
ACH-000616,-0.25684716260915874
ACH-000618,-0.5053984400945319
ACH-000619,-0.1003476142655456
ACH-000620,-0.3060948606173079
ACH-000621,-0.3245673909144833
ACH-000622,-0.3647239912213251
ACH-000623,-0.4609546903331352
ACH-000624,-0.6569344893561447
ACH-000627,-0.6678210543062211
ACH-000630,-0.5053848348049033
ACH-000631,-0.40755530253342864
ACH-000632,-0.2873980034241424
ACH-000633,-0.07705653830297665
ACH-000637,-0.5966542856441557
ACH-000638,-0.30472493328685457
ACH-000646,-0.4292776010669714
ACH-000647,-0.21628532547561127
ACH-000648,-0.38499321048567786
ACH-000649,-0.3148888871437276
ACH-000651,-0.4979269994943593
ACH-000652,-0.2284685858383416
ACH-000653,-0.1992537633658251
ACH-000657,-0.3073111588561591
ACH-000658,0.035481138895173035
ACH-000661,-0.13899538994711386
ACH-000662,-0.10852872443427287
ACH-000663,-0.28280675192231675
ACH-000665,-0.4958575986145526
ACH-000671,-0.9592937036424553
ACH-000672,-0.7221139527104952
ACH-000673,-0.4224357472607229
ACH-000676,-0.2081863572932404
ACH-000677,-0.18379962446296216
ACH-000681,-0.41370078436476215
ACH-000683,-0.14239893492854722
ACH-000684,-0.35993249086404416
ACH-000688,-0.4677042595602301
ACH-000693,-0.39715198395116624
ACH-000694,-0.6500208222592562
ACH-000695,-0.31321554377201044
ACH-000696,-0.4512617064315496
ACH-000697,-0.2196763205198942
ACH-000699,-0.9224942056190432
ACH-000701,-0.4533765615920277
ACH-000706,-0.2461825697685409
ACH-000711,-0.4494808759232986
ACH-000713,-0.3137735462970693
ACH-000714,-0.19256861733980374
ACH-000718,-0.6107883501096716
ACH-000720,-0.2681214331722728
ACH-000721,-0.6032432181768448
ACH-000724,-0.24802489668848315
ACH-000725,-0.14936161670935738
ACH-000732,-0.5530564987887372
ACH-000734,-0.21896909295786912
ACH-000735,-0.6244562262060817
ACH-000736,-0.2904961312756764
ACH-000738,-0.3081466623558756
ACH-000746,-0.29447648629359835
ACH-000747,-0.1744292471651745
ACH-000748,-0.4973370134574035
ACH-000753,-0.2053200541546165
ACH-000756,-0.4072047281417941
ACH-000757,-0.276447738563918
ACH-000758,-0.7065060246215575
ACH-000760,-0.22126587986039373
ACH-000762,-0.2590916947774381
ACH-000763,0.07554744857432895
ACH-000764,-0.4314062666961602
ACH-000765,-0.164265081907819
ACH-000766,-0.6234745629795306
ACH-000767,-0.25360885302718433
ACH-000768,-0.10441573739828476
ACH-000769,-0.370380597978988
ACH-000770,-0.2605490088456751
ACH-000771,-0.7925034060088286
ACH-000773,-0.4620942647847041
ACH-000776,-0.4345949587460865
ACH-000777,-0.7823927047453989
ACH-000778,-0.3423808943482387
ACH-000781,-0.21525319523857747
ACH-000782,-0.4306936856707949
ACH-000783,-0.2053557419422127
ACH-000784,-0.5649038036962121
ACH-000785,-0.3082509644655789
ACH-000787,-0.4675847330338221
ACH-000788,-0.22018436275655645
ACH-000791,-0.4168782506790014
ACH-000792,-0.7550581434578729
ACH-000794,-0.2561647763337666
ACH-000796,-0.2776524376247645
ACH-000798,-0.17421196870326144
ACH-000799,-0.025340509396650057
ACH-000800,-0.07619408497944065
ACH-000802,-0.4775924757136848
ACH-000804,-0.054345880227803976
ACH-000805,-0.39421226239037
ACH-000809,-0.23836788941019196
ACH-000810,0.14985712733286635
ACH-000811,-0.7159133938884181
ACH-000817,-0.24693908879805415
ACH-000819,-0.28916770117879825
ACH-000820,-0.20499707612626716
ACH-000821,-0.289136989603835
ACH-000822,-0.3647105518296228
ACH-000823,-0.1498312018961711
ACH-000824,-0.33793729971724124
ACH-000827,-0.10044189186057202
ACH-000829,-0.32269715953474554
ACH-000831,-0.2084044311979415
ACH-000832,-0.17982145607762312
ACH-000833,-0.1738409195039776
ACH-000834,-0.2346819522111493
ACH-000835,-0.23995906752565185
ACH-000836,-0.1833891262359456
ACH-000837,-0.3223904368617527
ACH-000838,-0.243846731126472
ACH-000839,-0.2792533235190417
ACH-000840,-1.0118972879002948
ACH-000841,-0.3926703153160615
ACH-000843,-0.25301632727301243
ACH-000846,-0.25394289485781324
ACH-000847,-0.34774373615244153
ACH-000848,-0.1810030710443145
ACH-000849,-0.29334196218312864
ACH-000851,-0.2648220569179192
ACH-000855,-0.06129514020328835
ACH-000856,-0.4892194906778754
ACH-000858,-0.2676782947017398
ACH-000859,-0.19350157269246468
ACH-000861,-0.4572020573466074
ACH-000862,0.0094720110282913
ACH-000865,-0.3823004612794539
ACH-000866,-0.20969465789958647
ACH-000867,-0.3802481504771709
ACH-000869,-0.24590548477506885
ACH-000872,-1.2363851779849864
ACH-000873,-0.3273914715702134
ACH-000876,-0.3875847223137697
ACH-000878,-0.7207592060324198
ACH-000880,-0.10560105687308294
ACH-000881,-0.2325404468783373
ACH-000882,-0.5307918495842651
ACH-000884,0.15059211266416098
ACH-000885,-0.20065664342306344
ACH-000887,-0.28319710647912577
ACH-000889,-0.3131302914376345
ACH-000896,-0.4996129345273903
ACH-000898,-0.24385479452195066
ACH-000900,-0.31443262178010656
ACH-000901,-0.6410623288785663
ACH-000905,-0.2114101663523036
ACH-000906,-0.28668270665328643
ACH-000907,-0.4233333286537443
ACH-000910,-0.20837964664500455
ACH-000911,-0.24262585772771816
ACH-000912,-0.1429609340527464
ACH-000913,-0.7669697960331503
ACH-000915,-0.2420610853540942
ACH-000916,-0.3933487758491282
ACH-000917,-0.5813651930867839
ACH-000920,-0.19398858243885694
ACH-000921,-0.3537082708851952
ACH-000924,-0.3698051398991236
ACH-000926,-0.12289344157347185
ACH-000928,-0.6100230457484676
ACH-000929,-0.2801701257149141
ACH-000932,-0.2618813439742079
ACH-000935,-0.3355510039466661
ACH-000936,-0.25663593434012405
ACH-000937,-0.1618169907167236
ACH-000938,-0.22934404649696924
ACH-000939,-0.13929783863206965
ACH-000941,-0.5690942656724509
ACH-000943,-0.4613304805546087
ACH-000946,-0.2320948503325092
ACH-000947,-0.22833922512773205
ACH-000948,-0.4524665971001496
ACH-000950,-0.5539453107000625
ACH-000953,-0.2008210824830702
ACH-000954,-0.6571029618018871
ACH-000957,-0.1738142578236874
ACH-000958,-0.2767267551752829
ACH-000960,-0.13435970421478205
ACH-000963,-0.6579781363958428
ACH-000968,-0.301377018460635
ACH-000969,-0.2875735063799281
ACH-000972,-0.2125309463501633
ACH-000973,-0.31670154732915273
ACH-000974,-0.3472671687509711
ACH-000978,-0.5694547908033707
ACH-000984,-0.3661666693880077
ACH-000986,-0.7300841116316138
ACH-000988,-0.3356923876186021
ACH-000993,-0.33983944291708684
ACH-000994,-0.6929019555107603
ACH-000996,-0.31386138163372146
ACH-001001,-0.18431262064021192
ACH-001020,-0.5039490465297571
ACH-001028,-0.2912651749232478
ACH-001031,-0.5152167853283813
ACH-001038,-0.30377106959743383
ACH-001048,-0.5697077541053803
ACH-001050,-0.1544128042248693
ACH-001053,-0.4299776222957333
ACH-001054,-0.5425195141215989
ACH-001061,-0.17893653842605792
ACH-001067,-0.4817122815680874
ACH-001075,-0.4976102103833658
ACH-001096,-0.1297714053479352
ACH-001111,-0.4874862963777309
ACH-001119,-0.25415157031509983
ACH-001128,-0.6715390625043621
ACH-001134,-0.3048720290846421
ACH-001151,-0.16624561130389812
ACH-001163,-0.14889672959135175
ACH-001164,-0.11911828985766346
ACH-001183,-0.3679112035930709
ACH-001192,-0.3470749557279222
ACH-001193,-0.5908640295925217
ACH-001196,-0.3449006123664406
ACH-001197,-0.3921496341910173
ACH-001205,-0.20677914347092527
ACH-001211,-0.2552714078034175
ACH-001212,-0.3705231978477773
ACH-001228,-0.2813205799215163
ACH-001232,-0.2247742191870529
ACH-001239,-0.15483958505707915
ACH-001270,-0.013400483938895579
ACH-001274,-0.4027379326235132
ACH-001275,-0.3742986563015474
ACH-001277,-0.11532146827285301
ACH-001278,-0.4727792417377262
ACH-001280,-0.18976691417003652
ACH-001283,-0.11852254717014712
ACH-001289,-0.2893457339591933
ACH-001300,-0.4466504546153966
ACH-001301,-0.1799058862743115
ACH-001302,0.1826639806715371
ACH-001306,-0.13665653101453148
ACH-001318,-0.3080617753960857
ACH-001322,-0.29429214331644643
ACH-001328,-0.41423382317354096
ACH-001332,-0.5225594640340352
ACH-001336,-0.3067527712802059
ACH-001346,-0.2665306378493515
ACH-001353,-0.10774705499873988
ACH-001354,-0.7422190159071969
ACH-001367,-0.1927009414619916
ACH-001368,-0.29503859530125354
ACH-001374,-0.6436133512922539
ACH-001377,-0.3706741568968748
ACH-001380,-0.29190084092657165
ACH-001391,-0.2511047046264092
ACH-001408,-0.12397239952887487
ACH-001430,-0.3406707717111245
ACH-001431,-0.056940557145249884
ACH-001450,0.05898942133968356
ACH-001496,-0.6399523521065399
ACH-001500,-0.7318205293466773
ACH-001523,-0.31123253409364354
ACH-001532,-0.3823025289435861
ACH-001550,-0.6971108695774042
ACH-001552,0.03741515432234869
ACH-001554,-0.1788154279721065
ACH-001654,-0.21576146976781707
ACH-001735,-0.2385693390221509
ACH-001736,-0.08713812732767823
ACH-001737,-0.9744786553788516
ACH-001740,-0.2356470766685028
ACH-001745,-0.3315909996677027
ACH-001765,-0.3802643795820062
