,BMP2K (55589)
ACH-000004,-0.07156608850672777
ACH-000005,0.025835849932361668
ACH-000007,0.02577183924060953
ACH-000009,-0.03372933650530708
ACH-000011,0.014510498799814009
ACH-000012,-0.01332331633262247
ACH-000013,0.16519409443012867
ACH-000014,0.09971847313039314
ACH-000015,-0.035795677810339974
ACH-000017,0.1308672715849354
ACH-000018,0.02198081443911736
ACH-000019,-0.01005498202543118
ACH-000021,0.0589731496374902
ACH-000022,-0.028592631526486282
ACH-000025,-0.06287208610022797
ACH-000028,-0.09638975191281056
ACH-000030,-0.023410911419376332
ACH-000035,-0.035120180266808805
ACH-000036,0.06778368864438752
ACH-000037,0.17165244604363786
ACH-000039,0.10318583070689226
ACH-000040,0.1694936599305655
ACH-000041,-0.008566091191847902
ACH-000042,-0.016825567375175085
ACH-000045,0.2024103896493139
ACH-000047,-0.018257998452114385
ACH-000052,0.15924012802884946
ACH-000053,0.06715076618395986
ACH-000054,-0.04046125535455045
ACH-000055,-0.1357453342939108
ACH-000060,-0.0011996750509876755
ACH-000067,-0.0579894781004755
ACH-000070,0.08019346827484619
ACH-000075,0.0068480737324384
ACH-000078,-0.06583267220501778
ACH-000082,0.01258508228606922
ACH-000085,0.07335052207760757
ACH-000086,0.007134131202375459
ACH-000087,0.15562167870281435
ACH-000092,0.03252942479787056
ACH-000095,-0.02447679751042027
ACH-000097,-0.060501278915029724
ACH-000098,-0.08362684015928758
ACH-000099,0.002018944830209876
ACH-000108,0.1408758509129662
ACH-000113,0.0027871613804201553
ACH-000116,0.058095711775646174
ACH-000118,0.08715275587832752
ACH-000120,0.14630104500300642
ACH-000123,-0.08715062291337748
ACH-000127,0.046487601820454943
ACH-000128,0.08778069353938077
ACH-000132,-0.0021987738664650267
ACH-000133,-0.01880318461360788
ACH-000137,-0.031503135171389265
ACH-000138,0.017547050284634883
ACH-000142,0.054947856914939926
ACH-000143,-0.023990684239032858
ACH-000146,0.035782979280727406
ACH-000148,0.08282008757750554
ACH-000150,0.10679275773927564
ACH-000152,0.04263661012566964
ACH-000153,0.2745061644481083
ACH-000159,0.10122122241326016
ACH-000160,-0.1938503395601076
ACH-000163,0.06352637800379013
ACH-000167,0.1108396170357198
ACH-000168,-0.10951591390089728
ACH-000169,0.08647683515745712
ACH-000178,0.0589594317017429
ACH-000183,0.005844200953968218
ACH-000188,0.05688645865219427
ACH-000189,0.1071614170783054
ACH-000190,0.0050968130319226255
ACH-000198,-0.1252863601427509
ACH-000203,0.054844092164530435
ACH-000204,0.045553823046068184
ACH-000206,0.09868145774525837
ACH-000207,0.041852949531785665
ACH-000208,-0.2275952425037622
ACH-000210,-0.022224514193047815
ACH-000211,-0.0479723142666874
ACH-000215,-0.01775764389710756
ACH-000221,0.04800345013500286
ACH-000222,0.2162336710980392
ACH-000223,0.0331839568808058
ACH-000226,-0.044465729379462256
ACH-000227,-0.005746256776454603
