,NARS (4677)
ACH-000460,-1.2165411371272998
ACH-000461,-1.262915041541999
ACH-000463,-1.3137871216613055
ACH-000464,-1.0130326017363214
ACH-000466,-1.3436572013715946
ACH-000467,-1.374244835418852
ACH-000468,-1.4139046414972394
ACH-000469,-1.3435060559030787
ACH-000470,-1.5932450777646259
ACH-000471,-1.4040670887312665
ACH-000472,-1.7032460084441012
ACH-000473,-1.247021402983793
ACH-000475,-1.4214652316515628
ACH-000476,-1.172303310765176
ACH-000477,-0.8142893349215821
ACH-000479,-1.2287246990566223
ACH-000480,-1.2613470891269305
ACH-000481,-1.1409420112128992
ACH-000483,-1.182229745105657
ACH-000484,-1.1353238356133148
ACH-000485,-1.1937077306873252
ACH-000486,-1.1457197706224451
ACH-000487,-1.2417792854226928
ACH-000488,-1.0584228275566132
ACH-000490,-1.1132513528483865
ACH-000491,-1.250738962671656
ACH-000495,-1.1747725357772625
ACH-000496,-1.0466985870371628
ACH-000499,-0.9968955651099632
ACH-000500,-1.3720309318353647
ACH-000502,-1.3341784760434
ACH-000503,-1.096631219802736
ACH-000505,-1.3332388357572724
ACH-000507,-1.4286467640144471
ACH-000510,-1.316999528711707
ACH-000511,-1.1261323921530626
ACH-000512,-1.2211811698315114
ACH-000516,-1.2384826677793428
ACH-000517,-1.3886489228248935
ACH-000518,-1.4885671537636842
ACH-000520,-1.3345364360530751
ACH-000521,-1.251332240665984
ACH-000522,-1.4077868694282292
ACH-000524,-1.245763512789306
ACH-000527,-1.1768863082492145
ACH-000528,-1.2585884213951657
ACH-000537,-1.3948330219906495
ACH-000541,-0.9037635113011484
ACH-000542,-1.2710842896393697
ACH-000544,-1.3296158357151628
ACH-000545,-1.3552096592235905
ACH-000547,-1.3286112184557737
ACH-000548,-1.447874715931333
ACH-000549,-1.1861090314774454
ACH-000550,-1.3155430964558374
ACH-000552,-1.2514458328101083
ACH-000556,-1.3724510868029025
ACH-000557,-1.2777889608845083
ACH-000569,-1.3963134243122288
ACH-000570,-1.195505083784428
ACH-000571,-1.4868788395838233
ACH-000573,-1.3792415170675794
ACH-000576,-1.0500366117901905
ACH-000579,-1.3631606607003028
ACH-000580,-1.3191183594511051
ACH-000584,-1.0407825039019896
ACH-000585,-1.3863407648241115
ACH-000588,-0.9376389277863142
ACH-000589,-1.1740118740937695
ACH-000591,-1.0203206588561162
ACH-000593,-1.1318300714239866
ACH-000600,-1.1893098786875012
ACH-000601,-1.1148246523435543
ACH-000605,-1.2539737196878775
ACH-000606,-1.2288400676617202
ACH-000608,-1.226551795498354
ACH-000614,-0.9079703160177872
ACH-000616,-1.1919569719599932
ACH-000618,-1.0703905241384026
ACH-000619,-1.2507500511311678
ACH-000620,-1.201663930601088
ACH-000621,-1.5576466486687968
ACH-000622,-1.5722350460188557
ACH-000623,-1.1360809916795047
ACH-000624,-1.3107356947330102
ACH-000627,-1.0605825964981144
ACH-000630,-1.294575173469209
ACH-000631,-1.1774475168898866
ACH-000632,-1.2077930774893182
ACH-000633,-1.147458513888538
ACH-000637,-1.0462119646111472
ACH-000638,-1.2192380373442708
ACH-000646,-1.1069229870788806
ACH-000647,-1.304025119922806
ACH-000648,-1.09277712172465
ACH-000649,-1.2147483270788246
ACH-000651,-1.5304420625720259
ACH-000652,-1.3723131702371716
ACH-000653,-1.090048002188114
ACH-000657,-1.1539465810393577
ACH-000658,-1.053218689510826
ACH-000661,-1.034966594530455
ACH-000662,-1.0663882196333792
ACH-000663,-1.3398366444114505
ACH-000665,-1.1677031089133587
ACH-000671,-1.1358349680398263
ACH-000672,-1.078009728343085
ACH-000673,-1.2692394843249692
ACH-000676,-1.129981490532369
ACH-000677,-1.182660328902433
ACH-000681,-1.3040479253462036
ACH-000683,-1.2855014003460676
ACH-000684,-1.34793830584804
ACH-000688,-1.177642288725414
ACH-000693,-1.1836688481596802
ACH-000694,-1.2596386988249009
ACH-000695,-0.9232596351333276
ACH-000696,-1.314442189175781
ACH-000697,-1.3213303947271355
ACH-000699,-0.8557921206965203
ACH-000701,-1.3817569372871472
ACH-000706,-1.0502432134878208
ACH-000711,-1.388003978427507
ACH-000713,-1.1488278827659248
ACH-000714,-0.8693220789227231
ACH-000718,-1.4173218674714618
ACH-000720,-1.28133143130432
ACH-000721,-1.1099525658298306
ACH-000724,-1.1531479686311308
ACH-000725,-1.0767634537010933
ACH-000732,-1.083346416810348
ACH-000734,-1.3247580668632994
ACH-000735,-1.3423934439815337
ACH-000736,-1.3445062111625012
ACH-000738,-1.143584855401497
ACH-000746,-0.964631378479738
ACH-000747,-0.9796622323263144
ACH-000748,-1.351727370441174
ACH-000753,-1.215411021910895
ACH-000756,-1.4490037530099964
ACH-000757,-1.2808894492972211
ACH-000758,-1.362958998055425
ACH-000760,-1.345055524023081
ACH-000762,-1.2592839663687836
ACH-000763,-1.0165818257635022
ACH-000764,-1.2895075024264084
ACH-000765,-1.2206131281861023
ACH-000766,-1.4769984508170098
ACH-000767,-1.2114257396744377
ACH-000768,-1.1754918500669285
ACH-000769,-1.1933805619246225
ACH-000770,-1.2480997452116591
ACH-000771,-1.1305009969691078
ACH-000773,-1.2570784493609204
ACH-000776,-0.910217917164354
ACH-000777,-1.128378786218605
ACH-000778,-1.7043565911199323
ACH-000781,-1.1618402767454332
ACH-000782,-1.2662714648927584
ACH-000783,-1.306817483582328
ACH-000784,-1.1703429207781164
ACH-000785,-1.3188702287065301
ACH-000787,-1.1471087515869187
ACH-000788,-1.2906795915808664
ACH-000791,-1.1748844056753718
ACH-000792,-1.2538167742528057
ACH-000794,-1.321424998081458
ACH-000796,-1.4640287399964265
ACH-000798,-1.1973807707236015
ACH-000799,-1.3449394199195388
ACH-000800,-1.0331040117810593
ACH-000802,-1.3837224967627588
ACH-000804,-1.044098966858169
ACH-000805,-1.0982415643554526
ACH-000809,-1.2180214204662687
ACH-000810,-0.9722459402229822
ACH-000811,-1.1861250717272862
ACH-000817,-0.8791848740408524
ACH-000819,-1.384996594513214
ACH-000820,-1.6241527428039382
ACH-000821,-1.002862501059704
ACH-000822,-1.5703194384978258
ACH-000823,-1.3488424750127377
ACH-000824,-1.26323536958213
ACH-000827,-1.0897001133370885
ACH-000829,-1.0916340121328971
ACH-000831,-1.525289004394395
ACH-000832,-1.2461385615234164
ACH-000833,-1.172363933019802
ACH-000834,-1.0686548212419924
ACH-000835,-1.3342785158381356
ACH-000836,-1.30169521008794
ACH-000837,-1.2252485903037245
ACH-000838,-0.9166225906738534
ACH-000839,-1.2210201250270534
ACH-000840,-0.927212068206174
ACH-000841,-1.353440958150574
ACH-000843,-1.4035531730307456
ACH-000846,-1.376442973888112
ACH-000847,-1.233878077911388
ACH-000848,-1.2160865387549706
ACH-000849,-1.1509092457467167
ACH-000851,-1.1792319468232852
ACH-000855,-0.9556993212481002
ACH-000856,-1.1107375552399374
ACH-000858,-1.1949488278950224
ACH-000859,-1.1357103344127626
ACH-000861,-1.2189710887347929
ACH-000862,-0.9767507492620764
ACH-000865,-1.3616023651835867
ACH-000866,-1.3574282428458693
ACH-000867,-1.009451540718663
ACH-000869,-1.4541262700178301
ACH-000872,-1.116910657572213
ACH-000873,-1.2080885508783326
ACH-000876,-1.0619930740181045
ACH-000878,-1.2428412243200933
ACH-000880,-1.2739498420291837
ACH-000881,-0.9885735488622702
ACH-000882,-1.0943127076201162
ACH-000884,-1.3373354591302478
ACH-000885,-1.238885125228539
ACH-000887,-1.1416778318535448
ACH-000889,-0.945202683916006
ACH-000896,-1.2490864396614214
ACH-000898,-1.0858552595259534
ACH-000900,-1.1931584138745237
ACH-000901,-1.3470196910579508
ACH-000905,-1.1644429990776013
ACH-000906,-1.1439471660012634
ACH-000907,-1.10833808042127
ACH-000910,-1.0765308599844852
ACH-000911,-1.132411554410811
ACH-000912,-1.149820508006948
ACH-000913,-1.0314021622815392
ACH-000915,-1.1197325533716205
ACH-000916,-1.1587285046731384
ACH-000917,-1.284729938932262
ACH-000920,-1.2304816131786591
ACH-000921,-1.269868612548855
ACH-000924,-1.159960420493153
ACH-000926,-1.5382259879967743
ACH-000928,-1.202406123974066
ACH-000929,-1.3243330951181933
ACH-000932,-1.1565589459585872
ACH-000935,-1.0577578468672315
ACH-000936,-1.2087346346408885
ACH-000937,-1.3048718525199996
ACH-000938,-1.0900769078571688
ACH-000939,-1.5881803468007734
ACH-000941,-1.4569382997461742
ACH-000943,-1.0858372288479332
ACH-000946,-1.1642504342211548
ACH-000947,-1.1551210853700908
ACH-000948,-1.1246342383484689
ACH-000950,-1.1676929941574523
ACH-000953,-0.8972277014524803
ACH-000954,-1.4261388940607669
ACH-000957,-1.3142703510202691
ACH-000958,-1.2560182241002098
ACH-000960,-1.158515367028768
ACH-000963,-1.0999530280117544
ACH-000968,-0.983869359472494
ACH-000969,-1.1839782424013017
ACH-000972,-1.6001346230573026
ACH-000973,-1.1783345706953403
ACH-000974,-1.1557353619422468
ACH-000978,-1.199105475885303
ACH-000984,-1.5530086224323292
ACH-000986,-1.1168481579521972
ACH-000988,-1.0618019516736965
ACH-000993,-1.1329692404829446
ACH-000994,-1.0257524616512477
ACH-000996,-1.4623056703859396
ACH-001001,-1.416967057571167
ACH-001020,-1.3248254238521402
ACH-001028,-1.2637174845532508
ACH-001031,-1.1221298714093737
ACH-001038,-1.2757409554410652
ACH-001048,-1.4533898129452083
ACH-001050,-1.2916695811890626
ACH-001053,-1.2127752561650638
ACH-001054,-1.2491757573915645
ACH-001061,-1.1980880540870262
ACH-001067,-1.20749369320418
ACH-001075,-1.1883823879576814
ACH-001096,-1.3372527373342955
ACH-001111,-1.250188298898259
ACH-001119,-0.9990093291124088
ACH-001128,-0.9178005230353328
ACH-001134,-1.1889209667379164
ACH-001151,-1.4349852817583302
ACH-001163,-1.1256847765178188
ACH-001164,-1.4048012306661963
ACH-001183,-1.463167162471788
ACH-001192,-1.149920528445545
ACH-001193,-1.3789801465381144
ACH-001196,-1.5755954578256333
ACH-001197,-0.9876860977711313
ACH-001205,-1.33729046080096
ACH-001211,-1.3317286806970001
ACH-001212,-1.4370589514318255
ACH-001228,-1.177012189812496
ACH-001232,-1.045426033282421
ACH-001239,-1.2161716388302215
ACH-001270,-1.3013638502098601
ACH-001274,-1.1471639015615838
ACH-001275,-1.3708367422217682
ACH-001277,-1.1857372638532653
ACH-001278,-1.0533038538649542
ACH-001280,-0.8055760017600944
ACH-001283,-1.0558254236172808
ACH-001289,-1.0049140662431049
ACH-001300,-1.135644812447714
ACH-001301,-1.285861578516187
ACH-001302,-1.0737315020693918
ACH-001306,-1.4581774837467658
ACH-001318,-1.0107744555577742
ACH-001322,-1.2319208720555113
ACH-001328,-1.2251970792562987
ACH-001332,-1.22933516318029
ACH-001336,-1.2421919078643364
ACH-001346,-1.2510133776817332
ACH-001353,-1.2981223574599428
ACH-001354,-1.8232449555286687
ACH-001367,-1.1231871064367849
ACH-001368,-1.4916865306329334
ACH-001374,-1.6370640148113316
ACH-001377,-1.1773011048733886
ACH-001380,-1.1613943371490791
ACH-001391,-1.0470189435851267
ACH-001408,-1.172785038088688
ACH-001430,-1.057402926740959
ACH-001431,-1.0923539250600824
ACH-001450,-1.1890821762332735
ACH-001496,-1.2124032240514413
ACH-001500,-1.103818089241951
ACH-001523,-1.4597844859450475
ACH-001532,-1.158520224496012
ACH-001550,-1.1780406207250194
ACH-001552,-1.2950807894827427
ACH-001554,-1.2203951244224105
ACH-001654,-1.493435573184407
ACH-001735,-1.1236082660028894
ACH-001736,-1.099574486068609
ACH-001737,-1.4797725599309994
ACH-001740,-1.066155388867177
ACH-001745,-1.1752149788372934
ACH-001765,-1.115865384998726
