,MAN1B1 (11253)
ACH-000004,0.06959196721805462
ACH-000005,-0.0672887200816401
ACH-000007,-0.0907319554362085
ACH-000009,-0.0922322178543711
ACH-000011,0.025943570319762747
ACH-000012,-0.10919539085857824
ACH-000013,-0.14008187590169308
ACH-000014,0.07324458996079816
ACH-000015,-0.12819312897164925
ACH-000017,0.05218790703769356
ACH-000018,0.07200628346676922
ACH-000019,-0.055458798485968894
ACH-000021,0.0413531332028165
ACH-000022,-0.11600720138219008
ACH-000025,-0.027342389677005
ACH-000028,-0.042514395380600346
ACH-000030,-0.005391454986010931
ACH-000035,0.047906665488267
ACH-000036,0.08938428913110066
ACH-000037,0.08400415755784855
ACH-000039,0.019351298776485112
ACH-000040,0.018448163930670572
ACH-000041,0.026392158243614013
ACH-000042,-0.060360200046855314
ACH-000045,-0.021889422592159737
ACH-000047,0.033473952469656065
ACH-000052,-0.060933766407263175
ACH-000053,-0.053843579824213034
ACH-000054,-0.09727953039460176
ACH-000055,-0.08920243083355778
ACH-000060,-0.0668447497370608
ACH-000067,0.08523330266956429
ACH-000070,0.0988886053874456
ACH-000075,0.10617610434076404
ACH-000078,0.016461590674156562
ACH-000082,-0.08296486928971836
ACH-000085,0.019976429613795952
ACH-000086,-0.1153298735584977
ACH-000087,-0.13048075176188118
ACH-000092,0.12678849709155168
ACH-000095,-0.006964321737864628
ACH-000097,-0.1557174457555029
ACH-000098,-0.016286224662504276
ACH-000099,-0.00014424965811063673
ACH-000108,-0.050119216619297566
ACH-000113,0.060207599087161924
ACH-000116,-0.012502786190643028
ACH-000118,-0.011847533298695546
ACH-000120,0.044008790306124375
ACH-000123,-0.034722460712016553
ACH-000127,0.1794426329416662
ACH-000128,-0.03530196107474523
ACH-000132,-0.02546335966104581
ACH-000133,0.09777012791269196
ACH-000137,0.1653575059521927
ACH-000138,-0.04599405070585517
ACH-000142,0.11485819652254915
ACH-000143,0.10935051602455492
ACH-000146,0.002690250768473553
ACH-000148,0.02960684030226224
ACH-000150,0.05343494599150745
ACH-000152,-0.02557326999592894
ACH-000153,0.13594599416815295
ACH-000159,0.07881947049002251
ACH-000160,0.013957733450297818
ACH-000163,0.002402090523740656
ACH-000167,-0.04477617704541343
ACH-000168,-0.12256215320051025
ACH-000169,0.02153095193695011
ACH-000178,-0.023261865744000302
ACH-000183,0.3652590007855677
ACH-000188,0.02016993226296956
ACH-000189,-0.13958068561522122
ACH-000190,0.2249919373217249
ACH-000198,-0.056483302597610974
ACH-000203,-0.017316995399843448
ACH-000204,0.2389578294350116
ACH-000206,-0.12670261377154754
ACH-000207,0.035081754308229886
ACH-000208,0.3840362952531743
ACH-000210,0.277294313180163
ACH-000211,0.02049878219734547
ACH-000215,-0.023949754589165543
ACH-000221,0.10481035490653724
ACH-000222,-0.0786601364913811
ACH-000223,-0.05827800136086339
ACH-000226,0.14566091283216626
ACH-000227,-0.07157461933965631
ACH-000228,-0.1229498982481812
ACH-000231,0.0120934430998662
ACH-000232,0.011088874367711284
ACH-000233,-0.004305037956500692
ACH-000234,-0.03390782650334611
ACH-000235,-0.10312634463071248
ACH-000237,0.058775001405410615
ACH-000238,-0.07308420192106586
ACH-000242,-0.06382677249597205
ACH-000243,0.02188730423562129
ACH-000244,-0.013815904372514776
ACH-000246,-0.06970703335017757
ACH-000248,0.2821499695658557
ACH-000250,-0.04713874866654895
ACH-000251,-0.14880121638278246
ACH-000252,0.022960143174775342
ACH-000253,0.011662325640014787
ACH-000255,-0.05380925423230355
ACH-000256,0.07291385242971217
ACH-000257,0.2979570405918537
ACH-000258,0.059314281512154815
ACH-000259,-0.0590675670635249
ACH-000260,-0.029857815456667845
ACH-000261,-0.03469590190439298
ACH-000262,0.0500105874960059
ACH-000263,-0.047530212633002666
ACH-000264,-0.005492208358867922
ACH-000265,0.030937167200588738
ACH-000266,0.002878090687866515
ACH-000272,-0.07887382768892343
ACH-000274,-0.03470380776806791
ACH-000277,-0.0469980898007324
ACH-000278,-0.03449582889990981
ACH-000279,0.03613196203551044
ACH-000280,0.13098596811509758
ACH-000281,0.08319733851627778
ACH-000288,0.11157514381475307
ACH-000291,-0.09440491181238177
ACH-000293,0.08968684614811724
ACH-000294,-0.057418254867294086
ACH-000295,-0.021005960711909355
ACH-000296,0.06891559184732557
ACH-000302,0.026057142685471373
ACH-000304,0.29250116426762096
ACH-000307,-0.0668396389035107
ACH-000308,-0.040760781207737934
ACH-000310,-0.08482742460776528
ACH-000311,-0.09254735014326884
ACH-000312,0.07392077080006182
ACH-000315,0.11160032428289786
ACH-000316,-0.08989327537339722
ACH-000317,0.21422884586727312
ACH-000318,-0.032257722835172614
ACH-000319,0.19789346003732236
ACH-000320,-0.050777396854310486
ACH-000322,-0.0623003764192786
ACH-000323,0.2391133538067664
ACH-000324,-0.06768105877433353
ACH-000329,0.06553632118203917
ACH-000330,-0.12131724210078867
ACH-000331,0.21025995463717684
ACH-000332,-0.023243051171975514
ACH-000334,0.17708470078155686
ACH-000335,0.09937101806178797
ACH-000336,0.1341857881891356
ACH-000337,-0.1221409723486446
ACH-000338,-0.4284032945678123
ACH-000339,0.005171039060629746
ACH-000341,-0.012371962488460382
ACH-000348,-0.07827020993813921
ACH-000350,-0.016354909545139334
ACH-000352,-0.06603268828450529
ACH-000356,0.014271487269563109
ACH-000361,0.021769043070084444
ACH-000362,0.010260773219083646
ACH-000363,0.05851527928031869
ACH-000364,-0.061918500552473874
ACH-000365,0.0012270845342535405
ACH-000366,-0.03636692189661828
ACH-000368,-0.055603952017116584
ACH-000374,-0.041209050912403435
ACH-000375,0.09689885190436097
ACH-000376,-0.024443725676638973
ACH-000381,-0.003000302507955055
ACH-000383,-0.0586165242002933
ACH-000387,-0.03423976532583083
ACH-000389,-0.033232199312211115
ACH-000390,0.05002283523186906
ACH-000393,-0.012214225938717826
ACH-000395,0.01798537072496265
ACH-000396,-0.021477393187001884
ACH-000397,0.004162248946572608
ACH-000401,-0.08456648353791439
ACH-000402,0.1164319271966392
ACH-000403,0.03446227912066799
ACH-000404,-0.1954239428836264
ACH-000406,0.04976554764407445
ACH-000407,-0.08897418943494023
ACH-000408,0.06211292334266515
ACH-000410,0.016194873987050808
ACH-000411,-0.0333147543020179
ACH-000414,0.018623582957236314
ACH-000415,0.023690037562000468
ACH-000416,-0.08050159725749646
