,UTRN (7402)
ACH-000004,0.05986687071578345
ACH-000005,0.12163736395813007
ACH-000007,0.10276458681206826
ACH-000009,0.004336194652055824
ACH-000011,0.09592077888635944
ACH-000012,0.0551877769314577
ACH-000013,0.08254944348754717
ACH-000014,0.10358331508660776
ACH-000015,0.15360712326273862
ACH-000017,-0.0074538556987877175
ACH-000018,0.05654091658523861
ACH-000019,0.10932745080441686
ACH-000021,-0.009585047663871662
ACH-000022,-0.03252214087216266
ACH-000025,0.003728745915558036
ACH-000028,0.07372913958726067
ACH-000030,0.0919871202315799
ACH-000035,0.0749631963904153
ACH-000036,-0.04296287307668607
ACH-000037,-0.058383915482769735
ACH-000039,0.1151982712975452
ACH-000040,0.03466647506725268
ACH-000041,-0.017709546973059563
ACH-000042,0.015240730473736424
ACH-000045,0.05848701206041804
ACH-000047,0.07954141759500773
ACH-000052,0.05952539448405605
ACH-000053,0.08119168633679445
ACH-000054,-0.005590389082524681
ACH-000055,-0.13678167698231672
ACH-000060,0.0005204161599011808
ACH-000067,0.12214856331618328
ACH-000070,0.042640199263252535
ACH-000075,0.05880402593932296
ACH-000078,0.07228000087258835
ACH-000082,-0.011903697221873998
ACH-000085,-0.058276846452517315
ACH-000086,0.001357679474087559
ACH-000087,0.033703415522457036
ACH-000092,0.014816652933239338
ACH-000095,0.1068255656330874
ACH-000097,-0.05415180312112627
ACH-000098,0.021114979509835468
ACH-000099,0.0660802470731554
ACH-000108,0.16954206636022034
ACH-000113,0.14092748066231334
ACH-000116,0.15587139445357456
ACH-000118,0.05265160855115493
ACH-000120,-0.021705169891679525
ACH-000123,0.202431630130006
ACH-000127,0.09420805242155933
ACH-000128,-0.02944210741937268
ACH-000132,-0.059012934927695986
ACH-000133,-0.0013388218539082401
ACH-000137,0.1524123344210753
ACH-000138,0.04819159000131791
ACH-000142,-0.0012639261594996547
ACH-000143,0.035657749593713164
ACH-000146,0.031413776851544555
ACH-000148,0.09216357309524308
ACH-000150,-0.014495371297952397
ACH-000152,0.06668513858900181
ACH-000153,-0.0295344146953644
ACH-000159,0.1112367046048392
ACH-000160,-0.08517353912019501
ACH-000163,0.10270877047903444
ACH-000167,-0.4957159577057438
ACH-000168,-0.08668506969563337
ACH-000169,0.18587271394419827
ACH-000178,0.10908783857272657
ACH-000183,0.2260791145969249
ACH-000188,0.14576295834131228
ACH-000189,0.03024451749060735
ACH-000190,-0.059729478693460576
ACH-000198,0.137479693720041
ACH-000203,0.057767708595768616
ACH-000204,0.1882838800018905
ACH-000206,0.06594909815268664
ACH-000207,-0.14219950482729427
ACH-000208,-0.23549491175160114
ACH-000210,-0.1085261077300611
ACH-000211,0.0037847149358685617
ACH-000215,0.0022332968247263745
ACH-000221,0.14090724721477774
ACH-000222,0.07896264246123604
ACH-000223,0.049686167062673335
ACH-000226,0.11773573749887126
ACH-000227,-0.00230843361353231
ACH-000228,0.0025634940333296003
ACH-000231,0.027014726040767687
ACH-000232,-0.010156505078564335
ACH-000233,0.0814678461787505
ACH-000234,-0.10193597291073356
ACH-000235,-0.01579077854886362
ACH-000237,0.11551735142351832
ACH-000238,-0.10707963611075344
ACH-000242,0.14168704368039106
ACH-000243,0.06797367112981734
ACH-000244,-0.107784694016751
ACH-000246,0.0006125803178328713
ACH-000248,-0.02504179009031321
ACH-000250,-0.018367788220418988
ACH-000251,0.18629596662008352
ACH-000252,-0.06759845845346142
ACH-000253,0.06990860602131801
ACH-000255,0.011699661641399151
ACH-000256,-0.031165023746237763
ACH-000257,-0.014092564768510913
ACH-000258,0.009371371655723215
ACH-000259,0.016520993156196626
ACH-000260,0.04875825769163419
ACH-000261,0.1310876939479585
ACH-000262,0.040325642053661126
ACH-000263,-0.09338568216286093
ACH-000264,0.010301278647061471
ACH-000265,0.17956120491309754
ACH-000266,0.04480314308596578
ACH-000272,0.06198128636947271
ACH-000274,-0.038720949942610036
ACH-000277,0.12985248555242798
ACH-000278,0.05795307930722955
ACH-000279,0.02180119147124689
ACH-000280,0.013392284863793506
ACH-000281,0.14414513123260952
ACH-000288,0.08587108984517255
ACH-000291,0.0075791395536105735
ACH-000293,0.21784723531054212
ACH-000294,0.1174859626217328
ACH-000295,0.07750126440555792
ACH-000296,0.12056502945247148
ACH-000302,0.07385652672512799
ACH-000304,0.2094565986569848
ACH-000307,0.1298935143922109
ACH-000308,0.04847077397454741
ACH-000310,-0.014220748935966837
ACH-000311,-0.0011692823872512632
ACH-000312,0.016669061234065675
ACH-000315,0.07463894437096144
ACH-000316,0.09499386499858868
ACH-000317,0.09156544110982733
ACH-000318,-0.0013142001218932125
ACH-000319,0.11854336612652545
ACH-000320,0.09223018958237378
ACH-000322,0.05617644747265778
ACH-000323,0.11127367169698277
ACH-000324,0.055803062704308994
ACH-000329,0.07926718074360893
ACH-000330,-0.017059348709800054
ACH-000331,0.08904090168248759
ACH-000332,0.11401446177907233
ACH-000334,0.06296766991263393
ACH-000335,0.18824961575061366
ACH-000336,0.19118448534668067
ACH-000337,0.18415639019155025
ACH-000338,0.7622340914662209
ACH-000339,0.06975938658951683
ACH-000341,0.1245019803477522
ACH-000348,-0.03641481853924648
ACH-000350,0.11534268486300572
ACH-000352,0.11330287239814076
ACH-000356,0.11078706775940388
ACH-000361,0.14638608466853634
ACH-000362,0.13520230614041376
ACH-000363,-0.10764233161108536
ACH-000364,0.15846861961847913
ACH-000365,0.11832476419097067
ACH-000366,0.04977445472909282
ACH-000368,0.09933584344858376
ACH-000374,0.13397033881202386
ACH-000375,0.011456595492065862
ACH-000376,-0.009569427302084415
ACH-000381,0.03700776874760192
ACH-000383,0.04651849670544924
ACH-000387,-0.06345482339752953
ACH-000389,-0.06912359024364076
