,PKD1 (5310)
ACH-000004,-0.4444257506678557
ACH-000005,-0.18420524041736666
ACH-000007,-0.3867881428717487
ACH-000009,-0.08780547076444067
ACH-000011,0.02101153579042306
ACH-000012,-0.06481245632486203
ACH-000013,-0.25142408577310765
ACH-000014,-0.22400335562375667
ACH-000015,-0.3635031115663314
ACH-000017,-0.07079388387258305
ACH-000018,-0.4025366075107699
ACH-000019,-0.05600102638147955
ACH-000021,-0.2460587015725108
ACH-000022,-0.002429388725605966
ACH-000025,-0.24040539830496174
ACH-000028,-0.2758309014183952
ACH-000030,-0.12984244815085566
ACH-000035,-0.09421755653511864
ACH-000036,-0.04174545059849765
ACH-000037,-0.4705482553621877
ACH-000039,0.2839469816978967
ACH-000040,-0.16218142255989873
ACH-000041,0.030835370752571492
ACH-000042,-0.1928048505767753
ACH-000045,-0.23104204240795306
ACH-000047,-0.04925513613040537
ACH-000052,-0.06787591630415636
ACH-000053,-0.2188647679272573
ACH-000054,-0.2884437163843497
ACH-000055,-0.26867835448519983
ACH-000060,0.15419973150394795
ACH-000067,-0.334451546117859
ACH-000070,-0.15851817888424913
ACH-000075,-0.2937095693329144
ACH-000078,-0.15112679159550996
ACH-000082,-0.1719551225719648
ACH-000085,0.024283123773472363
ACH-000086,-0.2733172988060011
ACH-000087,-0.3059279609835753
ACH-000092,-0.3324828418412887
ACH-000095,-0.2330966706622127
ACH-000097,-0.3433711335651649
ACH-000098,-0.40153064510549896
ACH-000099,-0.06547320161954384
ACH-000108,-0.23947778478139714
ACH-000113,-0.13673746552401905
ACH-000116,-0.19724341577188395
ACH-000118,-0.18562497876547496
ACH-000120,-0.2669351107756783
ACH-000123,-0.08740001778960381
ACH-000127,-0.5399248115550247
ACH-000128,-0.3021307918588102
ACH-000132,-0.2887440064337457
ACH-000133,-0.22150224614187625
ACH-000137,-0.018545801941037204
ACH-000138,-0.2166109416313647
ACH-000142,-0.6006565382383988
ACH-000143,-0.13761534042227236
ACH-000146,-0.34354545164923944
ACH-000148,-0.3672336068998983
ACH-000150,-0.014838256876487262
ACH-000152,-0.07699914517454924
ACH-000153,-0.3936677130499279
ACH-000159,0.007413714259358872
ACH-000160,-0.008962043465178251
ACH-000163,-0.2634200523402326
ACH-000167,-0.43183908334057003
ACH-000168,-0.3092394161383025
ACH-000169,-0.17149791449760818
ACH-000178,-0.076589689090275
ACH-000183,-0.24784039910229205
ACH-000188,-0.10513954818102844
ACH-000189,-0.03815555814918541
ACH-000190,-0.4515751479303815
ACH-000198,-0.1484812361074305
ACH-000203,0.03847318245797232
ACH-000204,-0.4506242982749526
ACH-000206,0.031386624572220856
ACH-000207,-0.048064475446378166
ACH-000208,-0.17464286714673885
ACH-000210,-0.10387367931517028
ACH-000211,-0.09121621115165722
ACH-000215,-0.2493316848868424
ACH-000221,-0.16583112604963685
ACH-000222,-0.18729675706157206
ACH-000223,-0.19052094658340196
ACH-000226,-0.08614176991501371
ACH-000227,-0.09590012231898794
ACH-000228,-0.16583122989284518
ACH-000231,-0.2807769286042056
ACH-000232,-0.2679111721426943
ACH-000233,-0.20439753123432144
ACH-000234,-0.2900812431190187
ACH-000235,-0.15506807813209791
ACH-000237,-0.4162775585308665
ACH-000238,0.0515609413107984
ACH-000242,-0.11475326132414496
ACH-000243,-0.3064520974866088
ACH-000244,-0.16901872102659646
ACH-000246,-0.15131796173663742
ACH-000248,0.14799156406076136
ACH-000250,-0.2348596112327349
ACH-000251,0.042659427596824576
ACH-000252,0.014636086730357456
ACH-000253,-0.14886826561675107
ACH-000255,-0.12715327432351492
ACH-000256,-0.43067392102242297
ACH-000257,-0.044414684543029284
ACH-000258,0.19123970055301864
ACH-000259,-0.09292414225971238
ACH-000260,-0.13059999594305385
ACH-000261,-0.33513199661548665
ACH-000262,-0.4200653940435501
ACH-000263,-0.31423478757117823
ACH-000264,0.0392672847891045
ACH-000265,-0.11574457720292135
ACH-000266,-0.2483645419459261
ACH-000272,-0.3904351864286104
ACH-000274,-0.3064947980116567
ACH-000277,0.05317703764732308
ACH-000278,-0.2630100756231173
ACH-000279,-0.20864848407360104
ACH-000280,-0.4037182650933864
ACH-000281,-0.059812737034435584
ACH-000288,-0.2981916328243925
ACH-000291,-0.17139239003627255
ACH-000293,0.011697259789064836
ACH-000294,-0.2307237499995075
ACH-000295,-0.3197635914486899
ACH-000296,-0.26432335135057383
ACH-000302,-0.2061993670323868
ACH-000304,-0.25779834266442925
ACH-000307,-0.10949745749831062
ACH-000308,-0.029117272029156763
ACH-000310,-0.191722893985335
