,LDLRAP1 (26119)
ACH-000004,-0.06301883557341725
ACH-000005,-0.16678094370813226
ACH-000007,0.11103761429675957
ACH-000009,0.008835171211742921
ACH-000011,-0.07850966248354928
ACH-000012,0.0854683847821795
ACH-000013,0.009426528901844538
ACH-000014,-0.15513124787862315
ACH-000015,-0.008486502886610847
ACH-000017,0.025724231635749672
ACH-000018,0.15787155821710602
ACH-000019,0.13855340791292914
ACH-000021,-0.10699676210103064
ACH-000022,-0.0652468474349658
ACH-000025,0.048420324063522986
ACH-000028,-0.10614872274432974
ACH-000030,0.1373238816731616
ACH-000035,-0.21670419904391294
ACH-000036,0.0722853037763956
ACH-000037,0.08561286112804113
ACH-000039,-0.035274499812444716
ACH-000040,0.013945814101618088
ACH-000041,-0.06884767068870863
ACH-000042,-0.03245397657443388
ACH-000045,-0.05836026663101916
ACH-000047,0.08602515184160234
ACH-000052,-0.007674801897065046
ACH-000053,-0.2517255966110724
ACH-000054,0.012626073107494421
ACH-000055,-0.13369177116135034
ACH-000060,-0.1351588128726433
ACH-000067,-0.041305220129719836
ACH-000070,-0.08622494132206088
ACH-000075,-0.20002844611037116
ACH-000078,0.05435896213133165
ACH-000082,-0.016016419348031503
ACH-000085,-0.07711629216687821
ACH-000086,0.06760863923340937
ACH-000087,-0.08021012626942411
ACH-000092,-0.10628405398932288
ACH-000095,-0.022972237389178737
ACH-000097,0.0797355822200681
ACH-000098,-0.03964409650995218
ACH-000099,-0.0323435158931499
ACH-000108,-0.06150015323713271
ACH-000113,-0.02663976215393137
ACH-000116,0.13096811555891474
ACH-000118,0.03487266657061306
ACH-000120,-0.08421445225722426
ACH-000123,-0.013108937873946435
ACH-000127,0.17523312262472435
ACH-000128,-0.054825255971641534
ACH-000132,0.003727138046957124
ACH-000133,0.17485159540273112
ACH-000137,-0.013249202947732014
ACH-000138,-0.03300190717478406
ACH-000142,-0.0024836074579431765
ACH-000143,-0.05339201170228534
ACH-000146,-0.09865349962006877
ACH-000148,0.06315813424750202
ACH-000150,-0.20007115536558004
ACH-000152,-0.08351630568171907
ACH-000153,-0.28168380626861034
ACH-000159,-0.023823708704704214
ACH-000160,-0.04542335174919168
ACH-000163,-0.06914812269170276
ACH-000167,0.11129798403126144
ACH-000168,-0.20736114420542928
ACH-000169,0.10063694989618782
ACH-000178,0.05105450741396672
ACH-000183,0.055974566267707006
ACH-000188,0.10243159163458668
