,CRYZL1 (9946)
ACH-000004,0.008202110819515333
ACH-000005,-0.34163903222457304
ACH-000007,0.07395974385041909
ACH-000009,-0.021311921788624084
ACH-000011,0.14326643380525506
ACH-000012,-0.024091018830620682
ACH-000013,0.10835573733334113
ACH-000014,0.09577215393662332
ACH-000015,0.05148824887687488
ACH-000017,0.041012462288785946
ACH-000018,0.2012206363663316
ACH-000019,0.10853154697026003
ACH-000021,0.1901814497186209
ACH-000022,-0.014976402007565271
ACH-000025,0.09189114385817844
ACH-000028,0.0544168923318691
ACH-000030,-0.002142274219535284
ACH-000035,0.04345831671637174
ACH-000036,-0.015991240578564922
ACH-000037,0.005698463871696255
ACH-000039,0.09926399559505276
ACH-000040,-0.009524836786982635
ACH-000041,0.2138336817624628
ACH-000042,0.1290382495074476
ACH-000045,-0.04449776404424796
ACH-000047,0.15733185769236008
ACH-000052,0.1181294261479549
ACH-000053,0.06328598807922531
ACH-000054,0.03192043301146343
ACH-000055,-0.08608911229311278
ACH-000060,0.02890809239581662
ACH-000067,0.04895404598618664
ACH-000070,-0.15891535015697866
ACH-000075,0.2759977608305885
ACH-000078,0.04462390704670657
ACH-000082,0.04024306422456827
ACH-000085,0.1005150063468384
ACH-000086,0.05764554063169669
ACH-000087,0.17764453165922112
ACH-000092,0.061773034089466626
ACH-000095,0.006856834314804226
ACH-000097,0.03835409136316509
ACH-000098,-0.11158223784683492
ACH-000099,0.1118898758505438
ACH-000108,-0.016990245253358068
ACH-000113,0.017788884402815463
ACH-000116,-0.09305833405698492
ACH-000118,0.14907233599041794
ACH-000120,-0.10496059431928337
ACH-000123,0.06615581190435052
ACH-000127,0.017525494757985732
ACH-000128,0.07192569927618776
ACH-000132,-0.039965809650507805
ACH-000133,0.04273051746141466
ACH-000137,0.14777521886603476
ACH-000138,0.11489799193093406
ACH-000142,0.12594611280522675
ACH-000143,0.08909496085238229
ACH-000146,0.03893090926398216
ACH-000148,-0.028233731929904186
ACH-000150,-0.07075989254299164
ACH-000152,0.16973314657890573
ACH-000153,0.21805638620754286
ACH-000159,0.05149215410228745
