,UBE2F (140739)
ACH-000004,-0.012763524122659992
ACH-000005,0.2773206859818416
ACH-000007,0.04049331167783134
ACH-000009,0.23246409810847424
ACH-000011,0.4336365934837624
ACH-000012,0.01092684445847526
ACH-000013,0.06374888476833833
ACH-000014,0.12872005924666916
ACH-000015,0.15713813318336114
ACH-000017,-0.4405932926931079
ACH-000018,0.11995403227896324
ACH-000019,0.019900139681215182
ACH-000021,-0.11339814519798658
ACH-000022,-0.034126683133360904
ACH-000025,0.20237637405088515
ACH-000028,0.06089462754522418
ACH-000030,-1.00238980875478
ACH-000035,0.22430314593009087
ACH-000036,0.020749134555768455
ACH-000037,0.060497894239439076
ACH-000039,-0.15056821827411554
ACH-000040,0.13448015806913538
ACH-000041,0.17608074796390133
ACH-000042,0.11626075158267295
ACH-000045,0.101969837376289
ACH-000047,0.2864867430799193
ACH-000052,-0.09696680888428427
ACH-000053,-0.09393573275010726
ACH-000054,-0.0642635761213604
ACH-000055,-0.1382293637281263
ACH-000060,0.5337919884659417
ACH-000067,0.16352027727594756
ACH-000070,0.21449794847387227
ACH-000075,0.2183144933481867
ACH-000078,-0.3428439424540529
ACH-000082,0.12851511265390153
ACH-000085,0.033623283600853336
ACH-000086,0.01509405171041594
ACH-000087,-0.10252544858911218
ACH-000092,-0.27048858538464376
ACH-000095,0.0831384417496876
ACH-000097,-0.1019512244965892
ACH-000098,0.21456620553636732
ACH-000099,0.15587310623078535
ACH-000108,-0.015581621078983513
ACH-000113,0.2308158153379542
ACH-000116,-0.16727202748150366
ACH-000118,0.1845102229286687
ACH-000120,0.2676301277193786
ACH-000123,0.1904569607288896
ACH-000127,0.0007988564441320878
ACH-000128,-0.006177680488495657
ACH-000132,0.0691113078061611
ACH-000133,-0.03444269212272785
ACH-000137,0.2178421578639648
ACH-000138,0.16436929433262298
ACH-000142,0.012720902785185685
ACH-000143,0.4936339702295552
ACH-000146,-0.029055681346277507
ACH-000148,0.0256733196016205
ACH-000150,-0.11508795087319555
ACH-000152,0.14066093179497274
ACH-000153,0.13835932007356586
ACH-000159,0.1134561385607508
ACH-000160,0.053683143401906316
ACH-000163,-0.07037437088971067
ACH-000167,0.10097295786282462
ACH-000168,0.07099589052442347
ACH-000169,0.08163153766381948
ACH-000178,0.011118910573538424
ACH-000183,-0.14985201820228405
ACH-000188,0.02356889144459685
ACH-000189,-0.05800614364041678
ACH-000190,-0.4129221388519634
ACH-000198,-0.04514854455672818
ACH-000203,0.09992898507039384
ACH-000204,0.13759332239222674
ACH-000206,0.16926952866149125
ACH-000207,0.14109054536380064
ACH-000208,-0.22554857565864475
ACH-000210,0.23604002502524415
ACH-000211,0.16605228096853514
ACH-000215,0.1231256905358073
ACH-000221,0.047811351122274665
ACH-000222,0.2259202552129944
ACH-000223,-0.2681590993447108
ACH-000226,0.016092405825293088
ACH-000227,0.038530688160553925
ACH-000228,0.1712903642688587
ACH-000231,-0.06584724502478444
ACH-000232,0.07053234969381374
ACH-000233,-0.08267848423465361
ACH-000234,0.10105043956905807
ACH-000235,0.05469426970617625
ACH-000237,-0.05257769265459978
ACH-000238,-0.017850783174968726
ACH-000242,-0.20549218009063305
