,ARPC4 (10093)
ACH-000004,-0.5538108294830335
ACH-000005,-0.3695704382881502
ACH-000007,-0.5347442286622088
ACH-000009,-0.5843357471080319
ACH-000011,-0.9416436846413616
ACH-000012,-0.1172635340179469
ACH-000013,-0.7813784645569403
ACH-000014,-0.8452099961546845
ACH-000015,-0.7226871072935411
ACH-000017,-0.5118405269633548
ACH-000018,-0.8092821767332035
ACH-000019,-0.6094444655054019
ACH-000021,-0.13496625270298304
ACH-000022,-0.4564479112794354
ACH-000025,-0.6440141051221352
ACH-000028,-0.5268162666869064
ACH-000030,-0.5352670358605722
ACH-000035,-0.5769047117255947
ACH-000036,-0.7332505966939318
ACH-000037,-0.23018414263357
ACH-000039,-0.6072102238861679
ACH-000040,-0.6137452005049817
ACH-000041,-0.3705468362256391
ACH-000042,-0.7631076393330344
ACH-000045,-0.5758962276072382
ACH-000047,-0.813205231755621
ACH-000052,-0.631049949411232
ACH-000053,-0.5460405407376276
ACH-000054,-0.9956628672182288
ACH-000055,-0.07660192026066286
ACH-000060,-0.9548202821688698
ACH-000067,-0.4251847597585656
ACH-000070,-0.4554626599337594
ACH-000075,-0.4943879486228718
ACH-000078,-0.1449986795790596
ACH-000082,-0.2251798402557671
ACH-000085,-0.3703977711598696
ACH-000086,-0.7601718702524509
ACH-000087,-0.18984549159831385
ACH-000092,-0.7948863923057676
ACH-000095,-0.3087712476995376
ACH-000097,-0.4251622299321366
ACH-000098,-0.9103425590694918
ACH-000099,-0.4737835328045518
ACH-000108,-0.7963879846520764
ACH-000113,-0.5125431405405618
ACH-000116,-0.725093419842058
ACH-000118,-0.7664965268477176
ACH-000120,-0.5248322333576018
ACH-000123,-0.5546281801008736
ACH-000127,-0.7573991324439426
ACH-000128,-0.7853515690303116
ACH-000132,-1.0024250258239993
ACH-000133,-0.786579562935204
ACH-000137,-0.5000076535188902
ACH-000138,-0.6755697849302482
ACH-000142,-0.9486916184544438
ACH-000143,-0.7620950067354091
ACH-000146,-0.4299177815090077
ACH-000148,-0.6911705480753302
ACH-000150,-0.6745378258765564
ACH-000152,-0.7551931935576109
ACH-000153,-0.8538506430103886
ACH-000159,-0.5818830146280575
ACH-000160,-0.5491410694364135
ACH-000163,-0.5901004072921835
ACH-000167,-1.142536689023662
ACH-000168,-0.5293780660429964
ACH-000169,-0.29692949472048513
ACH-000178,-0.6977656012625506
ACH-000183,-0.4595909496178636
ACH-000188,-0.5694887880048288
ACH-000189,-0.9229936484276432
ACH-000190,-0.3367581076286693
ACH-000198,-0.5915516828907315
ACH-000203,-0.30688368501203284
ACH-000204,-0.4430356113775419
ACH-000206,-0.6456098553183371
ACH-000207,-0.7011391683197274
ACH-000208,-0.5422339899904485
ACH-000210,-0.4126382064491515
ACH-000211,-0.8745514221535627
ACH-000215,-0.6329516412448466
ACH-000221,-0.4573918135955586
ACH-000222,-0.4401376910440328
ACH-000223,-0.5276913092642532
ACH-000226,-0.2635812590001925
ACH-000227,-0.496776587051737
ACH-000228,-0.34842775228659306
ACH-000231,-0.5259253391974734
ACH-000232,-0.8561465860084019
ACH-000233,-0.6302524513692438
ACH-000234,-0.7982389414695459
ACH-000235,-0.7033292384883323
ACH-000237,-0.4868670575957588
ACH-000238,-0.7267989924557271
ACH-000242,-0.7652985269557521
ACH-000243,-0.9374632792288048
ACH-000244,-0.602008894326182
ACH-000246,-0.6710076186726401
ACH-000248,-0.36684990302635984
ACH-000250,-0.511303579629399
ACH-000251,-0.8233591359055099
ACH-000252,-0.8801125783262936
ACH-000253,-0.9938291888797364
ACH-000255,-0.8418217461360419
ACH-000256,-0.9472391985586768
ACH-000257,-0.4859846467891013
ACH-000258,-0.3664516684279345
ACH-000259,-0.452963851807454
ACH-000260,-0.7844114832274874
ACH-000261,-0.4978029831325751
ACH-000262,-0.9573522789128694
ACH-000263,-0.5949587392064509
ACH-000264,-0.4428123765155271
ACH-000265,-0.5550931449420086
ACH-000266,-0.652693066748469
ACH-000272,-0.9031444673015682
ACH-000274,-0.2289371123894557
ACH-000277,-0.4793074775382353
ACH-000278,-0.6982912110040989
ACH-000279,-0.33854531863486337
ACH-000280,-0.6972094050195831
ACH-000281,-0.7210841693317047
ACH-000288,-0.6415288343223741
ACH-000291,-0.6897985422499693
ACH-000293,-0.7031231360061231
ACH-000294,-0.7212664664584066
ACH-000295,-0.5427639066006051
ACH-000296,-0.8942764636455506
ACH-000302,-0.5461488931827154
ACH-000304,-0.36702593435376746
ACH-000307,-0.8400104476887184
ACH-000308,-0.7449169685865603
ACH-000310,-0.3809379349105704
ACH-000311,-0.43863439387119385
ACH-000312,-0.6136641963563266
ACH-000315,-0.9419812354293258
ACH-000316,-0.7072506009276037
ACH-000317,-0.8111457363922239
ACH-000318,-0.6445119735661071
ACH-000319,-0.8300740395328948
ACH-000320,-0.6153610053200972
ACH-000322,-0.34587275388303
ACH-000323,-0.8242211181880441
ACH-000324,-0.938613367017088
ACH-000329,-0.4679601449797498
ACH-000330,-0.7276023048282877
ACH-000331,-0.8572869758355279
ACH-000332,-0.6059248122003453
ACH-000334,-0.4511149799378286
ACH-000335,-0.6152138973810276
ACH-000336,-0.4819297764534742
ACH-000337,-0.7296359866244787
ACH-000338,-0.1777084820229229
ACH-000339,-0.74074267755577
ACH-000341,-0.4811366052560875
ACH-000348,-0.5556166371864069
ACH-000350,-0.0949882289893928
ACH-000352,-0.7343466042064977
ACH-000356,-0.3878736210586176
ACH-000361,-1.0361326689061483
ACH-000362,-0.8493035808394213
ACH-000363,-0.36012195903761623
ACH-000364,-0.8324374164941811
ACH-000365,-0.7502172095653882
ACH-000366,-0.26356593287415553
ACH-000368,-0.79062035995075
ACH-000374,-0.4934271386847068
ACH-000375,-0.7909948539995737
ACH-000376,-0.4415254241097871
ACH-000381,-0.7883055380776434
ACH-000383,-0.5316951618174222
ACH-000387,-0.4937723696141642
ACH-000389,-0.8515459181123609
ACH-000390,-0.3578992968580966
ACH-000393,-0.6926324907721768
ACH-000395,-0.8330713952853915
ACH-000396,-0.7020929684903481
ACH-000397,-0.7490878419249706
ACH-000401,-0.7481252982146179
ACH-000402,-0.6584935976973194
ACH-000403,-0.6643480704522164
ACH-000404,-0.68217970206532
ACH-000406,-0.33923247792475764
ACH-000407,-0.8892548560058329
ACH-000408,-0.806212069705297
ACH-000410,-0.40358188107020265
ACH-000411,-1.0121810936356632
ACH-000414,-0.817790116933928
ACH-000415,-0.8264213721043205
