,DGCR2 (9993)
ACH-000004,-0.01808226441864321
ACH-000005,-0.24011261355751606
ACH-000007,-0.301139478265739
ACH-000009,-0.16997076615154744
ACH-000011,-0.0890302334723104
ACH-000012,-0.05742520020347242
ACH-000013,-0.08601111065860677
ACH-000014,-0.18848275457650665
ACH-000015,-0.16371493886304345
ACH-000017,-0.005672987985485897
ACH-000018,-0.34588338545431624
ACH-000019,-0.19124761051635614
ACH-000021,-0.014970059292522918
ACH-000022,-0.13228911517959865
ACH-000025,-0.15395232693759084
ACH-000028,-0.17028321673178393
ACH-000030,-0.1007185396542256
ACH-000035,-0.15869931153499675
ACH-000036,-0.11343807302183828
ACH-000037,-0.14143466580323855
ACH-000039,-0.27873661225429874
ACH-000040,-0.0578157610874886
ACH-000041,-0.23249171927345585
ACH-000042,-0.40837712163340745
ACH-000045,0.019132937551702124
ACH-000047,-0.09264001933898378
ACH-000052,-0.053157608292772995
ACH-000053,-0.1274703673989423
ACH-000054,-0.03834897827395918
ACH-000055,-0.2348271269904693
ACH-000060,-0.2483967642317192
ACH-000067,-0.13596123719592895
ACH-000070,-0.1298009429622664
ACH-000075,-0.00932247926694508
ACH-000078,-0.06334360520823545
ACH-000082,-0.08988686955420502
ACH-000085,-0.3427417954775297
ACH-000086,-0.02160488468715059
ACH-000087,-0.2870667148317693
ACH-000092,-0.2592006166886437
ACH-000095,-0.1515116617150011
ACH-000097,-0.17519413089808913
ACH-000098,-0.20326393530898668
ACH-000099,-0.09805732050440016
ACH-000108,-0.361960708997605
ACH-000113,-0.07697971845002262
ACH-000116,0.003956378967821141
ACH-000118,-0.1902338584961941
ACH-000120,-0.17007438075641607
ACH-000123,0.001050133088655857
ACH-000127,0.025802342420910455
ACH-000128,-0.1372868283647179
ACH-000132,-0.09463039436239973
ACH-000133,-0.073825425386045
ACH-000137,-0.13734696088556128
ACH-000138,0.024629883444737204
ACH-000142,-0.10636286982226413
ACH-000143,-0.0977520673391202
ACH-000146,-0.003538605540095258
ACH-000148,-0.10558383324510036
ACH-000150,-0.11307787727582808
ACH-000152,-0.04413616985627825
ACH-000153,-0.08355849464118867
ACH-000159,-0.010670107219070902
ACH-000160,-0.2122991068056327
ACH-000163,-0.08504351121991402
ACH-000167,0.2777662710304309
ACH-000168,0.01359438194763945
ACH-000169,0.006403243786322939
ACH-000178,-0.07258090743970927
ACH-000183,-0.18572241561653632
ACH-000188,-0.14241727874295715
ACH-000189,-0.09062731567077703
ACH-000190,-0.020347931895817902
ACH-000198,-0.0652678858082684
ACH-000203,-0.6823735038267359
ACH-000204,-0.09705969319041552
ACH-000206,-0.12493343470282335
