,TUBA1C (84790)
ACH-000647,-0.3873440836406217
ACH-000648,-0.8228257946344895
ACH-000649,-0.7322090468873632
ACH-000651,-0.40444264659753004
ACH-000652,-0.49059215660786604
ACH-000653,-0.5563343525038755
ACH-000657,-0.7713635512131882
ACH-000658,-0.3107168073414025
ACH-000661,-0.6198330254543029
ACH-000662,-0.71750722788554
ACH-000663,-0.5078376382300026
ACH-000665,-0.5461662758980118
ACH-000671,-0.4185247626288465
ACH-000672,-0.8375095537788909
ACH-000673,-1.0304331611496451
ACH-000676,-0.5465439883307699
ACH-000677,-0.5732421812974303
ACH-000681,-0.5834485377843132
ACH-000683,-0.3770645279153448
ACH-000684,-1.06367477871126
ACH-000688,-0.5409225388315874
ACH-000693,-0.4161110094049587
ACH-000694,-0.8896255850890731
ACH-000695,-0.5824771039754489
ACH-000696,-0.8529119367047292
ACH-000697,-0.6167556899630849
ACH-000699,-0.5899352394165892
ACH-000701,-0.5579293220078951
ACH-000706,-0.4594792372855676
ACH-000711,-1.072070483253277
ACH-000713,-0.6290406108346626
ACH-000714,-0.6483023419608519
ACH-000718,-0.6582485471604654
ACH-000720,-0.5875343771648047
ACH-000721,-1.0612877853818488
ACH-000724,-0.8610750376762847
ACH-000725,-0.44320148377615387
ACH-000732,-0.7500078397150545
ACH-000734,-0.9494854315998826
ACH-000735,-1.0296954475556428
ACH-000736,-0.8736703063438437
ACH-000738,-0.5353675862735787
ACH-000746,-0.260407538490376
ACH-000747,-0.9775870424592902
ACH-000748,-0.567761034161771
ACH-000753,-0.6923231856207115
ACH-000756,-0.4518537223397933
ACH-000757,-0.5623787699108447
ACH-000758,-0.971984134394318
ACH-000760,-0.503706558792813
ACH-000762,-0.5879397796775355
ACH-000763,-0.5149983476333839
ACH-000764,-1.0453657737390585
ACH-000765,-0.763158492872062
ACH-000766,-0.6669795034147874
ACH-000767,-0.229951876072664
ACH-000768,-0.6983893258706699
ACH-000769,-0.5229117075336325
ACH-000770,-0.5844297512815753
ACH-000771,-0.9686357967267852
ACH-000773,-0.5799238369339427
ACH-000776,-0.9955162456952424
ACH-000777,-0.4417443424993077
ACH-000778,-0.6940623259189683
ACH-000781,-0.6914187512021333
ACH-000782,-0.5158010507266793
ACH-000783,-1.0777290877757677
ACH-000784,-0.45444220113506
ACH-000785,-0.8232701787389594
ACH-000787,-0.8141896888790371
ACH-000788,-0.5956114679918847
ACH-000791,-0.4037695615692515
ACH-000792,-0.8029683230973165
ACH-000794,-0.931020076556436
ACH-000796,-1.2039153638971636
ACH-000798,-0.4137097223235521
ACH-000799,-1.0759066617032649
ACH-000800,-0.8655695270696906
ACH-000802,-0.8138664873143244
ACH-000804,-0.6333636259549021
ACH-000805,-0.6791927838596183
ACH-000809,-0.5296351339094963
ACH-000810,-0.508657217511896
ACH-000811,-0.5913024272069902
ACH-000817,-0.3899068872003839
ACH-000819,-0.6951987740070051
ACH-000820,-1.0342468631506794
ACH-000821,-0.28061234468140794
ACH-000822,-0.5740757206569914
ACH-000823,-0.4667946493802045
ACH-000824,-0.4757257801162476
ACH-000827,-1.0466309946691958
ACH-000829,-0.39957169943362425
ACH-000831,-0.38788040635881393
ACH-000832,-0.6823375497202921
ACH-000833,-0.2619521660166798
ACH-000834,-0.8805271202347271
ACH-000835,-0.7038525442037878
ACH-000836,-0.9670465554616526
ACH-000837,-0.6275429121903612
ACH-000838,-0.2373633475382529
ACH-000839,-0.8706989672481835
ACH-000840,-0.7573338312116517
ACH-000841,-0.7499942753409137
ACH-000843,-0.5809715623575951
ACH-000846,-0.7813004331439687
ACH-000847,-0.5492398034498396
ACH-000848,-0.4717807187392029
ACH-000849,-0.9456151230163974
ACH-000851,-0.8757854938592683
ACH-000855,-0.501380591313365
ACH-000856,-0.5173806936678941
ACH-000858,-1.0825055620143396
ACH-000859,-1.0093534482654531
ACH-000861,-0.6222875355382471
ACH-000862,-0.8638504956421993
ACH-000865,-0.5183275820294321
ACH-000866,-0.2973007447186065
ACH-000867,-0.5487500000080722
ACH-000869,-0.35758184366853146
ACH-000872,-0.7235350764188051
ACH-000873,-0.12162623630408688
ACH-000876,-0.6895041058473785
ACH-000878,-0.8836811238548568
ACH-000880,-0.6273603746151395
ACH-000881,-0.7915360391954754
ACH-000882,-0.6980726847182395
ACH-000884,-0.6989421198336082
ACH-000885,-0.6864051187793301
ACH-000887,-0.96734764294023
ACH-000889,-0.5123778733787804
ACH-000896,-0.7402801832230388
ACH-000898,-0.6394619421292873
ACH-000900,-1.0025227324628228
ACH-000901,-1.0630654417424503
ACH-000905,-0.4290314121789909
ACH-000906,-0.9188912965969496
ACH-000907,-0.6567636252937683
ACH-000910,-0.713373332690363
ACH-000911,-0.9147976241785086
ACH-000912,-0.8675499055432865
ACH-000913,-0.6771321848363734
ACH-000915,-0.6449283446562548
ACH-000916,-1.2125005158495212
ACH-000917,-0.7236833070436759
ACH-000920,-0.7509025933050391
ACH-000921,-0.87173573463101
ACH-000924,-1.0217437546949777
ACH-000926,-0.5451389698600769
ACH-000928,-0.6382877160702066
ACH-000929,-0.9257186976697376
ACH-000932,-0.886476202377772
ACH-000935,-0.9238252641555608
ACH-000936,-0.5313449270888939
ACH-000937,-0.5423583901730512
ACH-000938,-0.8172104877114456
ACH-000939,-0.5472002408997928
ACH-000941,-0.6218789461524167
ACH-000943,-0.6657321684205415
ACH-000946,-0.6023517195598672
ACH-000947,-0.5744139711139182
ACH-000948,-0.5196761236677759
ACH-000950,-0.5497899342001533
ACH-000953,-0.5164686338579322
ACH-000954,-0.8429919834732775
ACH-000957,-0.6767254937872269
ACH-000958,-0.5263565859102315
ACH-000960,-0.6994753638727567
ACH-000963,-0.9107367853888376
ACH-000968,-0.4863944200743288
ACH-000969,-0.605601898496958
ACH-000972,-0.9449336459359592
ACH-000973,-0.8379769942359645
ACH-000974,-0.4546787844513423
ACH-000978,-0.845966864073818
ACH-000984,-0.7524974385485852
ACH-000986,-0.7524684359361892
ACH-000988,-0.4002811832033992
ACH-000993,-0.5422473112042075
ACH-000994,-0.7025313852747506
ACH-000996,-0.7797172753054392
ACH-001001,-0.7596297269757823
ACH-001020,-0.6033724054262845
ACH-001028,-0.6634882814718484
ACH-001031,-0.35658747424926995
ACH-001038,-0.5358314470306577
ACH-001048,-0.6335038440070658
ACH-001050,-0.6916850453131198
ACH-001053,-0.5256905644873057
ACH-001054,-0.4151003491628379
ACH-001061,-0.5970704255180453
ACH-001067,-0.9573610137772928
ACH-001075,-0.7627068465419681
ACH-001096,-0.4187790688162688
ACH-001111,-0.834565753020685
ACH-001119,-0.47187671472591997
ACH-001128,-1.2354258627093861
ACH-001134,-0.5875922253000354
ACH-001151,-0.4450538653470554
ACH-001163,-0.9068670133998918
ACH-001164,-0.5070414876276599
ACH-001183,-0.9499136255708702
ACH-001192,-0.3494895599017726
ACH-001193,-0.7572560775306021
ACH-001196,-0.6369409447269468
ACH-001197,-0.606409589100915
ACH-001205,-0.907000774936317
ACH-001211,-0.4710732852209151
ACH-001212,-0.7306932735642697
ACH-001228,-0.5941989525122549
ACH-001232,-0.8026710802443169
ACH-001239,-0.571208660487635
ACH-001270,-0.9088514623016604
ACH-001274,-0.7581916645894742
ACH-001275,-0.5594946114132309
ACH-001277,-0.32147971831030786
ACH-001278,-0.5556902460405301
ACH-001280,-0.6891247121297713
ACH-001283,-0.3673417264641081
ACH-001289,-0.1694554583825172
ACH-001300,-0.5344171635954947
ACH-001301,-0.5628288263117852
ACH-001302,-0.6752857439268933
ACH-001306,-0.6419328562508922
ACH-001318,-0.6639168473145752
ACH-001322,-0.7512842632497979
ACH-001328,-1.1079496833347169
ACH-001332,-0.9095347912885908
ACH-001336,-1.027219714333138
ACH-001346,-0.636060341803539
ACH-001353,-0.431038798783613
ACH-001354,-0.6156339964716849
ACH-001367,-0.4777404087602343
ACH-001368,-0.9567615817901624
ACH-001374,-0.5629871978177167
ACH-001377,-0.4473626524669459
ACH-001380,-0.6838245696154551
ACH-001391,-0.668763067925809
ACH-001408,-0.633421911960473
ACH-001430,-0.7095417177776157
ACH-001431,-0.4385417852382815
ACH-001450,-0.4754187353513109
ACH-001496,-0.7940940346283051
ACH-001500,-0.9103223259595682
ACH-001523,-0.3531405398912899
ACH-001532,-0.6202325343644244
ACH-001550,-0.8089867669159866
ACH-001552,-0.8004159852097293
ACH-001554,-0.6172788132162519
ACH-001654,-0.6652756306571321
ACH-001735,-0.4083148336299499
ACH-001736,-0.4904816763326231
ACH-001737,-1.001371654809038
ACH-001740,-0.7248556249410696
ACH-001745,-0.5663134975018812
ACH-001765,-0.6651162958082493
