,AFG3L2 (10939)
ACH-000004,-0.7809690371688334
ACH-000005,-0.873015039628323
ACH-000007,-0.9240989015053116
ACH-000009,-0.7705545262731919
ACH-000011,-0.9190036310933396
ACH-000012,-0.7368920760947633
ACH-000013,-0.7342698338417476
ACH-000014,-0.6586011023833046
ACH-000015,-0.8415540965186669
ACH-000017,-0.9876535266038562
ACH-000018,-1.1753921529364968
ACH-000019,-1.1407686099902767
ACH-000021,-0.7920818729454291
ACH-000022,-0.8761615201108829
ACH-000025,-0.6960514643500967
ACH-000028,-0.9999528618507753
ACH-000030,-0.8516011468775554
ACH-000035,-0.8508693072152642
ACH-000036,-0.585279061295119
ACH-000037,-0.9919702681240384
ACH-000039,-0.7803494044695928
ACH-000040,-0.9145798015280446
ACH-000041,-0.7898859495674235
ACH-000042,-0.7639904481582335
ACH-000045,-0.4596931634140261
ACH-000047,-0.7530441505538528
ACH-000052,-1.034411000352211
ACH-000053,-0.8044219202635898
ACH-000054,-0.7978544688354412
ACH-000055,-0.7546165070706897
ACH-000060,-0.9514069399610691
ACH-000067,-0.7526246950499658
ACH-000070,-0.6583815589001656
ACH-000075,-0.558873814263715
ACH-000078,-0.5603520678980408
ACH-000082,-0.5180688877077649
ACH-000085,-0.9273364745889988
ACH-000086,-1.1781639347555253
ACH-000087,-1.276425754618554
ACH-000092,-0.8359308467912206
ACH-000095,-0.5387779470473559
ACH-000097,-0.8695761537072663
ACH-000098,-0.983308728387105
ACH-000099,-0.7697903229738476
ACH-000108,-0.8959539152397303
ACH-000113,-0.6746290390533134
ACH-000116,-1.0773092736427958
ACH-000118,-0.7642064506723293
ACH-000120,-0.8989191488942477
ACH-000123,-0.7555072136435648
ACH-000127,-0.7725981557971542
ACH-000128,-0.7630609129546498
ACH-000132,-0.8928332280943161
ACH-000133,-0.6198592813976028
ACH-000137,-0.7915652272123537
ACH-000138,-1.000234279374309
ACH-000142,-0.9060608356270788
ACH-000143,-0.91464720581156
ACH-000146,-0.7055122343254092
ACH-000148,-0.7497216673401409
ACH-000150,-0.9959812916937943
ACH-000152,-0.855543864197585
ACH-000153,-0.6603237089380602
ACH-000159,-0.8352852338979609
ACH-000160,-1.1018879709595095
ACH-000163,-0.7120916057627761
ACH-000167,-0.9570213504275356
ACH-000168,-0.8043253360646149
ACH-000169,-0.7573460058182668
ACH-000178,-0.8306772675699883
ACH-000183,-0.7634123799643673
ACH-000188,-0.7690330711695058
ACH-000189,-1.0817721592733265
ACH-000190,-1.0145473139474572
ACH-000198,-0.7546345947927601
ACH-000203,-1.2316015718232092
ACH-000204,-1.1193501796271337
ACH-000206,-0.8525696961282432
ACH-000207,-0.9207818126284756
ACH-000208,-1.0581162010146692
ACH-000210,-0.8029289343285627
ACH-000211,-1.0530408153824269
ACH-000215,-0.9613063062059838
ACH-000221,-1.1060588065963093
ACH-000222,-0.9778643598766416
ACH-000223,-0.8168662025091655
ACH-000226,-0.8747107007536182
ACH-000227,-0.3434187133796547
ACH-000228,-1.0834109862590675
ACH-000231,-0.7037459677848648
ACH-000232,-0.9568162234982632
ACH-000233,-0.7517918071157602
ACH-000234,-0.6779682585177212
ACH-000235,-0.796722249204188
ACH-000237,-0.2513357341855145
ACH-000238,-0.9132772423717982
ACH-000242,-0.7701631509655987
ACH-000243,-0.9852853751952532
ACH-000244,-0.8850021005666652
ACH-000246,-0.9205672956240916
ACH-000248,-0.8058302501394029
ACH-000250,-0.9287052832112592
ACH-000251,-0.9834862572268463
ACH-000252,-0.8734751287794742
ACH-000253,-1.038782306624565
ACH-000255,-0.8899908883622214
ACH-000256,-0.7756699457749562
ACH-000257,-0.8695254532038987
ACH-000258,-0.6080292759532162
ACH-000259,-0.8849500369864308
ACH-000260,-0.7022236751426439
ACH-000261,-0.5193203654399874
ACH-000262,-0.8057866645892133
ACH-000263,-0.5996469551825088
ACH-000264,-0.9447863305059372
ACH-000265,-0.807098082912018
ACH-000266,-0.67895463637842
ACH-000272,-0.7778259899140328
ACH-000274,-1.1693876467458524
ACH-000277,-0.876851899398728
ACH-000278,-0.6717092602783475
ACH-000279,-0.7403392285495222
ACH-000280,-0.6520817942702958
ACH-000281,-0.962934115675607
ACH-000288,-0.9835327833566642
ACH-000291,-0.7816000152304157
ACH-000293,-0.6914714330468835
ACH-000294,-0.5357302286285963
ACH-000295,-0.6123636834638441
ACH-000296,-0.9403795397848668
ACH-000302,-0.8018495568392272
ACH-000304,-0.8023381471679637
ACH-000307,-0.723336261475513
ACH-000308,-1.1255324382129714
ACH-000310,-0.4589247928404599
ACH-000311,-0.9258416004436868
ACH-000312,-0.880284410507995
ACH-000315,-0.4762457374721539
ACH-000316,-0.9029110675521752
ACH-000317,-0.8035742971618008
ACH-000318,-0.9581289889229262
ACH-000319,-0.5350340704686802
ACH-000320,-0.7049844063572147
ACH-000322,-0.8192897451551205
ACH-000323,-1.046617713100304
ACH-000324,-0.9192361398170524
ACH-000329,-0.7316131079132139
ACH-000330,-1.147796018154958
ACH-000331,-0.8124147742301313
ACH-000332,-0.7854492998393583
ACH-000334,-0.5222695064750995
ACH-000335,-0.794905226670165
ACH-000336,-0.6110201973200823
ACH-000337,-0.9960257435091844
ACH-000338,-0.5012434753436595
ACH-000339,-0.3875168445046209
ACH-000341,-0.5259998536087884
ACH-000348,-0.8626574415495812
ACH-000350,-0.6374018824000875
ACH-000352,-0.8864830908525352
ACH-000356,-0.8015679280362376
ACH-000361,-0.8990515860897772
ACH-000362,-0.6186350531641985
ACH-000363,-0.6293455041677335
ACH-000364,-0.7787775803997543
ACH-000365,-0.5247073612471621
ACH-000366,-0.672558373927371
ACH-000368,-1.0282702215855473
ACH-000374,-1.0994072631806204
ACH-000375,-0.5173475104281889
ACH-000376,-0.8627881718507197
ACH-000381,-0.9432927359619084
ACH-000383,-0.9528432932369696
ACH-000387,-0.8250766501708406
ACH-000389,-0.6981398303283194
ACH-000390,-1.0086948517343508
ACH-000393,-0.710579841003915
ACH-000395,-1.1700628397358648
ACH-000396,-1.1855036204255691
ACH-000397,-0.7361575969083777
ACH-000401,-0.8822252700899381
ACH-000402,-0.80799528739491
ACH-000403,-1.2347838687374852
ACH-000404,-0.9914931227096366
ACH-000406,-0.677640760587986
ACH-000407,-0.7098722649048033
ACH-000408,-1.1036147834863264
ACH-000410,-0.8271386814314594
ACH-000411,-0.8763731940484364
ACH-000414,-0.8331671808547294
ACH-000415,-1.0131664190860172
ACH-000416,-0.5944347600587571
ACH-000420,-0.8882319981696624
ACH-000421,-1.0351583777596176
ACH-000424,-1.0181378203246907
ACH-000425,-0.6494774662084832
ACH-000426,-0.8712613064623956
ACH-000427,-0.6195219646323628
ACH-000433,-0.7505569294407473
ACH-000435,-0.8410246366517056
ACH-000436,-0.7988395535464751
ACH-000444,-0.6224775913966182
ACH-000445,-1.0441613714135856
ACH-000448,-0.7864402762360642
ACH-000450,-0.660813917387286
ACH-000452,-0.9252862217219718
ACH-000454,-0.9380517541860964
ACH-000458,-0.5841842544769135
ACH-000459,-0.3923647058691777
ACH-000460,-0.982190937724608
ACH-000461,-0.7970812411903451
ACH-000463,-0.9813450187056592
ACH-000464,-0.7976366526797615
ACH-000466,-0.8331112394795169
ACH-000467,-0.8531108405593729
ACH-000468,-0.7762448011993407
ACH-000469,-0.8086690830377856
ACH-000470,-0.7946179388693424
ACH-000471,-0.7935193141663802
ACH-000472,-0.5723564519609619
ACH-000473,-0.8094243501060533
ACH-000475,-0.8954048057475358
ACH-000476,-0.9337253143218752
ACH-000477,-0.7440547826648367
ACH-000479,-0.8259420312354263
ACH-000480,-0.8810808520159721
ACH-000481,-0.8635029807672074
ACH-000483,-0.8217074233096369
ACH-000484,-0.9520949584757968
ACH-000485,-0.858241780435349
ACH-000486,-0.8698131815662113
ACH-000487,-0.8765715250874124
ACH-000488,-0.8689951918921407
ACH-000490,-0.8650357133248678
ACH-000491,-0.9898885843309756
ACH-000495,-0.3903640178762484
ACH-000496,-1.022409700141114
ACH-000499,-0.8249098065757553
ACH-000500,-1.0279465878952505
ACH-000502,-0.96291381694933
ACH-000503,-0.9227543315548182
ACH-000505,-0.4306721383655481
ACH-000507,-1.1617161782027423
ACH-000510,-1.0132293357811677
ACH-000511,-0.9124928917996972
ACH-000512,-1.075622952888116
ACH-000516,-0.8060142051309828
ACH-000517,-0.9649888707059908
ACH-000518,-0.8497853487909681
ACH-000520,-0.8777353575967661
ACH-000521,-0.9373710861949064
ACH-000522,-1.0912340284989668
ACH-000524,-1.059517421703758
ACH-000527,-0.6899479529717221
ACH-000528,-0.8055059654300397
ACH-000537,-1.195440593844545
ACH-000541,-0.7190973393328165
ACH-000542,-0.8281195310333412
ACH-000544,-0.9895153635451336
ACH-000545,-0.9043509356267716
ACH-000547,-1.2260541888368859
ACH-000548,-0.8964594716543935
ACH-000549,-0.9808973541425036
ACH-000550,-0.913896047151823
ACH-000552,-0.9777516894814132
ACH-000556,-0.8643612453938988
ACH-000557,-0.7822931484410769
ACH-000569,-0.9280901138008796
ACH-000570,-0.8152351837393658
ACH-000571,-0.8162301579904263
ACH-000573,-1.0201539950097864
ACH-000576,-0.7188266366997464
ACH-000579,-0.6249182501939032
ACH-000580,-1.05118982448455
ACH-000584,-0.7690173393644408
ACH-000585,-0.9132183348444904
ACH-000588,-0.6347190389089966
ACH-000589,-0.8454828806513117
ACH-000591,-0.7220829207476721
ACH-000593,-0.9022290318422204
ACH-000600,-0.8083090208023639
ACH-000601,-0.7761650193792543
ACH-000605,-1.0727272528166147
ACH-000606,-0.8444797986204304
ACH-000608,-0.41677823097321504
ACH-000614,-0.41980260030248856
ACH-000616,-0.7828643405033577
ACH-000618,-0.7114800508126065
ACH-000619,-0.943692130216592
ACH-000620,-0.8860754511011957
ACH-000621,-0.6369661785569257
ACH-000622,-0.5677200594578958
ACH-000623,-0.7484943653782001
ACH-000624,-0.9172175360886394
