,CNGA1 (1259)
ACH-000004,-0.21609837572734986
ACH-000005,0.12126716061198092
ACH-000007,-0.09364909719015024
ACH-000009,-0.0261721415387883
ACH-000011,-0.14948172753345534
ACH-000012,0.05724594294539979
ACH-000013,-0.0373832342225964
ACH-000014,-0.22107970406099434
ACH-000015,-0.19872509530469276
ACH-000017,-0.04035489796525795
ACH-000018,-0.07909638356265078
ACH-000019,-0.02911011834114541
ACH-000021,-0.060447676152067836
ACH-000022,-0.08253567432754139
ACH-000025,-0.06012789891695429
ACH-000028,0.013634534880121495
ACH-000030,-0.09906670595331403
ACH-000035,0.14569570092458806
ACH-000036,-0.023111324055552402
ACH-000037,-0.1289293199622421
ACH-000039,-0.05507040160632848
ACH-000040,-0.08002570257038759
ACH-000041,0.053728745676666495
ACH-000042,-0.15769366430388707
ACH-000045,-0.257935312408241
ACH-000047,-0.10628864028409793
ACH-000052,0.027703344512967076
ACH-000053,-0.06148279257342072
ACH-000054,-0.0905583405777609
ACH-000055,-0.06180124770538465
ACH-000060,-0.027847051257525846
ACH-000067,-0.046180800022134566
ACH-000070,-0.14531464989139087
ACH-000075,-0.1754353561937014
ACH-000078,-0.05856824990245705
ACH-000082,-0.05537285285708536
ACH-000085,-0.08969711760724783
ACH-000086,-0.08075622809872049
ACH-000087,-0.014586057207312025
ACH-000092,-0.07362703060417977
ACH-000095,-0.03946619063956767
ACH-000097,-0.04841735312357732
ACH-000098,-0.055883677789165184
ACH-000099,-0.07566434760921081
ACH-000108,-0.02696342409232538
ACH-000113,-0.08454408441150887
ACH-000116,-0.0572805403874629
ACH-000118,-0.13668121806238107
ACH-000120,-0.02552274172809876
ACH-000123,-0.059368903355857386
ACH-000127,-0.059634694948717176
ACH-000128,-0.08497337754740918
ACH-000132,-0.13147023830378599
ACH-000133,-0.2873320127181929
ACH-000137,-0.13109737968361945
ACH-000138,-0.002300846545966963
ACH-000142,-0.07364416864167929
ACH-000143,-0.10550174013238567
ACH-000146,0.009780237457781704
ACH-000148,-0.21303915255869066
ACH-000150,0.023079795940805926
ACH-000152,-0.13569950631037994
ACH-000153,-0.12676985227967869
ACH-000159,-0.16701717372417135
ACH-000160,-0.1629342680745184
ACH-000163,-0.05481242021559725
ACH-000167,-0.3820993814381597
ACH-000168,-0.16884444199595502
ACH-000169,0.08294972317152824
ACH-000178,-0.17857278529139398
ACH-000183,-0.03974997364320273
ACH-000188,-0.08552104811791321
ACH-000189,-0.10524734043325527
ACH-000190,-0.08843942298156565
ACH-000198,-0.1560338948268072
ACH-000203,-0.16677559513603654
ACH-000204,-0.04312692705052242
ACH-000206,-0.0909092137670345
ACH-000207,-0.014227067861413218
ACH-000208,-0.3659145048891993
ACH-000210,0.20692982746124244
ACH-000211,-0.00640072717676032
ACH-000215,-0.1605683042617935
ACH-000221,-0.00484263788394091
ACH-000222,0.12055864606331575
ACH-000223,-0.08678459001531427
ACH-000226,-0.10028353359234718
ACH-000227,-0.17177151996867904
ACH-000228,-0.2606992986655541
ACH-000231,-0.1681498393115178
ACH-000232,0.013521078051826669
ACH-000233,-0.033906306229367016
ACH-000234,-0.008751056145338049
ACH-000235,-0.0473598750370912
ACH-000237,-0.10318624823923794
ACH-000238,-0.21047397998052947
ACH-000242,-0.3001114240896157
ACH-000243,-0.2065023884121885
ACH-000244,-0.21988078012619108
ACH-000246,-0.20476058563332752
ACH-000248,-0.18844716368546244
ACH-000250,-0.14553311999897509
ACH-000251,-0.1551219650340818
ACH-000252,-0.15440054851943055
ACH-000253,-0.03651106307380249
ACH-000255,-0.12183340288203445
ACH-000256,-0.11480335379079198
ACH-000257,0.007404556083324142
ACH-000258,-0.10052376464114753
ACH-000259,-0.08134987583046734
ACH-000260,-0.10800723049757703
ACH-000261,-0.13933410199283636
ACH-000262,-0.3227337494077511
ACH-000263,-0.04432715985618193
ACH-000264,-0.1273231027081665
ACH-000265,0.04415955086479866
ACH-000266,-0.0006399623784169258
ACH-000272,-0.1245473294477819
ACH-000274,-0.06764889443534408
ACH-000277,-0.09079156401218864
ACH-000278,0.010703240521032263
ACH-000279,-0.0428762881081402
ACH-000280,-0.026096118132905997
ACH-000281,-0.02140801403922586
ACH-000288,-0.06786740506852466
ACH-000291,-0.12159489043507632
ACH-000293,-0.08021710322739911
ACH-000294,0.15119834194118806
ACH-000295,0.06219521091081495
ACH-000296,-0.0950711050068282
ACH-000302,-0.12395118490170925
ACH-000304,-0.056418841713376376
ACH-000307,-0.04419105753236599
ACH-000308,-0.15956080681020787
ACH-000310,-0.15171779437836844
ACH-000311,-0.285893344389347
ACH-000312,-0.17575025780522818
ACH-000315,0.04060910808971878
ACH-000316,-0.12017367670232622
ACH-000317,-0.00757191424275176
ACH-000318,-0.15003464013545412
ACH-000319,-0.16533533403832945
ACH-000320,-0.1633000004793327
ACH-000322,-0.21321612849028904
ACH-000323,0.00885338910620975
ACH-000324,-0.09379613377963393
ACH-000329,-0.09089076254482734
ACH-000330,-0.3218365892971521
ACH-000331,-0.028021116355045544
ACH-000332,0.017945369326675408
ACH-000334,-0.023049138883586992
ACH-000335,0.19443989825935906
ACH-000336,-0.005558177847823463
ACH-000337,0.06897392383605372
ACH-000338,0.25029003487147783
ACH-000339,-0.01562205986705062
ACH-000341,-0.016945508371095885
ACH-000348,-0.17529416645181695
ACH-000350,0.004704479327127558
ACH-000352,-0.0695370263391458
ACH-000356,0.17033931038916778
ACH-000361,-0.2624676422675857
ACH-000362,-0.12200323059356365
ACH-000363,-0.10716804037151932
ACH-000364,-0.2961501277217228
ACH-000365,-0.1160170141414317
ACH-000366,-0.2314020280668543
ACH-000368,-0.11155315708924993
ACH-000374,0.02363654387331527
ACH-000375,0.04443132266330349
ACH-000376,-0.11438150777079376
ACH-000381,-0.11076903661224098
ACH-000383,-0.046609642337987305
ACH-000387,-0.17821928294997452
ACH-000389,-0.0854623277447116
ACH-000390,-0.07520307308436591
ACH-000393,0.026586603853875016
ACH-000395,0.07046370966350375
ACH-000396,0.05912243712989894
ACH-000397,-0.12510013350544755
ACH-000401,-0.33610098511381875
ACH-000402,-0.12935206545576947
ACH-000403,-0.15508957284931396
ACH-000404,-0.1948673428352812
ACH-000406,-0.010680022340041536
ACH-000407,0.010614418634439548
ACH-000408,-0.15796203173260226
ACH-000410,-0.012253669878248509
ACH-000411,-0.13265111484342712
ACH-000414,-0.2235460474469243
ACH-000415,-0.2324849178980357
ACH-000416,-0.11648627849864605
ACH-000420,-0.03538536757651405
ACH-000421,-0.0888974528739875
ACH-000424,-0.06727219293535147
ACH-000425,-0.08407189093501596
ACH-000426,-0.1380600835142877
ACH-000427,-0.05584384292405374
ACH-000433,-0.2143552746207713
ACH-000435,-0.3185034387187031
ACH-000436,-0.12341912833609693
ACH-000444,-0.19330938903660952
ACH-000445,-0.016765322780628478
ACH-000448,-0.08012575897593527
ACH-000450,0.027537633089857017
ACH-000452,-0.18332800141059227
