,TSHZ1 (10194)
ACH-000004,0.16455610274660612
ACH-000005,0.3889983620778112
ACH-000007,0.2438999513233923
ACH-000009,0.2518645601516354
ACH-000011,0.2051426060364309
ACH-000012,0.2303114087713352
ACH-000013,0.2453678146943483
ACH-000014,0.10741158646030192
ACH-000015,0.23280600656439396
ACH-000017,0.11977262394611825
ACH-000018,0.2010652962031471
ACH-000019,0.02414946765716404
ACH-000021,0.25025080915413256
ACH-000022,0.4016379682095571
ACH-000025,0.205676274721046
ACH-000028,0.26334638769040875
ACH-000030,0.2509164243936142
ACH-000035,0.16746655536135002
ACH-000036,0.21899651910158505
ACH-000037,0.289469022538767
ACH-000039,0.32311378332791724
ACH-000040,0.3209763519430817
ACH-000041,0.17217400494713947
ACH-000042,0.18722074313928386
ACH-000045,0.3583754735110111
ACH-000047,0.2854341818711196
ACH-000052,0.04415403270489722
ACH-000053,0.2104481499001194
ACH-000054,0.18191055436503747
ACH-000055,0.15030105552604894
ACH-000060,0.1157251230578901
ACH-000067,0.3402464180704709
ACH-000070,0.2729394419841228
ACH-000075,0.23608152189332504
ACH-000078,0.3067700811015375
ACH-000082,0.2655968233456001
ACH-000085,0.2201723311719696
ACH-000086,0.23241703183943396
ACH-000087,0.3243604349860374
ACH-000092,0.21762211504716603
ACH-000095,0.19942799166954386
ACH-000097,0.2254803393417626
ACH-000098,0.3162841201252753
ACH-000099,0.2454946634142541
ACH-000108,0.21880043712146136
ACH-000113,0.1897394370388372
ACH-000116,0.2429224317332986
ACH-000118,0.31590249742717524
ACH-000120,0.27842422973113523
ACH-000123,0.27010798792202945
ACH-000127,0.2756388367423315
ACH-000128,0.25720133015648644
ACH-000132,0.25198852546113804
ACH-000133,0.17894433133755375
ACH-000137,0.21871256409588252
ACH-000138,0.2367849935590489
ACH-000142,0.25278729945953793
ACH-000143,0.10840767077644768
ACH-000146,0.33134940378213035
ACH-000148,0.2601286769612595
ACH-000150,0.2348430554380433
ACH-000152,0.3477793313252261
ACH-000153,0.016855913209408192
ACH-000159,0.24500165740357746
