,H2AFY2 (55506)
ACH-000004,-0.07484216986680949
ACH-000005,-0.13855210440522464
ACH-000007,-0.1053540240832754
ACH-000009,-0.13239563973959534
ACH-000011,-0.2808125346800857
ACH-000012,-0.2498720527765969
ACH-000013,-0.0574267281804377
ACH-000014,-0.106629283636805
ACH-000015,-0.2342670146177834
ACH-000017,-0.27222468602062105
ACH-000018,-0.09994222561540428
ACH-000019,-0.26591183433543875
ACH-000021,-0.15368074474704135
ACH-000022,-0.2395169238292658
ACH-000025,-0.3988761623444981
ACH-000028,-0.2567419039153265
ACH-000030,-0.4055456745054633
ACH-000035,-0.09366213756993508
ACH-000036,-0.24380582496770556
ACH-000037,-0.17563911941961846
ACH-000039,-0.23985338714133336
ACH-000040,-0.2685545224472912
ACH-000041,-0.3080783004041708
ACH-000042,-0.2682005070355528
ACH-000045,-0.22432522731946167
ACH-000047,-0.15790202648261345
ACH-000052,-0.1719233483970149
ACH-000053,-0.1350406313092714
ACH-000054,-0.1999894619709412
ACH-000055,-0.3073045629076966
ACH-000060,-0.289244876746884
ACH-000067,-0.4265338480535603
ACH-000070,-0.2635786568517942
ACH-000075,-0.20346994261910487
ACH-000078,-0.19295666395051064
ACH-000082,-0.03280208909577257
ACH-000085,-0.40798205791396347
ACH-000086,-0.2771039920930897
ACH-000087,-0.40074760507410295
ACH-000092,-0.18860909659206093
ACH-000095,-0.15846421945272054
ACH-000097,-0.1398595716076921
ACH-000098,-0.17580858755835307
ACH-000099,-0.10707890007662392
ACH-000108,-0.26660500809738635
ACH-000113,-0.29577427538238016
ACH-000116,-0.12061580349713084
ACH-000118,-0.2573269481279317
ACH-000120,-0.0834214916756846
ACH-000123,-0.22522502380422926
ACH-000127,-0.18450967237400626
ACH-000128,-0.12033775063209078
ACH-000132,-0.04052021891592625
ACH-000133,-0.20052601830043984
ACH-000137,-0.13138527857264068
ACH-000138,-0.07588254399197265
ACH-000142,-0.10352303254060763
ACH-000143,-0.2832125197102337
ACH-000146,-0.1923135439324064
ACH-000148,-0.2782654877757854
ACH-000150,-0.228688968338285
ACH-000152,-0.239449687521934
ACH-000153,-0.2538903131034803
ACH-000159,-0.16625672946749484
ACH-000160,0.06985356930516765
ACH-000163,-0.26073095909801586
ACH-000167,0.4886398257178218
ACH-000168,-0.20279859891081425
ACH-000169,-0.2205248214889756
ACH-000178,-0.29453970603555696
ACH-000183,-0.30385482369921923
ACH-000188,-0.11548147505421034
ACH-000189,-0.09762096414307936
ACH-000190,-0.0008119119735994348
ACH-000198,-0.17611977495140996
ACH-000203,-0.640047811273306
ACH-000204,-0.4796446049035916
ACH-000206,-0.1937457654067888
ACH-000207,-0.3648798511459664
ACH-000208,-0.032480062345139
ACH-000210,-0.12120834068930085
ACH-000211,-0.27191377625934865
ACH-000215,-0.13553313831160105
ACH-000221,-0.20508860729713824
ACH-000222,-0.2459757125960245
ACH-000223,-0.17591789407413286
ACH-000226,-0.18530147572142966
ACH-000227,-0.11741340971973944
ACH-000228,-0.4015066234392258
ACH-000231,-0.16677121984680046
ACH-000232,-0.2319371773143669
ACH-000233,-0.21715157067507893
ACH-000234,-0.11971626922891335
ACH-000235,-0.14786267516274038
ACH-000237,-0.08692695668227521
ACH-000238,-0.13398432780981653
ACH-000242,-0.0648880520935693
ACH-000243,-0.2529741083446235
ACH-000244,-0.024897105281177008
ACH-000246,-0.2288920297722513
ACH-000248,-0.26715815633309803
ACH-000250,-0.21557037506516172
ACH-000251,-0.18607340384934934
ACH-000252,-0.044537253706036284
ACH-000253,-0.10796733100393796
ACH-000255,-0.24960336224306784
ACH-000256,-0.12839153233918715
ACH-000257,-0.3953407014476537
ACH-000258,-0.2443472720162245
ACH-000259,-0.18515540029180355
ACH-000260,-0.09576839362455657
ACH-000261,-0.1762584811284653
ACH-000262,-0.2269205272511775
ACH-000263,-0.4703094709202973
ACH-000264,-0.2750029769494823
ACH-000265,-0.21146389715904268
ACH-000266,-0.13393568193964708
ACH-000272,-0.18575396035277764
ACH-000274,-0.12231123924420133
ACH-000277,-0.16124552323568825
ACH-000278,-0.14544469356880366
ACH-000279,-0.22474878414932373
ACH-000280,-0.1025600916737962
ACH-000281,-0.18535773810113296
ACH-000288,-0.21466766390833947
ACH-000291,-0.17577543113983776
ACH-000293,-0.35815392329048906
ACH-000294,-0.2855986315098857
ACH-000295,-0.33609305692803243
ACH-000296,-0.21022660030192936
ACH-000302,-0.1777971201926002
ACH-000304,-0.2241239485035569
ACH-000307,-0.2831312538339088
ACH-000308,-0.26719516882931466
ACH-000310,-0.11532935128187576
ACH-000311,-0.1490293671041633
ACH-000312,-0.09442845347195912
ACH-000315,-0.1026411071523541
ACH-000316,-0.1793202682980988
ACH-000317,-0.1373376647257682
ACH-000318,-0.27908119782980656
ACH-000319,-0.3162541010175337
ACH-000320,-0.11477065296036182
ACH-000322,-0.2123177045746341
ACH-000323,-0.3827063292453737
ACH-000324,-0.2336405663368249
ACH-000329,-0.06584733248526761
ACH-000330,-0.10349032988965458
ACH-000331,-0.2773323215847586
ACH-000332,-0.2401434844186141
ACH-000334,-0.22853956048648266
ACH-000335,-0.2520334967914564
ACH-000336,-0.07915266559472114
ACH-000337,-0.4338254703518935
ACH-000338,-0.10634903477402537
ACH-000339,-0.14535952278614345
ACH-000341,-0.16128173121597486
ACH-000348,-0.169372626861999
ACH-000350,-0.29413289363080064
ACH-000352,-0.4128330788524255
ACH-000356,-0.14288488239701433
ACH-000361,-0.331787278254269
ACH-000362,-0.1714107005475945
ACH-000363,-0.2493980127934467
ACH-000364,-0.2990000206948451
ACH-000365,-0.2973856266120221
ACH-000366,-0.17763548121936062
ACH-000368,-0.24561178510157344
ACH-000374,-0.2836563656534572
ACH-000375,-0.21671833230748444
ACH-000376,-0.2539417685273723
ACH-000381,-0.35876335754823385
ACH-000383,-0.1754510313523648
ACH-000387,-0.1308819080026479
ACH-000389,-0.14441243423143846
ACH-000390,-0.19177084569429567
ACH-000393,-0.2914769123772773
ACH-000395,-0.05056811284863556
ACH-000396,0.056438911314858724
ACH-000397,-0.11730130280062975
ACH-000401,-0.11072991875502353
ACH-000402,-0.3985908108537724
ACH-000403,-0.12223772309860526
ACH-000404,-0.032429571519244804
ACH-000406,-0.163489515659956
ACH-000407,-0.22870972087387775
ACH-000408,-0.14132928208582285
ACH-000410,-0.20993405275713167
ACH-000411,-0.2812679483305345
ACH-000414,-0.12280847536548327
ACH-000415,-0.3073060263268643
ACH-000416,-0.29542854831824683
ACH-000420,-0.27658501638694033
ACH-000421,-0.09653261730782507
ACH-000424,-0.1456370974129417
ACH-000425,-0.2739139680077426
ACH-000426,-0.2990086229478756
ACH-000427,-0.2876849440790277
ACH-000433,-0.2341287230962513
ACH-000435,-0.3520780931678053
ACH-000436,-0.4340590147770603
ACH-000444,-0.20811409527284955
ACH-000445,-0.185359318900926
ACH-000448,-0.21026549043819412
ACH-000450,-0.06928154755008484
ACH-000452,-0.2298906876299628
ACH-000454,-0.2218231565885662
ACH-000458,-0.08879771761762496
ACH-000459,-0.15094510913435175
ACH-000460,-0.2663690265857666
ACH-000461,-0.10787306043442807
ACH-000463,-0.11833495238100755
ACH-000464,-0.2348380033238488
ACH-000466,-0.22062952639366645
ACH-000467,-0.12970395652312205
ACH-000468,-0.23609433310499545
ACH-000469,-0.1955661790218168
ACH-000470,-0.16091788409449853
ACH-000471,-0.11758165974161873
ACH-000472,-0.1878765850244896
ACH-000473,-0.14027543719265315
ACH-000475,-0.1964702793806125
ACH-000476,-0.28387514292045274
ACH-000477,-0.1229919048954516
ACH-000479,-0.4095230473153181
ACH-000480,-0.1742636382936383
ACH-000481,-0.21157576870337866
ACH-000483,-0.3322586661687353
ACH-000484,-0.17781900037850873
ACH-000485,-0.0767137423003586
ACH-000486,-0.3414471932171117
ACH-000487,-0.09110611003083484
ACH-000488,-0.1792011293818246
ACH-000490,-0.2506369508335197
ACH-000491,-0.10549155132476028
ACH-000495,-0.13702975800953995
ACH-000496,-0.2896320814729643
ACH-000499,-0.38104246415425175
ACH-000500,-0.00539840174525316
ACH-000502,-0.045752164158217534
ACH-000503,-0.26441733936650097
ACH-000505,-0.24418817494995146
ACH-000507,-0.14252463593070666
ACH-000510,-0.2937187465597397
ACH-000511,-0.11124372732948044
ACH-000512,0.004498924857329914
ACH-000516,-0.16523494120198665
ACH-000517,-0.0688366528303532
ACH-000518,-0.1446278279685703
ACH-000520,-0.26434720099083314
ACH-000521,-0.08137378033157801
ACH-000522,-0.18049529597863248
ACH-000524,-0.12574057073721742
ACH-000527,-0.14181527580609898
ACH-000528,-0.13970357707708306
ACH-000537,-0.1932698696915255
ACH-000541,-0.08078949159270159
ACH-000542,-0.25209747362330304
ACH-000544,-0.12426827612038488
ACH-000545,-0.2804792932480684
ACH-000547,-0.4254679402851996
ACH-000548,-0.2073862491157373
ACH-000549,-0.31804637689933624
ACH-000550,-0.18877818201419871
ACH-000552,-0.2363404434527813
ACH-000556,-0.2690829149563589
ACH-000557,-0.16386805375576502
ACH-000569,-0.43840758430316573
ACH-000570,-0.19190207765468292
ACH-000571,-0.108833689161071
ACH-000573,-0.08512489827683865
ACH-000576,-0.19932040370579854
ACH-000579,-0.18447190256251114
ACH-000580,-0.16991271703851302
ACH-000584,-0.19091887263304164
ACH-000585,-0.1969885475040551
ACH-000588,-0.25961821988087785
ACH-000589,-0.04663354778964216
ACH-000591,-0.2149358832780099
ACH-000593,-0.2176505151825168
ACH-000600,-0.2111900402649413
ACH-000601,-0.15509319839378485
ACH-000605,-0.18790823312592567
ACH-000606,-0.42186861648688856
ACH-000608,-0.1318548676533643
