,H2AFY2 (55506)
ACH-000614,-0.010485536019255821
ACH-000616,-0.37214597023866974
ACH-000618,-0.2560098787095104
ACH-000619,-0.13700137885115338
ACH-000620,-0.03073959692491897
ACH-000621,-0.21204113987859194
ACH-000622,-0.2303785640265041
ACH-000623,-0.22768871542161104
ACH-000624,-0.16722479671723067
ACH-000627,-0.19929853286894988
ACH-000630,-0.417864567499624
ACH-000631,0.015311343594498568
ACH-000632,-0.20686065176610474
ACH-000633,-0.11407453803223888
ACH-000637,-0.05923853722135632
ACH-000638,-0.24613828573843494
ACH-000646,0.02154807939908775
ACH-000647,-0.1736441281749261
ACH-000648,-0.14557961504135822
ACH-000649,-0.19619072960686548
ACH-000651,-0.20646517477575746
ACH-000652,-0.15401238658590705
ACH-000653,-0.2550339922783184
ACH-000657,-0.17618352896948453
ACH-000658,4.543287419185455e-05
ACH-000661,-0.3355297498908097
ACH-000662,-0.3824121139559176
ACH-000663,-0.21739809643039534
ACH-000665,-0.3114555752617079
ACH-000671,-0.13964274286730122
ACH-000672,-0.2889774885524285
ACH-000673,-0.15033587477942115
ACH-000676,-0.2750942464505041
ACH-000677,-0.2722575241953765
ACH-000681,-0.21022818326654089
ACH-000683,-0.18626743319486389
ACH-000684,-0.15441179575145264
ACH-000688,-0.30720766062272403
ACH-000693,-0.16030725025171974
ACH-000694,-0.23267087896537275
ACH-000695,-0.07806673418394852
ACH-000696,-0.15353970079061355
ACH-000697,-0.2806444644742631
ACH-000699,-0.20942136407302545
ACH-000701,-0.1753113276813695
ACH-000706,-0.1425196052097472
ACH-000711,-0.21369466219211086
ACH-000713,-0.06003351154755466
ACH-000714,-0.15176701994358913
ACH-000718,-0.03116157753607977
ACH-000720,-0.2171710062589553
ACH-000721,-0.1898299926451369
ACH-000724,-0.11482133890809675
ACH-000725,-0.2050881679414552
ACH-000732,-0.4668603747716743
ACH-000734,-0.22130803331031268
ACH-000735,-0.11020565121201352
ACH-000736,-0.11246103669239492
ACH-000738,-0.3577121576864589
ACH-000746,-0.20174408991103385
ACH-000747,-0.2665789934700821
ACH-000748,-0.16949122983590234
ACH-000753,-0.15801108663368005
ACH-000756,-0.3507143372781689
ACH-000757,-0.20325694295945845
ACH-000758,-0.18812405405902288
ACH-000760,-0.3018111902041459
ACH-000762,-0.2499569754513217
ACH-000763,-0.15675483873583318
ACH-000764,-0.323262738855676
ACH-000765,-0.08339000322297725
ACH-000766,-0.1702277777389237
ACH-000767,-0.2434936975074787
ACH-000768,-0.18641711632006253
ACH-000769,-0.22292821865376253
ACH-000770,-0.12152142846031623
ACH-000771,-0.268880426632196
ACH-000773,-0.1910742940315985
ACH-000776,-0.2723014390389402
ACH-000777,-0.4302928927558979
ACH-000778,-0.205626828721532
ACH-000781,-0.17397438926619485
ACH-000782,-0.25205885973602954
ACH-000783,-0.16906509336284875
ACH-000784,-0.11373011609106985
ACH-000785,-0.13437316817695213
ACH-000787,-0.19653400637740195
ACH-000788,-0.20478239932410308
ACH-000791,-0.15275817487882515
ACH-000792,-0.10582359681156536
ACH-000794,-0.28539304851782626
ACH-000796,-0.13823385861572804
ACH-000798,-0.16762822758125373
ACH-000799,-0.22370840821468516
ACH-000800,-0.12773808632893344
ACH-000802,-0.3190283922294892
ACH-000804,-0.2343936620342232
ACH-000805,-0.02391848033634113
ACH-000809,-0.2716241450720039
ACH-000810,-0.08435199924607649
ACH-000811,-0.04182669980663162
ACH-000817,-0.2691564929215818
ACH-000819,-0.18659177862743348
ACH-000820,-0.2062598456309852
ACH-000821,-0.3406319756233922
ACH-000822,-0.15235390651158393
ACH-000823,-0.17420419479192994
ACH-000824,-0.2807855575777056
ACH-000827,-0.1902310420605256
ACH-000829,-0.07234353390487973
ACH-000831,-0.2734622031809668
ACH-000832,-0.21517145259315834
ACH-000833,-0.3891280216415141
ACH-000834,-0.1714050869075034
ACH-000835,-0.17506090008385408
ACH-000836,0.022179440131447948
ACH-000837,-0.1837043130202291
ACH-000838,-0.22987768248592494
ACH-000839,-0.12258889949031546
ACH-000840,-0.25235787662996106
ACH-000841,-0.185543518795996
ACH-000843,-0.07462060139625228
ACH-000846,-0.45693807031978
ACH-000847,-0.3274808928589211
ACH-000848,-0.0552269982694134
ACH-000849,-0.2330238191411941
ACH-000851,-0.269773012890666
ACH-000855,-0.2006135139147102
ACH-000856,-0.2333980539786104
ACH-000858,-0.1195767978176812
ACH-000859,-0.2704429574919787
ACH-000861,-0.32920455270475873
ACH-000862,-0.048737386630838375
ACH-000865,-0.17119497549085133
ACH-000866,-0.19322314842491967
ACH-000867,-0.12981721198440535
ACH-000869,-0.17485957811364375
ACH-000872,-0.2305306951436521
ACH-000873,-0.19451013935666064
ACH-000876,-0.12569440432480833
ACH-000878,-0.26244954785596325
ACH-000880,-0.2311464483504213
ACH-000881,-0.2412460048416804
ACH-000882,-0.16317073282380706
ACH-000884,-0.307179207577294
ACH-000885,-0.11496000541714327
ACH-000887,-0.11152811646445357
ACH-000889,-0.25543306053756376
ACH-000896,-0.20167624017016347
ACH-000898,-0.2742480646498183
ACH-000900,-0.2701720857284428
ACH-000901,-0.14771759880903362
ACH-000905,-0.2722013736911547
ACH-000906,-0.1433585694046178
ACH-000907,-0.23823136496904596
ACH-000910,-0.0658425631814854
ACH-000911,-0.16236641880909206
ACH-000912,-0.2989860772487927
ACH-000913,-0.2229637051683076
ACH-000915,-0.15853579725835898
ACH-000916,-0.260612863945323
ACH-000917,-0.19208323605413974
ACH-000920,-0.06166612635323626
ACH-000921,-0.24825069091357996
ACH-000924,-0.14767458437617778
ACH-000926,-0.2356370871203726
ACH-000928,-0.1805155774028864
ACH-000929,-0.2414148210282257
ACH-000932,-0.38790924236983737
ACH-000935,-0.06458879069283385
ACH-000936,-0.383099280144131
ACH-000937,-0.3122238294030952
ACH-000938,-0.2122485154427428
ACH-000939,0.17855364236769322
ACH-000941,-0.2541696566090745
ACH-000943,-0.2678084863291331
ACH-000946,-0.4509532215813602
ACH-000947,-0.2336461546243941
ACH-000948,-0.3275437870954628
ACH-000950,-0.09447647528212086
ACH-000953,-0.17686253855241255
ACH-000954,-0.4045647266341585
ACH-000957,-0.2551423634300778
ACH-000958,-0.34177050678551285
ACH-000960,-0.1802106085291483
ACH-000963,-0.42054804548280106
ACH-000968,-0.3690008072814765
ACH-000969,-0.3338146105998491
ACH-000972,0.07594010944187644
ACH-000973,-0.19013859853452292
ACH-000974,-0.2020121790728497
ACH-000978,-0.2729979927137415
ACH-000984,-0.2065114111710439
ACH-000986,-0.1379211310609561
ACH-000988,-0.28948810299818084
ACH-000993,-0.12601991898980824
ACH-000994,-0.09193296371335792
ACH-000996,-0.3761630294301781
ACH-001001,-0.19333042577895
ACH-001020,0.12075216409205405
ACH-001028,-0.3203738746246711
ACH-001031,-0.16638359724290394
ACH-001038,-0.2565640220035288
ACH-001048,-0.17489260492750586
ACH-001050,-0.10676964188161396
ACH-001053,-0.13089606966007686
ACH-001054,-0.18255713281084013
ACH-001061,-0.16112131619576664
ACH-001067,-0.19171183194654567
ACH-001075,-0.3183046904299132
ACH-001096,-0.11310023130211527
ACH-001111,-0.18019176423499836
ACH-001119,-0.016695967637801325
ACH-001128,0.7123716524236606
ACH-001134,-0.2732664562618632
ACH-001151,-0.2392375202427471
ACH-001163,-0.2918068465488626
ACH-001164,-0.3147999258659728
ACH-001183,-0.05880637432566538
ACH-001192,-0.4366121413913484
ACH-001193,-0.09034748916611364
ACH-001196,-0.18492374251257984
ACH-001197,-0.1342259928846672
ACH-001205,-0.3745959384255105
ACH-001211,-0.15466103711683213
ACH-001212,-0.4229815141029952
ACH-001228,-0.1742809936309929
ACH-001232,-0.3005108001699132
ACH-001239,-0.19985070209128325
ACH-001270,-0.5030926142341866
ACH-001274,-0.24263876633886705
ACH-001275,-0.20936000375101185
ACH-001277,-0.19426840005632606
ACH-001278,-0.011349236786428052
ACH-001280,-0.11077606356934937
ACH-001283,-0.10051323118042174
ACH-001289,-0.4074721198691256
ACH-001300,-0.2566271012361905
ACH-001301,-0.10242877216265428
ACH-001302,-0.17634418441985036
ACH-001306,-0.1603706097588282
ACH-001318,-0.24286370988303685
ACH-001322,-0.3005646656486051
ACH-001328,-0.1417920625245563
ACH-001332,-0.4184402932992389
ACH-001336,-0.2236557927704589
ACH-001346,-0.3198613813790959
ACH-001353,-0.22055615053511501
ACH-001354,-0.26331537859837184
ACH-001367,-0.15451694214510345
ACH-001368,-0.21658483717177815
ACH-001374,-0.3188361502154505
ACH-001377,-0.1825778392542396
ACH-001380,-0.13239022361515668
ACH-001391,-0.0357249929224464
ACH-001408,-0.15973494707713104
ACH-001430,-0.04465797151286418
ACH-001431,-0.2116517687894218
ACH-001450,-0.1185311032644946
ACH-001496,-0.07804455423540002
ACH-001500,-0.004231531234605032
ACH-001523,-0.3714908703325647
ACH-001532,-0.2585332911168324
ACH-001550,-0.0411395537995226
ACH-001552,-0.16662741273042805
ACH-001554,-0.2571687879454077
ACH-001654,-0.2689837264549759
ACH-001735,-0.2961992144616397
ACH-001736,-0.24920309092485254
ACH-001737,-0.4228549400911916
ACH-001740,0.045051018491693615
ACH-001745,-0.16908970844878446
ACH-001765,-0.23509624567363965
