,PPP1R3G (648791)
ACH-000004,0.3056121660269795
ACH-000005,-0.12838553329016042
ACH-000007,0.31603804546591746
ACH-000009,0.20558446715771256
ACH-000011,0.08308100873644222
ACH-000012,0.20137054753822792
ACH-000013,0.04872986352833896
ACH-000014,0.2906911469803535
ACH-000015,0.08763080640699482
ACH-000017,0.10638441157736303
ACH-000018,0.12413400601525774
ACH-000019,0.07072562332965618
ACH-000021,0.19717931523341567
ACH-000022,0.17502481668970174
ACH-000025,-0.027588781301270057
ACH-000028,0.20769068273098948
ACH-000030,0.13758680217812475
ACH-000035,0.005691462580380882
ACH-000036,0.11475698905713436
ACH-000037,0.14128569108893482
ACH-000039,0.2406000754058256
ACH-000040,0.058479298427909006
ACH-000041,0.21935273220186408
ACH-000042,0.07736377230588985
ACH-000045,0.24226388406791924
ACH-000047,0.25053003253833883
ACH-000052,-0.12228110577829268
ACH-000053,0.15831474373153262
ACH-000054,0.18518349952810734
ACH-000055,0.13807900957771982
ACH-000060,0.05811940965525925
ACH-000067,0.13838436999375694
ACH-000070,0.3672602238202067
ACH-000075,0.16143777202873294
ACH-000078,0.2175047469058224
ACH-000082,0.14837949099200706
ACH-000085,0.22279551758481592
ACH-000086,0.0794846833233425
ACH-000087,0.0814194159329057
ACH-000092,0.046705033068485766
ACH-000095,0.03798390808043192
ACH-000097,0.07495397124308241
ACH-000098,0.06477143179523535
ACH-000099,0.1644234844394147
ACH-000108,0.1258864489961847
ACH-000113,0.08494818285809631
ACH-000116,0.12546374936528004
ACH-000118,0.04755745533967222
ACH-000120,0.006497972457324608
ACH-000123,0.21810987634229453
ACH-000127,0.08354402197545106
ACH-000128,0.16523786695795092
ACH-000132,0.1942257577152416
ACH-000133,0.05291465732694249
ACH-000137,0.13289293261394006
ACH-000138,0.06273279654752956
ACH-000142,0.2513741414809225
ACH-000143,0.06851299667839494
ACH-000146,0.19456570980684626
ACH-000148,0.10807266344850308
ACH-000150,0.2451652883659254
ACH-000152,0.17666724333314127
ACH-000153,0.3145135841963461
ACH-000159,0.028483687621097476
ACH-000160,0.07399764771598738
ACH-000163,0.19525160934674035
ACH-000167,0.06128593065395616
ACH-000168,0.2818470148065233
ACH-000169,-0.05090733400131681
ACH-000178,0.18768201662506426
ACH-000183,0.053039103465041114
ACH-000188,0.2079337635090993
ACH-000189,0.19868472370784768
ACH-000190,0.03791918167953807
ACH-000198,0.2433717870713161
ACH-000203,1.0248811457595612
ACH-000204,0.046259728802004976
ACH-000206,0.1161327009217272
ACH-000207,0.014751701823361222
ACH-000208,0.3082460244698144
ACH-000210,-0.1683808754891805
ACH-000211,0.04814083140357606
ACH-000215,0.13210533283394568
ACH-000221,0.15288358678774766
ACH-000222,0.1433145358106125
ACH-000223,0.1460815391273462
ACH-000226,0.06640517852189984
ACH-000227,0.1346488321278283
ACH-000228,0.09544502430740866
ACH-000231,0.16155672351437148
ACH-000232,0.19741972503579966
ACH-000233,0.14823266695083942
ACH-000234,0.11800322008835347
ACH-000235,0.14281528626091133
ACH-000237,0.015083489489592868
ACH-000238,0.10115261421516816
ACH-000242,0.2515307678158877
ACH-000243,0.15348091347821974
ACH-000244,0.13583922435120827
ACH-000246,0.17063758135037918
ACH-000248,-0.0662651931567458
ACH-000250,0.09907213816641657
ACH-000251,0.3331611407933421
ACH-000252,0.24327643321015194
ACH-000253,0.1264163390006543
ACH-000255,0.15735173874350045
ACH-000256,0.01324879086731242
ACH-000257,0.0016174773938854585
