,DAGLA (747)
ACH-000004,-0.11472627549468145
ACH-000005,0.1355201606382194
ACH-000007,-0.2865273753407143
ACH-000009,-0.010761857508176162
ACH-000011,-0.010172585826081328
ACH-000012,-0.14591840410799126
ACH-000013,-0.038089674560700185
ACH-000014,0.17648294560746833
ACH-000015,-0.061714011508070064
ACH-000017,-0.1422221053016704
ACH-000018,0.09999429869239866
ACH-000019,-0.015099516582347676
ACH-000021,-0.223551399871816
ACH-000022,-0.07216606483209925
ACH-000025,-0.09422457079028518
ACH-000028,-0.2130488848906994
ACH-000030,-0.07891211731170876
ACH-000035,-0.06866291477730907
ACH-000036,-0.3280050587240861
ACH-000037,-0.2842376376801304
ACH-000039,-0.1953868402469536
ACH-000040,-0.2099898131824373
ACH-000041,0.016256457559362933
ACH-000042,-0.05241682194383259
ACH-000045,-0.0641198893774718
ACH-000047,-0.12774621525802166
ACH-000052,-0.3709885551738479
ACH-000053,-0.08594238032530087
ACH-000054,-0.03743327267652493
ACH-000055,-0.26579414837212034
ACH-000060,0.14092648593112636
ACH-000067,0.09664735599929647
ACH-000070,-0.08154875619018609
ACH-000075,0.1306684846295642
ACH-000078,-0.2169129616868695
ACH-000082,-0.1595628842363841
ACH-000085,-0.06745657808687887
ACH-000086,-0.2137146013140109
ACH-000087,-0.2281746263563357
ACH-000092,-0.04781199485292319
ACH-000095,0.0682800120646216
ACH-000097,-0.1649587620758011
ACH-000098,0.10509596655326132
ACH-000099,-0.03638960157442845
ACH-000108,-0.04127233780692674
ACH-000113,0.0991023270902998
ACH-000116,-0.22605603753818826
ACH-000118,-0.2572589993622435
ACH-000120,-0.2355364507729773
ACH-000123,-0.10476797634206098
ACH-000127,-0.04295287352019543
ACH-000128,-0.08876508119672008
ACH-000132,-0.09030673250932574
ACH-000133,-0.26052460252805026
ACH-000137,-0.21909564139310111
ACH-000138,-0.09887968056950533
ACH-000142,-0.1698646111564476
ACH-000143,-0.09954640017604496
ACH-000146,-0.005310794485971507
ACH-000148,-0.19109584392166276
ACH-000150,-0.21619643524725912
ACH-000152,-0.04576449931606924
ACH-000153,-0.1879607720964953
ACH-000159,0.055219371553735484
ACH-000160,-0.09643464301531864
ACH-000163,-0.13225868086564166
ACH-000167,-0.031663804318666645
ACH-000168,-0.15745507211900606
ACH-000169,-0.10819155526900028
ACH-000178,-0.02774100598807154
ACH-000183,-0.18921541308649287
ACH-000188,-0.3796065305226475
ACH-000189,-0.30425081158935063
ACH-000190,-0.07381942741069232
ACH-000198,0.0045296210278742595
ACH-000203,-0.25319815779495425
ACH-000204,-0.14470054244696048
ACH-000206,-0.3725934533880778
ACH-000207,-0.0033857523190546717
ACH-000208,-0.0729180983283531
ACH-000210,0.15474389900897442
ACH-000211,-0.03687138663530423
ACH-000215,-0.14845581316188333
ACH-000221,-0.10643667390848302
ACH-000222,-0.211694046793907
ACH-000223,0.0517545203128534
ACH-000226,-0.2742371218995933
ACH-000227,-0.15888774191010546
ACH-000228,-0.08387515655629686
ACH-000231,-0.02878512167203968
ACH-000232,0.0653069175657398
ACH-000233,-0.08008657842125222
ACH-000234,-0.10767750790052057
ACH-000235,-0.06839354053619368
ACH-000237,-0.0528343425654715
ACH-000238,-0.06702676661716564
ACH-000242,0.27010332024227274
ACH-000243,-0.1256653649438557
ACH-000244,-0.19210252040414305
ACH-000246,-0.00903281773848366
ACH-000248,-0.04252682004841838
ACH-000250,-0.1060597131727736
ACH-000251,0.1688261690964817
ACH-000252,-0.4013776842742177
ACH-000253,-0.07587804870144757
ACH-000255,-0.10892171910749636
ACH-000256,-0.15211079208143466
ACH-000257,0.01832665441384969
ACH-000258,0.1252401259927268
ACH-000259,-0.1259530649338398
ACH-000260,-0.0676020799385533
ACH-000261,-0.06440042069463324
ACH-000262,0.07882786454957083
ACH-000263,-0.04164226845455725
ACH-000264,-0.09865325502983273
ACH-000265,-0.07580316538723081
