,MEF2B (100271849)
ACH-000724,-0.029721377382940638
ACH-000725,-0.2831050818623697
ACH-000732,-0.1290522897184429
ACH-000734,-0.3737608497602231
ACH-000735,-0.20745800677760406
ACH-000736,-0.15851603310307355
ACH-000738,-0.11406131333543935
ACH-000746,-0.1208963226506223
ACH-000747,-0.2743484395711986
ACH-000748,-0.16058824599649396
ACH-000753,-0.12958893279955827
ACH-000756,-0.1605778264579142
ACH-000757,-0.1872890957896408
ACH-000758,-0.08931164637105897
ACH-000760,-0.06124041842465574
ACH-000762,0.03595450104471443
ACH-000763,-0.07546390549421317
ACH-000764,-0.2053458267086288
ACH-000765,-0.114095146669947
ACH-000766,-0.0802066086604375
ACH-000767,-0.1668241335100895
ACH-000768,-0.17971262742503846
ACH-000769,-0.2706664914544403
ACH-000770,-0.041068420527390286
ACH-000771,-0.1478946612734554
ACH-000773,-0.10507691270113534
ACH-000776,-0.2651097880589365
ACH-000777,-0.08656367267482094
ACH-000778,-0.2047639602308916
ACH-000781,-0.1952153674931047
ACH-000782,-0.04590134292768718
ACH-000783,-0.10694135321804478
ACH-000784,-0.1625063700429209
ACH-000785,-0.1837852416971993
ACH-000787,-0.014669055166615546
ACH-000788,-0.2050882606201348
ACH-000791,-0.20857075028342195
ACH-000792,-0.2929072643724682
ACH-000794,-0.24664671531741264
ACH-000796,-0.15605182072758214
ACH-000798,-0.06415244093753553
ACH-000799,-0.26611707372104026
ACH-000800,-0.24962033132264705
ACH-000802,-0.2506096489730125
ACH-000804,-0.2019467076781564
ACH-000805,-0.3735539076304288
ACH-000809,-0.1632155653752861
ACH-000810,-0.11555703166212505
ACH-000811,-0.11788262475295627
ACH-000817,-0.04097718463243576
ACH-000819,-0.21547201336588667
ACH-000820,-0.2517976506200497
ACH-000821,-0.4647473391020543
ACH-000822,-0.1332800917970339
ACH-000823,-0.30800651951362423
ACH-000824,-0.057338619870814324
ACH-000827,-0.2387872012696831
ACH-000829,-0.11837399803115498
ACH-000831,-0.19661841241522804
ACH-000832,-0.2471264951911939
ACH-000833,-0.11398112430118265
ACH-000834,-0.2454226931901423
ACH-000835,-0.00955015995609583
ACH-000836,-0.2454181517007091
ACH-000837,-0.2956986261011244
ACH-000838,-0.126853186494727
ACH-000839,-0.16946132587562113
ACH-000840,-0.19689553228451664
ACH-000841,-0.22623360757860594
ACH-000843,-0.1584964194314761
ACH-000846,-0.1777290667138087
ACH-000847,-0.15937850068359052
ACH-000848,-0.027491765927795148
ACH-000849,-0.13391775659104296
ACH-000851,-0.14562702829500615
ACH-000855,0.12080955745181593
ACH-000856,-0.1730960756175754
ACH-000858,-0.208959609395792
ACH-000859,-0.23068363892656166
ACH-000861,-0.23966288036978506
ACH-000862,-0.04498029669329325
ACH-000865,-0.21839230071190455
ACH-000866,-0.0670705711622049
ACH-000867,-0.2126239560373204
ACH-000869,-0.18565424467763167
ACH-000872,-0.18786888361386092
ACH-000873,-0.14327639342139256
ACH-000876,-0.1993051841613656
ACH-000878,0.05386388778887174
ACH-000880,-0.09651672335091233
ACH-000881,-0.03749728793544187
ACH-000882,-0.09590987254691563
ACH-000884,-0.021074650657198383
ACH-000885,-0.1436400282701213
ACH-000887,-0.3265348315829231
ACH-000889,-0.11038917152599564
ACH-000896,-0.11689502934097926
ACH-000898,-0.027467560877540882
ACH-000900,-0.18832548183296666
ACH-000901,-0.1087489550282501
ACH-000905,-0.15026256978686925
ACH-000906,-0.15819401402349584
ACH-000907,-0.05389942509791651
ACH-000910,-0.020573607318097417
ACH-000911,-0.2310241579406053
ACH-000912,-0.2388560953318143
ACH-000913,-0.06803027068421902
ACH-000915,-0.09599707849022387
ACH-000916,-0.3791603034658621
ACH-000917,-0.2674137271574373
ACH-000920,-0.42912836988817776
ACH-000921,-0.11267949164184188
ACH-000924,-0.192139407165885
ACH-000926,-0.07735143862517466
ACH-000928,-0.10403232904826944
ACH-000929,-0.08605412085447207
ACH-000932,-0.18197946444477964
ACH-000935,-0.0019848926138337107
ACH-000936,-0.22275548542586548
ACH-000937,-0.1746320585128207
ACH-000938,-0.13157157518977616
ACH-000939,-0.13532083177605472
ACH-000941,-0.2605864425933958
ACH-000943,-0.2391477269206207
ACH-000946,-0.02461220978659224
ACH-000947,-0.05395811073039236
ACH-000948,-0.19714051046775288
ACH-000950,-0.2201118381054192
ACH-000953,-0.1730587110191634
ACH-000954,-0.23840035687405314
ACH-000957,-0.12690071560541136
ACH-000958,-0.13197892614713674
ACH-000960,-0.1143142739835871
ACH-000963,-0.06810812825102522
ACH-000968,-0.14640214281518946
ACH-000969,-0.10773160035989783
ACH-000972,-0.032967234851935145
ACH-000973,0.05081231256594545
ACH-000974,-0.06496850957122233
ACH-000978,-0.3101552803709301
ACH-000984,-0.26568342560069746
ACH-000986,-0.13099542772539605
ACH-000988,-0.19605789640898685
ACH-000993,-0.15065579922385586
ACH-000994,-0.09270974703945233
ACH-000996,-0.20177780607542
ACH-001001,-0.11129547720797976
ACH-001020,-0.03433397652536728
ACH-001028,-0.2307983725991144
ACH-001031,-0.12536902302249806
ACH-001038,-0.09196278860690886
ACH-001048,-0.18553428253353413
ACH-001050,-0.19492470066312734
ACH-001053,-0.09276272496351992
ACH-001054,-0.07495493248958958
ACH-001061,-0.12008509339877825
ACH-001067,-0.3780171031219137
ACH-001075,-0.013075744550772359
ACH-001096,-0.08030532726764605
ACH-001111,-0.17167227898565948
ACH-001119,-0.07875592636399295
ACH-001128,-0.3764702164774309
ACH-001134,-0.14683698308529994
ACH-001151,-0.10390139400959474
ACH-001163,-0.1387835304774
ACH-001164,-0.2881100163265025
ACH-001183,-0.06562688362548214
ACH-001192,-0.19723237372727348
ACH-001193,-0.17077228998371322
ACH-001196,0.00952924543424523
ACH-001197,-0.2066071753654241
ACH-001205,-0.049135401613098005
ACH-001211,-0.2326257703558601
ACH-001212,-0.2372854539191146
ACH-001228,-0.15603748931289949
ACH-001232,-0.044178740904441016
ACH-001239,-0.12836494734704829
ACH-001270,-0.12059746718656528
ACH-001274,-0.1075753776626694
ACH-001275,-0.14497227574054306
ACH-001277,-0.19808390685739669
ACH-001278,-0.19521214244303875
ACH-001280,-0.2709897537977872
ACH-001283,-0.18258237137772565
ACH-001289,-0.08011102429448165
ACH-001300,-0.12302763103207692
ACH-001301,-0.004047222144750201
ACH-001302,0.03455247117744153
ACH-001306,-0.2296771856247063
ACH-001318,-0.1483123145191674
ACH-001322,-0.09870260598969187
ACH-001328,-0.27105298752203555
ACH-001332,-0.15085731878097988
ACH-001336,0.03749682180744605
ACH-001346,-0.27809614147572226
ACH-001353,-0.1343816359959165
ACH-001354,-0.1895727320310352
ACH-001367,-0.3178484944732571
ACH-001368,-0.31263349056123313
ACH-001374,-0.03413088826942196
ACH-001377,-0.15683168763501446
ACH-001380,-0.2136506658693626
ACH-001391,-0.21655474722884432
ACH-001408,-0.08220486155750621
ACH-001430,0.12469945266676045
ACH-001431,-0.1072321377082655
ACH-001450,-0.7860909688399592
ACH-001496,-0.0960263544401858
ACH-001500,-0.15743521413543804
ACH-001523,-0.12630522560640428
ACH-001532,-0.1119529906796766
ACH-001550,-0.11444670343414345
ACH-001552,-0.14502077329206733
ACH-001554,-0.17800614272316087
ACH-001654,-0.1866129731690896
ACH-001735,-0.15183933424008647
ACH-001736,-0.07168316597008999
ACH-001737,0.16657001822331158
ACH-001740,-0.14605883015171406
ACH-001745,-0.09797172089897188
ACH-001765,-0.17458777419539798
