,EIF5 (1983)
ACH-000004,-1.0335245491271448
ACH-000005,-1.4267118069568427
ACH-000007,-1.0451041917321422
ACH-000009,-1.1627727495453146
ACH-000011,-1.2325546135808048
ACH-000012,-1.1611044195249711
ACH-000013,-1.0923718093598764
ACH-000014,-1.1174443816857358
ACH-000015,-1.031121740956904
ACH-000017,-1.0360052554092951
ACH-000018,-0.9591235429069104
ACH-000019,-1.1231869059113844
ACH-000021,-1.1469705294644297
ACH-000022,-0.8143974606183254
ACH-000025,-1.0407504615700485
ACH-000028,-1.036698463255211
ACH-000030,-1.0290337630546007
ACH-000035,-1.1181932527640728
ACH-000036,-1.1830769779744188
ACH-000037,-1.0562712474279423
ACH-000039,-1.1126712035947477
ACH-000040,-1.1772226421706464
ACH-000041,-1.2885478411776163
ACH-000042,-1.1058964512336709
ACH-000045,-1.020654112513463
ACH-000047,-1.2566639447667944
ACH-000052,-1.1331789380933328
ACH-000053,-1.3131720763442394
ACH-000054,-1.1806239759388608
ACH-000055,-1.0187039931093929
ACH-000060,-1.304033547258521
ACH-000067,-1.227090731938301
ACH-000070,-0.9064112384490344
ACH-000075,-1.136449555810474
ACH-000078,-1.0372980463365362
ACH-000082,-1.1728908971222776
ACH-000085,-1.1624534110197766
ACH-000086,-0.9327446417678072
ACH-000087,-1.2126855700196921
ACH-000092,-1.2108753194368271
ACH-000095,-1.0710379992553436
ACH-000097,-1.269784351809684
ACH-000098,-1.1494047132542649
ACH-000099,-1.0647156780361986
ACH-000108,-1.1445119361010194
ACH-000113,-1.0012842849079564
ACH-000116,-0.901180916377185
ACH-000118,-1.1532400009200292
ACH-000120,-1.126481635137946
ACH-000123,-1.102574368053001
ACH-000127,-1.0852354479262385
ACH-000128,-1.0724235643487376
ACH-000132,-1.2079438782876524
ACH-000133,-0.9437183082814002
ACH-000137,-1.1214862230862843
ACH-000138,-0.8784721944897479
ACH-000142,-0.9894292710498638
ACH-000143,-1.3003553009981292
ACH-000146,-1.2857180160444277
ACH-000148,-1.1298530038024417
ACH-000150,-1.1246316380655312
ACH-000152,-1.0504775466098466
ACH-000153,-0.9193480997763428
ACH-000159,-1.0544061314939328
ACH-000160,-1.0977771989460747
ACH-000163,-1.1570064748557072
ACH-000167,-1.835789448974441
ACH-000168,-1.2281912106230717
ACH-000169,-1.1955584137730613
ACH-000178,-1.3233090317351406
ACH-000183,-1.3440777276690563
ACH-000188,-0.8720596571899519
ACH-000189,-1.3065463425424941
ACH-000190,-1.0254310002576192
ACH-000198,-1.110473048729152
ACH-000203,-0.9506330613278484
ACH-000204,-1.106574414109578
ACH-000206,-1.1663413428849982
ACH-000207,-0.9228183322097608
ACH-000208,-1.2276121776985898
ACH-000210,-0.9439934595067162
ACH-000211,-0.8739207777303573
ACH-000215,-1.2163752554983285
ACH-000221,-0.8825745659876052
ACH-000222,-1.0475462601105563
ACH-000223,-1.1350884724090735
ACH-000226,-1.1823504638612143
ACH-000227,-1.0349666015658594
ACH-000228,-1.0560872452178915
ACH-000231,-1.0876764360481714
ACH-000232,-1.3782244196478473
ACH-000233,-1.0376363157996766
ACH-000234,-1.201134489192299
ACH-000235,-1.059789826892389
ACH-000237,-0.69031567033308
ACH-000238,-0.8958505689805555
ACH-000242,-1.1066240761665
ACH-000243,-1.225073718450323
ACH-000244,-1.0554186072320662
ACH-000246,-1.1732057930177198
ACH-000248,-1.078734414116752
ACH-000250,-1.216926850481224
ACH-000251,-1.0201225438917794
ACH-000252,-0.8384463488226959
ACH-000253,-1.2962755681272264
ACH-000255,-1.2821288674767142
ACH-000256,-1.1707217258640013
ACH-000257,-0.9319339801673986
ACH-000258,-1.1751474862904594
ACH-000259,-1.2666618222429773
ACH-000260,-1.1885524391033735
ACH-000261,-1.138594513879747
ACH-000262,-0.9936005488490792
ACH-000263,-1.0725105522837242
ACH-000264,-1.2632022670451033
ACH-000265,-0.991084264532976
ACH-000266,-1.0298473078920352
ACH-000272,-1.1658661547828648
ACH-000274,-1.1280128260987363
ACH-000277,-1.1529368263555213
ACH-000278,-1.0510478374896046
ACH-000279,-1.0523598092224025
ACH-000280,-1.1843132705802069
ACH-000281,-1.1446905089805202
ACH-000288,-1.1724966456786934
ACH-000291,-1.2508289504421977
ACH-000293,-1.0117972238470117
ACH-000294,-1.1242630877627358
ACH-000295,-1.0227418585763104
ACH-000296,-0.9977280462120326
ACH-000302,-1.0033354114369233
ACH-000304,-1.4215836179605823
ACH-000307,-0.9997316938156346
ACH-000308,-1.0637807306727232
ACH-000310,-1.0725329766541023
ACH-000311,-0.9762302073284436
ACH-000312,-1.0404479639982762
ACH-000315,-1.024667262822743
ACH-000316,-1.0392007845622202
ACH-000317,-1.3681865591262623
ACH-000318,-1.1282871520938558
ACH-000319,-1.075186464622094
ACH-000320,-1.1193271420041009
ACH-000322,-1.0973953790527151
ACH-000323,-0.9923642889217099
ACH-000324,-1.0430403513731936
ACH-000329,-1.0287639084713918
ACH-000330,-0.9953366662725174
ACH-000331,-1.101989176305801
ACH-000332,-1.0007177609359323
ACH-000334,-1.1791114187500016
ACH-000335,-1.0681676758599443
ACH-000336,-1.036129194064184
ACH-000337,-1.0857686699077025
ACH-000338,-0.81758203360693
ACH-000339,-0.7946396684139649
ACH-000341,-1.3827201262690518
ACH-000348,-1.008826535123322
ACH-000350,-1.1073828510782615
ACH-000352,-1.186474291409205
ACH-000356,-1.075951931180776
ACH-000361,-1.0822074664653665
ACH-000362,-1.0403940247527397
ACH-000363,-1.0105166435704616
ACH-000364,-1.1058386974171268
ACH-000365,-1.031960394035338
ACH-000366,-1.1732667466583266
ACH-000368,-0.8735506674643123
ACH-000374,-1.2981477168064404
ACH-000375,-1.128680457765261
ACH-000376,-1.0991516661488834
ACH-000381,-1.082860146473111
ACH-000383,-0.9823713833072759
ACH-000387,-1.053812778978955
ACH-000389,-1.1372254574418257
ACH-000390,-0.9748822215322656
ACH-000393,-1.2543427186258114
ACH-000395,-1.194322801215967
ACH-000396,-1.3696951545935228
ACH-000397,-1.1147342798746371
ACH-000401,-1.3991310380112
ACH-000402,-1.240413402702271
ACH-000403,-1.4116417903592358
ACH-000404,-1.4225623439453163
ACH-000406,-1.0632871319732198
ACH-000407,-1.0589188195947379
ACH-000408,-1.0750673393782613
ACH-000410,-1.1212928761108234
ACH-000411,-1.2178828210115047
ACH-000414,-1.1753945016609642
ACH-000415,-1.1547673729115584
ACH-000416,-1.0438773480879442
ACH-000420,-1.1485583145458595
ACH-000421,-1.096954191968869
ACH-000424,-1.0372272498527038
ACH-000425,-1.0326293338056016
ACH-000426,-1.349055211223747
ACH-000427,-1.227714572042127
ACH-000433,-1.2779783499411177
ACH-000435,-1.081480201966568
ACH-000436,-1.2431039270095658
ACH-000444,-1.058450137377002
ACH-000445,-1.132970412768474
ACH-000448,-1.076282107338987
ACH-000450,-1.0458414288560864
ACH-000452,-1.0717790064293775
ACH-000454,-1.0594663570271368
ACH-000458,-1.0229224843439493
ACH-000459,-1.6224936180204943
ACH-000460,-1.0450591620204723
ACH-000461,-0.8851022268418225
ACH-000463,-1.015988849755369
ACH-000464,-1.108071272444553
ACH-000466,-1.1435073673972027
ACH-000467,-1.1733711030895508
ACH-000468,-0.9193975725528004
ACH-000469,-1.021107191769385
ACH-000470,-0.9772198215857032
ACH-000471,-1.0927329960576675
ACH-000472,-1.1030333191179942
ACH-000473,-1.1062759021808322
ACH-000475,-1.201446986838239
ACH-000476,-1.2220793011544804
ACH-000477,-1.2440605049763107
ACH-000479,-1.0074567666808558
ACH-000480,-1.155063324531684
ACH-000481,-1.1388005786189914
ACH-000483,-1.08347132564314
ACH-000484,-1.2486311020395593
ACH-000485,-0.922679817530842
ACH-000486,-1.0853422668246235
ACH-000487,-1.2197024013518434
ACH-000488,-1.115757657102018
ACH-000490,-0.963642486584414
ACH-000491,-1.0161612424873294
ACH-000495,-1.212261531624928
ACH-000496,-1.0422193047654442
ACH-000499,-1.0187241365578836
ACH-000500,-1.3428327086127718
ACH-000502,-1.1147650824974351
ACH-000503,-0.953533469651651
ACH-000505,-1.125399608236776
ACH-000507,-1.136309010950688
ACH-000510,-0.7550718373955408
ACH-000511,-1.097547719102968
ACH-000512,-0.9018006569453012
ACH-000516,-0.9429692486592256
ACH-000517,-1.1909344304477076
ACH-000518,-0.9727566978971716
ACH-000520,-1.1138309008007392
ACH-000521,-1.0528043809116638
ACH-000522,-1.1164302696529536
ACH-000524,-1.372510602247225
ACH-000527,-1.1101116293534914
ACH-000528,-1.3510823896824553
ACH-000537,-1.1515152171557463
ACH-000541,-1.0177231644865556
ACH-000542,-1.1386473511932758
ACH-000544,-0.9400549226510762
ACH-000545,-1.016648499656155
ACH-000547,-0.8033482584323696
ACH-000548,-0.9908928858951788
ACH-000549,-0.7324841264730478
ACH-000550,-1.1385350890629662
ACH-000552,-1.049390681978646
ACH-000556,-1.1071372225843321
ACH-000557,-1.398851331238729
ACH-000569,-1.1093501482623342
ACH-000570,-1.4796293299886352
ACH-000571,-1.3365662777019696
ACH-000573,-1.0805617702208992
ACH-000576,-1.1754178787367542
ACH-000579,-1.2158487313019342
ACH-000580,-1.1506121803036689
ACH-000584,-1.0716063937918925
ACH-000585,-1.0229488288273771
ACH-000588,-1.204478553261347
ACH-000589,-1.0337322447252215
ACH-000591,-1.2857446523199938
ACH-000593,-0.9839460506783074
ACH-000600,-1.0203300282584116
ACH-000601,-1.0992974863691245
ACH-000605,-0.9146185490082812
ACH-000606,-0.9460688525773532
ACH-000608,-1.3121931548134362
ACH-000614,-1.143206743083193
ACH-000616,-0.8874607740229602
ACH-000618,-1.1495896969134838
ACH-000619,-1.308037063901308
ACH-000620,-1.0961182218697971
ACH-000621,-1.108875597067715
ACH-000622,-1.3452288253448859
ACH-000623,-1.2378594620340924
ACH-000624,-1.105674935322967
ACH-000627,-0.92594781187996
ACH-000630,-1.035274357505275
ACH-000631,-1.24184005094774
ACH-000632,-1.2313861463969478
ACH-000633,-1.007159791771619
ACH-000637,-1.0269748376172856
ACH-000638,-0.8508551516956754
ACH-000646,-1.4892581719571842
ACH-000647,-1.1235858013511582
ACH-000648,-1.5318592210438151
ACH-000649,-1.2156645496851066
ACH-000651,-1.114531400687978
ACH-000652,-1.0472680436616542
ACH-000653,-1.1804707297799784
ACH-000657,-1.2669223943779555
ACH-000658,-1.1267342978342263
ACH-000661,-1.300402956928548
ACH-000662,-1.075262824913847
ACH-000663,-0.9997096479455808
ACH-000665,-1.139326892649153
ACH-000671,-0.9475539613917592
ACH-000672,-0.9411030593742354
ACH-000673,-1.0190189574725843
ACH-000676,-1.0201745274546263
ACH-000677,-1.1083518834765085
ACH-000681,-1.2306364366467482
ACH-000683,-0.8629506949940771
ACH-000684,-1.134929026396576
ACH-000688,-1.4180623553486795
ACH-000693,-0.9596708885221462
ACH-000694,-0.9716974035942584
ACH-000695,-1.0528677584199626
ACH-000696,-1.1944761343684511
ACH-000697,-0.9512053074579144
ACH-000699,-0.9841157620234844
ACH-000701,-1.3550237495826274
ACH-000706,-1.1374337230503064
ACH-000711,-1.3349260766135569
ACH-000713,-0.9346569025691682
ACH-000714,-1.4317034992674849
ACH-000718,-1.1646585494102888
ACH-000720,-1.280968137811164
ACH-000721,-0.9904354176798802
ACH-000724,-1.5406183161259055
ACH-000725,-1.3421998767017465
ACH-000732,-1.214051561855231
ACH-000734,-1.0997397541930027
ACH-000735,-0.945116579728655
ACH-000736,-1.3380956808189748
ACH-000738,-0.8584207361440247
ACH-000746,-1.1118418934092358
ACH-000747,-1.0296700228080076
ACH-000748,-1.3820029945765813
ACH-000753,-1.1925151365918714
ACH-000756,-1.2017153765080697
ACH-000757,-0.8648746732331238
ACH-000758,-1.1495327302999645
ACH-000760,-1.2225482137361283
ACH-000762,-1.171725243229356
ACH-000763,-1.3436565470803483
ACH-000764,-0.7489951256726666
ACH-000765,-1.189818215324305
ACH-000766,-1.2344043942401068
ACH-000767,-1.1525653769997135
ACH-000768,-1.0188732975599497
ACH-000769,-1.3101051349247523
ACH-000770,-1.2534538010887413
ACH-000771,-1.1296417520024102
ACH-000773,-1.1659065082812117
ACH-000776,-1.0408513274284366
ACH-000777,-1.2524796041322908
ACH-000778,-1.3988462357637164
ACH-000781,-1.214719025651835
ACH-000782,-0.9140650910210858
ACH-000783,-1.5270391850472949
ACH-000784,-0.9550262969438641
ACH-000785,-1.1088739242599015
ACH-000787,-1.0891599031072303
ACH-000788,-1.2090039544296272
ACH-000791,-1.2729092023689588
ACH-000792,-1.0302775015886407
ACH-000794,-1.0987681672740013
ACH-000796,-0.9648977256324496
ACH-000798,-1.1371526063818085
ACH-000799,-1.3073943759672702
ACH-000800,-1.3304810010714414
ACH-000802,-1.1061749114052213
ACH-000804,-1.2837953743390802
ACH-000805,-1.1903978536633202
ACH-000809,-1.0758852524838547
ACH-000810,-1.2668794751185746
ACH-000811,-1.2431235973116674
ACH-000817,-1.2328407249716171
ACH-000819,-0.9227500931795471
ACH-000820,-0.9402341345072622
ACH-000821,-1.153905703077302
ACH-000822,-1.2305144687877991
ACH-000823,-1.0295281581302171
ACH-000824,-0.9862304469608272
ACH-000827,-0.9453969273236202
ACH-000829,-1.1752589430617075
ACH-000831,-1.216039105227004
ACH-000832,-1.1487346317126108
ACH-000833,-0.9338553022233576
ACH-000834,-1.1900565832537795
ACH-000835,-1.1539303814422988
ACH-000836,-1.2131104791007548
ACH-000837,-1.1638047839195549
ACH-000838,-1.2855605749939774
ACH-000839,-0.9655305619018952
ACH-000840,-1.0332240850832786
