,N4BP1 (9683)
ACH-000004,-0.10840241555813307
ACH-000005,0.10177371386682296
ACH-000007,0.11858147876195675
ACH-000009,0.07383157933852927
ACH-000011,0.17611385750282946
ACH-000012,-0.10049768405566442
ACH-000013,0.026922193298265545
ACH-000014,0.2573705364025922
ACH-000015,-0.0050868851558586526
ACH-000017,0.07037947008456641
ACH-000018,0.1518526611376165
ACH-000019,-0.0002450744947700262
ACH-000021,-0.03535060871485765
ACH-000022,-0.013494236932425841
ACH-000025,0.24801777814205886
ACH-000028,0.07856602316389844
ACH-000030,0.07723841149527483
ACH-000035,-0.0010195554804812543
ACH-000036,0.09551181602482484
ACH-000037,0.01706577302017919
ACH-000039,0.039224599694307936
ACH-000040,0.18167118178119354
ACH-000041,0.20341264843544693
ACH-000042,0.2589659871110096
ACH-000045,-0.02631645649166285
ACH-000047,-0.016762613588181673
ACH-000052,0.1305113585067832
ACH-000053,-0.1802875900610365
ACH-000054,-0.021750097661894348
ACH-000055,-0.016137690534559997
ACH-000060,0.019992502881487312
ACH-000067,0.03144026927946689
ACH-000070,0.015156574594176474
ACH-000075,0.01180384799637507
ACH-000078,0.01987456572639845
ACH-000082,-0.0544548438994677
ACH-000085,0.09800076981862764
ACH-000086,0.04981098229534764
ACH-000087,0.08369350546145927
ACH-000092,0.07432776445097593
ACH-000095,0.041134065863223136
ACH-000097,-0.061549581256860886
ACH-000098,0.09238946825120524
ACH-000099,0.09723056264678147
ACH-000108,0.07880316561746672
ACH-000113,-0.01487907479063469
ACH-000116,-0.11504176152257578
ACH-000118,-0.017444036721240112
ACH-000120,-0.012422112446104416
ACH-000123,0.10349426179152507
ACH-000127,0.08090785879383784
ACH-000128,-0.05079785765190945
ACH-000132,-0.05334154406181387
ACH-000133,-0.027326229775068482
ACH-000137,0.11437510761040864
ACH-000138,-0.16997676838216005
ACH-000142,-0.03950938448208008
ACH-000143,0.022991886501471964
ACH-000146,-0.06586788206592142
ACH-000148,0.03959090713088409
ACH-000150,0.3934855616316119
ACH-000152,-0.14980105330249854
ACH-000153,-0.10835888048215833
ACH-000159,0.11745923966005145
ACH-000160,-0.14606556012598065
ACH-000163,-0.1781147607469334
ACH-000167,-0.06312625542417094
ACH-000168,0.02846117764629033
ACH-000169,0.2719149267576031
ACH-000178,0.06929378939398616
ACH-000183,0.22075413625595056
ACH-000188,0.015895177361171294
ACH-000189,0.14238601623204525
ACH-000190,0.030417034634420182
ACH-000198,-0.09854036690329876
ACH-000203,0.029723633420789382
ACH-000204,0.10030892048566566
ACH-000206,0.14861852396133549
ACH-000207,0.06354154375023212
ACH-000208,-0.2600148124246033
ACH-000210,0.20853410159509675
ACH-000211,-0.1201409609408528
ACH-000215,-0.07684545209192732
ACH-000221,0.06327596639758566
ACH-000222,-0.04404024013613669
ACH-000223,0.029484277787238514
ACH-000226,0.004729671095885662
ACH-000227,-0.01571217207290647
ACH-000228,0.21549300408701788
ACH-000231,0.17249522952995686
ACH-000232,0.18068675169953394
ACH-000233,-0.035617100179394894
ACH-000234,-0.04420042076054795
ACH-000235,0.04974342006150539
ACH-000237,0.0620051838019569
ACH-000238,0.12013047207384685
ACH-000242,-0.1835567011689588
ACH-000243,-0.07528642846834666
ACH-000244,-0.24243582673716946
ACH-000246,0.18041285786165925
ACH-000248,0.04358777178532691
ACH-000250,0.15236628086755105
ACH-000251,0.4049199599970445
ACH-000252,-0.04933182657986111
ACH-000253,0.051766856477938834
ACH-000255,-0.0725380712948909
ACH-000256,-0.13021640185058386
ACH-000257,0.028379967199001876
ACH-000258,0.01975083321722863
ACH-000259,0.06340470161307042
ACH-000260,0.005933226757733206
ACH-000261,-0.037350701950239866
ACH-000262,-0.008698965983319288
ACH-000263,0.096714054946877
ACH-000264,-0.2262061633384564
ACH-000265,0.12411729789718486
ACH-000266,0.06480608505858312
ACH-000272,0.14941473450972936
ACH-000274,0.07956858501949303
ACH-000277,0.08229769318069391
ACH-000278,-0.023927928338867484
ACH-000279,0.06810358551622632
ACH-000280,0.12380474524158855
ACH-000281,0.12949065964760909
ACH-000288,0.12485127261076925
ACH-000291,0.0523793383848973
ACH-000293,-0.04987539832597602
ACH-000294,0.08695866377686147
ACH-000295,0.09041644599432223
ACH-000296,0.08767330347366617
ACH-000302,0.15736205478878773
ACH-000304,0.11916931225507928
ACH-000307,0.041009827835834116
ACH-000308,0.04989333366390171
ACH-000310,-0.03343890669133965
ACH-000311,-0.043035336096369135
ACH-000312,0.06459666472733089
ACH-000315,0.1593760397502743
ACH-000316,0.10436081034234378
ACH-000317,0.11397654740383385
ACH-000318,-0.019391542343330997
ACH-000319,0.1338717661047409
ACH-000320,0.2994932486648313
ACH-000322,-0.02055305320388142
ACH-000323,0.1743562861115155
ACH-000324,0.06294332155977342
ACH-000329,0.012064492888706292
ACH-000330,-0.12988602609550345
ACH-000331,-0.04534828675176107
ACH-000332,-0.006793908000311751
ACH-000334,0.04589237253317998
ACH-000335,0.017689747167737316
ACH-000336,-0.022143917237271386
ACH-000337,-0.13852852585786718
ACH-000338,0.06636710834072
ACH-000339,0.07571040804127491
ACH-000341,-0.15178904276329194
ACH-000348,-0.17285683619399636
ACH-000350,0.04569284827831682
ACH-000352,0.033815041681604374
ACH-000356,-0.10076581267622996
ACH-000361,0.12573353850234945
ACH-000362,-0.09725413953878534
ACH-000363,0.06912083257519584
ACH-000364,0.3022014909928193
ACH-000365,0.04138126760992522
ACH-000366,-0.006257418082504473
ACH-000368,0.07874247373046032
ACH-000374,-0.04422834425537234
ACH-000375,-0.04319725049776818
ACH-000376,-0.02839278857961809
ACH-000381,-0.011185296034041468
ACH-000383,-0.1512558701067225
ACH-000387,-0.02271725600645657
ACH-000389,0.1122104781530964
ACH-000390,0.03265808104654775
ACH-000393,-0.16192425460392287
ACH-000395,0.03601212880802671
ACH-000396,-0.13322382761816512
ACH-000397,-0.18672178990417407
ACH-000401,0.3462207970948559
ACH-000402,-0.037059941996078934
ACH-000403,0.013601280914658195
ACH-000404,0.004506405206883836
ACH-000406,0.01980566130849339
ACH-000407,0.03712611349932021
ACH-000408,0.05118307230335968
ACH-000410,0.06513827104776686
ACH-000411,0.18850470911184025
ACH-000414,0.055257857341084064
ACH-000415,-0.008584094327110584
ACH-000416,0.023145228989535124
ACH-000420,-0.019403325818571543
ACH-000421,0.046268362749585734
ACH-000424,0.02868359875726856
ACH-000425,0.09212032100792833
ACH-000426,0.014318082292329847
ACH-000427,-0.08739901264310604
ACH-000433,0.007383294346178202
ACH-000435,-0.02556046821936986
ACH-000436,0.12934975873901727
ACH-000444,0.14314562096209607
ACH-000445,0.1760254674140964
ACH-000448,0.04312032545935738
ACH-000450,0.2393651045771663
ACH-000452,-0.062286207728498515
ACH-000454,-0.11694577643821065
ACH-000458,0.018018056616330956
ACH-000459,0.01642412636282341
ACH-000460,0.012504970602977176
ACH-000461,0.04590624421394647
ACH-000463,-0.12037703679679075
ACH-000464,0.34997392551734985
ACH-000466,-0.09054938226558663
ACH-000467,0.014625637856839084
ACH-000468,-0.007375436172001619
ACH-000469,-0.037619134893108266
ACH-000470,0.045914047704995145
ACH-000471,0.008936863245838152
ACH-000472,-0.1712626527324524
ACH-000473,-0.20425851087395572
ACH-000475,-0.003739330551700846
ACH-000476,-0.2350001329022235
ACH-000477,0.12500754690795535
ACH-000479,-0.12596360378630025
ACH-000480,0.08994187903317552
ACH-000481,-0.03145579423716625
ACH-000483,0.05695321247167864
ACH-000484,-0.0666281116757915
ACH-000485,0.047322389559520166
ACH-000486,-0.13637392950274846
ACH-000487,-0.11950696240620258
ACH-000488,0.044479894869568666
ACH-000490,-0.04983642684822824
ACH-000491,-0.03543379435690421
ACH-000495,-0.03557315322493456
ACH-000496,0.07658948308886215
ACH-000499,-0.12098413756327027
ACH-000500,-0.10521076460663822
ACH-000502,0.002563126196881405
ACH-000503,0.14368560880135847
ACH-000505,0.02589805678475917
ACH-000507,-0.02286400915357337
ACH-000510,-0.0012285495648657273
ACH-000511,-0.06157617371607992
ACH-000512,0.21523157869778786
ACH-000516,0.0930298462620459
ACH-000517,-0.07965512419924088
ACH-000518,0.10744555595675033
ACH-000520,-0.2286505133282203
ACH-000521,0.15171104401965935
ACH-000522,0.16140646673634912
ACH-000524,-0.0038757492303413
ACH-000527,-0.13178009247613315
ACH-000528,-0.13576302099300747
ACH-000537,-0.01570374946280519
ACH-000541,0.08684176013657577
ACH-000542,0.054033621393757
ACH-000544,-0.09277781174614907
ACH-000545,-0.1456418450390706
ACH-000547,0.07931631920434096
ACH-000548,-0.1817963589785629
ACH-000549,-0.002477283239522857
ACH-000550,-0.10506129573956614
ACH-000552,0.015272078643294381
ACH-000556,-0.0030929494167170443
ACH-000557,0.07547256385710635
ACH-000569,0.025359427906152192
ACH-000570,0.05538716946125323
ACH-000571,0.039194811249384565
ACH-000573,0.0877036592457784
ACH-000576,0.12991190189854085
ACH-000579,-0.02392700036404389
ACH-000580,0.015548950270208356
ACH-000584,-0.12732316602758104
ACH-000585,-0.005759152213492034
ACH-000588,0.1995275193905643
ACH-000589,0.11520071366070303
ACH-000591,-0.033213908915817734
ACH-000593,0.1034524826648163
ACH-000600,0.05308998754011994
ACH-000601,0.05395754809526358
ACH-000605,0.0575883114955333
ACH-000606,-0.0520739590787609
ACH-000608,0.05406836438013572
ACH-000614,-0.07991962185920791
ACH-000616,0.0361839166332622
ACH-000618,-0.01810207296182717
ACH-000619,0.06850678453093705
ACH-000620,0.05195354583838637
ACH-000621,0.06196606111869371
ACH-000622,0.044197036202006615
ACH-000623,0.04792866228157272
ACH-000624,-0.04408083054531084
ACH-000627,0.1165131570209528
ACH-000630,0.2595548478251084
ACH-000631,0.3443935065640909
ACH-000632,0.1457826035202376
ACH-000633,0.11492772772370438
ACH-000637,-0.07230065805249303
ACH-000638,-0.020784417225330577
ACH-000646,-0.004816108395775616
ACH-000647,-0.0013982267836745654
ACH-000648,0.09309799174027614
ACH-000649,0.06570650520592211
ACH-000651,-0.10066096552129827
ACH-000652,-0.1326769128350743
ACH-000653,0.0028886189397271307
ACH-000657,-0.02163765735757409
ACH-000658,-0.010352856436238692
ACH-000661,0.13978490159777354
ACH-000662,0.026769967826470925
ACH-000663,0.13113796737798195
ACH-000665,0.022327409957036696
ACH-000671,0.1745264119978719
ACH-000672,0.21389939402166055
ACH-000673,0.15890161013904108
ACH-000676,0.030808970886120626
ACH-000677,0.2268692055007605
ACH-000681,0.12546714778822432
ACH-000683,-0.045329631196782086
ACH-000684,-0.0040529463885068135
ACH-000688,0.058399013399073135
ACH-000693,-0.020339969470434198
ACH-000694,-0.013967217835696705
ACH-000695,-0.18185299288930012
ACH-000696,-0.01891436720708626
ACH-000697,-0.07980978753007656
ACH-000699,0.041720305817561344
ACH-000701,-0.007989549532401174
ACH-000706,0.12963531244986518
ACH-000711,-0.0901492750302188
ACH-000713,0.19880203699676616
ACH-000714,0.05824020587187609
ACH-000718,-0.03655122676212567
ACH-000720,0.15182869987852785
ACH-000721,0.0921746189263397
ACH-000724,-0.1221317858254278
ACH-000725,0.0021645095706228933
ACH-000732,-0.05731080441383553
ACH-000734,-0.03894707098266372
ACH-000735,-0.1595557746419791
ACH-000736,-0.05778288567141799
ACH-000738,-0.09404475714554383
ACH-000746,0.019499127804153464
ACH-000747,0.01990186830203089
ACH-000748,-0.08723607721698252
ACH-000753,0.015436692744341347
ACH-000756,-0.011283750950466359
ACH-000757,-0.05102571988524305
ACH-000758,-0.030365073301361664
ACH-000760,0.0801563118685184
ACH-000762,-0.008889353644199674
ACH-000763,0.12255931502325434
ACH-000764,0.0923688047711502
ACH-000765,-0.02649747196581376
ACH-000766,0.13143556398847606
ACH-000767,0.07589153595775061
ACH-000768,-0.09804565899818436
ACH-000769,0.08100087184322985
ACH-000770,0.02616078800512843
ACH-000771,-0.07131907733443885
ACH-000773,-0.1268256292756304
ACH-000776,0.10924589085293213
ACH-000777,0.07367803640214432
ACH-000778,-0.13969131651821934
ACH-000781,0.1007571007635464
ACH-000782,-0.04851350768602105
ACH-000783,-0.15230981791424206
ACH-000784,0.008162508996373339
ACH-000785,0.0490579995781273
ACH-000787,0.08553958380440924
ACH-000788,0.12856704868492327
ACH-000791,0.032582528370113675
ACH-000792,0.15432473204165756
ACH-000794,-0.16208298114253286
ACH-000796,-0.027113662031691108
ACH-000798,-0.01174124695806033
ACH-000799,-0.03609991824682143
ACH-000800,-0.1142625432900344
ACH-000802,0.08484696499252857
ACH-000804,-0.08059945673612101
ACH-000805,0.2148452179106034
ACH-000809,-0.0035546406386006532
ACH-000810,-0.0021529269701841955
ACH-000811,0.05232934935418654
ACH-000817,0.025651024782949963
ACH-000819,0.014817659939763052
ACH-000820,0.2498535728218581
ACH-000821,-0.10445099220112952
ACH-000822,-0.15311110243743645
ACH-000823,0.04354859097027775
ACH-000824,-0.012342904885726941
ACH-000827,0.07401198387620743
ACH-000829,0.05098957070043216
ACH-000831,-0.06021419321885625
ACH-000832,-0.09879076758499036
ACH-000833,0.03858866086129125
ACH-000834,-0.16920428518445102
ACH-000835,0.120972683132678
ACH-000836,0.05209608351384112
ACH-000837,0.17410905817285005
ACH-000838,0.020745054205067108
ACH-000839,-0.15160239146181706
ACH-000840,-0.023654419593017367
ACH-000841,-0.05267973395686181
ACH-000843,-0.013921837426570816
ACH-000846,-0.2301055223396929
ACH-000847,-0.15563589510509448
ACH-000848,-0.044475997905330335
ACH-000849,-0.001571233668445645
ACH-000851,-0.22127819842207067
ACH-000855,-0.068430551845994
ACH-000856,0.11248408910610053
ACH-000858,0.011399150701331393
ACH-000859,-0.09094280441433783
ACH-000861,-0.11105988497910883
ACH-000862,0.028525692558106237
ACH-000865,0.05622228362657095
ACH-000866,0.011500639861027857
ACH-000867,0.04659987672029792
ACH-000869,-0.060160511961097785
ACH-000872,0.1044401712938316
ACH-000873,-0.16288643605975453
ACH-000876,-0.029834054115767863
ACH-000878,0.2521514086343353
ACH-000880,-0.07511070683484086
ACH-000881,-0.1686837964080068
ACH-000882,0.13215389717721815
ACH-000884,-0.03335097034115663
ACH-000885,0.007445830307842631
ACH-000887,-0.0316451067172081
ACH-000889,0.15137372513048394
ACH-000896,0.2876260040726625
ACH-000898,-0.00788817073797393
ACH-000900,0.1548027075637043
ACH-000901,0.027710945105600508
ACH-000905,-0.1942667706266044
ACH-000906,0.14194638823918782
ACH-000907,-0.029223351295711082
ACH-000910,-0.0153757935556248
ACH-000911,0.030155497315412137
ACH-000912,0.011637951690999996
ACH-000913,-0.042707436688822695
ACH-000915,0.001248445406896269
ACH-000916,0.01741471621582271
ACH-000917,0.05455045921579507
ACH-000920,-0.09743496171399683
ACH-000921,-0.0005566148359917503
ACH-000924,0.08994453987474932
ACH-000926,-0.05017977378002764
ACH-000928,0.08675761715322186
ACH-000929,-0.11574961318517875
ACH-000932,-0.03713605403302922
ACH-000935,-0.2369722178814265
ACH-000936,0.00300052769291979
ACH-000937,0.08920163368447916
ACH-000938,0.09350606345862124
ACH-000939,-0.0043996597538343545
ACH-000941,-0.003440837222659553
ACH-000943,0.02461022866831248
ACH-000946,-0.11917310507449567
ACH-000947,-0.043028019447546494
ACH-000948,-0.07741967835213033
ACH-000950,0.1275039890654735
ACH-000953,0.031290750335314636
ACH-000954,0.11431395440771895
ACH-000957,-0.269833439251573
ACH-000958,0.06152919318753072
ACH-000960,0.037241480498113017
ACH-000963,-0.1058543875901958
ACH-000968,-0.09935807221302788
ACH-000969,-0.06908365728137142
ACH-000972,-0.13353864811765342
ACH-000973,0.05022779398138001
ACH-000974,-0.08023189110422146
ACH-000978,-0.08678734489547231
ACH-000984,0.012728131656560207
ACH-000986,-0.023410089855741518
ACH-000988,-0.05465183209686001
ACH-000993,0.02783510791960453
ACH-000994,0.10602807731022136
ACH-000996,-0.15677548526135232
ACH-001001,-0.0006445352607985827
ACH-001020,-0.33166219217407616
ACH-001028,-0.0945353251588264
ACH-001031,-0.0561741911048554
ACH-001038,-0.1310211196893984
ACH-001048,0.06440919221051614
ACH-001050,-0.04777557020932807
ACH-001053,0.09369410624348117
ACH-001054,0.018008097628739436
ACH-001061,-0.017546387442605203
ACH-001067,0.19025031896583927
ACH-001075,-0.005658774268736307
ACH-001096,0.1220048377389525
ACH-001111,-0.05143952534233981
ACH-001119,-0.040231814413504034
ACH-001128,-0.4390535202274903
ACH-001134,-0.0541625642301684
ACH-001151,-0.09871472831434178
ACH-001163,0.05809872046669145
ACH-001164,0.08719347109050045
ACH-001183,-0.21451212916088847
ACH-001192,0.013425166973690334
ACH-001193,-0.2328697619188513
ACH-001196,0.04835421259693967
ACH-001197,0.5817147446229305
ACH-001205,-0.06397186739201317
ACH-001211,-0.15280267918112508
ACH-001212,0.0966406782524882
ACH-001228,0.1303519671524914
ACH-001232,0.1291712595946692
ACH-001239,-0.027760263603786476
ACH-001270,0.3097741457472977
ACH-001274,0.11605162803614248
ACH-001275,0.02179525098560069
ACH-001277,-0.055342384745578094
ACH-001278,0.028942065683590264
ACH-001280,0.04150603755537769
ACH-001283,-0.056376994759390925
ACH-001289,-0.0034268836136810647
ACH-001300,0.03291276296187025
ACH-001301,-0.05517742403283391
ACH-001302,-0.06663710885471631
ACH-001306,0.3529012102604973
ACH-001318,0.10606066274577967
ACH-001322,0.21741156830915173
ACH-001328,0.1242717433533213
ACH-001332,-0.07637238358329043
ACH-001336,-0.05539691297710688
ACH-001346,-0.12068686174635675
ACH-001353,0.044257508882802686
ACH-001354,0.14337089677834214
ACH-001367,0.04058982199394557
ACH-001368,-0.030717277565898194
ACH-001374,-0.1873973695570033
ACH-001377,0.029292139154704324
ACH-001380,-0.07704094080863523
ACH-001391,0.14660042721538438
ACH-001408,0.06285196567610485
