,BARX1 (56033)
ACH-000004,0.13764681191157785
ACH-000005,-0.1470860751593603
ACH-000007,0.02778641063385169
ACH-000009,0.033520796363050526
ACH-000011,0.011020243569744565
ACH-000012,-0.10509633899099173
ACH-000013,-0.0686533103699109
ACH-000014,0.05650072701535438
ACH-000015,-0.06847965754806512
ACH-000017,0.029356258218323213
ACH-000018,0.11380172988866817
ACH-000019,0.07249685282015204
ACH-000021,-0.08685909322462289
ACH-000022,-0.19305207264007707
ACH-000025,0.11674948303676724
ACH-000028,0.12857280329532486
ACH-000030,-0.061122200205950425
ACH-000035,-0.10720827094548957
ACH-000036,-0.0670400242022475
ACH-000037,-0.2488854760136088
ACH-000039,0.14712427516433396
ACH-000040,0.04325143282898075
ACH-000041,0.04748637979898918
ACH-000042,-0.022667116641140114
ACH-000045,0.0506148561740256
ACH-000047,-0.007839313525310412
ACH-000052,-0.016376662087942518
ACH-000053,0.03335981947886371
ACH-000054,0.12100523364684945
ACH-000055,-0.060507045581259675
ACH-000060,0.06049040213152946
ACH-000067,-0.16765453034975056
ACH-000070,-0.2482283057177513
ACH-000075,0.08538658638672349
ACH-000078,0.18553525167955195
ACH-000082,-0.015315229703086618
ACH-000085,-0.01478671861798097
ACH-000086,0.006053895314243848
ACH-000087,0.2606065906173552
ACH-000092,0.09258231040820528
ACH-000095,0.1083803439097675
ACH-000097,0.008370078973342446
ACH-000098,0.026559537746337552
ACH-000099,0.08134072807561782
ACH-000108,-0.06240258159496745
ACH-000113,-0.014430464621397352
ACH-000116,0.011589912749531991
ACH-000118,-0.05637137496306
ACH-000120,-0.05211283739977937
ACH-000123,-0.03336506606423603
ACH-000127,-0.02180997044085476
ACH-000128,-0.0037723651035693226
ACH-000132,-0.08497895527621073
ACH-000133,0.06139177091881789
ACH-000137,-0.05440181710124886
ACH-000138,-0.006610439759480837
ACH-000142,0.1798846747845458
ACH-000143,-0.030474347514883506
ACH-000146,-0.0952738448827675
ACH-000148,-0.03552979771478957
ACH-000150,0.0268328538830698
ACH-000152,0.04510816748665826
ACH-000153,-0.0022283179765770203
ACH-000159,-0.006302083801534252
ACH-000160,-0.0007502025513198313
ACH-000163,-0.016297900539426768
ACH-000167,-0.06996335619254535
ACH-000168,0.06165964209151041
ACH-000169,-0.143370046864033
ACH-000178,0.051864718432351166
ACH-000183,-0.04683790456827271
ACH-000188,-0.13203853095348034
ACH-000189,0.07212164609192785
ACH-000190,-0.24386233656975945
ACH-000198,0.025559688238711825
ACH-000203,0.0052772945862774884
ACH-000204,-0.14608827258498108
ACH-000206,0.1521277782266832
ACH-000207,-0.024891709260652258
ACH-000208,0.0063589136428025715
ACH-000210,0.16206396862642178
ACH-000211,0.1734398004570219
ACH-000215,0.02498926571833185
ACH-000221,-0.1424435985284225
ACH-000222,-0.040896468871629434
ACH-000223,-0.04083514311364974
ACH-000226,-0.09587397174859527
ACH-000227,0.02001343259167155
ACH-000228,-0.07136337236564952
ACH-000231,0.017499917276367755
ACH-000232,-0.04047882727758199
ACH-000233,0.06016257555838923
ACH-000234,0.02681361918055821
ACH-000235,-0.08006428935539993
ACH-000237,0.03997269483404155
ACH-000238,0.05506367317191328
ACH-000242,-0.04365866568391195
ACH-000243,0.053246382840844826
ACH-000244,-0.21959038834510114
ACH-000246,-0.06687117794869551
ACH-000248,0.08267735005076353
ACH-000250,-0.06863005684777262
ACH-000251,0.17060402579656606
ACH-000252,-0.032558880152776776
ACH-000253,-0.030407644676255632
ACH-000255,-0.13768574917408574
ACH-000256,0.07561692565709782
ACH-000257,0.13215393847225226
ACH-000258,-0.06700185033254281
ACH-000259,-0.06214065211093622
ACH-000260,-0.013211307355384665
ACH-000261,0.09159774347899437
ACH-000262,-0.01946957719801832
ACH-000263,-0.023538681126426174
ACH-000264,-0.049594905460647966
ACH-000265,0.15065517556009422
ACH-000266,-0.00441576886047314
ACH-000272,0.0309588660226126
