,MARCH6 (10299)
ACH-000004,-0.0912256837105851
ACH-000005,-0.014470234258494953
ACH-000007,-0.17568491199672892
ACH-000009,-0.1704748109846168
ACH-000011,-0.0574213190916647
ACH-000012,-0.5959191653330886
ACH-000013,0.1902686886684031
ACH-000014,-0.3697031641082849
ACH-000015,-0.31849327176145564
ACH-000017,-0.20663192159099214
ACH-000018,-0.19573696372239974
ACH-000019,-0.12139596494206205
ACH-000021,-0.1334855263211812
ACH-000022,0.046579775462526
ACH-000025,-0.2008197485486464
ACH-000028,-0.12394995856426187
ACH-000030,-0.2097266210247814
ACH-000035,-0.15498764756112968
ACH-000036,-0.14960024761366328
ACH-000037,-0.040158227624206434
ACH-000039,-0.2776502727380188
ACH-000040,-0.14534376463938153
ACH-000041,-0.13473841422705435
ACH-000042,-0.2963781497915238
ACH-000045,-0.5096423772966683
ACH-000047,-0.4613541833939627
ACH-000052,-0.27320470788883616
ACH-000053,-0.031985202915092444
ACH-000054,-0.07001116619064687
ACH-000055,-0.370733651380396
ACH-000060,-0.07869757602495325
ACH-000067,-0.13239868882390912
ACH-000070,-0.20190391699259574
ACH-000075,-0.09333799930306576
ACH-000078,-0.16893390002510514
ACH-000082,-0.230514931367517
ACH-000085,-0.08227599630630793
ACH-000086,-0.16963693432654894
ACH-000087,-0.2273495454672702
ACH-000092,-0.2411706715386074
ACH-000095,-0.11511664688662165
ACH-000097,-0.08689309641474591
ACH-000098,-0.3289093730736681
ACH-000099,-0.16945324819995147
ACH-000108,-0.1413205282925379
ACH-000113,-0.3229521429614305
ACH-000116,-0.04946501966164789
ACH-000118,0.10661916586078718
ACH-000120,-0.1254976815101993
ACH-000123,-0.026081272497011452
ACH-000127,-0.110829165668075
ACH-000128,-0.04779897960172051
ACH-000132,-0.1920653744860401
ACH-000133,-0.3662307418568536
ACH-000137,-0.1042575606295872
ACH-000138,-0.05609258450214792
ACH-000142,0.03582812164642105
ACH-000143,-0.14870520042763
ACH-000146,-0.5375908697255156
ACH-000148,-0.06400257938060247
ACH-000150,-0.16348018380864934
ACH-000152,-0.2877311109930015
ACH-000153,-0.4582402532319487
ACH-000159,-0.06105874947423005
ACH-000160,-0.3080359272404664
ACH-000163,-0.125231720341981
ACH-000167,-0.08198328285487905
ACH-000168,-0.5546300431953097
ACH-000169,-0.2077967712958218
ACH-000178,-0.08909687051496032
ACH-000183,-0.23324476448075926
ACH-000188,-0.07964354647003764
ACH-000189,-0.09489918202010736
ACH-000190,-0.11145521575176966
ACH-000198,-0.2529411356955549
ACH-000203,-0.19463368759349994
ACH-000204,-0.2832342753471304
ACH-000206,-0.3679858728999368
ACH-000207,-0.2234389024682672
ACH-000208,-0.009068468706960523
ACH-000210,-0.01203238840596644
ACH-000211,-0.4531776764227042
ACH-000215,-0.261643829744991
ACH-000221,-0.1651074426197508
ACH-000222,-0.07861081675196177
ACH-000223,-0.2272950900445295
ACH-000226,-0.2101739205648064
ACH-000227,-0.08419002505555445
ACH-000228,-0.17468581323658988
ACH-000231,-0.038437841888237984
ACH-000232,-0.20282617739926184
ACH-000233,-0.0667575229024692
ACH-000234,-0.0620196692151784
ACH-000235,-0.11585888051779687
ACH-000237,-0.07045149075857184
ACH-000238,-0.19120602536977885
ACH-000242,-0.19247510156376893
ACH-000243,-0.03216464847859485
ACH-000244,-0.23526934971315205
ACH-000246,-0.2271913836271352
ACH-000248,-0.36545537282803336
ACH-000250,-0.13591809149439665
ACH-000251,-0.4040180920568729
ACH-000252,0.008832433501364848
ACH-000253,0.0048901065724911
ACH-000255,-0.0016969009273101454
ACH-000256,-0.04941242712101505
ACH-000257,-0.2941269120606676
ACH-000258,-0.16302897127041574
ACH-000259,-0.3182044273755772
ACH-000260,-0.007192994334365685
ACH-000261,-0.10181143130971353
ACH-000262,0.009411000476552855
ACH-000263,-0.4813004258237326
ACH-000264,-0.06807874184595428
ACH-000265,-0.09005157772773073
ACH-000266,-0.2909921682616928
ACH-000272,-0.1618192244518698
ACH-000274,-0.2761176681658012
ACH-000277,-0.05912409686432034
ACH-000278,-0.09404239703091913
ACH-000279,-0.2510857490711545
ACH-000280,-0.020485173184464568
ACH-000281,-0.3223902742403547
ACH-000288,-0.2543239953945181
ACH-000291,0.01932800972661862
ACH-000293,0.08185596675753416
ACH-000294,-0.388421356638603
ACH-000295,-0.6272433127914723
ACH-000296,-0.17861412642234165
ACH-000302,-0.02628259411148641
ACH-000304,-0.1950483321906078
ACH-000307,-0.14340508469689645
ACH-000308,-0.03931588067606948
ACH-000310,-0.08162507403692057
ACH-000311,-0.3060481775350056
ACH-000312,-0.3043877669787751
ACH-000315,-0.3234201515883469
ACH-000316,-0.23344639927712735
ACH-000317,-0.0218465911851596
ACH-000318,-0.15508783898415635
ACH-000319,-0.2556179741803856
ACH-000320,-0.1967412481951046
ACH-000322,0.1270414087880782
ACH-000323,-0.03418584148279512
ACH-000324,-0.11166096029099228
ACH-000329,-0.2104828261951624
ACH-000330,-0.2513487796128939
ACH-000331,-0.23737673044596175
ACH-000332,-0.17819047337415886
ACH-000334,-0.3332602452836497
ACH-000335,-0.3287391162355757
ACH-000336,-0.11666818395048215
ACH-000337,-0.10639484799180833
ACH-000338,0.22846992255670354
ACH-000339,-0.1000556375368278
ACH-000341,-0.015684018101940932
ACH-000348,-0.11668052583928132
ACH-000350,-0.15503924593185406
ACH-000352,-0.16661031508246008
ACH-000356,0.04165094094484533
