,APOBEC2 (10930)
ACH-000004,-0.2404970728856053
ACH-000005,-0.2516319840016445
ACH-000007,-0.06711378910079821
ACH-000009,-0.015447000168037931
ACH-000011,-0.03885922301013663
ACH-000012,-0.05538785004348647
ACH-000013,-0.11693325341078893
ACH-000014,-0.1853836061480636
ACH-000015,0.04651732519567976
ACH-000017,-0.17492113630280048
ACH-000018,-0.2683352391493057
ACH-000019,-0.04183391284487232
ACH-000021,-0.07493198763663733
ACH-000022,-0.05189810041396757
ACH-000025,0.0036153327495145383
ACH-000028,-0.1440147107672047
ACH-000030,-0.10370463785388062
ACH-000035,-0.22773288957078824
ACH-000036,-0.0766286758749631
ACH-000037,-0.1757287483191486
ACH-000039,-0.2413910214502998
ACH-000040,-0.21150989330097686
ACH-000041,-0.09663910830192544
ACH-000042,-0.08466073544717004
ACH-000045,-0.17991079388895348
ACH-000047,-0.09259082881154547
ACH-000052,0.03712112376792371
ACH-000053,-0.1124125683063681
ACH-000054,-0.1555724169935515
ACH-000055,-0.23180439914456205
ACH-000060,-0.09016500778225003
ACH-000067,-0.09450716979216753
ACH-000070,-0.22418378934358912
ACH-000075,0.10737220437317004
ACH-000078,-0.17302199222010098
ACH-000082,-0.002570208722696145
ACH-000085,-0.11451443107790632
ACH-000086,-0.16598207604287302
ACH-000087,-0.18052194439879693
ACH-000092,-0.028564726735339618
ACH-000095,0.021003050232023014
ACH-000097,-0.12133860065896718
ACH-000098,-0.07220311324705586
ACH-000099,-0.038307034613607474
ACH-000108,0.04204435936784673
ACH-000113,-0.21855301447227568
ACH-000116,-0.020616838642308837
ACH-000118,-0.05434350399851296
ACH-000120,0.01600139046676452
ACH-000123,-0.1134797546529332
ACH-000127,-0.10072285422486917
ACH-000128,0.0038667596696776688
ACH-000132,-0.13292532493654985
ACH-000133,-0.08236194802952179
ACH-000137,-0.08097620395461709
ACH-000138,-0.03414092646904257
ACH-000142,-0.1131527780088403
ACH-000143,-0.16106496520026894
ACH-000146,-0.11406294015389945
ACH-000148,0.054605912069631946
ACH-000150,0.022741801644471444
ACH-000152,-0.16756633302316148
ACH-000153,-0.3233220202485636
ACH-000159,-0.04882931643563748
ACH-000160,-0.1907135522465163
ACH-000163,-0.04520600427798591
ACH-000167,-0.3090633734455242
ACH-000168,-0.12125690182152875
ACH-000169,-0.19605886988503046
ACH-000178,0.016040620043227944
ACH-000183,-0.04250792653291873
ACH-000188,0.016924375998943926
ACH-000189,-0.026548841011672104
ACH-000190,-0.1306296556970871
ACH-000198,0.04287996151749565
ACH-000203,0.8373815931381405
ACH-000204,0.09276068575679954
ACH-000206,0.037580962080357085
ACH-000207,-0.10526060453231176
ACH-000208,-0.08482677656469853
ACH-000210,-0.2041843235636457
ACH-000211,-0.07461177577614657
ACH-000215,-0.11606110399547405
ACH-000221,-0.028811963222619436
ACH-000222,0.06905843454814982
ACH-000223,-0.15850932027862547
ACH-000226,-0.07653815711521529
ACH-000227,-0.26906149539015806
ACH-000228,-0.15263567358073424
ACH-000231,-0.10312562359176512
