,ASIC1 (41)
ACH-000004,-0.2074744208369412
ACH-000005,-0.2831614762719561
ACH-000007,-0.17727244807209894
ACH-000009,-0.15259412037516168
ACH-000011,-0.29747545476829845
ACH-000012,-0.19201557618427045
ACH-000013,-0.1873264983234444
ACH-000014,-0.1456172891196465
ACH-000015,-0.20331904446561916
ACH-000017,-0.15127380870242566
ACH-000018,-0.22550431472609986
ACH-000019,0.13156959242190586
ACH-000021,-0.2781294868880119
ACH-000022,-0.19189365777483453
ACH-000025,-0.15532124801257705
ACH-000028,-0.3595785536586549
ACH-000030,-0.27367972090918696
ACH-000035,-0.14088109756259698
ACH-000036,-0.04820939920676176
ACH-000037,-0.1686240599334165
ACH-000039,-0.17659214543045335
ACH-000040,-0.11482695702837625
ACH-000041,-0.3219362835959524
ACH-000042,-0.13944716135887708
ACH-000045,-0.10546033123166093
ACH-000047,-0.2735468241329394
ACH-000052,-0.11814707968583005
ACH-000053,-0.13124314117613292
ACH-000054,-0.08397720885832971
ACH-000055,-0.19643672481056254
ACH-000060,-0.014973109471608646
ACH-000067,-0.3494580436478948
ACH-000070,0.06858461222564048
ACH-000075,-0.11951066101745285
ACH-000078,-0.1235441187559116
ACH-000082,-0.34284836564953275
ACH-000085,0.0216933925998757
ACH-000086,-0.3065144975968085
ACH-000087,-0.2245922429368124
ACH-000092,-0.2290993964438911
ACH-000095,-0.13373118885544868
ACH-000097,-0.19216106046254727
ACH-000098,0.06280071700933956
ACH-000099,-0.11915376469859372
ACH-000108,-0.02192817718751064
ACH-000113,-0.2420118015693347
ACH-000116,-0.08621404314786263
ACH-000118,-0.1561607335012722
ACH-000120,-0.001557280494338188
ACH-000123,-0.27341319568859396
ACH-000127,-0.06418946653804808
ACH-000128,-0.20511161819127102
ACH-000132,0.076175003184592
ACH-000133,-0.2298287115152251
ACH-000137,-0.3024307280965133
ACH-000138,-0.18843230018526716
ACH-000142,-0.2094127195148781
ACH-000143,-0.10240355057241272
ACH-000146,-0.0482076316408134
ACH-000148,-0.14921499386495948
ACH-000150,-0.20645288589788086
ACH-000152,-0.3072666571131205
ACH-000153,-0.3832868797172021
ACH-000159,-0.10250122937723252
ACH-000160,-0.12874226403575634
ACH-000163,-0.3438431999550841
ACH-000167,0.1529429769748453
ACH-000168,-0.1401434938303448
ACH-000169,-0.005257658913253342
ACH-000178,-0.10991634801473724
ACH-000183,-0.18561131258278274
ACH-000188,-0.18712551741581612
ACH-000189,-0.43887402307498297
ACH-000190,-0.08484478021998852
ACH-000198,-0.10975235298758393
ACH-000203,-0.07926016384476729
ACH-000204,-0.2923773087232123
ACH-000206,0.17265358956279958
ACH-000207,-0.02193697108314311
ACH-000208,-0.2957684741945106
ACH-000210,0.1965907723137984
ACH-000211,-0.07542684705852065
ACH-000215,-0.16414959011140232
ACH-000221,-0.2745208282777589
ACH-000222,0.021744213933476718
ACH-000223,-0.230422817722231
ACH-000226,-0.1920185898400668
ACH-000227,-0.10881527767145836
ACH-000228,-0.4115784503009202
ACH-000231,-0.15654855580257535
