,MLLT4 (4301)
ACH-000004,-0.08924807900932619
ACH-000005,-0.21131584374204215
ACH-000007,-0.21973027775982204
ACH-000009,0.023837966938315597
ACH-000011,-0.3992034820264229
ACH-000012,0.24580752454964905
ACH-000013,-0.2594647196601843
ACH-000014,-0.13740491212431813
ACH-000015,-0.2464117497507819
ACH-000017,-0.011432697086399423
ACH-000018,-0.3313392330741375
ACH-000019,-0.10891385854672912
ACH-000021,-0.1949279952180985
ACH-000022,0.2356245707419287
ACH-000025,-0.29120295034859484
ACH-000028,0.00395544831591595
ACH-000030,-0.26410679254546776
ACH-000035,-0.11678666191958842
ACH-000036,-0.2000783599892156
ACH-000037,0.009786587320085657
ACH-000039,-0.2677065073109613
ACH-000040,-0.17952651845968182
ACH-000041,-0.05710070664769624
ACH-000042,-0.19764130924698675
ACH-000045,-0.12896399603629308
ACH-000047,-0.3215775332208737
ACH-000052,-0.18700889495027784
ACH-000053,-0.03982870963832867
ACH-000054,-0.32758917231217805
ACH-000055,0.5287247855259919
ACH-000060,-0.493325737822375
ACH-000067,-0.3745444527297618
ACH-000070,-0.15919071933383802
ACH-000075,-0.19822070365118694
ACH-000078,-0.3158775223878577
ACH-000082,-0.12863021536319538
ACH-000085,-0.06598548569100829
ACH-000086,-0.3204644398439442
ACH-000087,-0.21336652463890302
ACH-000092,-0.19631647247215556
ACH-000095,-0.17245044489830522
ACH-000097,-0.07276099848702636
ACH-000098,-0.18410938375228947
ACH-000099,-0.3875767915183171
ACH-000108,-0.09506820408917316
ACH-000113,-0.7054900101792602
ACH-000116,-0.18902216940657812
ACH-000118,-0.5006548524434866
ACH-000120,-0.08338164192326736
ACH-000123,-0.26816876955086644
ACH-000127,-0.2876264099105042
ACH-000128,-0.21885811611799716
ACH-000132,-0.28561058742803364
ACH-000133,-0.03412974583518528
ACH-000137,-0.2022300059100096
ACH-000138,-0.30404046201655177
ACH-000142,-0.20018339449373967
ACH-000143,-0.06954741223900943
ACH-000146,-0.15343192844166242
ACH-000148,-0.16627575163587027
ACH-000150,-0.2418763541303747
ACH-000152,-0.154651182862188
ACH-000153,-0.24894207775767105
ACH-000159,-0.2110055929538829
ACH-000160,-0.0836982292747085
ACH-000163,0.048973266219641286
ACH-000167,-0.2941103182472321
ACH-000168,-0.18061712893124146
ACH-000169,-0.1040425006169714
ACH-000178,-0.2248349927761148
