,CEP85L (387119)
ACH-000450,-0.3577086673609922
ACH-000452,-0.32311932162415025
ACH-000454,-0.17123918838377694
ACH-000458,-0.119809271250584
ACH-000459,-0.027916929186646858
ACH-000460,0.003549967290392678
ACH-000461,-0.2058943048449411
ACH-000463,-0.3500082305034733
ACH-000464,-0.3476219147801468
ACH-000466,-0.09544469027020394
ACH-000467,-0.1970401594468045
ACH-000468,-0.16990711181755327
ACH-000469,-0.3286551015027341
ACH-000470,-0.30249007827951874
ACH-000471,-0.06047329471248247
ACH-000472,-0.2328337061752145
ACH-000473,0.07387985217737601
ACH-000475,-0.24990749495253475
ACH-000476,-0.21486348149443973
ACH-000477,-0.1925980867844671
ACH-000479,-0.25598015371104443
ACH-000480,-0.3899186397006549
ACH-000481,-0.20122303174628656
ACH-000483,-0.17127504363382712
ACH-000484,-0.012560946923564456
ACH-000485,-0.21584631615543748
ACH-000486,-0.19875467993529775
ACH-000487,-0.26320755598397555
ACH-000488,-0.17509963321239755
ACH-000490,-0.2541101006991199
ACH-000491,-0.024689459585309957
ACH-000495,0.01195400678729577
ACH-000496,-0.2332498168513564
ACH-000499,-0.2323685214457683
ACH-000500,-0.237738788083089
ACH-000502,-0.1339683433068103
ACH-000503,-0.32880729059022384
ACH-000505,-0.3062430446323812
ACH-000507,-0.08443044359148212
ACH-000510,-0.08413139917203974
ACH-000511,-0.2585362277557495
ACH-000512,0.09467941981705634
ACH-000516,-0.18591740830798253
ACH-000517,-0.0747291594801525
ACH-000518,-0.21259728717953827
ACH-000520,-0.11532533058038162
ACH-000521,-0.04316541796407105
ACH-000522,-0.12592866047312773
ACH-000524,-0.0946320779489688
ACH-000527,-0.10560928718093422
ACH-000528,-0.20412372083067595
ACH-000537,-0.2981910998775218
ACH-000541,-0.1819457279374542
ACH-000542,-0.32129537428320665
ACH-000544,-0.1928904852068955
ACH-000545,-0.20552813576975806
ACH-000547,-0.28549640178055524
ACH-000548,-0.17187668275848145
ACH-000549,-0.08931419534123237
ACH-000550,-0.2093493599503442
ACH-000552,-0.2937637778529522
ACH-000556,-0.14479128152300866
ACH-000557,-0.03781246349842104
ACH-000569,-0.22229381780231056
ACH-000570,-0.2448767921514033
ACH-000571,-0.1476431002703667
ACH-000573,-0.2748452492650251
ACH-000576,-0.010259853092404014
ACH-000579,-0.3801199153593805
ACH-000580,-0.05675572623812455
ACH-000584,-0.051672492202807487
ACH-000585,-0.2684195219720084
ACH-000588,-0.04665704580206855
ACH-000589,-0.1214961116636658
ACH-000591,-0.09259925719810036
ACH-000593,-0.10864598094333283
ACH-000600,-0.21572648608065587
ACH-000601,-0.29548082189780445
ACH-000605,-0.1460105875559705
ACH-000606,-0.19722494149458614
ACH-000608,-0.1726617366111717
ACH-000614,-0.2552730007845092
ACH-000616,-0.36798534826969104
ACH-000618,-0.2748726897635086
ACH-000619,-0.15109724091454566
ACH-000620,-0.1543251925411186
ACH-000621,-0.1126203969485481
ACH-000622,-0.18627864668838984
ACH-000623,-0.2316129034476109
ACH-000624,-0.2832853214887631
ACH-000627,-0.16279902560584453
ACH-000630,-0.2174187104467783
ACH-000631,0.11033162518241167
ACH-000632,-0.3378863307076779
ACH-000633,0.0404232798213382
ACH-000637,-0.10629756278104584
ACH-000638,-0.3274429144521069
ACH-000646,0.09099918542998732
ACH-000647,-0.23582865572564285
ACH-000648,-0.2502835856748944
ACH-000649,-0.28592425620414885
ACH-000651,-0.11522798535981467
ACH-000652,-0.18703970633352648
ACH-000653,-0.12115891324257795
ACH-000657,-0.1564281634566304
ACH-000658,-0.1417708995293187
ACH-000661,-0.4147238411422184
ACH-000662,-0.6685141246476362
ACH-000663,-0.029004281935824886
ACH-000665,-0.28032081422815003
ACH-000671,-0.1813263621600988
ACH-000672,-0.6222742326019303
ACH-000673,-0.1559706149844381
ACH-000676,-0.3686293909174305
ACH-000677,-0.2640831185814229
ACH-000681,-0.17040001515716474
ACH-000683,-0.2651029399951976
ACH-000684,-0.2134732665468618
ACH-000688,-0.5046165269455072
ACH-000693,-0.19530354656673668
ACH-000694,-0.19721105811261544
ACH-000695,-0.1268928579612064
ACH-000696,-0.28337111491080325
ACH-000697,-0.3063225053043351
ACH-000699,-0.3708614138226011
ACH-000701,0.002640143228208354
ACH-000706,-0.20540901986674265
ACH-000711,-0.2079716596834416
ACH-000713,-0.2486942077398877
ACH-000714,-0.002323036443990055
ACH-000718,-0.2997672275870145
ACH-000720,-0.2816307521970295
ACH-000721,-0.18886097566275295
ACH-000724,-0.055828723598714165
ACH-000725,-0.2121470344509257
ACH-000732,-0.2652728588671012
ACH-000734,-0.145841383491637
ACH-000735,-0.18576209319716508
ACH-000736,-0.15567925597768326
ACH-000738,-0.1790066053474301
ACH-000746,-0.22147153902481
ACH-000747,-0.19697564819415425
ACH-000748,-0.1234880090601858
ACH-000753,-0.2056889747169003
ACH-000756,-0.22662051593783356
ACH-000757,-0.09775530841553416
ACH-000758,-0.2580097682726929
ACH-000760,-0.17991806189800025
ACH-000762,-0.2358024393556089
ACH-000763,-0.2072174422437007
ACH-000764,-0.3022988181861289
ACH-000765,-0.22686727593222536
ACH-000766,-0.27069455696949074
ACH-000767,0.10420171920130608
ACH-000768,-0.265339123074395
ACH-000769,-0.4391133907414633
ACH-000770,-0.16577574520362348
ACH-000771,-0.2106334149201172
ACH-000773,-0.26856348385515083
ACH-000776,-0.2704414775173017
ACH-000777,-0.06078434931807429
ACH-000778,-0.21633571652783845
ACH-000781,-0.18289693767439544
ACH-000782,-0.013782680105564006
ACH-000783,-0.17971406100115758
ACH-000784,-0.15307295177022318
ACH-000785,-0.032600110200990295
ACH-000787,-0.11238439481020393
ACH-000788,-0.4151985592648111
ACH-000791,-0.17780588821557913
ACH-000792,-0.32592177065346456
ACH-000794,-0.19394641463223708
ACH-000796,-0.09284928357312916
ACH-000798,-0.02999623549083485
ACH-000799,-0.21330726251595497
ACH-000800,-0.022668493644251168
ACH-000802,-0.2339772188363932
ACH-000804,-0.06663376590272424
ACH-000805,-0.10802103443811102
ACH-000809,-0.21384093866911025
ACH-000810,-0.34710229092033845
ACH-000811,-0.0977536390583078
ACH-000817,-0.2042733346560708
ACH-000819,-0.020677298870862955
ACH-000820,-0.4339397117415349
ACH-000821,0.07997230232060927
ACH-000822,-0.1371214461070156
ACH-000823,-0.2213161733760403
ACH-000824,-0.1039086958594036
ACH-000827,-0.1865899113424648
ACH-000829,-0.2899173235883412
ACH-000831,0.02237648915909792
ACH-000832,-0.10208929927083313
ACH-000833,0.21588440322842906
ACH-000834,-0.06167447224472801
ACH-000835,-0.24942923163727934
ACH-000836,-0.263845600001356
ACH-000837,-0.2139913749047244
ACH-000838,-0.21879637791833245
ACH-000839,-0.0913852871574994
ACH-000840,-0.3093313274843359
ACH-000841,-0.14271437690202834
ACH-000843,-0.302533245843546
ACH-000846,-0.2207265988162306
ACH-000847,-0.2215700465125789
ACH-000848,-0.10845561430832616
ACH-000849,-0.2312327926671653
ACH-000851,0.0327732805386582
ACH-000855,-0.13633064582628976
ACH-000856,-0.30875007683317385
ACH-000858,-0.21105898596264747
ACH-000859,-0.2368765504183541
ACH-000861,-0.17881403263965567
ACH-000862,-0.2964292320305905
ACH-000865,-0.193815316410557
ACH-000866,-0.1669826591557722
ACH-000867,-0.08589553933765218
ACH-000869,-0.07127641508517545
ACH-000872,-0.24420443437437106
ACH-000873,-0.294091927932354
ACH-000876,-0.015259439635043937
ACH-000878,-0.21355149462609474
ACH-000880,-0.21378654863749869
ACH-000881,-0.392561859342873
ACH-000882,-0.34393909546115103
ACH-000884,-0.3709582743525568
ACH-000885,-0.265341644144872
ACH-000887,-0.17668573383519182
ACH-000889,-0.06549374860497606
ACH-000896,-0.2370081186927335
ACH-000898,-0.05357068262531848
ACH-000900,-0.0631669823992154
ACH-000901,-0.17176465922208922
ACH-000905,-0.06262273015280223
ACH-000906,-0.27639670695772234
ACH-000907,-0.3506075743241808
ACH-000910,-0.06784037780006821
ACH-000911,-0.15974678419352986
ACH-000912,-0.17543778326061535
ACH-000913,-0.3235554650253369
ACH-000915,-0.20125627072790594
ACH-000916,-0.12589315044547816
ACH-000917,0.035512724600213964
ACH-000920,-0.00011877964435832434
ACH-000921,-0.2547754132407901
ACH-000924,-0.009960205893949858
ACH-000926,-0.2481503026318808
ACH-000928,-0.101258280356467
ACH-000929,0.17869951976386414
ACH-000932,0.013997213820034007
ACH-000935,-0.1735009708354024
ACH-000936,-0.20893775524669347
ACH-000937,-0.14552379696246714
ACH-000938,-0.04546346690719785
ACH-000939,-0.15548810708006267
ACH-000941,-0.09895074054992513
ACH-000943,-0.29133404247886424
ACH-000946,-0.3202720357223328
ACH-000947,-0.11808230104318967
ACH-000948,-0.2310632589234866
ACH-000950,-0.364097316588283
ACH-000953,-0.08459917046222755
ACH-000954,0.2852899178773477
ACH-000957,-0.120530824394108
ACH-000958,-0.33720151761950623
ACH-000960,-0.1664029068150463
ACH-000963,0.07905946912228383
ACH-000968,-0.1762271098786444
ACH-000969,-0.27403707018163603
ACH-000972,-0.3674145223087579
ACH-000973,-0.2445572820701803
ACH-000974,-0.11950370361140145
ACH-000978,-0.10052913966736553
ACH-000984,-0.27605580516637984
ACH-000986,-0.16506212156333566
ACH-000988,-0.20676694376443733
ACH-000993,-0.056956385750813375
ACH-000994,0.09266874430979248
ACH-000996,-0.37174284937181706
ACH-001001,0.008974174215067805
ACH-001020,-0.31313268848961506
ACH-001028,-0.2057543349860603
ACH-001031,-0.18529228964964908
ACH-001038,-0.10554586554753588
ACH-001048,-0.0900837830267595
ACH-001050,-0.2280141561838238
ACH-001053,-0.034465693289274534
ACH-001054,-0.028095932016463574
ACH-001061,-0.17957982996986718
ACH-001067,0.005540865884120031
ACH-001075,-0.205454066577862
ACH-001096,-0.14021891540055234
ACH-001111,-0.1944048113421956
ACH-001119,0.1663935503391757
ACH-001128,-0.3427782318509712
ACH-001134,-0.24893108207076706
ACH-001151,-0.13211255350228074
ACH-001163,-0.16060578033842174
ACH-001164,0.012145296242211369
ACH-001183,-0.24907003568221475
ACH-001192,-0.3119006028803403
ACH-001193,-0.32030439557637536
ACH-001196,-0.3564555326605422
ACH-001197,-0.06897716788142219
ACH-001205,-0.23944177396950386
ACH-001211,-0.3402743614680845
ACH-001212,-0.09211656496022827
ACH-001228,-0.15733914491897175
ACH-001232,0.02073139735937609
ACH-001239,-0.31485090537812793
ACH-001270,-0.4622512323636437
ACH-001274,-0.3234267229225261
ACH-001275,-0.19639000491044306
ACH-001277,-0.3894988803483208
ACH-001278,-0.29980015595105325
ACH-001280,-0.07609104853014086
ACH-001283,0.0047940484044382255
ACH-001289,-0.020240443184043347
ACH-001300,-0.2377001161513939
ACH-001301,-0.09825918771200348
ACH-001302,-0.5320434231809071
ACH-001306,-0.26654051113760496
ACH-001318,-0.21561642823066315
ACH-001322,-0.2006153495119008
ACH-001328,-0.0786513026986105
ACH-001332,-0.15627949832569446
ACH-001336,-0.06794709642951045
ACH-001346,-0.26684034573801785
ACH-001353,-0.20805411328352635
ACH-001354,-0.17915973151273248
ACH-001367,0.04232277116372847
ACH-001368,-0.07497251372655624
ACH-001374,-0.26181046120274776
ACH-001377,-0.2718217586853379
ACH-001380,-0.2628494876361896
ACH-001391,-0.1378127731790225
ACH-001408,-0.1253392560019288
ACH-001430,-0.0457535778603327
ACH-001431,-0.2447626096262306
ACH-001450,0.005333839038072672
ACH-001496,-0.0740700311037954
ACH-001500,-0.2349928860013471
ACH-001523,-0.019027410272017188
ACH-001532,-0.0025443370157438557
ACH-001550,-0.18978047505944395
ACH-001552,-0.30533817923581313
ACH-001554,-0.2514865198186069
ACH-001654,-0.17769149483008145
ACH-001735,-0.1362951331087195
ACH-001736,0.053583000853735824
ACH-001737,0.19312720033601524
ACH-001740,-0.061160628639995225
ACH-001745,-0.3416946048288984
ACH-001765,-0.2428972887660123
