,KPNA6 (23633)
ACH-000004,-0.2569609148013302
ACH-000005,-0.22212308410352735
ACH-000007,-0.2680099288791544
ACH-000009,-0.309940450097733
ACH-000011,-0.20528243452085712
ACH-000012,-0.2641343394424191
ACH-000013,-0.3894525571197691
ACH-000014,-0.29314730346170986
ACH-000015,-0.2422329686968889
ACH-000017,-0.4778543438382623
ACH-000018,-0.14320441126865352
ACH-000019,-0.5426298834693405
ACH-000021,-0.2407585973434199
ACH-000022,-0.2419124326912935
ACH-000025,-0.4268526992434048
ACH-000028,-0.1889021829815788
ACH-000030,-0.490568859073701
ACH-000035,-0.322620397725685
ACH-000036,-0.3166852153352651
ACH-000037,-0.3838657329573279
ACH-000039,-0.2051027090343216
ACH-000040,-0.617426326268785
ACH-000041,-0.3157531569822415
ACH-000042,-0.5228460323056188
ACH-000045,-0.28424191277064004
ACH-000047,-0.2652747215445737
ACH-000052,-0.464400875769641
ACH-000053,-0.36331513969227
ACH-000054,-0.18092863834351464
ACH-000055,-0.3838574944657881
ACH-000060,-0.3844436307889896
ACH-000067,-0.315726890821158
ACH-000070,-0.1397084426608002
ACH-000075,-0.2949304431154738
ACH-000078,-0.4918091861403908
ACH-000082,-0.39861806278302736
ACH-000085,-0.3922459181352124
ACH-000086,-0.4605740301312297
ACH-000087,-0.4069973113346996
ACH-000092,-0.7246955771121838
ACH-000095,-0.3658036124805239
ACH-000097,-0.4171273169889629
ACH-000098,-0.3807631536085698
ACH-000099,-0.2888566022333103
ACH-000108,-0.3713489964233238
ACH-000113,-0.39655511528334375
ACH-000116,-0.3440804759223173
ACH-000118,-0.18206546397045545
ACH-000120,-0.21465029850553136
ACH-000123,-0.33796680603042273
ACH-000127,-0.2919905998099772
ACH-000128,-0.2882056706275463
ACH-000132,-0.4371518606094604
ACH-000133,-0.2268521700128964
ACH-000137,-0.4038514542051878
ACH-000138,-0.3524805754040721
ACH-000142,-0.4975104888363051
ACH-000143,-0.3738032183982017
ACH-000146,-0.4834071711631076
ACH-000148,-0.37920718304303935
ACH-000150,-0.3646403688673295
ACH-000152,-0.28611933225518704
ACH-000153,-0.5148775937547213
ACH-000159,-0.42643471387225945
ACH-000160,-0.3523449736814077
ACH-000163,-0.2682516421948045
ACH-000167,-1.0905127107393209
ACH-000168,-0.3978404869023726
ACH-000169,-0.5815604266710458
ACH-000178,-0.22992922888242004
ACH-000183,-0.3288516954717002
ACH-000188,-0.4644026652288514
