,SELK (58515)
ACH-000004,0.02123407280453869
ACH-000005,-0.3022576875541641
ACH-000007,-0.02258741584933493
ACH-000009,-0.25040405713715674
ACH-000011,-0.2542251821172731
ACH-000012,-0.2186429956045631
ACH-000013,-0.2210252055600254
ACH-000014,-0.22381250911154985
ACH-000015,-0.3222061239135104
ACH-000017,-0.20157950556955476
ACH-000018,-0.5067125981279643
ACH-000019,-0.3234470673972977
ACH-000021,-0.18042675161866456
ACH-000022,-0.14598171006130464
ACH-000025,-0.16433179490498076
ACH-000028,-0.10264879537004856
ACH-000030,-0.2856685019974323
ACH-000035,-0.04357424420028265
ACH-000036,-0.1913875337412994
ACH-000037,-0.2611295675202477
ACH-000039,-0.3144265062858525
ACH-000040,-0.10732783391173392
ACH-000041,-0.16941991580891885
ACH-000042,-0.2368052510998304
ACH-000045,-0.35683899300353383
ACH-000047,-0.21674003052862287
ACH-000052,0.006893320195199653
ACH-000053,-0.20897282528414135
ACH-000054,-0.22711416989631114
ACH-000055,-0.21717254922912385
ACH-000060,-0.2449396142755151
ACH-000067,-0.2347666387619629
ACH-000070,-0.3006514189623944
ACH-000075,-0.13982368011905902
ACH-000078,-0.09515204475843628
ACH-000082,-0.12888047707669234
ACH-000085,0.08580837471972708
ACH-000086,-0.11426543271685465
ACH-000087,-0.2707716180941205
ACH-000092,-0.2572993207674577
ACH-000095,-0.254551450615412
ACH-000097,-0.08826049424799395
ACH-000098,-0.2917085241804096
ACH-000099,-0.251686960431768
ACH-000108,-0.18364004119494406
ACH-000113,-0.0706157431261783
ACH-000116,-0.19702486350129
ACH-000118,-0.21699316533719773
ACH-000120,-0.17128013950514442
ACH-000123,-0.2597884979628414
ACH-000127,-0.20313921317801487
ACH-000128,-0.2427638017707733
ACH-000132,-0.3678924232523086
ACH-000133,-0.22082975763611967
ACH-000137,-0.17305508044744275
ACH-000138,-0.11311119185066898
ACH-000142,-0.19683412887842536
ACH-000143,-0.2516112700551421
ACH-000146,-0.16657192205961555
ACH-000148,-0.1590948586265669
ACH-000150,-0.08483616498979385
ACH-000152,-0.17196540380849082
ACH-000153,-0.10576920380925707
ACH-000159,-0.2042801681465448
ACH-000160,-0.16819125313889405
ACH-000163,-0.32136068036958537
ACH-000167,-0.5291232260149538
ACH-000168,-0.15126143492273478
ACH-000169,-0.1185031421911906
ACH-000178,-0.23895552165146802
ACH-000183,-0.08367111693925296
ACH-000188,-0.1852795270395751
ACH-000189,-0.020162460056566044
ACH-000190,-0.1119358321826499
ACH-000198,-0.2434980353990846
ACH-000203,-0.0336315719900475
ACH-000204,-0.6892587466382082
ACH-000206,-0.23562819935031856
ACH-000207,-0.3644215053551425
ACH-000208,-0.2886394170202093
ACH-000210,0.022721195919660944
ACH-000211,-0.2106580103399011
ACH-000215,-0.2569214163437864
ACH-000221,-0.11652274934409995
ACH-000222,-0.1601730953890418
ACH-000223,-0.2917229747376288
ACH-000226,0.04534007599125909
ACH-000227,-0.1900581624859471
ACH-000228,-0.14164785336179825
ACH-000231,-0.08123148744065026
ACH-000232,-0.22605038760668425
ACH-000233,-0.1815852697175099
ACH-000234,-0.3030304989035051
ACH-000235,-0.12584008008679562
ACH-000237,-0.3007338659705085
ACH-000238,-0.30526095226090444
ACH-000242,-0.2475780846874288
ACH-000243,-0.12427641879192057
ACH-000244,-0.4048036887834962
ACH-000246,-0.2194894544069286
ACH-000248,-0.22315503910269235
ACH-000250,-0.21356571746763897
ACH-000251,-0.5160864184253097
ACH-000252,-0.054469533559246025
ACH-000253,-0.05574577502132783
ACH-000255,-0.2843717390666026
ACH-000256,-0.3132254849249454
ACH-000257,-0.13219779203239765
ACH-000258,-0.11353819970424305
ACH-000259,-0.2789458558026657
ACH-000260,-0.14192315774821926
ACH-000261,-0.20170216982298986
ACH-000262,-0.1736889777539626
ACH-000263,-0.3848457480167317
ACH-000264,-0.2035832287360328
ACH-000265,-0.3192580263528455
ACH-000266,-0.2705025129018312
ACH-000272,-0.2738259152025502
ACH-000274,-0.2578040209046172
ACH-000277,-0.11312415718584765
ACH-000278,-0.17428642566396488
ACH-000279,-0.17349965480843696
ACH-000280,-0.263693699898902
ACH-000281,-0.21086188846114132
ACH-000288,-0.15937487559009084
ACH-000291,-0.18712569539778104
ACH-000293,-0.38591427430341385
ACH-000294,-0.3461638653758435
ACH-000295,-0.4202761466783769
ACH-000296,-0.4193893221322385
ACH-000302,-0.2707161747529438
ACH-000304,-0.138911205710861
ACH-000307,-0.2321459078630356
ACH-000308,-0.1622348561600093
ACH-000310,-0.2299909688212249
ACH-000311,-0.1428009447137165
ACH-000312,-0.09512243423746844
ACH-000315,-0.20230967869191108
ACH-000316,-0.011471618414616434
ACH-000317,-0.29713732238459806
ACH-000318,-0.19446111615923853
ACH-000319,-0.19954810451409266
ACH-000320,-0.24351874460717424
ACH-000322,-0.10770409828134013
ACH-000323,-0.4388368035802101
ACH-000324,-0.13054160383688246
ACH-000329,-0.27691806928008145
ACH-000330,-0.03760196921920237
ACH-000331,-0.14835348798790698
ACH-000332,-0.2349164652781287
ACH-000334,-0.21329698758555096
ACH-000335,-0.14978592778687752
ACH-000336,-0.17516200751761374
ACH-000337,-0.16441640863942455
ACH-000338,-0.1259038808669206
ACH-000339,-0.33025460913832105
ACH-000341,-0.2667454639301215
ACH-000348,-0.22274765705966287
ACH-000350,-0.2264631670110893
ACH-000352,-0.0899757814302037
ACH-000356,-0.044536925463333085
ACH-000361,-0.42053161008902795
ACH-000362,-0.2873417657879316
ACH-000363,-0.25088394578755563
ACH-000364,-0.1747253577320568
ACH-000365,-0.1458053562622389
ACH-000366,-0.21313820836157665
ACH-000368,-0.15281073463376207
ACH-000374,-0.09869393476062384
ACH-000375,-0.31860454518407505
ACH-000376,-0.21316474484866946
ACH-000381,-0.4135803876510352
ACH-000383,-0.19629944464447727
ACH-000387,-0.21410093407903047
ACH-000389,-0.19827107233468166
ACH-000390,-0.20012478326249847
ACH-000393,-0.2598822380133275
ACH-000395,-0.22989880861096634
ACH-000396,-0.4634149053133361
ACH-000397,-0.18608622802996014
ACH-000401,-0.2717446816695329
ACH-000402,-0.2876231133892315
ACH-000403,-0.14322980396354834
ACH-000404,-0.3131988917658028
ACH-000406,-0.09631058980245638
ACH-000407,-0.2830672080597327
ACH-000408,-0.06150590326403186
ACH-000410,-0.18714520848497665
ACH-000411,-0.276712503845543
ACH-000414,-0.3052408910689813
ACH-000415,-0.2555129329182708
ACH-000416,-0.2694494502284555
ACH-000420,-0.312127994411957
ACH-000421,-0.14288086115039245
ACH-000424,-0.29036032334477463
ACH-000425,-0.13552348584498536
ACH-000426,-0.2925097969972907
ACH-000427,-0.22078668596518589
ACH-000433,0.04634267701144052
ACH-000435,-0.17526914487038597
ACH-000436,-0.1125341252250638
ACH-000444,-0.17388243106560264
ACH-000445,-0.3929974523750486
ACH-000448,-0.20564690543579087
ACH-000450,-0.3824235180580369
ACH-000452,-0.26830849624563324
ACH-000454,-0.1283194467131754
ACH-000458,-0.14500816257125748
ACH-000459,-0.012551447643038716
ACH-000460,-0.21388758132152205
ACH-000461,-0.2885280938056167
ACH-000463,-0.043514106000063564
ACH-000464,-0.13825635518594506
ACH-000466,-0.3380441289118238
ACH-000467,-0.1361921167280064
ACH-000468,-0.26145392524597416
ACH-000469,-0.15452673340680562
ACH-000470,-0.2053202836473881
ACH-000471,-0.2923900800847187
ACH-000472,-0.2534945744537455
ACH-000473,-0.04299512360585502
ACH-000475,-0.22545596733665516
ACH-000476,-0.10133975803808544
ACH-000477,-0.13715753205915615
ACH-000479,-0.22202765912350247
ACH-000480,-0.3491738733317604
ACH-000481,-0.15993751380094526
ACH-000483,-0.1875585024452036
ACH-000484,-0.04658641681097283
ACH-000485,-0.252124017473401
ACH-000486,-0.2125292109933773
ACH-000487,-0.2299177997202885
ACH-000488,-0.19557136416145285
ACH-000490,-0.19583216305391746
ACH-000491,-0.10604757871799708
ACH-000495,-0.33849563002566435
ACH-000496,-0.15217306773752276
ACH-000499,-0.1876773969987102
ACH-000500,0.12456619933891247
ACH-000502,-0.12968059433387571
ACH-000503,-0.18556451437673946
ACH-000505,-0.18938532632455185
ACH-000507,-0.1283338423160192
ACH-000510,-0.26905504939022645
ACH-000511,-0.10936915374462022
ACH-000512,-0.3974279947951704
ACH-000516,-0.23083686000097264
ACH-000517,-0.20858329171972045
ACH-000518,0.0036590619138428594
ACH-000520,-0.1330223520734227
ACH-000521,-0.10526763991180456
ACH-000522,-0.20805222074539872
ACH-000524,-0.20488182877205785
ACH-000527,-0.14534774276539053
ACH-000528,-0.24720985561964515
ACH-000537,-0.129368875113032
ACH-000541,-0.3588868533919232
ACH-000542,-0.15261666604424332
ACH-000544,-0.18708095222062848
ACH-000545,-0.1904203576233224
ACH-000547,-0.1341764247872387
ACH-000548,-0.22156245260893806
ACH-000549,-0.2500583155637537
ACH-000550,-0.2283023350810125
ACH-000552,-0.09355277602181172
ACH-000556,-0.21141140462451324
ACH-000557,-0.02350826917300024
ACH-000569,-0.10040616338429252
ACH-000570,-0.2629546982183551
ACH-000571,-0.31074899838841763
ACH-000573,-0.3857658069044224
ACH-000576,-0.4216226288546685
ACH-000579,-0.36176867167889293
ACH-000580,-0.06585190691290432
ACH-000584,-0.23517446757021815
ACH-000585,-0.2555874271164453
ACH-000588,0.017610909550863172
ACH-000589,-0.2444696606301207
ACH-000591,-0.09629863311336287
ACH-000593,-0.20653298016511631
ACH-000600,-0.18218550591441215
ACH-000601,-0.15242021459079666
ACH-000605,-0.18191485707746
ACH-000606,-0.17465509238515092
ACH-000608,-0.14420607690158713
ACH-000614,-0.17007865265073718
ACH-000616,-0.1628531239918865
ACH-000618,-0.2144802354754997
ACH-000619,-0.12942935646160889
ACH-000620,-0.2454669640834733
ACH-000621,-0.22221441481382745
ACH-000622,-0.22363127785624148
ACH-000623,-0.1934518079707814
ACH-000624,-0.2191906253691868
ACH-000627,-0.140062488264861
ACH-000630,-0.17387886105526776
