,MAST2 (23139)
ACH-000004,-0.2457503731554365
ACH-000005,-0.2104014261205078
ACH-000007,-0.11577431846472888
ACH-000009,-0.17978738988431486
ACH-000011,0.049826643457210176
ACH-000012,-0.3235526260920888
ACH-000013,-0.28658443199304484
ACH-000014,-0.1020751072666842
ACH-000015,-0.015940820908532192
ACH-000017,-0.29535712106931256
ACH-000018,-0.2340361646846288
ACH-000019,-0.09046718735787126
ACH-000021,-0.14900181452596006
ACH-000022,-0.1763639275991821
ACH-000025,-0.2119611156953883
ACH-000028,-0.17630595678053754
ACH-000030,-0.20760905292979284
ACH-000035,-0.2679160796521471
ACH-000036,-0.21380520364301397
ACH-000037,-0.12096685591871285
ACH-000039,-0.25000366925107154
ACH-000040,-0.16345838901342327
ACH-000041,-0.29055221385011265
ACH-000042,-0.07842808923590447
ACH-000045,-0.029285523007271063
ACH-000047,-0.1888114036768616
ACH-000052,-0.22520193984532685
ACH-000053,-0.13524416815292967
ACH-000054,-0.1268773082206414
ACH-000055,-0.3068317709176461
ACH-000060,-0.14079222190419205
ACH-000067,-0.14783477078341636
ACH-000070,-0.2936251187703516
ACH-000075,-0.05998206105691666
ACH-000078,-0.21226617317816754
ACH-000082,-0.14228013812403806
ACH-000085,-0.03981443185255027
ACH-000086,-0.23920278360790334
ACH-000087,-0.0565032773970313
ACH-000092,-0.3063524836138539
ACH-000095,-0.1387244463968177
ACH-000097,-0.02799223255415427
ACH-000098,-0.30496292059476976
ACH-000099,-0.051547982445025516
ACH-000108,-0.17512387382884564
ACH-000113,-0.1877910488780774
ACH-000116,-0.12035361224916385
ACH-000118,-0.09772010112760876
ACH-000120,-0.030978583975098038
ACH-000123,-0.21403082584825794
ACH-000127,-0.14284118848927488
ACH-000128,-0.207989508081788
ACH-000132,-0.12463338284344265
ACH-000133,-0.1855615668858503
ACH-000137,-0.12240574471033988
ACH-000138,-0.2272340253040619
ACH-000142,-0.13718500296895636
ACH-000143,-0.222212549000442
ACH-000146,-0.20591476215645899
ACH-000148,-0.08754105000794826
ACH-000150,-0.5422646469797222
ACH-000152,-0.19061962812213426
ACH-000153,-0.06811549327961915
ACH-000159,-0.12776155064203634
ACH-000160,-0.11271444331250248
ACH-000163,0.08296645042916334
ACH-000167,-0.3796644543019639
ACH-000168,-0.08437283657322073
ACH-000169,-0.1350403514076345
ACH-000178,-0.11246921142960284
ACH-000183,-0.25385849262274696
ACH-000188,-0.2664407545108581
ACH-000189,-0.13542601380269526
ACH-000190,-0.2213457070019435
ACH-000198,-0.15828969420374012
ACH-000203,-0.12855309880812826
ACH-000204,-0.1377860869307202
ACH-000206,-0.24772374025408286
ACH-000207,-0.3214451114402836
ACH-000208,-0.20119167043671368
ACH-000210,0.17012496599052676
ACH-000211,0.00980942352287655
ACH-000215,-0.17636492482100055
ACH-000221,-0.17568663466811169
ACH-000222,-0.1916720856748468
ACH-000223,-0.18590880166063606
ACH-000226,-0.0915823607001784
ACH-000227,-0.2123619096043271
ACH-000228,-0.1582912795595579
ACH-000231,-0.18349355400835055
ACH-000232,-0.0983770494081442
ACH-000233,-0.14916756720693233
ACH-000234,-0.2579196407571192
ACH-000235,-0.16650117766681044
ACH-000237,-0.3363501755316664
ACH-000238,-0.21689098928607514
ACH-000242,0.007126577773714786
ACH-000243,-0.1761823586906571
ACH-000244,-0.1202405228975546
ACH-000246,-0.15857544097448453
ACH-000248,-0.267126763966861
ACH-000250,0.0631076377058711
ACH-000251,-0.2843483958716195
ACH-000252,-0.07849860664751414
ACH-000253,-0.1134689558694908
ACH-000255,-0.28433011206781644
ACH-000256,-0.2250040434190425
ACH-000257,-0.17763959018948972
ACH-000258,-0.010000423158199157
ACH-000259,-0.2194747095223241
ACH-000260,-0.1788283602892991
ACH-000261,-0.18310577887336604
ACH-000262,-0.15498480520278934
ACH-000263,-0.10639048099668234
ACH-000264,-0.12308838536416405
ACH-000265,-0.09186290139987123
ACH-000266,-0.15572457397579573
ACH-000272,-0.2757256880068233
ACH-000274,-0.15857340551285964
ACH-000277,-0.13068065686481528
ACH-000278,-0.26128942279653194
ACH-000279,-0.3520232678635407
ACH-000280,-0.17037919695595058
ACH-000281,0.02909801877093241
ACH-000288,-0.37338604303953343
ACH-000291,-0.12896755509146562
ACH-000293,-0.16417078636078786
ACH-000294,-0.045121642329243164
ACH-000295,0.08329429856645189
ACH-000296,-0.2116354327568863
ACH-000302,-0.16052913416721826
ACH-000304,-0.1817763865276422
ACH-000307,-0.20494953611522346
ACH-000308,-0.12644401537830585
ACH-000310,-0.2939615164580263
ACH-000311,-0.12143564183792994
ACH-000312,-0.2087465605311282
ACH-000315,-0.2354292150368736
ACH-000316,-0.15321318269016304
ACH-000317,-0.20494659738813065
ACH-000318,-0.2860892445838976
ACH-000319,-0.29169177255960016
ACH-000320,-0.3624967554460924
ACH-000322,-0.112032518805276
ACH-000323,-0.2163980504913276
ACH-000324,-0.1969491510254684
ACH-000329,-0.16111627472944584
ACH-000330,-0.09053334929177884
ACH-000331,-0.15031801352089633
ACH-000332,-0.140200817845446
ACH-000334,-0.14236738858819162
ACH-000335,0.1749654044080443
ACH-000336,-0.2716808107045988
ACH-000337,-0.28574554857871803
ACH-000338,-0.5686549950899977
ACH-000339,-0.09608206512422236
ACH-000341,-0.22540095392258205
ACH-000348,-0.16054947013938742
ACH-000350,-0.12737409485814818
ACH-000352,-0.12110646671054096
ACH-000356,-0.14515129431249682
ACH-000361,-0.026795299192262787
ACH-000362,-0.24837398515102346
ACH-000363,-0.1277160629079266
ACH-000364,-0.16158144375117575
ACH-000365,-0.24774040668500724
ACH-000366,-0.18429062636923205
ACH-000368,-0.13141079745499995
ACH-000374,-0.2368428095050035
ACH-000375,-0.32212521058400284
ACH-000376,-0.2411357824760364
ACH-000381,-0.18955405615711307
ACH-000383,-0.1316652683742945
ACH-000387,-0.19398145027470007
ACH-000389,-0.032609992716194434
ACH-000390,-0.17330742559624054
ACH-000393,-0.2417555480236316
ACH-000395,-0.0936321886485402
ACH-000396,-0.1634118949625282
ACH-000397,-0.12772577796539455
ACH-000401,-0.16293181170580212
ACH-000402,-0.18879337237515065
ACH-000403,-0.16370059964892805
ACH-000404,-0.004880878088442028
ACH-000406,-0.17147789877296812
ACH-000407,-0.3721579095648574
ACH-000408,-0.2647134065077399
ACH-000410,-0.0728744059590744
ACH-000411,-0.08883883305470118
ACH-000414,-0.14731600788624533
ACH-000415,-0.26346456798504353
ACH-000416,-0.1431165876220292
ACH-000420,-0.159166243694419
ACH-000421,-0.12197774236845026
ACH-000424,-0.2476650122110741
ACH-000425,0.0648076001122435
ACH-000426,-0.09172189595896232
ACH-000427,-0.23090566709400304
ACH-000433,-0.36225416801848254
ACH-000435,-0.4128906553349213
ACH-000436,-0.40469288537072096
ACH-000444,-0.15539974488771766
ACH-000445,-0.2646697175821077
ACH-000448,-0.10377652881944996
ACH-000450,0.023211636611398568
ACH-000452,-0.06349597699568828
ACH-000454,-0.29816557433107704
ACH-000458,-0.17588644762279684
ACH-000459,-0.0478945218301969
ACH-000460,-0.17079880842585535
ACH-000461,-0.12266222468894597
ACH-000463,-0.07618063508149257
ACH-000464,-0.10623258240087627
ACH-000466,-0.2568725929111533
ACH-000467,-0.09944698427370197
ACH-000468,-0.1351673802552957
ACH-000469,-0.1927272514523422
ACH-000470,-0.0324106968175155
ACH-000471,-0.2803295987843783
ACH-000472,-0.11158686006014257
ACH-000473,-0.06601685188394275
ACH-000475,-0.1540670825751566
ACH-000476,-0.18108978548587054
ACH-000477,-0.010084285356783771
ACH-000479,-0.2097972729297113
ACH-000480,-0.16919577786874562
ACH-000481,-0.20338007460986554
ACH-000483,-0.15086021278216893
ACH-000484,-0.04152293294534568
ACH-000485,-0.15718583579433415
ACH-000486,-0.1937991921711239
ACH-000487,-0.01072724569821178
ACH-000488,-0.2896528319523455
ACH-000490,-0.16471055229261355
ACH-000491,-0.190298527316375
ACH-000495,-0.057131262735731485
ACH-000496,-0.2599912275390147
ACH-000499,-0.10463202483236186
ACH-000500,-0.19641505121708966
ACH-000502,-0.11811232504998227
ACH-000503,-0.1801288241392342
ACH-000505,-0.19683902965020766
ACH-000507,-0.061317093327189626
ACH-000510,-0.16280355439293095
ACH-000511,-0.0984056065497318
ACH-000512,-0.09356999301161352
ACH-000516,-0.15217378255574354
ACH-000517,-0.11670744006480332
ACH-000518,-0.13235645625128364
ACH-000520,-0.18997618318290907
ACH-000521,-0.2107081531034692
ACH-000522,-0.2499118676986965
ACH-000524,-0.2400095361696177
ACH-000527,-0.16833090523363264
ACH-000528,-0.1345195865486144
ACH-000537,-0.14041787296483868
ACH-000541,-0.10918875701766867
ACH-000542,-0.17453854280220704
ACH-000544,-0.1312646545437447
ACH-000545,-0.27243455759780355
ACH-000547,-0.035615872369686136
ACH-000548,-0.06254955890616773
ACH-000549,-0.15375144637488458
ACH-000550,-0.11814436009160954
ACH-000552,-0.20481491777101216
ACH-000556,-0.16979522852345189
ACH-000557,-0.19472684233888016
ACH-000569,-0.0003493443697944163
ACH-000570,-0.1024060682538424
ACH-000571,-0.04695776478115425
ACH-000573,-0.21095500525904906
ACH-000576,-0.2864868335204729
ACH-000579,-0.21941345459177475
ACH-000580,-0.015379879403881804
ACH-000584,-0.11820102991291802
ACH-000585,-0.2392915363797561
ACH-000588,-0.13206507452785274
ACH-000589,-0.12735502067521562
ACH-000591,-0.03139369167046945
ACH-000593,-0.24322686903869964
ACH-000600,-0.12345160097353558
ACH-000601,-0.19970028209725985
ACH-000605,-0.15440188587828846
ACH-000606,-0.21455954723724352
ACH-000608,-0.16856163857532502
ACH-000614,0.024172835453476517
ACH-000616,-0.14060985380370805
ACH-000618,-0.2595917250089059
ACH-000619,-0.17399343926554905
ACH-000620,-0.16185729060211024
ACH-000621,-0.21940676550145213
ACH-000622,-0.0894721509788796
ACH-000623,-0.15857894886825427
ACH-000624,-0.17442225034470346
ACH-000627,-0.2969789036495448
ACH-000630,-0.24478557852504826
ACH-000631,-0.42034872187810224
ACH-000632,-0.1662103325675868
ACH-000633,-0.1572971380525989
ACH-000637,-0.15991455726399945
ACH-000638,-0.16467907770557302
ACH-000646,-0.14954718869749484
ACH-000647,-0.12231672134182905
ACH-000648,-0.42110641183608294
ACH-000649,-0.23186901558400194
ACH-000651,-0.14120564942158653
ACH-000652,-0.1011043936732803
ACH-000653,-0.2795296539661983
ACH-000657,-0.19927743143484195
ACH-000658,-0.16407443161743918
ACH-000661,-0.0022629791279896085
ACH-000662,0.02989013208086137
ACH-000663,-0.13031225842194447
ACH-000665,-0.1590237724861077
ACH-000671,-0.16842666465358933
ACH-000672,-0.3725127396554932
ACH-000673,-0.2005174587687896
ACH-000676,-0.1802995256613278
ACH-000677,-0.1173655923894622
ACH-000681,-0.08722745580432796
ACH-000683,-0.2255096246510054
ACH-000684,-0.10113404413731587
ACH-000688,-0.23926452200784395
ACH-000693,-0.22817042780646465
ACH-000694,-0.1913937991531165
ACH-000695,-0.30745906682905233
ACH-000696,-0.2605219620766341
ACH-000697,-0.32929362231957005
ACH-000699,-0.17727017869650116
ACH-000701,-0.1430289466353375
ACH-000706,-0.1364293551351631
ACH-000711,-0.15131719356394513
ACH-000713,-0.3724692525229027
ACH-000714,-0.01647131174335504
ACH-000718,-0.1337670476080024
ACH-000720,-0.26504883481984104
ACH-000721,-0.24222183772223735
ACH-000724,-0.1536297834797002
ACH-000725,-0.06974930800398689
ACH-000732,-0.15129238646469614
ACH-000734,-0.15973914088835622
ACH-000735,-0.2467544109504288
ACH-000736,-0.08282597928395606
ACH-000738,0.01930266370309019
ACH-000746,-0.2710098283754843
ACH-000747,-0.11352338365208026
ACH-000748,-0.14464369468362698
ACH-000753,-0.20582609415332132
ACH-000756,-0.20971006422417676
ACH-000757,-0.17714705831418434
ACH-000758,-0.22812075382604466
ACH-000760,-0.21107409408655947
ACH-000762,-0.07120737885890546
ACH-000763,-0.2336712633901992
ACH-000764,-0.061156234640951886
ACH-000765,-0.3056263910931444
ACH-000766,-0.2103302312782959
ACH-000767,-0.21878630216892572
ACH-000768,-0.036687694682641804
ACH-000769,-0.3500638475180254
ACH-000770,-0.17948383515876187
ACH-000771,-0.1578887005237347
ACH-000773,-0.08319249452748415
ACH-000776,-0.057845789640927514
ACH-000777,-0.3007157316094957
ACH-000778,-0.20365835713738908
ACH-000781,-0.14644631782670148
ACH-000782,-0.08843943677285661
ACH-000783,-0.26324606878640777
ACH-000784,-0.20342527971798008
ACH-000785,-0.2764812835541805
ACH-000787,-0.18821589745968945
ACH-000788,-0.21156228359093496
ACH-000791,-0.2285110040978813
ACH-000792,-0.2505145225592106
ACH-000794,-0.218162247287209
ACH-000796,-0.037038201341495575
ACH-000798,-0.17504016167020026
ACH-000799,-0.13127324533071907
ACH-000800,-0.2341571368148631
ACH-000802,-0.10162747143826348
ACH-000804,-0.00336394942133398
ACH-000805,-0.09937222378142578
ACH-000809,-0.3277870303806167
ACH-000810,-0.3736054721155626
ACH-000811,-0.1872455706721618
ACH-000817,-0.27593358827889725
ACH-000819,-0.1544011699734985
ACH-000820,-0.1467726475314785
ACH-000821,-0.19093947560342214
ACH-000822,-0.03572515145492399
ACH-000823,-0.14496525108393382
ACH-000824,-0.14757710751316505
ACH-000827,-0.18641886745486294
ACH-000829,0.02074515079832374
ACH-000831,-0.2347338171607861
ACH-000832,-0.15061837700489533
ACH-000833,-0.11401895876438432
ACH-000834,-0.1477614161681942
ACH-000835,-0.19582189013307247
ACH-000836,-0.1835859872316886
ACH-000837,-0.10501520994858343
ACH-000838,-0.17105466563956914
ACH-000839,-0.30825913094938817
ACH-000840,-0.25589712006896165
ACH-000841,-0.11944846260159615
ACH-000843,-0.19214263676375612
ACH-000846,-0.21095274492642604
ACH-000847,-0.05108504453563662
ACH-000848,-0.09269226416251987
ACH-000849,-0.07181471678667282
ACH-000851,-0.060642928342399226
ACH-000855,-0.05669488863182645
ACH-000856,-0.2475078278211429
ACH-000858,-0.12843647311430464
ACH-000859,-0.11811026250789194
ACH-000861,-0.16727922108106835
ACH-000862,-0.212602257560466
ACH-000865,-0.15167904088454653
ACH-000866,-0.1746296573376438
ACH-000867,-0.1266661434928685
ACH-000869,-0.29453718663838074
ACH-000872,-0.17946413533631916
ACH-000873,-0.21626086276400888
ACH-000876,-0.04520441601021327
ACH-000878,-0.2385539861628285
ACH-000880,-0.014851199320183582
ACH-000881,-0.2560474793599106
ACH-000882,-0.05609448248283546
ACH-000884,0.055880742575072286
ACH-000885,-0.12515270705552053
ACH-000887,-0.14665251477948935
ACH-000889,-0.3649884727951268
ACH-000896,-0.03605649059275292
ACH-000898,-0.29322666328154834
ACH-000900,-0.23143334514234426
ACH-000901,-0.2685832895989053
ACH-000905,-0.19481951390512486
ACH-000906,-0.1900711439154445
ACH-000907,-0.11975517979963443
ACH-000910,-0.14556901041458775
ACH-000911,-0.2484869044633569
ACH-000912,-0.024000536722844284
ACH-000913,-0.2075669536831983
ACH-000915,-0.11082356511587163
ACH-000916,-0.46986356298525395
ACH-000917,-0.01176833875688468
ACH-000920,-0.2007201302567797
ACH-000921,-0.0838864459318776
ACH-000924,-0.04613643152134847
ACH-000926,-0.10695781869223768
ACH-000928,-0.2545293927216903
ACH-000929,-0.24836321597906416
ACH-000932,-0.2363337634156329
ACH-000935,-0.22962348500777896
ACH-000936,-0.14143126476332527
ACH-000937,-0.2701042100204296
ACH-000938,-0.19651454921484168
ACH-000939,-0.3393067242060829
ACH-000941,-0.11728183922556655
ACH-000943,-0.17149886203648285
ACH-000946,-0.12324635588483494
ACH-000947,-0.003197055181352024
ACH-000948,0.04344161436936333
ACH-000950,-0.0026644960887647518
ACH-000953,-0.32004537194589017
ACH-000954,-0.09371042563461207
ACH-000957,-0.14597085869914814
ACH-000958,0.0552481716942115
ACH-000960,-0.16326945769911216
ACH-000963,-0.12045377969382982
ACH-000968,-0.13891596259344624
ACH-000969,-0.04078858898546664
ACH-000972,-0.006619157727563621
ACH-000973,-0.1699881321508971
ACH-000974,-0.04437268557029333
ACH-000978,-0.04652561403427618
ACH-000984,-0.13196849404417074
ACH-000986,-0.2405763894638516
ACH-000988,-0.1869331641808945
ACH-000993,0.0574020771340787
ACH-000994,-0.20867389638056402
ACH-000996,-0.2024719477002429
ACH-001001,-0.2151257590803382
ACH-001020,-0.17465266217037612
ACH-001028,-0.19137632506947105
ACH-001031,-0.4356140949885717
ACH-001038,-0.10278382337130072
ACH-001048,-0.023099529039205608
ACH-001050,-0.1900374395016817
ACH-001053,-0.4460654232028229
ACH-001054,-0.3316895003035468
ACH-001061,-0.1325317854712675
ACH-001067,-0.2764302743862925
ACH-001075,-0.14187869586297136
ACH-001096,-0.10368534619413222
ACH-001111,-0.15555504627424716
ACH-001119,-0.17291851920591694
ACH-001128,-0.062100637914019576
