,FLOT2 (2319)
ACH-000004,-0.08606545480590289
ACH-000005,0.4284924743475349
ACH-000007,0.07706825616183936
ACH-000009,-0.19746486251017611
ACH-000011,-0.016503822887410802
ACH-000012,-0.21795262968717785
ACH-000013,-0.03022556798597952
ACH-000014,-0.15268260900952071
ACH-000015,-0.012471795297943969
ACH-000017,-0.0469210177768841
ACH-000018,-0.0019295667805735738
ACH-000019,-0.047282810019108674
ACH-000021,-0.14809770400216235
ACH-000022,-0.0707765976632214
ACH-000025,0.0797651063475868
ACH-000028,-0.18844489362440425
ACH-000030,-0.3912626458825588
ACH-000035,-0.23574500125471465
ACH-000036,-0.2063070257647525
ACH-000037,-0.09333291884311966
ACH-000039,-0.2328356492536361
ACH-000040,-0.0812316283441141
ACH-000041,-0.04231074609966549
ACH-000042,-0.01550624813612302
ACH-000045,-0.00390769131518506
ACH-000047,-0.11881770140219212
ACH-000052,-0.13900463595320814
ACH-000053,-0.27968225397125696
ACH-000054,-0.03728522653447905
ACH-000055,-0.17676620265994986
ACH-000060,-0.08541790113368239
ACH-000067,-0.1683406874183927
ACH-000070,-0.04878744742385616
ACH-000075,-0.07348710333201851
ACH-000078,-0.09574273789587384
ACH-000082,-0.06696052889444762
ACH-000085,0.002804435484483625
ACH-000086,-0.1205713182229269
ACH-000087,-0.07656027383592529
ACH-000092,0.038306673596311784
ACH-000095,0.0027504231556680085
ACH-000097,-0.116986266494821
ACH-000098,-0.028056537831541026
ACH-000099,-0.0653557402202789
ACH-000108,-0.02173861802634783
ACH-000113,0.07309859544391803
ACH-000116,-0.03307540886079785
ACH-000118,-0.03163470786923436
ACH-000120,-0.06958394408404629
ACH-000123,-0.04142556526126547
ACH-000127,-0.1242476125167072
ACH-000128,-0.2601591838971292
ACH-000132,-0.0830445694421663
ACH-000133,0.004482600452896743
ACH-000137,-0.05720378650688888
ACH-000138,0.07473701389423387
ACH-000142,-0.12138713800564804
ACH-000143,-0.023118139528256115
ACH-000146,-0.016316170098905132
ACH-000148,-0.07879310549292429
ACH-000150,0.015525458073977766
ACH-000152,-0.03962405818695817
ACH-000153,0.043473979387939635
ACH-000159,-0.07021130200356829
ACH-000160,-0.10635603371591916
ACH-000163,-0.0704711621360642
ACH-000167,-0.037810041898526936
ACH-000168,0.03697456705234593
ACH-000169,-0.13385749918085635
ACH-000178,0.02737753596448964
ACH-000183,0.014066723988551202
ACH-000188,-0.1360835791063119
ACH-000189,-0.475548754915643
ACH-000190,-0.06242516862115581
ACH-000198,-0.02612455829622854
ACH-000203,-0.29293693087573835
ACH-000204,-0.2417864223122981
ACH-000206,-0.1422424769505526
ACH-000207,-0.16202094234802772
ACH-000208,0.16463124401894855
ACH-000210,0.22155005277681086
ACH-000211,-0.03483628953271112
ACH-000215,-0.11508609158271894
ACH-000221,0.08741799162264632
ACH-000222,-0.10041272028127572
ACH-000223,-0.01922496089293762
ACH-000226,-0.1340356407160972
ACH-000227,-0.20762212769911115
ACH-000228,-0.08976752052571893
ACH-000231,-0.06619519342397279
ACH-000232,-0.0664440076093086
ACH-000233,-0.059282538204290997
ACH-000234,-0.07590468311960721
ACH-000235,-0.17287822568137642
ACH-000237,-0.044106963199437424
ACH-000238,-0.1680257743370945
ACH-000242,0.1873897535318071
ACH-000243,-0.10129451745074992
ACH-000244,-0.1430260561163836
ACH-000246,-0.018125507204746358
ACH-000248,-0.12816074079680714
ACH-000250,-0.12668794836839592
ACH-000251,-0.022717409942123068
ACH-000252,-0.41536556374522826
ACH-000253,-0.06567093449308435
ACH-000255,-0.15740558716675002
ACH-000256,-0.19913840890150816
ACH-000257,-0.10517936831023432
ACH-000258,-0.17647619505474227
ACH-000259,-0.08734464552605423
ACH-000260,-0.11841335037643075
ACH-000261,-0.037289507831073015
ACH-000262,-0.174455275295768
ACH-000263,0.08304322705466753
ACH-000264,-0.1666615006307539
ACH-000265,-0.026821052942295927
ACH-000266,0.011095386861107415
ACH-000272,0.03712861704334127
ACH-000274,-0.05379042417207512
ACH-000277,-0.09559252614246863
ACH-000278,-0.04795838055713885
ACH-000279,-0.10856550606161396
ACH-000280,-0.18950765349572804
ACH-000281,0.03426751918992412
ACH-000288,-0.2022849681249213
ACH-000291,-0.15418893884356666
ACH-000293,-0.11866715635928395
ACH-000294,0.00910344822212309
ACH-000295,-0.09187571261812164
ACH-000296,-0.2812503739013078
ACH-000302,-0.07993541022037558
