,PC (5091)
ACH-000279,-0.5525458155657927
ACH-000280,-0.3994350029616359
ACH-000281,-0.4301411538386623
ACH-000288,-0.4542129749717614
ACH-000291,-0.5417749569701928
ACH-000293,-0.4857077996884366
ACH-000294,-0.41482847106505255
ACH-000295,-0.38399571417910827
ACH-000296,-0.2751503556623206
ACH-000302,-0.3365711992826165
ACH-000304,-0.3032318527588609
ACH-000307,-0.4551151344471989
ACH-000308,-0.668763436989283
ACH-000310,-0.4631142090922905
ACH-000311,-0.449178838612833
ACH-000312,-0.5809662555063404
ACH-000315,-0.6297062238288953
ACH-000316,-0.7008466044386964
ACH-000317,-0.5337138927776508
ACH-000318,-0.7554557341244411
ACH-000319,-0.5139010985187342
ACH-000320,-0.5284006587579005
ACH-000322,-0.4899339076395194
ACH-000323,-0.6051446854414135
ACH-000324,-0.5444943385557541
ACH-000329,-0.4255602950901418
ACH-000330,-0.6887718956123787
ACH-000331,-0.4059795170762872
ACH-000332,-0.5443045257160386
ACH-000334,-0.5901117439756084
ACH-000335,-0.3566276875487467
ACH-000336,-0.5267637819850463
ACH-000337,-0.6674704645023067
ACH-000338,-0.2794385937562249
ACH-000339,-0.5535444262446461
ACH-000341,-0.3822306670280731
ACH-000348,-0.4514698132152011
ACH-000350,-0.4794779835360269
ACH-000352,-0.5440916750653133
ACH-000356,-1.0359681812062689
ACH-000361,-0.495442612511417
ACH-000362,-0.4228698022935016
ACH-000363,-0.4547852287920173
ACH-000364,-0.5015855398303787
ACH-000365,-0.6032845618522825
ACH-000366,-0.6017377455266011
ACH-000368,-0.4186091613298803
ACH-000374,-0.7324041259168307
ACH-000375,-0.38745957317954427
ACH-000376,-0.3216359239502479
ACH-000381,-0.25707996000177386
ACH-000383,-0.5229861747912555
ACH-000387,-0.5626618956140759
ACH-000389,-0.33260027962801136
ACH-000390,-0.4884474673540458
ACH-000393,-0.6285285472755411
ACH-000395,-0.5164845298643563
ACH-000396,-0.5727611667139222
ACH-000397,-0.4869975894578855
ACH-000401,-0.28046205294751303
ACH-000402,-0.24247464628916424
ACH-000403,-0.41590557934403344
ACH-000404,-0.4920106986604224
ACH-000406,-0.568781429736343
ACH-000407,-0.4568976878924663
ACH-000408,-0.5586768818501643
ACH-000410,-0.5248788390107562
ACH-000411,-0.4085700765025557
ACH-000414,-0.4571369582867175
ACH-000415,-0.834793411693864
ACH-000416,-0.4535454753854022
ACH-000420,-0.4766234867133421
ACH-000421,-0.4611345260020519
ACH-000424,-0.5877269061282122
ACH-000425,-0.3898373092337388
ACH-000426,-0.4002165217405495
ACH-000427,-0.6152517206113606
ACH-000433,-0.469083131852977
ACH-000435,-0.15703493113149986
ACH-000436,-0.5017852376962072
ACH-000444,-0.34886361629446805
ACH-000445,-0.5246842153792409
ACH-000448,-0.3866751633616721
ACH-000450,-0.562106659587287
ACH-000452,-0.4642904748553151
ACH-000454,-0.3830181411722539
ACH-000458,-0.4102435247018507
ACH-000459,-0.3633182989869584
ACH-000460,-0.43638331760120813
ACH-000461,-0.6175018111710651
ACH-000463,-0.3100760065970917
ACH-000464,-0.351784762588027
ACH-000466,-0.6114622052311468
ACH-000467,-0.5988804485091419
ACH-000468,-0.5852128357541319
ACH-000469,-0.5689600231119942
ACH-000470,-0.3712478789987784
ACH-000471,-0.4500671872920461
ACH-000472,-0.6249762350775402
ACH-000473,-0.6476382732305229
ACH-000475,-0.477732589824145
ACH-000476,-0.5103148079445711
ACH-000477,-0.4058705194838926
ACH-000479,-0.07434148883995077
ACH-000480,-0.6200788591863057
ACH-000481,-0.5517167639063743
ACH-000483,-0.4932967691048105
ACH-000484,-0.8145641995018281
ACH-000485,-0.3650483096728747
ACH-000486,-0.688345984577908
ACH-000487,-0.6149422816360095
ACH-000488,-0.5700792162789255
ACH-000490,-0.4503896953581026
ACH-000491,-0.4202518572810312
ACH-000495,-0.3745219716206287
ACH-000496,-0.4694099133065379
ACH-000499,-0.6519493751026593
ACH-000500,-0.6130417770508452
ACH-000502,-0.4739630661249384
ACH-000503,-0.7006287677956853
ACH-000505,-0.4877103161813263
ACH-000507,-0.517003313141876
ACH-000510,-0.4416631128269161
ACH-000511,-0.543694944927794
ACH-000512,-0.6799665306128803
ACH-000516,-0.4751822829941877
ACH-000517,-0.42931000720352397
ACH-000518,-0.4642018972651415
ACH-000520,-0.2956466176949738
ACH-000521,-0.3808394022220349
ACH-000522,-0.43619411782077216
ACH-000524,-0.4594662132599707
ACH-000527,-0.4431265676940668
ACH-000528,-0.6663057293060233
ACH-000537,-0.469956768423094
ACH-000541,-0.5219005507812273
ACH-000542,-0.4268275376567161
ACH-000544,-0.7624871763318574
ACH-000545,-0.8425096183004415
ACH-000547,-0.5292600354093813
ACH-000548,-0.6255490496386132
ACH-000549,-0.4926317391947206
ACH-000550,-0.2833652604689869
ACH-000552,-0.5261635813334188
ACH-000556,-0.6477966896929566
ACH-000557,-0.3511572606738817
ACH-000569,-0.3010281528875906
ACH-000570,-0.2678045414950841
ACH-000571,-0.942312111078234
ACH-000573,-0.4771835772716807
ACH-000576,-0.3873882442735112
ACH-000579,-0.3415481532433135
ACH-000580,-0.7026098752472153
ACH-000584,-0.5120217823520609
ACH-000585,-0.6866466371236175
ACH-000588,-0.41226875026272347
ACH-000589,-0.3386828747513649
ACH-000591,-0.2719915859959023
ACH-000593,-0.4187951651260952
ACH-000600,-0.488059639525861
ACH-000601,-0.4354822506393772
ACH-000605,-0.6492426319628952
ACH-000606,-0.6680348583083796
ACH-000608,-0.5278429161639194
ACH-000614,-0.6188281903360371
ACH-000616,-0.3938178910605962
ACH-000618,-0.8175832444786735
ACH-000619,-0.6040359762975459
ACH-000620,-0.3749808515975021
ACH-000621,-0.6182850246364017
ACH-000622,-0.44550562638785257
ACH-000623,-0.31616259443513883
ACH-000624,-0.5329991769281458
ACH-000627,-0.2850565446057494
ACH-000630,-0.5341573601299755
ACH-000631,-0.5885930714797287
ACH-000632,-0.5405659993140539
ACH-000633,-0.4900192772069906
ACH-000637,-0.6528662052491493
ACH-000638,-0.5682966799973369
ACH-000646,-0.5164817028812941
ACH-000647,-0.5934981938357728
ACH-000648,-0.4183988545532841
ACH-000649,-0.4637579258703522
ACH-000651,-0.4326292090855677
ACH-000652,-0.4790186443075988
ACH-000653,-0.4996376162665241
ACH-000657,-0.4992918352549006
ACH-000658,-0.5817705107806692
ACH-000661,-1.207084914565105
ACH-000662,-0.553018097554967
ACH-000663,-0.5295328348160525
ACH-000665,-0.665897765689987
ACH-000671,-0.5523324719539899
ACH-000672,-0.7507584607707343
ACH-000673,-0.5337137565148468
ACH-000676,-0.6159136454465214
ACH-000677,-0.4031428961811269
ACH-000681,-0.2989219375084428
ACH-000683,-0.6383578963517427
ACH-000684,-0.20568426681533628
ACH-000688,-0.6097742973717805
ACH-000693,-0.7053788915133123
ACH-000694,-0.5752766720211908
ACH-000695,-0.4009110880463024
ACH-000696,-0.5522640786329763
ACH-000697,-0.5820509363632721
ACH-000699,-0.5492580078956742
ACH-000701,-0.5901893806090389
ACH-000706,-0.4583000191891056
ACH-000711,-0.5598877482399861
ACH-000713,-0.5542971849646214
ACH-000714,-0.6224879402917939
ACH-000718,-0.3954339975940105
ACH-000720,-0.6952464368431936
ACH-000721,-0.4722026517243417
ACH-000724,-0.5048768474346543
ACH-000725,-0.4189303911719828
ACH-000732,-0.5457215272904963
ACH-000734,-0.7460491251304914
ACH-000735,-0.5621285841378849
ACH-000736,-0.574006037174194
ACH-000738,-0.4542780905277885
ACH-000746,-0.3802215764723111
ACH-000747,-0.5597703962978746
ACH-000748,-0.5487613867195544
ACH-000753,-0.547375263852487
ACH-000756,-0.6733965243297431
ACH-000757,-0.4871425740059288
ACH-000758,-0.5478814244969069
ACH-000760,-0.4333624486976578
ACH-000762,-0.5098689068068291
ACH-000763,-0.5505944591402271
ACH-000764,-0.378468014239153
ACH-000765,-0.6056758006778817
ACH-000766,-0.35689274789909997
ACH-000767,-0.4961847116212468
ACH-000768,-0.3920633696671405
ACH-000769,-0.465490604239743
ACH-000770,-0.3752834651073235
ACH-000771,-0.5073118830159372
ACH-000773,-0.4595421270082045
ACH-000776,-0.594787842807422
ACH-000777,-0.3537296324656335
ACH-000778,-0.9401302081143368
ACH-000781,-0.3205707535337533
ACH-000782,-0.4921379049675009
ACH-000783,-0.4942426571596906
ACH-000784,-0.4470760678952149
ACH-000785,-0.421430740455231
ACH-000787,-0.3923234601510195
ACH-000788,-0.3618116059636594
ACH-000791,-0.5477459901339948
ACH-000792,-0.4365356096274673
ACH-000794,-0.6586594769064031
ACH-000796,-0.4977269801789044
ACH-000798,-0.5937749316459016
ACH-000799,-0.4952256764590634
ACH-000800,-0.3338654111053341
ACH-000802,-0.7488591585378728
ACH-000804,-0.5096954223453908
ACH-000805,-0.4339441083261438
ACH-000809,-0.5783233190146245
ACH-000810,-0.5074963829220295
ACH-000811,-0.3864815549765961
ACH-000817,-0.5299380992090614
ACH-000819,-0.5397855706005678
ACH-000820,-0.3152139032668073
ACH-000821,-0.4634786230560422
ACH-000822,-1.1834761450340874
ACH-000823,-0.4962108296650578
ACH-000824,-0.5415216230376408
ACH-000827,-0.4601997522602971
ACH-000829,-0.3273203871243329
ACH-000831,-0.5432821235386727
ACH-000832,-0.6096230010136228
ACH-000833,-0.3466004677124122
ACH-000834,-0.67063876656136
ACH-000835,-0.5187938456329594
ACH-000836,-0.594457679858844
ACH-000837,-0.5773029332365213
ACH-000838,-0.4514366754335853
ACH-000839,-0.7103455854650358
ACH-000840,-0.64168833042575
ACH-000841,-0.5082977507924866
ACH-000843,-0.6064251387350214
ACH-000846,-0.7516347916842846
ACH-000847,-0.6004331039165329
ACH-000848,-0.5749337508349012
ACH-000849,-0.4884839887370517
ACH-000851,-0.4950584654465502
ACH-000855,-0.2647431446563741
ACH-000856,-0.3750837683807273
ACH-000858,-0.5242364859760185
ACH-000859,-0.5149690713434181
ACH-000861,-0.4771521341899712
ACH-000862,-0.41793842415259297
ACH-000865,-0.5932044415559576
ACH-000866,-0.5509104121800835
ACH-000867,-0.4928476329972588
ACH-000869,-0.5742469950777124
ACH-000872,-0.7235772045800508
ACH-000873,-0.31719831598049664
ACH-000876,-0.5131755070238048
ACH-000878,-0.3937620700646083
ACH-000880,-0.3957035196613916
ACH-000881,-0.4988205588548391
ACH-000882,-0.4136962566095196
ACH-000884,-0.3828116083012333
ACH-000885,-0.6188552166134048
ACH-000887,-0.511320938094502
ACH-000889,-0.630893897468839
ACH-000896,-0.5084630250860013
ACH-000898,-0.567697637245059
ACH-000900,-0.3988482581762991
ACH-000901,-0.6457276817814667
ACH-000905,-0.40645543197582
ACH-000906,-0.6071025994055559
ACH-000907,-0.46575663003625495
ACH-000910,-0.6731526677980405
ACH-000911,-0.6096201993880803
ACH-000912,-0.6044344142013587
ACH-000913,-0.5434957715071422
ACH-000915,-0.4341493234813164
ACH-000916,-0.6547118946442999
ACH-000917,-0.7482862891733556
ACH-000920,-0.5363235398264823
ACH-000921,-0.5776401708432349
ACH-000924,-0.459512961895016
ACH-000926,-0.5869804970341613
ACH-000928,-0.4950484617373221
ACH-000929,-0.435516711983331
ACH-000932,-0.4262877118460066
ACH-000935,-0.43303328579290734
ACH-000936,-0.5262793130039711
ACH-000937,-0.5832198701099209
ACH-000938,-0.5514316844656405
ACH-000939,-0.7228006435503934
ACH-000941,-0.9316345070444744
ACH-000943,-0.5264114782589752
ACH-000946,-0.8685834339396096
ACH-000947,-0.5902531112122267
ACH-000948,-0.5317360160668404
ACH-000950,-0.3603052592244829
ACH-000953,-0.5026183585267826
ACH-000954,-0.5906580756710117
ACH-000957,-0.6532371915445652
ACH-000958,-0.37193647857062906
ACH-000960,-0.5097003424063277
ACH-000963,-1.0568124412101028
ACH-000968,-0.4717124039941658
ACH-000969,-0.4174794554590635
ACH-000972,-0.5685811885776286
ACH-000973,-0.5677562702438984
ACH-000974,-0.398233866872508
ACH-000978,-0.7774708666362494
ACH-000984,-0.6591120257473873
ACH-000986,-0.5904339370351767
ACH-000988,-0.423362136956626
ACH-000993,-0.3763957693065645
ACH-000994,-0.3563435861265786
ACH-000996,-0.4642222847218697
ACH-001001,-0.6772692710772213
ACH-001020,-0.512054479475778
ACH-001028,-0.6172379873643065
ACH-001031,-0.4968980827002843
ACH-001038,-0.3621198117446198
ACH-001048,-0.3801622533714484
ACH-001050,-0.4115608679774472
ACH-001053,-0.35582166495738937
ACH-001054,-0.3230756233269588
ACH-001061,-0.4118094665934704
ACH-001067,-0.5664970096354648
ACH-001075,-0.3924550738793777
ACH-001096,-0.4879034140137164
ACH-001111,-0.3019243503537472
ACH-001119,-0.4708784271524323
ACH-001128,-0.4725806215954526
ACH-001134,-0.4560367418824875
ACH-001151,-0.5503927468243264
ACH-001163,-0.6515989417250287
ACH-001164,-0.42191687794229416
ACH-001183,-0.3937787785550092
ACH-001192,-0.5082941193630411
ACH-001193,-0.4624113362062726
ACH-001196,-0.5303095820873006
ACH-001197,-0.4767142498498007
ACH-001205,-0.4574412486286785
ACH-001211,-0.6030271475575547
ACH-001212,-0.2533307169666211
ACH-001228,-0.5119039649712812
ACH-001232,-0.3283867353689776
ACH-001239,-0.3103924892987845
ACH-001270,-0.5358279607484568
ACH-001274,-0.38604025181129337
ACH-001275,-0.5738616193433022
ACH-001277,-0.31285414185049665
ACH-001278,-0.5329400660866038
ACH-001280,-0.4000934696898705
ACH-001283,-0.4151436955715625
ACH-001289,-0.5573754451650765
ACH-001300,-0.4853208259591717
ACH-001301,-0.4566320046075164
ACH-001302,-0.1860448294566963
ACH-001306,-0.4088855556905219
ACH-001318,-0.4329743478992912
ACH-001322,-0.3466062747193201
ACH-001328,-0.5159527299769806
ACH-001332,-0.4152477572120841
ACH-001336,-0.6272317079719782
ACH-001346,-0.6577013775520021
ACH-001353,-0.4257252158729952
ACH-001354,-0.4329079368914649
ACH-001367,-0.4676154427985577
ACH-001368,-0.5841132386337774
ACH-001374,-0.5739190113449913
ACH-001377,-0.3127295897699596
ACH-001380,-0.4796694966860298
ACH-001391,-0.29873133250908673
ACH-001408,-0.5733649185237659
ACH-001430,-0.6082365593617057
ACH-001431,-0.4223155792162954
ACH-001450,-0.5085432677555817
ACH-001496,-0.27449666080631624
ACH-001500,-0.4483760123463501
ACH-001523,-0.5285828989874712
ACH-001532,-0.406013036830664
ACH-001550,-0.6564606276350226
ACH-001552,-0.6417618436379999
ACH-001554,-0.5495508677596627
ACH-001654,-0.5617082667957903
ACH-001735,-0.5414416847688759
ACH-001736,-0.6027265529074506
ACH-001737,-0.4221339440916592
ACH-001740,-0.5315981860046347
ACH-001745,-0.5493429300081123
ACH-001765,-0.4942100708496164
