,HRH3 (11255)
ACH-000004,0.097223694134785
ACH-000005,0.2803437143437064
ACH-000007,-0.07481623820955265
ACH-000009,-0.12110006237661755
ACH-000011,0.17747833698028015
ACH-000012,0.0122315568281869
ACH-000013,0.06752059582273896
ACH-000014,0.006473393705373966
ACH-000015,0.07463360294105661
ACH-000017,-0.03450474072295204
ACH-000018,-0.14265194894890065
ACH-000019,-0.07351081999392706
ACH-000021,-0.06869088492115928
ACH-000022,-0.12896941469814416
ACH-000025,-0.11790225064331072
ACH-000028,0.002381478870739396
ACH-000030,-0.0038103011419062826
ACH-000035,0.04308208213424713
ACH-000036,0.0365672230718244
ACH-000037,-0.06128373183846771
ACH-000039,-0.053039806198774485
ACH-000040,-0.208889349343656
ACH-000041,-0.02837042094489698
ACH-000042,-0.1958143742484228
ACH-000045,0.005800267831529076
ACH-000047,-0.11513713611070688
ACH-000052,-0.03558415533692397
ACH-000053,-0.05216578967387511
ACH-000054,-0.04133714252933314
ACH-000055,0.12116584023741235
ACH-000060,-0.13775435712510542
ACH-000067,-0.08683236779565587
ACH-000070,0.12067375680564202
ACH-000075,0.053957476952018864
ACH-000078,-0.12854675366406113
ACH-000082,-0.1456070431987453
ACH-000085,-0.1313409363012666
ACH-000086,-0.03309217896210742
ACH-000087,0.1163000410465921
ACH-000092,-0.031725076397269535
ACH-000095,-0.10649109286964464
ACH-000097,-0.17524731896461376
ACH-000098,-0.049196833091108665
ACH-000099,0.10341499735347988
ACH-000108,-0.2276131782222609
ACH-000113,0.03913527889644693
ACH-000116,-0.08563266419262876
ACH-000118,-0.11024201033217693
ACH-000120,-0.030372807024533332
ACH-000123,0.001861685427651676
ACH-000127,-0.09428849637284284
ACH-000128,-0.00045912738387831584
ACH-000132,0.010424079474176869
ACH-000133,-0.03502945668316562
ACH-000137,0.0987263348548822
ACH-000138,-0.037356927882788916
ACH-000142,-0.06898913692220728
ACH-000143,0.06363605421481655
ACH-000146,-0.0844504064088872
ACH-000148,-0.1346762363815479
ACH-000150,-0.12133833012799372
ACH-000152,-0.1271522891058643
ACH-000153,0.024398967865110286
ACH-000159,-0.08589893894709542
ACH-000160,0.04974795356557247
ACH-000163,-0.06072661227994365
ACH-000167,-0.5442915767640599
ACH-000168,0.04720231314480396
ACH-000169,-0.1062065833666212
ACH-000178,-0.017540709559275183
ACH-000183,-0.023329341404495288
ACH-000188,-0.030112068093507006
ACH-000189,0.017433029818260816
ACH-000190,-0.016731807526099512
ACH-000198,0.010161695320495552
ACH-000203,0.01193032830058355
ACH-000204,-0.034502956741381416
ACH-000206,0.1943383439114895
ACH-000207,-0.029006765587360237
ACH-000208,-0.08937035268872774
ACH-000210,0.08107063644205498
ACH-000211,-0.054406357359957455
ACH-000215,-0.02388052692821221
ACH-000221,-0.07717714239312234
ACH-000222,-0.03744643339275509
ACH-000223,0.019449620547356897
ACH-000226,-0.12871417382462974
ACH-000227,0.051104414193660776
ACH-000228,-0.09862049701584606
ACH-000231,-0.15682355785430915
ACH-000232,0.009790500631024395
ACH-000233,-0.06297307619951616
ACH-000234,-0.1465716259822979
ACH-000235,-0.14879627146157218
ACH-000237,0.0027467863384602925
ACH-000238,-0.01683370247473437
ACH-000242,0.02258086879926459
ACH-000243,-0.002881611570407885
ACH-000244,0.05351580702722045
ACH-000246,-0.13073850558208966
ACH-000248,0.06571266955057656
ACH-000250,-0.07425100988197962
ACH-000251,-0.02871450040193805
ACH-000252,-0.2636075226193953
ACH-000253,-0.09912850673062826
ACH-000255,-0.04003349571781308
ACH-000256,-0.02484444054354571
ACH-000257,-0.07774436904439236
ACH-000258,-0.13432192301388382
ACH-000259,-0.0004030644892703261
ACH-000260,-0.19910051365608927
ACH-000261,-0.08118483832495735
ACH-000262,-0.2031346450813723
ACH-000263,-0.18099159327792852
ACH-000264,-0.08859447819352109
ACH-000265,-0.01563611456774079
ACH-000266,-0.1122514545178304
ACH-000272,-0.15099602946971585
ACH-000274,-0.01498922061130191
ACH-000277,-0.06077506006178079
ACH-000278,0.035702760192289316
ACH-000279,0.04803626081605527
ACH-000280,-0.1662809891540518
ACH-000281,-0.002863737925847956
ACH-000288,-0.02455170491570596
ACH-000291,-0.04231959734732736
ACH-000293,-0.0989615180482321
ACH-000294,-0.183231815538396
ACH-000295,0.09716422755236877
ACH-000296,0.12900614732524698
ACH-000302,0.033283732079530705
ACH-000304,-0.09231404500782163
ACH-000307,0.06028661853215508
ACH-000308,-0.062068150191239325
ACH-000310,-0.1170357654808925
ACH-000311,-0.21432791441750196
ACH-000312,0.10482009964040548
ACH-000315,-0.03264213576104796
ACH-000316,-0.10241047255601747
ACH-000317,-0.20696081171193573
ACH-000318,-0.011963185514805177
ACH-000319,-0.04473345481277713
ACH-000320,-0.03490092965932836
ACH-000322,-0.24467921670289985
ACH-000323,0.08847562511301306
ACH-000324,-0.08062609950667057
ACH-000329,-0.12331632448345185
ACH-000330,-0.12750297088561985
ACH-000331,0.08172250751831753
ACH-000332,-0.07623532859380827
ACH-000334,-0.07224821934005876
ACH-000335,-0.05373146891719882
ACH-000336,-0.15855560115674525
ACH-000337,0.15400599796328285
ACH-000338,0.5439694577174147
ACH-000339,0.09646412868281046
ACH-000341,-0.11649235732976088
ACH-000348,-0.1585232028998599
ACH-000350,-0.055600167227351685
ACH-000352,-0.1822394696844665
ACH-000356,-0.059896354953698924
ACH-000361,-0.14129367911966453
ACH-000362,-0.0943385767257466
ACH-000363,0.16590427065028182
ACH-000364,0.02058376684151228
ACH-000365,0.05331071005122224
ACH-000366,-0.010573128295328258
ACH-000368,0.09774118739338833
ACH-000374,0.010366499040965095
ACH-000375,-0.009181011793008412
ACH-000376,-0.09489485259342167
ACH-000381,-0.09697614817108907
ACH-000383,-0.0665267525797381
ACH-000387,-0.03329504716163592
ACH-000389,-0.0119046207808755
ACH-000390,0.02045753772206223
