,RYR1 (6261)
ACH-000004,-0.23827725599205826
ACH-000005,-0.2245306512490636
ACH-000007,-0.1658188245632671
ACH-000009,-0.3407716595501685
ACH-000011,-0.16613361333376614
ACH-000012,-0.2509849918398422
ACH-000013,-0.5247082188196417
ACH-000014,-0.08665626104690162
ACH-000015,-0.26744972795443833
ACH-000017,-0.22283697889041207
ACH-000018,-0.30240908278872536
ACH-000019,-0.12613275586226508
ACH-000021,-0.35643633646441153
ACH-000022,-0.33462157181352786
ACH-000025,-0.18459767249640194
ACH-000028,-0.21755576452109246
ACH-000030,-0.3244545286443865
ACH-000035,-0.199958433608094
ACH-000036,-0.08036102664288401
ACH-000037,-0.12614162308461746
ACH-000039,-0.1391155919364979
ACH-000040,-0.13204640952256866
ACH-000041,-0.1171612766889114
ACH-000042,-0.1119771300473155
ACH-000045,-0.05611584198465181
ACH-000047,-0.3166310576928881
ACH-000052,-0.17282835857643272
ACH-000053,-0.2668220118708599
ACH-000054,-0.2426432336658217
ACH-000055,-0.31790533699297324
ACH-000060,-0.14524859193426504
ACH-000067,-0.1481722388638981
ACH-000070,-0.046264301024010177
ACH-000075,-0.19565992247220396
ACH-000078,-0.2917325312717173
ACH-000082,-0.11977148613407088
ACH-000085,-0.08663881684543431
ACH-000086,-0.3214491202649989
ACH-000087,-0.3733180695930455
ACH-000092,-0.24232030887960626
ACH-000095,-0.17548727362779346
ACH-000097,-0.3175669573850545
ACH-000098,-0.3182037003736973
ACH-000099,-0.2672012653730363
ACH-000108,-0.2301313422685393
ACH-000113,-0.08076882867409642
ACH-000116,-0.15398223708266104
ACH-000118,-0.23155681557201546
ACH-000120,-0.2744348694762019
ACH-000123,-0.2475216489987057
ACH-000127,-0.18426952001569685
ACH-000128,-0.13200018075832584
ACH-000132,-0.1288473295936572
ACH-000133,-0.3339663943114426
ACH-000137,-0.4556092510416278
ACH-000138,-0.21955472701602655
ACH-000142,-0.5046136928985329
ACH-000143,-0.09018903682173247
ACH-000146,-0.2594582611166607
ACH-000148,-0.20085966357748328
ACH-000150,-0.22772178689721426
ACH-000152,-0.2426162846276061
ACH-000153,-0.238476875677148
ACH-000159,-0.1988797855282224
ACH-000160,-0.2126744550953889
ACH-000163,-0.2538849403190333
ACH-000167,-0.01407391383220789
ACH-000168,-0.08004016722577195
ACH-000169,-0.17211877971491665
ACH-000178,-0.23697257225083346
ACH-000183,-0.13299655534570454
ACH-000188,-0.1966427766139473
ACH-000189,-0.15631586417417292
ACH-000190,-0.3697507609230275
ACH-000198,-0.13159431219128778
ACH-000203,-0.08844872559571364
ACH-000204,-0.15401247558559694
ACH-000206,-0.10410976228959384
ACH-000207,-0.1812905970555806
ACH-000208,-0.34546649195472195
ACH-000210,-0.3325620127445333
ACH-000211,-0.20906634106560507
ACH-000215,-0.2720676372616074
ACH-000221,-0.16673834889878678
ACH-000222,-0.18689117947784492
ACH-000223,-0.16684262588008578
ACH-000226,-0.16393948331392744
ACH-000227,-0.3490845516496956
ACH-000228,-0.2367841890284864
ACH-000231,-0.04145023416853983
ACH-000232,-0.3043472767214183
ACH-000233,-0.1618686733598618
ACH-000234,-0.16816007201494046
ACH-000235,-0.1904712709722424
ACH-000237,-0.2149295107042528
ACH-000238,-0.06959145541099428
ACH-000242,-0.029461196270334437
ACH-000243,-0.17952899607986586
ACH-000244,-0.1145780977835838
ACH-000246,-0.3011749323412109
ACH-000248,-0.11787789509452333
ACH-000250,-0.2943847702993041
ACH-000251,-0.2263287475971495
ACH-000252,-0.370295308490076
ACH-000253,-0.2534323950132021
ACH-000255,-0.22927123970197244
ACH-000256,-0.18378366339796354
ACH-000257,-0.18915779833309548
ACH-000258,-0.17335066333985022
ACH-000259,-0.17608681402032214
ACH-000260,-0.17104224267945434
ACH-000261,-0.16852721687444133
ACH-000262,-0.2510240761039526
ACH-000263,-0.034039642504384814
ACH-000264,-0.1363685887972612
ACH-000265,-0.2987486428590573
ACH-000266,-0.2327475692870637
ACH-000272,-0.11272329486902227
ACH-000274,-0.14738941562399066
ACH-000277,-0.2034736154372344
ACH-000278,-0.15846448201622906
ACH-000279,-0.10147678692780517
ACH-000280,-0.13188561062578244
ACH-000281,-0.05874784083530792
ACH-000288,-0.0962954952342775
ACH-000291,-0.28256488788130346
ACH-000293,-0.5045095168669398
ACH-000294,-0.2850753105506997
ACH-000295,-0.29660982697389743
ACH-000296,-0.03304420377529614
ACH-000302,-0.24098656409685434
ACH-000304,-0.015651016802137898
ACH-000307,-0.07115565301262866
ACH-000308,-0.195804591868222
ACH-000310,-0.10923929746332474
ACH-000311,-0.2847093866245181
ACH-000312,-0.09131694897784713
ACH-000315,-0.3031280794538165
ACH-000316,-0.2350682163104921
ACH-000317,-0.013017025481785457
ACH-000318,-0.3323447973995343
ACH-000319,-0.15728188989929365
ACH-000320,-0.06924737206759675
ACH-000322,-0.10428709045684376
ACH-000323,-0.20168042090680696
ACH-000324,-0.3310961697608297
ACH-000329,-0.14632099979794047
ACH-000330,-0.32564724063091954
ACH-000331,-0.021157829377801533
ACH-000332,-0.3176687653732753
