,LTA (4049)
ACH-000004,-0.20981017378372255
ACH-000005,-0.1888007441314691
ACH-000007,-0.27919748041341563
ACH-000009,-0.15625022869976907
ACH-000011,-0.02733574348752707
ACH-000012,-0.2530761322417513
ACH-000013,-0.2345085921375064
ACH-000014,-0.2813536111798361
ACH-000015,-0.15041897312921973
ACH-000017,-0.21047416639092006
ACH-000018,-0.1563552006045712
ACH-000019,-0.08264529143078425
ACH-000021,-0.1118117408231535
ACH-000022,-0.22368830558295666
ACH-000025,-0.20272702412103674
ACH-000028,-0.10815219591146327
ACH-000030,-0.15945807495750086
ACH-000035,-0.1931817661018361
ACH-000036,-0.09819369579273078
ACH-000037,-0.12789768001586793
ACH-000039,-0.08305679746442325
ACH-000040,-0.2749926910254191
ACH-000041,-0.058322034161684175
ACH-000042,-0.1763825911591828
ACH-000045,-0.19774042239813225
ACH-000047,-0.07109835367221012
ACH-000052,-0.024266010686758047
ACH-000053,-0.20353988298679676
ACH-000054,-0.08721882885842412
ACH-000055,-0.30821933373984817
ACH-000060,-0.2373525847107844
ACH-000067,-0.1805345852870008
ACH-000070,0.05949553480244815
ACH-000075,-0.0740842130237256
ACH-000078,-0.06285794392590724
ACH-000082,-0.13879948393031588
ACH-000085,-0.22171279785782524
ACH-000086,-0.10720978568149794
ACH-000087,-0.21188062276953795
ACH-000092,-0.1603739853148382
ACH-000095,-0.1452729281054935
ACH-000097,-0.10287987641334503
ACH-000098,-0.03076789009062217
ACH-000099,0.019260760366129143
ACH-000108,-0.21059627508796414
ACH-000113,-0.06741918233608875
ACH-000116,-0.1492720540455242
ACH-000118,-0.03986946488566005
ACH-000120,-0.12289677344191148
ACH-000123,-0.2549187703022488
ACH-000127,-0.09198861692285973
ACH-000128,-0.17850408337208262
ACH-000132,-0.12001245046432442
ACH-000133,-0.13713977577144698
ACH-000137,-0.1416836527086427
ACH-000138,-0.15071448109190774
ACH-000142,-0.26004792074326244
ACH-000143,-0.021118638871615743
ACH-000146,-0.23111187314673384
ACH-000148,-0.03787958299151466
ACH-000150,0.052784586615707715
ACH-000152,-0.24491727644622074
ACH-000153,-0.3753970221926621
ACH-000159,-0.10209549287536232
ACH-000160,-0.0985437301513296
ACH-000163,-0.14746407714745235
ACH-000167,-0.3670809763496212
ACH-000168,-0.07003616722091956
ACH-000169,-0.08252953193603929
ACH-000178,-0.120718051116944
ACH-000183,-0.14124373813348615
ACH-000188,-0.09144560331493262
ACH-000189,0.11267439681060533
ACH-000190,-0.13361266851695658
ACH-000198,-0.13147535299065471
ACH-000203,-0.34647782642620945
ACH-000204,-0.3284473250658079
ACH-000206,-0.5728833887391679
ACH-000207,-0.3987252711422888
ACH-000208,-0.16587133850437516
ACH-000210,0.02789738165588973
ACH-000211,-0.1697945091498011
ACH-000215,-0.1556426262260607
ACH-000221,-0.11186034767256316
ACH-000222,-0.20960077475146055
ACH-000223,-0.18135812747394653
ACH-000226,-0.2523886110900222
ACH-000227,-0.13336082219230036
ACH-000228,-0.2857590330408158
ACH-000231,-0.21755019255493754
ACH-000232,0.024713159891397114
ACH-000233,-0.13832370816721196
ACH-000234,-0.03292866569887822
ACH-000235,-0.13952079947501236
ACH-000237,-0.19275227513909485
ACH-000238,-0.2144477434576892
ACH-000242,0.18354459272280796
ACH-000243,-0.12166211208434435
ACH-000244,-0.09909654950745768
ACH-000246,-0.15198827214367835
ACH-000248,-0.2994745816452225
ACH-000250,-0.2090935376763103
ACH-000251,-0.07001606930867357
ACH-000252,-0.0418911835484442
ACH-000253,-0.2393879889222494
ACH-000255,-0.14660880312991353
ACH-000256,-0.27578481658015064
ACH-000257,-0.0663012276679466
ACH-000258,-0.05325339426529259
ACH-000259,-0.07794739269655432
ACH-000260,-0.10879340270479808
ACH-000261,-0.13479891742132846
ACH-000262,-0.1462444630938172
ACH-000263,-0.062295114066395985
ACH-000264,-0.2395184662394748
ACH-000265,-0.07136815483013502
ACH-000266,-0.1772651719566126
ACH-000272,-0.09939637457289027
ACH-000274,-0.1773534942794934
ACH-000277,-0.3794597941785671
ACH-000278,-0.17056870857912212
ACH-000279,-0.12442961681401585
ACH-000280,-0.17807839623975916
ACH-000281,-0.17130862447384848
ACH-000288,-0.10878661129149332
ACH-000291,-0.2677414079862484
ACH-000293,-0.06582197948851551
ACH-000294,-0.08107969585428794
ACH-000295,-0.2664263693106648
ACH-000296,-0.09591952842538927
ACH-000302,-0.07375209126783311
ACH-000304,-0.08522474034203921
ACH-000307,-0.33256077992225697
ACH-000308,-0.1043033879287326
ACH-000310,-0.05407140727453793
ACH-000311,-0.09910460534691017
ACH-000312,-0.22341530725677775
ACH-000315,0.0631420728696769
ACH-000316,-0.006341853347679796
ACH-000317,-0.10646892366019492
ACH-000318,-0.2110670039737306
ACH-000319,-0.10855670806614204
ACH-000320,-0.3880618479666654
ACH-000322,-0.16314008969751134
ACH-000323,-0.1903083865915496
ACH-000324,-0.11027346997509356
ACH-000329,-0.25769860369613257
ACH-000330,-0.16116858790015026
ACH-000331,-0.18211726815066925
ACH-000332,-0.16300569704653656
ACH-000334,-0.15919133369612393
ACH-000335,-0.16036547415230593
ACH-000336,0.053980853645381834
ACH-000337,-0.18076196661114785
ACH-000338,-0.4365234226734808
ACH-000339,-0.011598696987780323
ACH-000341,-0.023987397877560157
ACH-000348,-0.07094617324912939
ACH-000350,-0.03800073495977537
ACH-000352,-0.2327699512581484
ACH-000356,-0.11858633093686732
ACH-000361,-0.19403321005230295
ACH-000362,-0.22237897030862844
ACH-000363,-0.17483281165251305
ACH-000364,-0.385423160380544
ACH-000365,-0.16707793198908147
ACH-000366,-0.1008793657553552
ACH-000368,-0.10868090045629464
ACH-000374,-0.26055282491237675
ACH-000375,-0.21334997113016532
ACH-000376,-0.08060939086967997
ACH-000381,-0.15096454361068465
ACH-000383,-0.16105580967161784
ACH-000387,-0.2386552897476745
ACH-000389,-0.05485079729917888
ACH-000390,-0.2807375483630585
ACH-000393,-0.3277900567860295
ACH-000395,-0.249169302440424
ACH-000396,0.07462921616537016
ACH-000397,-0.19351867707114692
ACH-000401,-0.0877190911871374
ACH-000402,-0.1714858631106272
ACH-000403,-0.18806323833458746
ACH-000404,-0.09386339226969098
ACH-000406,-0.1719459137790715
ACH-000407,-0.14637902859603127
ACH-000408,0.001988518551467542
ACH-000410,-0.18632814332466
ACH-000411,-0.20809830947533348
ACH-000414,-0.17778997926975548
ACH-000415,-0.1932060346097697
ACH-000416,-0.09130743396321496
ACH-000420,-0.06240608376815035
ACH-000421,-0.13691264670176578
ACH-000424,-0.15915256464915215
ACH-000425,-0.021466537546374627
ACH-000426,-0.12708901807463746
ACH-000427,-0.14593180980364162
ACH-000433,-0.1449983160363275
ACH-000435,-0.08407957946574353
ACH-000436,-0.3018003452420792
ACH-000444,-0.060160404916515565
ACH-000445,-0.02026479277029189
ACH-000448,-0.10246430130220492
ACH-000450,-0.2693733082358937
ACH-000452,-0.2099537235863672
ACH-000454,-0.2610608003973832
ACH-000458,-0.2092993911525643
