,TAOK3 (51347)
ACH-000004,-0.07207437801842134
ACH-000005,-0.20669693458562552
ACH-000007,-0.2577002995968307
ACH-000009,-0.04646456540368298
ACH-000011,-0.26008327588526603
ACH-000012,-0.2418170378797793
ACH-000013,-0.16589962972109185
ACH-000014,-0.3377692838885483
ACH-000015,-0.010722632775194226
ACH-000017,-0.21979323563354428
ACH-000018,-0.2102323303275832
ACH-000019,-0.26355552818853506
ACH-000021,-0.1778744136773907
ACH-000022,0.04373433752532828
ACH-000025,-0.06618638145611777
ACH-000028,-0.10898352563495813
ACH-000030,0.021843923915993
ACH-000035,-0.012694300493615428
ACH-000036,-0.12423654615916567
ACH-000037,-0.11363178422062732
ACH-000039,-0.02819343584931942
ACH-000040,0.062447190019616176
ACH-000041,-0.15619844311734213
ACH-000042,-0.059834167641232824
ACH-000045,-0.06515382911052413
ACH-000047,-0.18179636742318409
ACH-000052,-0.06459581228021967
ACH-000053,-0.05769002850939416
ACH-000054,-0.10084253059538097
ACH-000055,-0.18592983114923506
ACH-000060,-0.05048468174162074
ACH-000067,-0.015283588054931171
ACH-000070,0.20287631386698654
ACH-000075,0.07342074245489665
ACH-000078,-0.2477381203047061
ACH-000082,-0.06917750475786144
ACH-000085,0.03320447449803755
ACH-000086,-0.07130102092021398
ACH-000087,-0.1872527407099269
ACH-000092,-0.0821211277375382
ACH-000095,-0.12058621675507505
ACH-000097,-0.02065957537012557
ACH-000098,-0.16216427948130238
ACH-000099,-0.09269874892636752
ACH-000108,0.05754246803764398
ACH-000113,-0.0033131433884199266
ACH-000116,-0.11434464655233105
ACH-000118,-0.02902596689954317
ACH-000120,-0.20042673504418065
ACH-000123,-0.05500692480642223
ACH-000127,-0.16674318990994144
ACH-000128,-0.06202932149274103
ACH-000132,-0.08069675491176577
ACH-000133,-0.1346069841474431
ACH-000137,-0.2408664697058653
ACH-000138,-0.05821508874228368
ACH-000142,0.04853775577316727
ACH-000143,-0.11570178116336985
ACH-000146,0.01681386739051977
ACH-000148,-0.18342835121955686
ACH-000150,-0.12607381732650716
ACH-000152,-0.1819738366908574
ACH-000153,-0.14372430721934484
ACH-000159,-0.02858668534901217
ACH-000160,0.024165995832768503
ACH-000163,-0.10360012976683143
ACH-000167,0.05137432175097595
ACH-000168,-0.032168339867349204
ACH-000169,0.00964665814247583
ACH-000178,-0.04773841781411696
ACH-000183,-0.0365745292423068
ACH-000188,-0.020428954034609342
ACH-000189,-0.3012431574946651
ACH-000190,-0.1898339898918721
ACH-000198,-0.029474279851100186
ACH-000203,0.33922534933276866
ACH-000204,0.0419100723423768
ACH-000206,-0.16528193121714393
ACH-000207,0.10309876742037513
ACH-000208,-0.17122795262131296
ACH-000210,-0.04982316477800796
ACH-000211,-0.14110040737081156
ACH-000215,-0.0073205926781900075
ACH-000221,-0.06807056929037497
ACH-000222,0.00529160572304366
ACH-000223,-0.1607841621616723
ACH-000226,-0.15542434989959727
ACH-000227,-0.22490612590946216
ACH-000228,-0.08705300579627409
ACH-000231,-0.05109375823810102
ACH-000232,-0.14218328919101988
ACH-000233,-0.21156743084053484
ACH-000234,0.0042464998861442465
ACH-000235,-0.11824683512784533
ACH-000237,-0.1982532625548287
ACH-000238,-0.18657772738602565
ACH-000242,-0.2579763380324641
ACH-000243,0.08288675586570522
ACH-000244,0.2251743686407944
ACH-000246,-0.1162846481212067
ACH-000248,-0.11011713745993704
ACH-000250,-0.1591746509022553
ACH-000251,0.11211000258025884
ACH-000252,-0.232331532169048
ACH-000253,-0.16327819114763542
ACH-000255,-0.1283645550790195
ACH-000256,-0.16980340060969432
ACH-000257,-0.01726750712729048
ACH-000258,0.011516283429664629
ACH-000259,-0.1717823158834061
ACH-000260,0.02231969657861781
ACH-000261,-0.09213308382686934
ACH-000262,-0.0951170501736578
ACH-000263,-0.2035304030923329
ACH-000264,-0.11293284280373984
ACH-000265,-0.13893900148565394
ACH-000266,-0.1077212802288226
ACH-000272,0.055553112442733685
ACH-000274,-0.01579887022468556
ACH-000277,-0.11591790736387465
ACH-000278,-0.2063093470326304
ACH-000279,-0.05238547441656157
ACH-000280,0.06520646472244493
ACH-000281,-0.08031004141212858
ACH-000288,-0.15676913908564785
ACH-000291,-0.051786482788693806
ACH-000293,-0.03574656188555785
ACH-000294,-0.031389843165569746
ACH-000295,0.05468018571354287
ACH-000296,-0.22158986045888945
ACH-000302,-0.045797790544313946
ACH-000304,-0.06457742116427752
ACH-000307,-0.09900204331351536
ACH-000308,-0.19163618003724928
ACH-000310,-0.20180068984248625
ACH-000311,-0.15330488598447958
ACH-000312,-0.0487425925645205
ACH-000315,-0.13338455090716972
ACH-000316,-0.07927647792109402
ACH-000317,0.033274867639645794
ACH-000318,-0.05739247406060406
ACH-000319,-0.2101952541960853
ACH-000320,-0.12068224184557128
ACH-000322,-0.028118236032673355
ACH-000323,-0.05909818766538336
ACH-000324,-0.03062755979655976
ACH-000329,-0.06784301061142932
ACH-000330,-0.2767013619235773
ACH-000331,-0.15980947310642607
ACH-000332,-0.09700653561319074
ACH-000334,-0.1678474416452031
ACH-000335,-0.05583823081798947
ACH-000336,-0.2960078129217601
ACH-000337,-0.03870495847999993
ACH-000338,-0.5124552679516672
ACH-000339,-0.043656707196050304
ACH-000341,-0.1909225724257482
ACH-000348,-0.08289674629683935
ACH-000350,-0.20650898784019325
ACH-000352,-0.16187131868715246
ACH-000356,0.04845517253657467
ACH-000361,-0.027167235852200083
ACH-000362,0.006249326741824096
ACH-000363,-0.02646338186747333
ACH-000364,-0.0821984347708077
ACH-000365,0.07786533762187793
ACH-000366,-0.20330573629973145
ACH-000368,-0.16637121252115694
ACH-000374,0.08155352426904111
ACH-000375,-0.10318959503553013
ACH-000376,-0.09975642389838454
ACH-000381,-0.08208049593901946
ACH-000383,-0.06801737309307478
ACH-000387,-0.06985356463459234
ACH-000389,-0.04673270574147966
ACH-000390,-0.04167430323767983
ACH-000393,-0.2258386658065697
ACH-000395,0.040488257175482274
ACH-000396,0.17025498222981866
ACH-000397,-0.10959020809928496
ACH-000401,-0.23496867132599755
ACH-000402,0.15788879061458738
ACH-000403,0.005849846954389012
ACH-000404,0.17202124960642967
ACH-000406,-0.04397439014245864
ACH-000407,0.05272976968738129
ACH-000408,0.3497053997525101
ACH-000410,-0.16351923166674776
ACH-000411,-0.03094110074961271
ACH-000414,-0.09144748548488693
ACH-000415,0.01915828176842979
ACH-000416,-0.1881397248396158
ACH-000420,-0.12641619358095807
ACH-000421,-0.23704068973567305
ACH-000424,-0.17275766780008234
ACH-000425,-0.15620318458427562
ACH-000426,-0.02485368329649984
ACH-000427,0.03635845024198398
ACH-000433,-0.1954450211109948
ACH-000435,0.2081758704508095
ACH-000436,-0.18244690869938646
ACH-000444,-0.10562576631559452
ACH-000445,-0.13872663810770636
ACH-000448,-0.04414788522184318
ACH-000450,0.05605417334964145
ACH-000452,-0.10854027447967708
ACH-000454,-0.1503190140184697
ACH-000458,0.1314447418467434
ACH-000459,-0.05529411653545317
ACH-000460,-0.07033191585315275
ACH-000461,-0.08173726928844285
ACH-000463,-0.2443177790906148
ACH-000464,-0.3223962737468503
ACH-000466,0.013490428214344085
ACH-000467,-0.09514027265811924
ACH-000468,0.036695627144677744
ACH-000469,0.07151588669185747
ACH-000470,-0.19000710460065964
ACH-000471,-0.05542524041132308
ACH-000472,-0.011818052199262056
ACH-000473,-0.01972482234059205
ACH-000475,-0.05137440526572114
ACH-000476,-0.1444997243231508
ACH-000477,-0.2603926157309546
ACH-000479,-0.1725044097231127
ACH-000480,-0.18282229419954185
ACH-000481,-0.1333994117410938
ACH-000483,-0.10545416861149016
ACH-000484,-0.11187908099825283
ACH-000485,-0.3951408298567306
ACH-000486,-0.009498909356232304
ACH-000487,-0.1423867978939372
ACH-000488,-0.12389348584043593
ACH-000490,-0.22479339697605716
ACH-000491,-0.046483647873699935
ACH-000495,-0.04987624096668376
ACH-000496,0.089801176556532
ACH-000499,-0.1524202795251201
ACH-000500,-0.1884894586028783
ACH-000502,0.0495245431604932
ACH-000503,-0.07805641363006463
ACH-000505,-0.12541224657118488
ACH-000507,-0.08110517118458581
ACH-000510,-0.0563195999005995
ACH-000511,-0.05399569376761006
ACH-000512,-0.07154336471024819
ACH-000516,-0.0988760927961335
ACH-000517,-0.03851311148158554
ACH-000518,0.09069071723931492
ACH-000520,-0.2457395931223116
ACH-000521,-0.1622034196866272
ACH-000522,-0.11965892363838833
ACH-000524,-0.12892593221302484
ACH-000527,0.01859205403820666
ACH-000528,-0.03269264787826513
ACH-000537,-0.2371832617622611
ACH-000541,-0.059709799078135985
ACH-000542,-0.06471012454418136
ACH-000544,0.021420314244955337
ACH-000545,-0.10513671124878038
ACH-000547,-0.2977598779445004
ACH-000548,0.1439023898396048
ACH-000549,-0.05530710534419647
ACH-000550,-0.1527971820379893
ACH-000552,-0.22618410887014515
ACH-000556,-0.20873037679043333
ACH-000557,0.07578565418459905
ACH-000569,-0.19744080759430688
ACH-000570,0.08208565715194137
ACH-000571,-0.09766871387681256
ACH-000573,0.01684002448734872
ACH-000576,-0.29913208072798786
ACH-000579,-0.011301400496679756
ACH-000580,-0.08606976602113509
ACH-000584,-0.11186986394509504
ACH-000585,0.07026921005222186
ACH-000588,-0.2146703062975955
ACH-000589,-0.1001460597803627
ACH-000591,-0.0206726142921568
ACH-000593,0.0345003215086292
ACH-000600,-0.1730124536333326
ACH-000601,-0.11781563988925645
ACH-000605,-0.13770332165346386
ACH-000606,-0.14940320501405638
ACH-000608,-0.1339502630181096
ACH-000614,-0.1086998250190486
ACH-000616,-0.09268929508876668
ACH-000618,-0.09018383353584324
ACH-000619,0.0342591044543754
ACH-000620,-0.025753047510599737
ACH-000621,-0.12937798605210662
ACH-000622,-0.15228259455327578
ACH-000623,-0.05765618319336256
ACH-000624,-0.011951310568288458
ACH-000627,-0.07630847369544062
ACH-000630,0.026516839482625152
ACH-000631,0.09207977546409384
ACH-000632,-0.13420950889535302
ACH-000633,-0.1101642422046295
ACH-000637,-0.1597731068273399
ACH-000638,-0.14760757848489114
ACH-000646,-0.07466963034623607
ACH-000647,-0.007412246965882412
ACH-000648,0.01744395099847006
ACH-000649,-0.09005847158194763
ACH-000651,-0.0872079433161582
ACH-000652,-0.017254182935067013
ACH-000653,-0.041630368403361206
ACH-000657,-0.08367588624321101
ACH-000658,0.06663096036050226
ACH-000661,0.20118677767283452
ACH-000662,-0.240104423313454
ACH-000663,-0.10241859596450098
ACH-000665,-0.11648137375758813
ACH-000671,-0.08989214058457462
ACH-000672,-0.15891785893351354
ACH-000673,-0.06290659871609937
ACH-000676,-0.10609468157262436
ACH-000677,-0.0763707698264014
ACH-000681,0.008761446685300985
ACH-000683,-0.1465667860104322
ACH-000684,0.15835893059117775
ACH-000688,-0.034574743071837485
ACH-000693,-0.15324823301887364
ACH-000694,0.017664668660844006
ACH-000695,-0.07571856516724018
ACH-000696,-0.07126025911322409
ACH-000697,-0.3320795428844444
ACH-000699,-0.11431268452560207
ACH-000701,-0.059090619060102385
ACH-000706,-0.0445268807127819
ACH-000711,0.023356879228674732
ACH-000713,-0.10293187691802064
ACH-000714,-0.11071664452100476
ACH-000718,-0.07716589103433766
ACH-000720,-0.02759466254868884
ACH-000721,-0.04896557217695301
ACH-000724,-0.0034995998609949988
ACH-000725,-0.02475622280308445
ACH-000732,-0.15974489043344597
ACH-000734,-0.17643449222647198
ACH-000735,-0.08616336295208442
ACH-000736,-0.07442513056349301
ACH-000738,-0.15076816416935054
ACH-000746,-0.008338378593347986
ACH-000747,-0.051571554591313684
ACH-000748,-0.14545579026630956
ACH-000753,-0.12243380092480458
ACH-000756,-0.13076868555672394
ACH-000757,-0.2408545559701165
ACH-000758,-0.1988008743928485
ACH-000760,-0.15161479562557034
ACH-000762,-0.1294124939562792
ACH-000763,-0.0037659664828981134
ACH-000764,-0.026869420227009545
ACH-000765,-0.10578093065995726
ACH-000766,-0.09354518870967056
ACH-000767,-0.06180062313613315
ACH-000768,-0.08522953887311313
ACH-000769,-0.0983624411456098
ACH-000770,-0.10200885790631503
ACH-000771,0.013517936794115216
ACH-000773,-0.2229502411991068
ACH-000776,-0.11235197624309136
ACH-000777,0.010969665309889274
ACH-000778,0.032258101692593535
ACH-000781,-0.049960572804439586
ACH-000782,-0.012221482062011716
ACH-000783,-0.14828393159661032
ACH-000784,-0.06489075055652929
ACH-000785,-0.008355388093174147
ACH-000787,-0.09597004709939316
ACH-000788,-0.0667019865063041
ACH-000791,-0.04697096462334896
ACH-000792,-0.13519409360590826
ACH-000794,-0.1669508947104016
ACH-000796,-0.14382226509033752
ACH-000798,-0.4390888566418319
ACH-000799,-0.16200276233623265
ACH-000800,-0.1934081984515745
ACH-000802,-0.03158566951178857
ACH-000804,-0.05579277512935897
ACH-000805,-0.3322305019586122
ACH-000809,-0.1125507842436208
ACH-000810,0.08104797281498717
ACH-000811,-0.08370077051751948
ACH-000817,-0.031865769019555214
ACH-000819,-0.10439783885501756
ACH-000820,-0.09258659438848947
ACH-000821,-0.024984436099619436
ACH-000822,-0.1814627587436755
ACH-000823,-0.12569443253102852
ACH-000824,-0.09134112381158127
ACH-000827,-0.015091576903348575
ACH-000829,-0.3841474117962357
ACH-000831,-0.1620105350999013
ACH-000832,-0.04784855848519713
ACH-000833,0.024815385694374456
ACH-000834,-0.1696817759230643
ACH-000835,-0.041634416853382254
ACH-000836,0.17503739277373867
ACH-000837,-0.13910377825289102
ACH-000838,-0.07202343072676462
ACH-000839,-0.2240325446117643
ACH-000840,-0.02065533070225986
ACH-000841,-0.08605739240804305
ACH-000843,0.05536353805279063
ACH-000846,-0.11494886369589025
ACH-000847,-0.27421108249523873
ACH-000848,-0.09419348052062776
ACH-000849,-0.11475151970893448
ACH-000851,-0.17029257485756502
ACH-000855,-0.18204886502132425
ACH-000856,-0.14469197610280424
ACH-000858,-0.1226248929113308
ACH-000859,-0.06969964556290763
ACH-000861,-0.11505768233176294
ACH-000862,-0.03953541161764554
ACH-000865,-0.08469606611588526
ACH-000866,-0.11358519691120042
ACH-000867,-0.10334629031682216
ACH-000869,-0.17383728305045898
ACH-000872,-0.17134437146003495
ACH-000873,0.17440368671254694
ACH-000876,-0.06602133883660619
ACH-000878,-0.3037641705668623
ACH-000880,-0.17883259366060072
ACH-000881,-0.2844363338118684
ACH-000882,-0.0719157865002061
ACH-000884,0.012433614751744204
ACH-000885,0.0042350740672719225
ACH-000887,-0.1725416446021974
ACH-000889,-0.03842126424553444
ACH-000896,-0.19861457438106894
ACH-000898,-0.10078879657990697
ACH-000900,-0.2151976205495276
ACH-000901,-0.14597118134948742
ACH-000905,0.11766180781766315
ACH-000906,-0.13797714351410847
ACH-000907,0.043397432829010575
ACH-000910,-0.0585190432818673
ACH-000911,-0.06949801975071272
ACH-000912,-0.1428001067444158
ACH-000913,-0.09111265856181944
ACH-000915,0.1835496990045751
ACH-000916,-0.3437872818133513
ACH-000917,-0.07943419134012958
ACH-000920,-0.16844578975106667
ACH-000921,0.08568165158691571
ACH-000924,-0.1938255395315004
ACH-000926,-0.0934785774449456
ACH-000928,0.04251784911685253
ACH-000929,0.18163454667662804
ACH-000932,-0.3378595401571213
ACH-000935,0.013574463732463135
ACH-000936,0.022222419936639228
ACH-000937,-0.1204314653288228
ACH-000938,0.0734995715931202
ACH-000939,-0.04622269008789171
ACH-000941,-0.07073528991515877
ACH-000943,-0.11340057183663906
ACH-000946,-0.2028249376585084
ACH-000947,-0.13421317145875047
ACH-000948,-0.08470219820218784
ACH-000950,0.047996213219612914
ACH-000953,-0.02866069405596352
ACH-000954,0.0867890582144167
ACH-000957,-0.08944366846322489
ACH-000958,-0.08514724509741713
ACH-000960,-0.08871304564426102
ACH-000963,-0.2259618176490003
ACH-000968,-0.18516086213663951
ACH-000969,-0.2930152666639796
ACH-000972,-0.056390859310377364
ACH-000973,-0.18520443142471765
ACH-000974,-0.02573638976024926
ACH-000978,-0.17638107833077718
ACH-000984,-0.12035476169877853
ACH-000986,-0.2472827664847793
ACH-000988,-0.12751497456550406
ACH-000993,-0.2198420897275026
ACH-000994,-0.0591028520607173
ACH-000996,-0.14557673300363838
ACH-001001,-0.07987607285252009
ACH-001020,0.028895191639245543
ACH-001028,-0.18040196193339092
ACH-001031,-0.10036690124536332
ACH-001038,-0.049342691067276116
ACH-001048,-0.09023958218849172
ACH-001050,-0.1816883423338946
ACH-001053,-0.2565261539781241
ACH-001054,-0.19842418779118987
ACH-001061,-0.05193554468237642
