,RASD2 (23551)
ACH-000004,-0.22344392553723014
ACH-000005,-0.05411378389247716
ACH-000007,-0.04103547459064167
ACH-000009,-0.2197393726149778
ACH-000011,-0.10691165030626967
ACH-000012,-0.14893756753137344
ACH-000013,-0.2946634222767881
ACH-000014,-0.2987966864826655
ACH-000015,-0.2981572267593253
ACH-000017,-0.26497266349384163
ACH-000018,-0.25173254993842953
ACH-000019,-0.17292237721790346
ACH-000021,-0.19423180440231194
ACH-000022,-0.2264023894393646
ACH-000025,-0.4050376199128933
ACH-000028,-0.2541404109899017
ACH-000030,-0.3634058550857604
ACH-000035,-0.3107825739694225
ACH-000036,-0.1552763066259472
ACH-000037,-0.297843930423895
ACH-000039,-0.2802172486839644
ACH-000040,-0.23930401814861235
ACH-000041,-0.056056900652561116
ACH-000042,-0.3951236055619505
ACH-000045,-0.33732362577447955
ACH-000047,-0.29545459589463396
ACH-000052,-0.2097802579190748
ACH-000053,-0.3102378314540137
ACH-000054,-0.08640993883147373
ACH-000055,-0.06352245343178704
ACH-000060,-0.4498547292077298
ACH-000067,-0.105624882342525
ACH-000070,-0.23141702593234345
ACH-000075,0.02703368825816518
ACH-000078,-0.3677588429027551
ACH-000082,-0.06550317572039642
ACH-000085,-0.16304806721672271
ACH-000086,-0.13819527561073267
ACH-000087,-0.1164635022578398
ACH-000092,-0.2659416776791555
ACH-000095,-0.17856687584016848
ACH-000097,-0.15359519319309298
ACH-000098,-0.2480520885437811
ACH-000099,-0.1894120499773904
ACH-000108,-0.25479434127927897
ACH-000113,-0.20906151941776666
ACH-000116,-0.19955268062700035
ACH-000118,-0.18187217920135254
ACH-000120,-0.2390221114732672
ACH-000123,-0.3599789613762517
ACH-000127,-0.1414223602324634
ACH-000128,-0.0958254638168409
ACH-000132,-0.2171270010326896
ACH-000133,-0.2700763084310545
ACH-000137,-0.5343208475256107
ACH-000138,-0.07073126384197792
ACH-000142,-0.1761447481119055
ACH-000143,-0.3418392192747647
ACH-000146,-0.14096618031648264
ACH-000148,-0.19775190408180265
ACH-000150,0.06344639716671495
ACH-000152,-0.15829913073500826
ACH-000153,-0.3362597595698709
ACH-000159,-0.06953231981246467
ACH-000160,-0.27853141252536595
ACH-000163,-0.10700442175754392
ACH-000167,-0.16877075214583556
ACH-000168,-0.10323880022730987
ACH-000169,-0.22009124183792567
ACH-000178,-0.17897139482005694
ACH-000183,-0.14941568093807334
ACH-000188,-0.1751458091024747
ACH-000189,0.05250431910602227
ACH-000190,-0.13573056665598665
ACH-000198,-0.291349072281321
ACH-000203,0.14634185957177584
ACH-000204,-0.12841836744743573
ACH-000206,-0.24511784168803916
ACH-000207,-0.2236531672905435
ACH-000208,-0.21098636468778734
ACH-000210,-0.16505936309163494
ACH-000211,-0.2929250795623001
ACH-000215,-0.14829097250494394
ACH-000221,-0.2662818364576058
ACH-000222,-0.2503639148346238
ACH-000223,-0.23314450334935966
ACH-000226,-0.13273501965816364
ACH-000227,-0.2792673613988163
ACH-000228,-0.2948754970623603
ACH-000231,-0.1934969657764015
ACH-000232,-0.37078029970432
ACH-000233,-0.19641065971316152
ACH-000234,-0.07452166622968617
ACH-000235,-0.04990610614629178
ACH-000237,-0.24774455055307645
ACH-000238,-0.2626033659170375
ACH-000242,-0.04915382797087567
ACH-000243,-0.2302885731489557
ACH-000244,-0.12406853718951268
ACH-000246,-0.14941697939962964
ACH-000248,-0.2894726322874558
ACH-000250,-0.1191194809391417
ACH-000251,0.13381165251592256
ACH-000252,-0.6074267091208266
ACH-000253,-0.2478329814076258
ACH-000255,-0.36495293550736607
ACH-000256,-0.2701907547135523
ACH-000257,-0.09351386106383763
ACH-000258,-0.3041829433218823
ACH-000259,-0.203343153203638
ACH-000260,-0.3002794113811164
ACH-000261,-0.16025394024816542
ACH-000262,-0.17752865335428045
ACH-000263,-0.3564323629922769
ACH-000264,-0.16611907697206646
ACH-000265,-0.3126849867953935
ACH-000266,-0.10824585251623804
ACH-000272,-0.10742029687484313
ACH-000274,-0.2344481193199849
ACH-000277,-0.11544456659682074
ACH-000278,-0.21036052327069613
ACH-000279,-0.20519487728770325
ACH-000280,-0.2178737583015314
ACH-000281,-0.19598729698026685
ACH-000288,-0.1546726790924129
ACH-000291,-0.20977198065946892
ACH-000293,-0.19783078702808826
ACH-000294,-0.3880092039098597
ACH-000295,-0.3342289132259665
ACH-000296,-0.531913440300718
ACH-000302,-0.2398237112876128
ACH-000304,-0.3137112433360543
ACH-000307,-0.16341555208335698
ACH-000308,-0.26671655023597857
ACH-000310,-0.3108118537802034
ACH-000311,-0.20644042712172792
ACH-000312,-0.36623456587080205
ACH-000315,-0.6986092935624507
ACH-000316,0.0528119545716879
ACH-000317,-0.17490446666141873
ACH-000318,-0.2777286850414934
ACH-000319,-0.16073501021804482
ACH-000320,-0.22665261932116826
ACH-000322,-0.19841302821940385
ACH-000323,-0.33230838639935617
ACH-000324,-0.2808424783875689
ACH-000329,-0.22120521959258213
ACH-000330,-0.1904796771556577
ACH-000331,-0.04786070210498408
ACH-000332,-0.2122141661197392
ACH-000334,-0.25999454702372155
ACH-000335,-0.34802557876593226
ACH-000336,-0.21329689539769825
ACH-000337,-0.2276580255630994
ACH-000338,-0.361759724965082
ACH-000339,-0.2180792589634862
ACH-000341,-0.335621466290702
ACH-000348,-0.13538460451865975
ACH-000350,-0.1895290257960863
ACH-000352,-0.1960067724927556
ACH-000356,-0.30074967490448845
ACH-000361,-0.10749665919970254
ACH-000362,-0.18624992073878488
ACH-000363,-0.22789516445692315
ACH-000364,-0.2547439037921665
ACH-000365,-0.25482927030035113
ACH-000366,-0.14702625004266073
ACH-000368,-0.2868424323301509
ACH-000374,-0.11621238122096995
ACH-000375,-0.08168845142108598
ACH-000376,-0.1979426650694253
ACH-000381,-0.2352271972862032
ACH-000383,-0.1829399282539616
ACH-000387,-0.15742638615421858
ACH-000389,-0.2186560989446413
ACH-000390,-0.3249534909831063
ACH-000393,-0.2326214880982629
ACH-000395,0.1708068324891208
ACH-000396,-0.2900027767553627
ACH-000397,-0.18022476381945512
ACH-000401,-0.1963822909404106
ACH-000402,-0.1728943559608415
ACH-000403,-0.0844849101168842
ACH-000404,-0.3291648779448218
ACH-000406,-0.27424802362405964
ACH-000407,-0.1630069526624046
ACH-000408,-0.6164202058974781
ACH-000410,-0.19044992686793494
ACH-000411,-0.12354357318526428
ACH-000414,-0.1457630371597922
ACH-000415,-0.20064277098117547
ACH-000416,-0.25381043844488377
ACH-000420,-0.2597568768757133
ACH-000421,-0.2359777558786877
ACH-000424,-0.05446160183593996
ACH-000425,-0.3593547493834733
ACH-000426,-0.4554344532152253
ACH-000427,-0.2976790199139968
ACH-000433,-0.1368313976238698
ACH-000435,-0.07731446078239572
ACH-000436,-0.15046899787887744
ACH-000444,-0.19318404297225975
ACH-000445,-0.3249894310563282
ACH-000448,-0.13788735678889874
ACH-000450,-0.10985191198857444
ACH-000452,-0.11163587333027
ACH-000454,-0.3168616441012823
ACH-000458,-0.14689562157117025
ACH-000459,-0.3356550122295928
ACH-000460,-0.283634726836481
ACH-000461,-0.13272566767285607
