,DNAJB1 (3337)
ACH-000004,-0.4098593612839759
ACH-000005,-0.6272957978360458
ACH-000007,-0.21819465450352407
ACH-000009,-0.12142744933958087
ACH-000011,-0.26052380900165045
ACH-000012,-0.11953776476643857
ACH-000013,-0.2546547816109531
ACH-000014,-0.4385507957752529
ACH-000015,-0.3809816635737601
ACH-000017,-0.3671953743362848
ACH-000018,-0.20006414288306906
ACH-000019,-0.4595825350228154
ACH-000021,-0.18352378113089934
ACH-000022,-0.3769964660792215
ACH-000025,-0.3800591496138645
ACH-000028,-0.18336973240805932
ACH-000030,-0.344308886409906
ACH-000035,-0.4695860153634168
ACH-000036,-0.13783067818598801
ACH-000037,-0.32009308403221737
ACH-000039,-0.2376243571534685
ACH-000040,-0.2887376080730282
ACH-000041,-0.2373171590923069
ACH-000042,-0.33329909981972744
ACH-000045,-0.3768963047339193
ACH-000047,-0.1984803424986452
ACH-000052,-0.1090619664870346
ACH-000053,-0.2771734711399459
ACH-000054,-0.3024795045100153
ACH-000055,-0.22054794980906345
ACH-000060,-0.29765274067017605
ACH-000067,-0.33472736698149363
ACH-000070,-0.2717310030630047
ACH-000075,-0.05545189974101635
ACH-000078,-0.12509931882340075
ACH-000082,-0.27106337281945303
ACH-000085,-0.26642651391886585
ACH-000086,-0.2946314804957107
ACH-000087,-0.3013938980103041
ACH-000092,-0.2903813340825372
ACH-000095,-0.2502092478004771
ACH-000097,-0.1574529297075775
ACH-000098,-0.4165068836358393
ACH-000099,-0.3418988138266257
ACH-000108,-0.2834832072428466
ACH-000113,-0.23196305940664635
ACH-000116,-0.26284619357561645
ACH-000118,-0.3911519273401579
ACH-000120,-0.4860326376910406
ACH-000123,-0.2607991565993321
ACH-000127,-0.431296247136748
ACH-000128,-0.4313979807812082
ACH-000132,-0.20606039694338085
ACH-000133,-0.28367792814850784
ACH-000137,-0.18448434721610224
ACH-000138,-0.3286459957720033
ACH-000142,-0.07037237016670801
ACH-000143,-0.22079322741310806
ACH-000146,-0.3051330705545444
ACH-000148,-0.2734689585336332
ACH-000150,-0.38569232280568216
ACH-000152,-0.18119028627971168
ACH-000153,-0.11768841638203956
ACH-000159,-0.2826264486601493
ACH-000160,-0.05102243078690282
ACH-000163,-0.5260039746011864
ACH-000167,-0.35880259776685336
ACH-000168,-0.4229989629235912
ACH-000169,-0.1208762754280394
ACH-000178,-0.3427239553281544
ACH-000183,-0.3924522604451533
ACH-000188,-0.3747722656988372
ACH-000189,-0.4188501196798107
ACH-000190,-0.2689073773796043
ACH-000198,-0.11070319393857858
ACH-000203,-0.4606767497278763
ACH-000204,-0.18877559205038194
ACH-000206,-0.33795990068600634
ACH-000207,-0.19863426709259696
ACH-000208,-0.28193914723234625
ACH-000210,0.04106168522231661
ACH-000211,-0.3318050563244743
ACH-000215,-0.25355354593792245
ACH-000221,-0.25140730128753475
ACH-000222,-0.3765520957994325
ACH-000223,-0.3803910322920962
ACH-000226,-0.3379402735365657
ACH-000227,-0.2658881750797641
ACH-000228,-0.005864236987848436
ACH-000231,-0.20456922515326334
ACH-000232,-0.22425220029874815
ACH-000233,-0.4845681688944628
ACH-000234,-0.350806922995171
ACH-000235,-0.3292754773610791
ACH-000237,-0.3050089502697133
ACH-000238,-0.10910317354523053
ACH-000242,-0.4909706040004031
ACH-000243,-0.3123944551583391
ACH-000244,-0.3943677297344719
ACH-000246,-0.18443576138054668
ACH-000248,-0.2697602158171155
ACH-000250,-0.2401639621214839
ACH-000251,-0.5798392667181986
ACH-000252,-0.19197408541685068
ACH-000253,-0.2302822148925196
ACH-000255,-0.2581009749450694
ACH-000256,-0.3241050654403254
ACH-000257,-0.2203257481702382
ACH-000258,-0.08661238598583405
ACH-000259,-0.2104421984000173
