,COG1 (9382)
ACH-000004,-0.4597449693362604
ACH-000005,-0.25077283401519074
ACH-000007,-0.27383766670829723
ACH-000009,-0.4680990184175395
ACH-000011,-0.4414399433993321
ACH-000012,-0.5800101623375731
ACH-000013,-0.35516253442774737
ACH-000014,-0.5261638200873872
ACH-000015,-0.4116306119720989
ACH-000017,-0.5322717584493208
ACH-000018,-0.5098121471749817
ACH-000019,-0.4825942914438756
ACH-000021,-0.7914928641421201
ACH-000022,-0.4117015524874144
ACH-000025,-0.4689130073925773
ACH-000028,-0.5116314299765329
ACH-000030,-0.4825581546305148
ACH-000035,-0.5670760378707826
ACH-000036,-0.4905864989293222
ACH-000037,-0.40197742586019664
ACH-000039,-0.6463224470922121
ACH-000040,-0.632571175235955
ACH-000041,-0.4947828933603433
ACH-000042,-0.4050177419337694
ACH-000045,-0.4044024971951834
ACH-000047,-0.2280060543900433
ACH-000052,-0.5494353296733592
ACH-000053,-0.3718919565435985
ACH-000054,-0.4388605647147828
ACH-000055,-0.4842905712166581
ACH-000060,-0.42547824344487417
ACH-000067,-0.2883204084203729
ACH-000070,-0.4694836209032057
ACH-000075,-0.31022163601500363
ACH-000078,-0.3104480017992172
ACH-000082,-0.4007598731512197
ACH-000085,-0.5593871750716145
ACH-000086,-0.7333487508738461
ACH-000087,-0.5326950760090153
ACH-000092,-0.7529791050491205
ACH-000095,-0.4138910952716869
ACH-000097,-0.34852517313099496
ACH-000098,-0.4996640431942902
ACH-000099,-0.4291589310436734
ACH-000108,-0.6157066294501309
ACH-000113,-0.5728967980813425
ACH-000116,-0.5215501587662301
ACH-000118,-0.42809938930809066
ACH-000120,-0.4751903542689562
ACH-000123,-0.4794058960912767
ACH-000127,-0.3491425095779762
ACH-000128,-0.4528016635320724
ACH-000132,-0.4719288296719821
ACH-000133,-0.4583011682492639
ACH-000137,-0.2975960644265616
ACH-000138,-0.4817646874936326
ACH-000142,-0.5702549362371668
ACH-000143,-0.6039079434713848
ACH-000146,-0.25793106082968137
ACH-000148,-0.6710640606613203
ACH-000150,-0.4558812094680682
ACH-000152,-0.6071240521949639
ACH-000153,-0.7332619916475528
ACH-000159,-0.6218234866049737
ACH-000160,-0.4326451511841695
ACH-000163,-0.3967218894346031
ACH-000167,-0.5395739603375526
ACH-000168,-0.812559291702905
ACH-000169,-0.6143669227728997
ACH-000178,-0.7010209058079848
ACH-000183,-0.6548116821298535
ACH-000188,-0.5998688796882907
ACH-000189,-0.8487728564566543
ACH-000190,-0.4169184494723444
ACH-000198,-0.3693772684478152
ACH-000203,-0.023291697866634656
ACH-000204,-0.6680750070743058
ACH-000206,-0.4980999478857197
ACH-000207,-0.2523916835766052
ACH-000208,-0.4665852666992822
ACH-000210,-1.0340717886926556
ACH-000211,-0.3292575052899975
ACH-000215,-0.23571713173837544
ACH-000221,-0.1802346018072956
ACH-000222,-0.34858564741596154
ACH-000223,-0.5268726462439195
ACH-000226,-0.4545200134723101
ACH-000227,-0.2242543465759445
ACH-000228,-0.4013624665878395
ACH-000231,-0.6966233716739709
ACH-000232,-0.4693492712179412
ACH-000233,-0.6527593709949897
ACH-000234,-0.4332240400287674
ACH-000235,-0.3929799165241956
ACH-000237,-0.4804796131045624
ACH-000238,-0.6425672965339247
ACH-000242,-0.3575315420369985
ACH-000243,-0.4880227784220516
ACH-000244,-0.6203965113983126
ACH-000246,-0.7321213335406114
ACH-000248,-0.5804101406765476
ACH-000250,-0.6693024947892138
ACH-000251,-0.6847997911566223
ACH-000252,-0.3920663030027968
ACH-000253,-0.5435593158355725
ACH-000255,-0.5904769330904764
ACH-000256,-0.39429714871055616
ACH-000257,-0.4966767806126441
ACH-000258,-0.2739124475332427
ACH-000259,-0.6206208885236508
ACH-000260,-0.19888111397702976
ACH-000261,-0.3795179930132883
ACH-000262,-0.4038152255284523
ACH-000263,-0.42055400688043215
ACH-000264,-0.5549536558889955
ACH-000265,-0.2374912739468509
ACH-000266,-0.36474839327830144
ACH-000272,-0.6681894371540851
ACH-000274,-0.5151249340574299
ACH-000277,-0.4382790181236931
ACH-000278,-0.7462786389281982
ACH-000279,-0.3309576179444114
ACH-000280,-0.3931079533771557
ACH-000281,-0.24887207571074796
ACH-000288,-0.5512247319922858
ACH-000291,-0.4839177418183823
ACH-000293,-0.5009327596599906
ACH-000294,0.04681622766060326
ACH-000295,-0.4805092729290152
ACH-000296,-0.4544510233509248
ACH-000302,-0.5517575439229717
ACH-000304,-0.3906408640740386
ACH-000307,-0.5110850918194936
ACH-000308,-0.3121608146121547
ACH-000310,-0.632433698393148
ACH-000311,-0.6009383327929838
ACH-000312,-0.36269061753203213
ACH-000315,-0.9376679554862852
ACH-000316,-0.3943668015741741
ACH-000317,-0.6541702097277151
ACH-000318,-0.6116760560080722
ACH-000319,-0.8269925302523193
ACH-000320,-0.5863383263992127
ACH-000322,-0.5039227770906534
ACH-000323,-0.14196250009693273
ACH-000324,-0.4965373243623024
ACH-000329,-0.2962533265897771
ACH-000330,-0.6991860668174518
ACH-000331,-0.7977496956782534
ACH-000332,-0.3932881685250552
ACH-000334,-0.29350960363417883
ACH-000335,-0.35307793922733033
ACH-000336,-0.6122909999583296
ACH-000337,-0.6971710898620578
ACH-000338,-0.2450101149885538
ACH-000339,-0.32854794697645673
ACH-000341,-0.1410428041053745
ACH-000348,-0.4548343312275086
ACH-000350,-0.10961688068043182
ACH-000352,-0.36296300535652304
ACH-000356,-0.4539174228769552
ACH-000361,-0.4492555062099672
ACH-000362,-0.5132734721488985
ACH-000363,-0.4993398310364219
ACH-000364,-0.2927556053787843
ACH-000365,-0.5305458054216649
ACH-000366,-0.3805503455174342
ACH-000368,-0.7135643158254256
ACH-000374,-0.6281578972326327
ACH-000375,-0.3525867755275675
ACH-000376,-0.4145372040282915
ACH-000381,-0.4186180068360904
ACH-000383,-0.2854224436649761
ACH-000387,-0.6257846065653904
ACH-000389,-0.3713240069223985
ACH-000390,-0.3777548071508343
ACH-000393,-0.3380079408094895
ACH-000395,-0.5396739788295793
ACH-000396,-0.7216290079555076
ACH-000397,-0.5363915789427276
ACH-000401,-0.4105245558529303
ACH-000402,-0.13044617533865133
ACH-000403,-0.4629307437458002
ACH-000404,-0.4747723686607017
ACH-000406,-0.5294490606568321
ACH-000407,-0.3988470558487805
ACH-000408,-0.28155571163944204
ACH-000410,-0.2863610125421044
ACH-000411,-0.7502639590424204
ACH-000414,-0.4928808815589445
ACH-000415,-0.3836883552496023
ACH-000416,-0.4591194258628964
ACH-000420,-0.4910450362885556
ACH-000421,-0.2762239505117749
ACH-000424,-0.5725537305170024
ACH-000425,-0.5648035643788739
ACH-000426,-0.6323849116181193
ACH-000427,-0.4422406872566885
ACH-000433,-0.5056664817564342
ACH-000435,-0.6205254580237072
ACH-000436,-0.4349246006902108
ACH-000444,-0.4900051167488284
ACH-000445,-0.6479489368036856
ACH-000448,-0.3448288853588066
ACH-000450,-0.5929494088544119
ACH-000452,-0.3826558893608018
ACH-000454,-0.3389063780549231
ACH-000458,-0.5089293934731588
ACH-000459,-0.6953646413626892
ACH-000460,-0.6052070025735804
ACH-000461,-0.4915398803394769
ACH-000463,-0.5172579064381663
ACH-000464,-0.34766311119525845
ACH-000466,-0.5571654727362633
ACH-000467,-0.6887466919915676
ACH-000468,-0.4212669946142205
ACH-000469,-0.5816917804739404
ACH-000470,-0.5930293480545071
ACH-000471,-0.7422052132444898
ACH-000472,-0.36312853826814295
ACH-000473,-0.6682575216027946
ACH-000475,-0.7974795769296035
ACH-000476,-0.4157356544548566
ACH-000477,-0.4652119058190667
ACH-000479,-0.5841679970947017
ACH-000480,-0.580119888039093
ACH-000481,-0.30023661360140563
ACH-000483,-0.4013120576310342
ACH-000484,-0.2461339476922384
ACH-000485,-0.3819267828704369
ACH-000486,-0.4064297602711137
ACH-000487,-0.4127418821145612
ACH-000488,-0.3255994651415138
ACH-000490,-0.3589906859599564
ACH-000491,-0.499680752213113
ACH-000495,-0.7343085271506232
ACH-000496,-0.5424569976968306
ACH-000499,-0.31956130466307525
ACH-000500,-0.8692543700028335
ACH-000502,-0.2439673442863888
ACH-000503,-0.7576702273123291
ACH-000505,-0.2969261737002685
ACH-000507,-0.4221219340677728
ACH-000510,-0.2988849460499507
ACH-000511,-0.5370526078494637
ACH-000512,-0.6852698831092885
ACH-000516,-0.34776124981603124
ACH-000517,-0.5745559274304854
ACH-000518,-0.32192332298704723
ACH-000520,-0.28208978110147903
ACH-000521,-0.892549881343381
ACH-000522,-0.4575461322230745
ACH-000524,-0.7288718969166836
ACH-000527,-0.5279204067927258
ACH-000528,-0.7871220009655007
ACH-000537,-0.5489856497305535
ACH-000541,-0.8892190639732918
ACH-000542,-0.3090224830723018
ACH-000544,-0.5206254408639793
ACH-000545,-0.2554490880675494
ACH-000547,-0.8021100985023691
