,HIST1H2BC (8347)
ACH-000251,-0.8140986444949874
ACH-000252,-0.3999486638048222
ACH-000253,-0.5922501488690269
ACH-000255,-0.4787662503786947
ACH-000256,-0.7687393288788863
ACH-000257,-0.4243477073734847
ACH-000258,-0.5058407199375278
ACH-000259,-0.6959969117559778
ACH-000260,-0.6698183205573046
ACH-000261,-0.5232904521471913
ACH-000262,-0.5518443001539346
ACH-000263,-0.9166062331880496
ACH-000264,-0.7115838039126627
ACH-000265,-0.7044924850172372
ACH-000266,-0.5732395889864638
ACH-000272,-0.6790557258802434
ACH-000274,-0.6412727504857457
ACH-000277,-0.7361566877479597
ACH-000278,-0.5826068061059243
ACH-000279,-0.6245268913675092
ACH-000280,-0.5460605850773391
ACH-000281,-0.6435225005475983
ACH-000288,-0.6421650257239193
ACH-000291,-0.5527271472454058
ACH-000293,-0.8398136448613701
ACH-000294,-0.7074960139555688
ACH-000295,-0.7613268851452252
ACH-000296,-0.5247860667608353
ACH-000302,-0.4394087681582801
ACH-000304,-0.7844503333342449
ACH-000307,-0.7200930267912979
ACH-000308,-0.6565828370219459
ACH-000310,-0.6333464185996475
ACH-000311,-0.6513153470504098
ACH-000312,-0.5211315938292888
ACH-000315,-0.4956157545861461
ACH-000316,-0.7491777748409126
ACH-000317,-0.7392014989097722
ACH-000318,-0.4947814786615845
ACH-000319,-0.4895083318750866
ACH-000320,-0.7214937131037634
ACH-000322,-0.7351225764188071
ACH-000323,-0.5908566573367353
ACH-000324,-0.6122568617062978
ACH-000329,-0.7610506925024644
ACH-000330,-0.5123799450365386
ACH-000331,-0.7509677288485704
ACH-000332,-0.5419585895291501
ACH-000334,-0.5044785950838097
ACH-000335,-0.7946266290105631
ACH-000336,-0.8010357161690597
ACH-000337,-0.5274821118130707
ACH-000338,-0.7445661904958027
ACH-000339,-0.5194148819080259
ACH-000341,-0.6420453827686723
ACH-000348,-0.6490014494700195
ACH-000350,-0.6730083955925975
ACH-000352,-0.5321027155977939
ACH-000356,-0.725066369198676
ACH-000361,-0.5639855367967183
ACH-000362,-0.8564496061370358
ACH-000363,-0.6041546903475876
ACH-000364,-0.5821227398459711
ACH-000365,-0.7264952514277041
ACH-000366,-0.5183630040836222
ACH-000368,-0.4829756872779543
ACH-000374,-0.8133857924464123
ACH-000375,-0.4415820306195228
ACH-000376,-0.5869560079072328
ACH-000381,-0.4513529428921626
ACH-000383,-0.6348767098944464
ACH-000387,-0.9138703243980054
ACH-000389,-0.7417412405267979
ACH-000390,-0.6093458018956193
ACH-000393,-0.6432480040046143
ACH-000395,-0.7754869649588871
ACH-000396,-0.42408946393749936
ACH-000397,-0.6456858373602277
ACH-000401,-0.6570438361544909
ACH-000402,-0.6604554706994522
ACH-000403,-0.682681205064525
ACH-000404,-0.6448938378624882
ACH-000406,-0.7156252843456978
ACH-000407,-0.5866765945291019
ACH-000408,-0.4250224373664534
ACH-000410,-0.5847280127484146
ACH-000411,-0.5477475610274305
ACH-000414,-0.8484564988550961
ACH-000415,-0.7990053330536996
ACH-000416,-0.5102004497882715
ACH-000420,-0.4052524846264429
ACH-000421,-0.5755297266489167
ACH-000424,-0.5828918436627207
ACH-000425,-0.5469063984208404
ACH-000426,-0.8120859182207794
ACH-000427,-0.7316944792786533
ACH-000433,-0.5878903739111458
ACH-000435,-0.5145366784476143
ACH-000436,-0.8123363822507423
ACH-000444,-0.6407311054446904
ACH-000445,-0.39602768635033
ACH-000448,-0.6733887259991759
ACH-000450,-0.8204384267719406
ACH-000452,-0.8339986657043224
ACH-000454,-0.5916285718704659
ACH-000458,-0.7993740764691093
ACH-000459,-0.8491354345912941
ACH-000460,-0.5400763859003499
ACH-000461,-0.663931841422583
ACH-000463,-0.4543109408710082
ACH-000464,-0.5061849104934166
ACH-000466,-0.9107085594340744
ACH-000467,-0.5721255139239632
ACH-000468,-0.5839883072599961
ACH-000469,-0.7360435051283781
ACH-000470,-0.6364790354449523
ACH-000471,-0.5734945882199834
ACH-000472,-0.5194133021556461
ACH-000473,-0.3884064163042529
ACH-000475,-0.5096614649067647
ACH-000476,-0.52555378891327
ACH-000477,-0.6577535184144115
ACH-000479,-0.5473567625059724
ACH-000480,-0.5169612670757119
ACH-000481,-0.5988758111546869
ACH-000483,-0.3907224729643919
ACH-000484,-0.5998472783660249
ACH-000485,-0.6073655644140223
ACH-000486,-0.7710273091206341
ACH-000487,-0.9088512429609968
ACH-000488,-0.6059718008254754
ACH-000490,-0.476706027357109
ACH-000491,-0.6702504227019765
ACH-000495,-0.5871309803502299
ACH-000496,-0.6359666942888471
ACH-000499,-0.8202071985631424
ACH-000500,-0.5580166778332719
ACH-000502,-0.5689327734207462
ACH-000503,-0.6482011137631234
ACH-000505,-0.5870530395233909
ACH-000507,-0.4616529834805069
ACH-000510,-0.5406506399531245
ACH-000511,-0.5970144069541834
ACH-000512,-0.7569937717036865
ACH-000516,-0.5742084325663481
ACH-000517,-0.8438777180392686
ACH-000518,-0.8224966934282221
ACH-000520,-0.4909384188861377
ACH-000521,-0.8647585579736893
ACH-000522,-0.6648678665706536
ACH-000524,-0.8982765934127315
ACH-000527,-0.4236507864935589
ACH-000528,-0.5882554670312758
ACH-000537,-0.6119211288958322
ACH-000541,-0.8307726215348051
ACH-000542,-0.4950077858300677
ACH-000544,-0.6125391763179694
ACH-000545,-0.7458200789533401
ACH-000547,-0.3620657801852645
ACH-000548,-0.6825206583380338
ACH-000549,-0.8101562403073901
ACH-000550,-0.5760388074896895
ACH-000552,-0.4763450142316922
ACH-000556,-0.4909423929834042
ACH-000557,-0.7236803892142488
ACH-000569,-0.8910161109319151
ACH-000570,-0.7222828840381262
ACH-000571,-0.6716751424911267
ACH-000573,-0.8120010554789842
ACH-000576,-0.7664504281982908
ACH-000579,-0.5046527070354294
ACH-000580,-0.6099954987185772
ACH-000584,-0.7336581379172962
ACH-000585,-0.8412557933426285
ACH-000588,-0.4732545215916217
ACH-000589,-0.5535456013431331
ACH-000591,-0.6208264877797532
ACH-000593,-0.5062339478915493
ACH-000600,-0.7334350635093732
ACH-000601,-0.6894618151792119
ACH-000605,-0.7681510110718134
ACH-000606,-0.5054845102881473
ACH-000608,-0.6053927344972906
ACH-000614,-0.4467959098930478
ACH-000616,-0.3905477333598584
ACH-000618,-0.7103107940081518
ACH-000619,-0.7675083345256476
ACH-000620,-0.5712494749992149
ACH-000621,-0.6214660130261225
ACH-000622,-0.6722495935335787
ACH-000623,-0.6032532941231218
ACH-000624,-0.5704505750471766
ACH-000627,-0.5419695871953211
ACH-000630,-0.5833372865001686
ACH-000631,-0.27049175151975685
ACH-000632,-0.7572221446771157
ACH-000633,-0.39669142851014505
ACH-000637,-0.975127176793148
ACH-000638,-0.745675446444836
ACH-000646,-0.5028305600143853
ACH-000647,-0.6593006016237617
ACH-000648,-0.6615599533835305
ACH-000649,-0.4518138641710226
ACH-000651,-0.4220490064626083
ACH-000652,-0.5628635220172583
ACH-000653,-0.6912742672721955
ACH-000657,-0.7752028957397953
ACH-000658,-0.5092788651958261
ACH-000661,-0.8117767180007964
ACH-000662,-0.3049665729854507
ACH-000663,-0.463279007615827
ACH-000665,-0.6774836256373948
ACH-000671,-0.6894773767391013
ACH-000672,-0.7166030909033537
ACH-000673,-0.6642941181925961
ACH-000676,-0.5298575196897339
ACH-000677,-0.6110325157740075
ACH-000681,-0.7076827082254432
ACH-000683,-0.6749058404719246
ACH-000684,-0.6352946176099161
ACH-000688,-0.5611282508031018
ACH-000693,-0.5346579203202553
ACH-000694,-0.6559988521556757
ACH-000695,-0.7227104662332914
ACH-000696,-0.6085858086763223
ACH-000697,-0.6834948639444093
ACH-000699,-0.7758753280892116
ACH-000701,-0.3515826994480152
ACH-000706,-0.72544508425266
ACH-000711,-0.6262466755950431
ACH-000713,-0.8018377118753851
ACH-000714,-0.5841874625331059
ACH-000718,-0.6161513675441638
ACH-000720,-0.5006435830539184
ACH-000721,-0.7179460035301425
ACH-000724,-0.5979380144791829
ACH-000725,-0.7706768509575364
ACH-000732,-0.5357022787659107
ACH-000734,-0.4423179010640286
ACH-000735,-0.4753048233852274
ACH-000736,-0.7103675871431809
ACH-000738,-0.5315554385454286
ACH-000746,-0.4773349939690234
ACH-000747,-0.5204788947869627
ACH-000748,-0.5965467884026177
ACH-000753,-0.7671828572902646
ACH-000756,-0.4882552829860204
ACH-000757,-0.5859707096668103
ACH-000758,-0.6367061450806488
ACH-000760,-0.5927797593830892
ACH-000762,-0.7082631742993615
ACH-000763,-0.9971431515660965
ACH-000764,-0.8325536580941738
ACH-000765,-0.7651133029211347
ACH-000766,-0.5024047518772455
ACH-000767,-0.5852304619485618
ACH-000768,-0.5880869806183318
ACH-000769,-0.5598782389626314
ACH-000770,-0.6706000021832067
ACH-000771,-0.7180531085776041
ACH-000773,-0.8300425345375813
ACH-000776,-0.7027729959428077
ACH-000777,-0.6718045238002461
ACH-000778,-0.5457205641853654
ACH-000781,-0.6917869043815456
ACH-000782,-0.7885069044359911
ACH-000783,-0.9352148036110652
ACH-000784,-0.5404385917846597
ACH-000785,-0.7320052185829969
ACH-000787,-0.3661504042403946
ACH-000788,-0.5522554828556301
ACH-000791,-0.6654309813352085
ACH-000792,-0.8352147645776206
ACH-000794,-0.757221478667365
ACH-000796,-0.6303949015285655
ACH-000798,-0.6617839858665744
ACH-000799,-0.6459040005840654
ACH-000800,-0.5799905587865748
ACH-000802,-0.5184081550626798
ACH-000804,-0.7321802862842822
ACH-000805,-0.6154443100945429
ACH-000809,-0.5557735522344373
ACH-000810,-0.8176279651311023
ACH-000811,-0.5938492604660963
ACH-000817,-0.6682032172895956
ACH-000819,-0.4196213087561687
ACH-000820,-0.9329323535599792
ACH-000821,-0.4686417183926216
ACH-000822,-0.6339744686475031
ACH-000823,-0.5267780744534105
ACH-000824,-0.8115466674603045
ACH-000827,-0.6183513115274942
ACH-000829,-0.8791347465093984
ACH-000831,-0.6101876285380073
ACH-000832,-0.5884395587011503
ACH-000833,-0.3735423616739704
ACH-000834,-0.6404938054580745
ACH-000835,-0.4577892352830182
ACH-000836,-0.031687499954864744
ACH-000837,-0.3768569234166675
ACH-000838,-0.841427378413787
ACH-000839,-0.6705964996501094
ACH-000840,-0.6280841113381002
ACH-000841,-0.4596158201293471
ACH-000843,-0.8105401207195637
ACH-000846,-0.914666471836322
ACH-000847,-0.5257134308149275
ACH-000848,-0.5711161452282224
ACH-000849,-0.7618861257996297
ACH-000851,-0.6155173215053685
ACH-000855,-0.8519565146039385
ACH-000856,-0.6623604826726065
ACH-000858,-0.6984447053199083
ACH-000859,-0.6741203413709089
ACH-000861,-0.6696752720722502
ACH-000862,-0.6601767730025551
ACH-000865,-0.3816096308709995
ACH-000866,-0.6922447213542312
ACH-000867,-0.6164943156980954
ACH-000869,-0.6627619716754315
ACH-000872,-0.7117017045795173
ACH-000873,-0.7763984470670642
ACH-000876,-0.8973452193849273
ACH-000878,-0.7582758159014612
ACH-000880,-0.8765663513828313
ACH-000881,-0.7461195900343549
ACH-000882,-0.519397672595693
ACH-000884,-0.4570361370072328
ACH-000885,-0.5479973903866732
ACH-000887,-0.5407103307010649
ACH-000889,-0.8502123403653097
ACH-000896,-0.5566831658383321
ACH-000898,-0.655049804476773
ACH-000900,-0.6732018271942156
ACH-000901,-0.6883264164759298
ACH-000905,-0.7391238365928663
ACH-000906,-0.4556893094490755
ACH-000907,-0.687276689654942
ACH-000910,-0.7491902865749582
ACH-000911,-0.5405127760699451
ACH-000912,-0.6996866587810191
ACH-000913,-0.7450591783716615
ACH-000915,-0.5284379142581449
ACH-000916,-0.8627230416291799
ACH-000917,-0.6615255948316069
ACH-000920,-0.9169311572548506
ACH-000921,-0.4996740858247689
ACH-000924,-0.3315916159328812
ACH-000926,-0.7245946274617916
ACH-000928,-0.7075651783772595
ACH-000929,-0.42833957556078617
ACH-000932,-0.6671448248071913
ACH-000935,-0.6369996696420952
ACH-000936,-0.6168417312359827
ACH-000937,-0.6905669458292398
ACH-000938,-0.7215288900084734
ACH-000939,-0.23092275834708714
ACH-000941,-0.6651323957595372
ACH-000943,-0.4996094700841931
ACH-000946,-0.5541492341102721
ACH-000947,-0.5444665709338945
ACH-000948,-0.7170512511241066
ACH-000950,-0.4599904370772804
ACH-000953,-0.7441927865339011
ACH-000954,-0.16726504250746616
ACH-000957,-0.6766015605973003
ACH-000958,-0.585713064257439
ACH-000960,-0.7841739294936296
ACH-000963,-0.6220579619564067
ACH-000968,-0.7129925326110593
ACH-000969,-0.6442209608394099
ACH-000972,-0.35387478287419044
ACH-000973,-0.593261818767457
ACH-000974,-0.6082131455092921
ACH-000978,-0.5003709937925093
ACH-000984,-0.5031005798112188
ACH-000986,-0.6451276087961293
ACH-000988,-0.5769047542270106
ACH-000993,-0.6249926892604583
ACH-000994,-0.7075590498488283
ACH-000996,-0.672018836360442
ACH-001001,-0.5182397929949069
ACH-001020,-0.21452329926695465
ACH-001028,-0.6519086449603014
ACH-001031,-0.6120170731386038
ACH-001038,-0.7031650341295681
ACH-001048,-0.6593031664493343
ACH-001050,-0.7161074411158977
ACH-001053,-1.0124463166521729
ACH-001054,-0.6583801057814752
ACH-001061,-0.4381273730972074
ACH-001067,-0.7173243310703763
ACH-001075,-0.6548307939260215
ACH-001096,-0.9557225469040777
ACH-001111,-0.8053929518720351
ACH-001119,-0.6085564063434936
ACH-001128,0.455456074025743
ACH-001134,-0.759571499958131
ACH-001151,-0.5554817394033811
ACH-001163,-0.5422919146374658
ACH-001164,-0.4971573824849821
ACH-001183,-0.5735755087119131
ACH-001192,-0.7482980553021134
ACH-001193,-0.7395744570877718
ACH-001196,-0.5507876213269995
ACH-001197,-0.8636507823339509
ACH-001205,-0.5855543653516051
ACH-001211,-0.4296172551126916
ACH-001212,-0.6407364572908786
ACH-001228,-0.7612610533267458
ACH-001232,-0.5800631097626688
ACH-001239,-0.7028827315985796
ACH-001270,-0.776902904027871
ACH-001274,-0.4872203830385062
ACH-001275,-0.4451660354027677
ACH-001277,-0.5286990334853404
ACH-001278,-0.7060964101393529
ACH-001280,-0.7144350104830787
ACH-001283,-0.5975182425091237
ACH-001289,-0.7318303677191179
ACH-001300,-0.7368524905646645
ACH-001301,-0.6894597742593858
ACH-001302,-0.5308052441040018
ACH-001306,-0.5513414413856582
ACH-001318,-0.6390155397899308
ACH-001322,-0.3623956280220486
ACH-001328,-0.6807971512474804
ACH-001332,-0.8970286625626723
ACH-001336,-0.7513770136135002
ACH-001346,-0.4919178624817902
ACH-001353,-0.5895960112260871
ACH-001354,-1.2487282496902723
ACH-001367,-0.5448845214362317
ACH-001368,-0.7408323130582845
ACH-001374,-0.5410640551952595
ACH-001377,-0.4909348692228274
ACH-001380,-0.5049603479831962
ACH-001391,-0.8029437064002957
ACH-001408,-0.6136966143431591
ACH-001430,-0.5855432317533017
ACH-001431,-0.5666677878867641
ACH-001450,-0.8185915492114597
ACH-001496,-0.3080967182048671
ACH-001500,-0.4362227426934014
ACH-001523,-0.5789786725750479
ACH-001532,-0.6655234817175234
ACH-001550,-0.3702430854714646
ACH-001552,-0.5736334222303731
ACH-001554,-0.5712509285331844
ACH-001654,-0.7292127930644894
ACH-001735,-0.7175594370365902
ACH-001736,-0.5775436758559754
ACH-001737,-0.8588853097173026
ACH-001740,-0.6142319417947381
ACH-001745,-0.39630388737853856
ACH-001765,-0.6850287036353824
