,ELP2 (55250)
ACH-000004,-0.7496551608321129
ACH-000005,-0.4357515057924752
ACH-000007,-0.8105306358291205
ACH-000009,-0.7378301529731048
ACH-000011,-0.6595036620775527
ACH-000012,-0.580735285731438
ACH-000013,-0.5162132275812722
ACH-000014,-0.8913044907318933
ACH-000015,-0.4817017967732315
ACH-000017,-0.7727856891337537
ACH-000018,-0.9605007094054024
ACH-000019,-0.6466168496813705
ACH-000021,-0.4446729946311944
ACH-000022,-0.5171374925229548
ACH-000025,-0.9520897399693512
ACH-000028,-0.6456186206461851
ACH-000030,-0.7821548428974444
ACH-000035,-0.8015109472773143
ACH-000036,-0.7100753264583147
ACH-000037,-0.6529505828684511
ACH-000039,-0.3408525625239333
ACH-000040,-0.5379227693172132
ACH-000041,-0.6065442130531338
ACH-000042,-0.4814801157106231
ACH-000045,-0.5636682671932245
ACH-000047,-0.36206132141933
ACH-000052,-0.6671761984970594
ACH-000053,-0.5292208408667671
ACH-000054,-0.4786077786457056
ACH-000055,-0.6516383220568587
ACH-000060,-0.7050986185939911
ACH-000067,-0.4343713296538525
ACH-000070,-0.6265663207862264
ACH-000075,-0.6662108385452167
ACH-000078,-0.5873547229721571
ACH-000082,-0.17052868589721878
ACH-000085,-0.6752838249195593
ACH-000086,-0.8954899991231731
ACH-000087,-0.4513082580993476
ACH-000092,-0.5850123987065311
ACH-000095,-0.7353960505422578
ACH-000097,-0.12861040372654356
ACH-000098,-1.0289687147748097
ACH-000099,-0.6054050839301489
ACH-000108,-0.6888226322045936
ACH-000113,-0.5603362003957699
ACH-000116,-0.6289064962137795
ACH-000118,-0.2887198511076827
ACH-000120,-0.9186188652641509
ACH-000123,-0.7057591020820843
ACH-000127,-0.7938822728748588
ACH-000128,-0.4167427969863223
ACH-000132,-0.8349002574592616
ACH-000133,-0.454898604733719
ACH-000137,-0.8297036621042032
ACH-000138,-0.6966334141457677
ACH-000142,-0.7290168478443552
ACH-000143,-0.7341511685418859
ACH-000146,-0.01332222186980706
ACH-000148,-0.5823823437186694
ACH-000150,-0.7008557376739537
ACH-000152,-0.3660557510104787
ACH-000153,-0.8493455214602055
ACH-000159,-0.567705516136796
ACH-000160,-0.18684033308339604
ACH-000163,-0.4348585584506166
ACH-000167,-0.1455142996506711
ACH-000168,-0.5062505008981797
