,FZD4 (8322)
ACH-000004,0.16919848053005568
ACH-000005,0.09660840865173337
ACH-000007,0.1812549453132978
ACH-000009,0.13191239632758156
ACH-000011,0.1943965323812076
ACH-000012,-0.06086673310193655
ACH-000013,0.09460552125444012
ACH-000014,0.1925252534147824
ACH-000015,0.1618348343787454
ACH-000017,0.13319331635644446
ACH-000018,-0.0025073464352167395
ACH-000019,0.32726340632799394
ACH-000021,0.114997414456832
ACH-000022,0.08587895971864966
ACH-000025,0.16138702822291376
ACH-000028,-0.020563636710299555
ACH-000030,0.12151258231452484
ACH-000035,0.1710193704655564
ACH-000036,0.1923358597921192
ACH-000037,0.05759815837474274
ACH-000039,-0.127957773257345
ACH-000040,0.08214956148473067
ACH-000041,0.04743205238282201
ACH-000042,0.10382320991990256
ACH-000045,0.0710345140239998
ACH-000047,0.042587680278693134
ACH-000052,0.2304330571441402
ACH-000053,0.07204121048466358
ACH-000054,0.05430755024983938
ACH-000055,0.13325961134426526
ACH-000060,0.07211897982800157
ACH-000067,0.3171614617471073
ACH-000070,0.012367745316985009
ACH-000075,0.27923715675104044
ACH-000078,0.013993706434884658
ACH-000082,-0.14332698318646386
ACH-000085,0.2117206495357905
ACH-000086,-0.13997782032641154
ACH-000087,0.14891231781744188
ACH-000092,0.21283098723913316
ACH-000095,0.10863687422743487
ACH-000097,0.07528815807033233
ACH-000098,0.15262811466028106
ACH-000099,0.035393499650529535
ACH-000108,0.10583624919023384
ACH-000113,0.09773965576646708
ACH-000116,0.053681821026386564
ACH-000118,0.10616851659324524
ACH-000120,0.03484219166727963
ACH-000123,0.0932028135341236
ACH-000127,0.04260725456688643
ACH-000128,0.23770144019196554
ACH-000132,0.08285140363682582
ACH-000133,0.016475810669536142
ACH-000137,0.055844948414931365
ACH-000138,0.08986748661253513
ACH-000142,0.0196584205694598
ACH-000143,0.1716933313987452
ACH-000146,-0.024242667645166714
ACH-000148,0.0931573859841103
ACH-000150,0.1599644887679835
ACH-000152,0.14280011997297806
ACH-000153,0.15927978390583006
ACH-000159,0.12388177035417625
ACH-000160,0.21917593386719755
ACH-000163,0.05916780807568446
ACH-000167,0.1498901250557197
