,CLEC4E (26253)
ACH-000004,-0.15149439624980712
ACH-000005,-0.20048556852063004
ACH-000007,-0.11683841349892238
ACH-000009,-0.01989368013259081
ACH-000011,0.1269154712123628
ACH-000012,0.06396558655713505
ACH-000013,0.06960540816589084
ACH-000014,0.0991475525602894
ACH-000015,-0.032257598344637865
ACH-000017,-0.08371343766008743
ACH-000018,0.05754707808966208
ACH-000019,0.06533331822591226
ACH-000021,-0.04192552679612729
ACH-000022,0.06003317435577993
ACH-000025,0.0013434608128648179
ACH-000028,0.016318929121261403
ACH-000030,0.0010124918668356767
ACH-000035,-0.02331885217094993
ACH-000036,-0.0665575755798954
ACH-000037,-0.08567967536421467
ACH-000039,-0.012145129091814809
ACH-000040,0.010911898166224869
ACH-000041,-0.06959555324343081
ACH-000042,-0.052003812840874526
ACH-000045,0.03636152307396475
ACH-000047,-0.012823458298034149
ACH-000052,-0.06797135842416464
ACH-000053,0.008578662589631438
ACH-000054,-0.04514515253588793
ACH-000055,-0.047145247819925774
ACH-000060,-0.11670809032909513
ACH-000067,-0.06963428061212147
ACH-000070,0.0606873539413562
ACH-000075,-0.020892778173607605
ACH-000078,0.013055703498050686
ACH-000082,-0.010256685471979008
ACH-000085,0.03275899724794226
ACH-000086,-0.01803662248764592
ACH-000087,-0.06688773000281104
ACH-000092,0.035256039129456025
ACH-000095,-0.004555038823608657
ACH-000097,0.047183277795681516
ACH-000098,0.0077824853174647875
ACH-000099,-0.019724137947941936
ACH-000108,-0.017651969168322637
ACH-000113,-0.07975282568198203
ACH-000116,0.08872552324753609
ACH-000118,-0.05588032377788652
ACH-000120,-0.04807612132917292
ACH-000123,0.002321495573345903
ACH-000127,-0.061962269864126174
ACH-000128,0.009543966556720676
ACH-000132,0.09527237849579816
ACH-000133,0.06508989992211274
ACH-000137,-0.0003405131994394802
ACH-000138,0.018695993682855714
ACH-000142,-0.06372222597476779
ACH-000143,-0.07157575214242051
ACH-000146,-0.006755545776635244
ACH-000148,-0.06431167431142787
ACH-000150,-0.030814324682580038
ACH-000152,-0.1145766842772272
ACH-000153,0.06725849062299656
ACH-000159,0.0026947171301878892
ACH-000160,-0.06691443900603637
ACH-000163,0.042017885023499575
ACH-000167,-0.283954586177787
ACH-000168,0.10018325255822227
ACH-000169,0.06828723502017818
ACH-000178,0.0276131038969872
ACH-000183,0.09735160340870408
ACH-000188,0.0946987581115024
ACH-000189,-0.0772476512064441
ACH-000190,-0.08428334223414022
ACH-000198,0.010593672458176268
ACH-000203,-0.041187326114481566
ACH-000204,-0.17805083484329132
ACH-000206,0.01801745328991041
ACH-000207,0.11945282403395513
ACH-000208,-0.14113574788268868
ACH-000210,0.3509670097574015
ACH-000211,-0.023466810854313142
ACH-000215,-0.026848022246528384
ACH-000221,-0.12553330629528267
ACH-000222,0.03843800631829398
ACH-000223,-0.15485308654663613
ACH-000226,-0.07515724332612171
ACH-000227,-0.035214206696312506
ACH-000228,-0.056700875514222975
ACH-000231,0.01604559841020148
ACH-000232,-0.07283277544861172
ACH-000233,-0.08808025128452332
ACH-000234,-0.08032520815441367
ACH-000235,0.009050001511405248
ACH-000237,-0.05001576797217373
ACH-000238,-0.0728337462543429
ACH-000242,-0.06631023264601522
ACH-000243,0.03680824570742055
ACH-000244,-0.034460169456932366
ACH-000246,0.02262999384577755
ACH-000248,-0.0705876588499034
ACH-000250,0.04127534628794458
ACH-000251,0.14078059026712664
ACH-000252,-0.18987262292190216
ACH-000253,-0.0163473981083686
ACH-000255,-0.16334177607927974
ACH-000256,-0.08247423160071299
ACH-000257,-0.06201459445185958
ACH-000258,0.0260580822326943
ACH-000259,-0.027525899233015124
ACH-000260,0.05587656262655381
ACH-000261,0.04261405866868946
ACH-000262,0.07468405420501696
ACH-000263,0.09045551609776613
ACH-000264,-0.06541630849979717
ACH-000265,0.17989567990852362
ACH-000266,0.02109397963552861
ACH-000272,0.05314211472469258
ACH-000274,-0.06797574991551153
ACH-000277,-0.009759795033870708
ACH-000278,0.00011809480454708955
ACH-000279,-0.05345571563070765
ACH-000280,0.018905878624868814
ACH-000281,0.02511444428453299
ACH-000288,-0.001808154421324148
ACH-000291,-0.043668398587273616
ACH-000293,-0.017281638236825683
ACH-000294,-0.0865039104551086
ACH-000295,0.027545239656634662
ACH-000296,0.09754827756618893
ACH-000302,0.059334486576967375
ACH-000304,0.03100200323306288
ACH-000307,-0.056768074036024976
ACH-000308,0.011299213130804462
ACH-000310,0.15035547970559146
ACH-000311,0.02725481057695972
ACH-000312,-0.059718831744754425
ACH-000315,0.05166475204791435
ACH-000316,0.05449089690419945
ACH-000317,-0.010866160422051529
ACH-000318,-0.03224449677820436
ACH-000319,-0.015185138940958182
ACH-000320,-0.014790911181476343
ACH-000322,-0.1271760291405421
ACH-000323,-0.15422393392961545
ACH-000324,-0.09310444353103664
ACH-000329,-0.001422596290062192
ACH-000330,0.0349648538898203
ACH-000331,-0.0590942773637912
ACH-000332,-0.01100479753448774
ACH-000334,-0.0734721210062081
ACH-000335,-0.1693740413194127
ACH-000336,-0.1177292058820172
ACH-000337,-0.0056307805340025255
ACH-000338,-0.14526894239436627
ACH-000339,-0.007168567093132796
ACH-000341,-0.03084875379875868
ACH-000348,-0.01374454173701431
