,TDG (6996)
ACH-000004,-0.23704139470887636
ACH-000005,0.04020886218207935
ACH-000007,0.09618291294652052
ACH-000009,-0.0328831283025058
ACH-000011,-0.05015867311184473
ACH-000012,0.05314087111215316
ACH-000013,-0.08522719275783021
ACH-000014,-0.18930565799499152
ACH-000015,-0.07894128549585216
ACH-000017,-0.010921543861412432
ACH-000018,-0.06357670770884345
ACH-000019,-0.3075963236387422
ACH-000021,-0.1824481067394733
ACH-000022,-0.05651973522063645
ACH-000025,-0.16223377181041987
ACH-000028,0.0104227224167699
ACH-000030,0.0852241919387808
ACH-000035,-0.04040611084963989
ACH-000036,-0.10119371159920458
ACH-000037,-0.10436035834620966
ACH-000039,-0.012085045677140431
ACH-000040,-0.02667867786847306
ACH-000041,-0.164669815935045
ACH-000042,-0.10839470149199716
ACH-000045,-0.12421841044067893
ACH-000047,-0.06529228674181567
ACH-000052,-0.050178812009812564
ACH-000053,-0.020187217385308216
ACH-000054,-0.041816032433609165
ACH-000055,-0.2569534434067703
ACH-000060,-0.0980873747792416
ACH-000067,-0.1665255966956203
ACH-000070,-0.3232751378347375
ACH-000075,0.03248094652640161
ACH-000078,-0.15140815710101407
ACH-000082,-0.04848848059474939
ACH-000085,-0.1563139134852175
ACH-000086,-0.0698840449044613
ACH-000087,-0.35806573017515764
ACH-000092,0.05182040088107525
ACH-000095,-0.1264777646359001
ACH-000097,-0.030388631393218863
ACH-000098,-0.0601425598146652
ACH-000099,-0.07025343993503834
ACH-000108,0.0061056753866048745
ACH-000113,-0.1192922478131706
ACH-000116,-0.11236186407200853
ACH-000118,-0.05029622506565547
ACH-000120,-0.14521365912981887
ACH-000123,0.03890021497292519
ACH-000127,-0.1731882437591678
ACH-000128,-0.01917823946932104
ACH-000132,-0.0933711948822484
ACH-000133,-0.3406295404677274
ACH-000137,-0.07371566245630827
ACH-000138,-0.2729649032181102
ACH-000142,-0.022908450603673216
ACH-000143,-0.0518805588332313
ACH-000146,-0.06373369567140802
ACH-000148,-0.07927255920673583
ACH-000150,-0.12017863789100636
ACH-000152,-0.2610596989726239
ACH-000153,-0.05209752486237535
ACH-000159,-0.02228257065392133
ACH-000160,0.15376265057720942
ACH-000163,-0.033039130654287124
ACH-000167,0.12537742843819855
ACH-000168,-0.11379033709039893
ACH-000169,-0.1269654017045185
ACH-000178,-0.13840558111434112
ACH-000183,-0.2888769627503709
ACH-000188,-0.06417358231750378
ACH-000189,-0.13077262402709547
ACH-000190,0.11453433504126735
ACH-000198,0.05491282127173325
ACH-000203,-0.21133643081813366
ACH-000204,-0.012073854841066631
ACH-000206,-0.18065965757331
ACH-000207,0.040518537989936564
ACH-000208,-0.11310066797023532
ACH-000210,-0.054145615069940436
ACH-000211,-0.0022094931403342363
ACH-000215,-0.1246716594233144
ACH-000221,-0.07673910726694648
ACH-000222,-0.2319207391370303
ACH-000223,-0.06051068531392635
ACH-000226,-0.050414046909391136
ACH-000227,-0.2382912111312076
ACH-000228,-0.042080211118868456
ACH-000231,-0.10666810992059568
ACH-000232,-0.3474436638612277
ACH-000233,-0.0862527341585408
ACH-000234,-0.025902429668682083
ACH-000235,-0.029914878480785518
ACH-000237,-0.022945201741352943
ACH-000238,-0.07367425646436235
ACH-000242,-0.07144847076784161
ACH-000243,-0.016888314810758417
ACH-000244,-0.06514978559069617
ACH-000246,-0.02092575377790893
ACH-000248,-0.025640311345587755
ACH-000250,-0.1280085403764515
ACH-000251,-0.31100567870696444
ACH-000252,-0.02485358633092774
ACH-000253,-0.058591470302974576
ACH-000255,-0.05565918742361653
ACH-000256,-0.07868332667302788
ACH-000257,-0.3501576489601651
ACH-000258,-0.17134880204040653
ACH-000259,-0.00662718859997965
ACH-000260,-0.043227130150583576
ACH-000261,0.05237101076109097
ACH-000262,-0.16668865214513487
ACH-000263,-0.16766420778287544
ACH-000264,-0.09827257533520724
ACH-000265,-0.21947947074219534
ACH-000266,-0.10678060613197178
ACH-000272,-0.009898950612645323
ACH-000274,-0.03275088512603125
ACH-000277,-0.16436167038275626
ACH-000278,0.012991014444283588
ACH-000279,-0.12310077807368774
ACH-000280,-0.11037845926629494
ACH-000281,-0.19033769790068933
ACH-000288,-0.2015652941293763
ACH-000291,0.018661086783598763
ACH-000293,-0.019606059342542143
ACH-000294,-0.2759210913810037
ACH-000295,-0.014794566805810466
ACH-000296,-0.10880426366732286
ACH-000302,-0.0869824036442356
ACH-000304,-0.07841999198470705
ACH-000307,-0.020647263521162647
ACH-000308,-0.06855493950465824
ACH-000310,-0.16393726037369866
ACH-000311,-0.08834304369443896
ACH-000312,-0.16216524146517314
ACH-000315,0.09321099878981327
ACH-000316,-0.14579269826841545
ACH-000317,-0.013350073952301974
ACH-000318,-0.20454766462922547
ACH-000319,-0.04262208308529924
ACH-000320,-0.3109719608990371
ACH-000322,-0.1756105417587076
ACH-000323,-0.022710352085386597
ACH-000324,0.0061915097353560725
ACH-000329,-0.241596675527666
ACH-000330,-0.21000217555964376
ACH-000331,-0.05913334022769285
ACH-000332,-0.2334469498069592
ACH-000334,-0.11648118018497253
ACH-000335,0.01844187327494394
ACH-000336,0.012226725781848965
ACH-000337,-0.054103819615278034
ACH-000338,-0.16805362671097598
ACH-000339,-0.1292303721699325
ACH-000341,0.017299298917323656
ACH-000348,-0.06318168244373581
ACH-000350,0.005666030208843292
ACH-000352,-0.006707876095722454
ACH-000356,-0.28877959082789195
ACH-000361,0.010786432604378528
ACH-000362,-0.09351454106903442
ACH-000363,-0.03477570389761939
ACH-000364,-0.09468544026029084
ACH-000365,-0.09111767603365767
ACH-000366,0.03882766952801912
ACH-000368,-0.3422776825555653
ACH-000374,-0.12707564603264968
ACH-000375,0.08396934945649026
ACH-000376,-0.026644462910396075
ACH-000381,-0.10645231548413572
ACH-000383,-0.0790192413622627
ACH-000387,-0.008962424718302482
ACH-000389,-0.09783849894606708
ACH-000390,-0.04347486498346485
ACH-000393,-0.04465244348600581
ACH-000395,-0.4431143699337876
ACH-000396,0.17894493419386648
ACH-000397,-0.059085251650162735
ACH-000401,-0.19743926052850214
ACH-000402,-0.23673318938858545
ACH-000403,0.006701862186293575
ACH-000404,0.024596402521411983
ACH-000406,-0.03623026801790112
ACH-000407,-0.10111970707668254
ACH-000408,0.04242737346804802
ACH-000410,-0.189259240681636
ACH-000411,-0.07663150152831152
ACH-000414,-0.07661683170838221
ACH-000415,0.08321443681351523
ACH-000416,-0.20469378330122576
ACH-000420,-0.10366109920760604
ACH-000421,-0.13823372113252605
ACH-000424,-0.0062723496804162285
ACH-000425,-0.09045057212559536
ACH-000426,-0.11190838535648218
ACH-000427,-0.1787317048273686
ACH-000433,0.08749805051322253
ACH-000435,0.3317246958671645
ACH-000436,-0.19937661019774214
ACH-000444,-0.17376009598626335
ACH-000445,-0.136803897220046
ACH-000448,-0.11182656711010648
ACH-000450,-0.10478695586192788
ACH-000452,-0.07078090794010533
ACH-000454,-0.03172579703697058
ACH-000458,-0.02386514532385042
ACH-000459,0.007973405157612598
ACH-000460,-0.011450420624645977
ACH-000461,0.3714502251354189
ACH-000463,0.012026998847644254
ACH-000464,-0.20670160448830946
ACH-000466,-0.135012219086566
ACH-000467,-0.09089174536983304
ACH-000468,-0.22266581191508267
ACH-000469,0.017507005747091374
ACH-000470,-0.10301314003748392
ACH-000471,0.014992799029902481
ACH-000472,-0.10622447898901442
ACH-000473,-0.047314839540291226
ACH-000475,-0.09471806071322432
ACH-000476,-0.048701745684338334
ACH-000477,-0.043712514610797566
ACH-000479,-0.13261545588733742
ACH-000480,-0.16491198531464962
ACH-000481,-0.12122222733917125
ACH-000483,-0.14480835345692025
ACH-000484,-0.15335259888516192
ACH-000485,-0.018790206370682683
ACH-000486,0.047879972280160464
ACH-000487,-0.040157900541354895
ACH-000488,-0.16515960981531827
ACH-000490,-0.23501242022066926
ACH-000491,-0.18488356801550204
ACH-000495,-0.09465955754150283
ACH-000496,-0.0947084045743216
ACH-000499,-0.22026727562413945
ACH-000500,0.07143047108585958
ACH-000502,-0.2137345405163289
ACH-000503,-0.32631728539098603
ACH-000505,-0.11880835632276952
ACH-000507,0.0386294817004875
ACH-000510,0.01891799807264089
ACH-000511,-0.17455393450292864
ACH-000512,-0.13354722233950414
ACH-000516,-0.03219272451947465
ACH-000517,-0.1306315689814332
ACH-000518,-0.03725394694650449
ACH-000520,-0.2113712209164325
ACH-000521,0.14236715206890238
ACH-000522,0.030567407607372886
ACH-000524,-0.12235778801168674
ACH-000527,-0.025378578630432105
ACH-000528,0.009926674889655296
ACH-000537,-0.02168216982348051
ACH-000541,-0.2824421875676601
ACH-000542,-0.12860896930651966
ACH-000544,0.12332886559237158
ACH-000545,-0.075922525901535
ACH-000547,-0.08689342732926468
ACH-000548,-0.06940303982428697
ACH-000549,-0.18110512449632027
ACH-000550,-0.16857691757292484
ACH-000552,0.09412924767706334
ACH-000556,-0.0772617609778665
ACH-000557,-0.1827477910627139
ACH-000569,-0.0361856066334833
ACH-000570,-0.007432115040030353
ACH-000571,-0.16430096902756544
ACH-000573,-0.007839345242980574
ACH-000576,-0.0616423080617406
ACH-000579,-0.04898854023744045
ACH-000580,0.02981969003829226
ACH-000584,-0.015025218791809718
ACH-000585,-0.017566336667869612
ACH-000588,-0.18409462755131584
ACH-000589,-0.016409648164425937
ACH-000591,-0.3070826708741328
ACH-000593,-0.11737603936661478
ACH-000600,0.039762546477741634
ACH-000601,-0.11234135645111476
ACH-000605,-0.004015108780492657
ACH-000606,-0.12359355285376987
ACH-000608,-0.02622116736256975
ACH-000614,-0.20331885590197774
