,GLB1 (2720)
ACH-000004,-0.10205880009251342
ACH-000005,-0.13085983409686072
ACH-000007,-0.3719448551717174
ACH-000009,-0.1633086695199935
ACH-000011,-0.010449136115083107
ACH-000012,-0.09155716703016746
ACH-000013,-0.08196879452804096
ACH-000014,0.010583948273722324
ACH-000015,-0.10096993145819208
ACH-000017,-0.028125943782828504
ACH-000018,0.01019045313103345
ACH-000019,0.08527007870480638
ACH-000021,-0.17718209276032196
ACH-000022,-0.2535169737782829
ACH-000025,0.01883343238207174
ACH-000028,0.05953348143004099
ACH-000030,-0.020958249808489357
ACH-000035,-0.05014956088861195
ACH-000036,-0.2054075399417143
ACH-000037,-0.04389539178913096
ACH-000039,0.07977224652601292
ACH-000040,-0.0809885348871047
ACH-000041,-0.054610109524732664
ACH-000042,-0.1403507772347464
ACH-000045,-0.2913935455729612
ACH-000047,-0.21428972912973915
ACH-000052,-0.10596128648435854
ACH-000053,-0.2068381506583828
ACH-000054,-0.07980117165659127
ACH-000055,-0.04290145892084348
ACH-000060,-0.1316754660368953
ACH-000067,-0.11250738728113377
ACH-000070,-0.04884861711813458
ACH-000075,-0.10584189421101316
ACH-000078,-0.04479124853299838
ACH-000082,-0.0632474080616047
ACH-000085,-0.10308124077994993
ACH-000086,-0.1194651047175393
ACH-000087,-0.06272092624618722
ACH-000092,-0.07108550042215303
ACH-000095,-0.10029849203969184
ACH-000097,-0.05789337148464616
ACH-000098,-0.01852226455360671
ACH-000099,-0.14614455450865949
ACH-000108,-0.30782478702526683
ACH-000113,-0.1700332297487501
ACH-000116,-0.11658436677967665
ACH-000118,-0.015253589480150966
ACH-000120,-0.12627742176592113
ACH-000123,-0.06920740975905612
ACH-000127,-0.07648970153436653
ACH-000128,-0.17602936222041804
ACH-000132,-0.0591160489012888
ACH-000133,-0.05954216877146495
ACH-000137,-0.15568018015813578
ACH-000138,-0.13591462699011236
ACH-000142,-0.1989143117519003
ACH-000143,-0.01200402888388512
ACH-000146,-0.1956678236364076
ACH-000148,-0.0409603229401912
ACH-000150,-0.11973551760300324
ACH-000152,0.035200960737863184
ACH-000153,-0.17382971783963208
ACH-000159,-0.1459436022165706
ACH-000160,-0.07888961291227893
ACH-000163,-0.17845517729127264
ACH-000167,-0.19007241578060974
ACH-000168,-0.06441139112428909
ACH-000169,-0.08064753226584988
ACH-000178,-0.08766832578869438
ACH-000183,-0.2020659541120596
ACH-000188,-0.09174586674528512
ACH-000189,0.11921674803244227
ACH-000190,-0.2189204626537921
ACH-000198,-0.21206063008115256
ACH-000203,-0.01973644050876435
ACH-000204,-0.09202087851919848
ACH-000206,-0.12026919498497035
ACH-000207,-0.27528296296027577
ACH-000208,-0.4325327439706537
ACH-000210,0.07326073087459484
ACH-000211,-0.12619481132673316
ACH-000215,-0.16359236297131882
ACH-000221,-0.2682268575807703
ACH-000222,-0.1703783583631306
ACH-000223,-0.07393339331944257
ACH-000226,-0.0532911365359843
ACH-000227,-0.049059574119098254
ACH-000228,-0.19191404590930533
ACH-000231,-0.1094086843310872
ACH-000232,-0.10180908894502017
ACH-000233,-0.01630962942425304
ACH-000234,-0.1613971740210757
ACH-000235,-0.17416268452662936
ACH-000237,-0.10463863552039014
ACH-000238,-0.06961415397908208
ACH-000242,-0.29157081626015824
ACH-000243,-0.09473587428223433
ACH-000244,-0.3214356546518364
ACH-000246,-0.14036513612840992
