,BRI3 (25798)
ACH-000222,-0.41825083389146017
ACH-000223,-0.2645116877679761
ACH-000226,-0.31470986169115994
ACH-000227,-0.07650871900381516
ACH-000228,-0.2791389531374319
ACH-000231,-0.30691034216941016
ACH-000232,-0.24843167623847245
ACH-000233,-0.26584623207000635
ACH-000234,-0.10423274359712194
ACH-000235,-0.19581039005510625
ACH-000237,-0.2618074215420414
ACH-000238,-0.4875942387111306
ACH-000242,0.1650527901665149
ACH-000243,-0.2408221130233779
ACH-000244,-0.4574395038186696
ACH-000246,-0.1677250782244062
ACH-000248,-0.1689723234804496
ACH-000250,-0.18882522068549865
ACH-000251,-0.16457522869392074
ACH-000252,-0.3183683079455593
ACH-000253,-0.21517268209400064
ACH-000255,-0.2398541199272139
ACH-000256,-0.0666466070453443
ACH-000257,-0.3285847785439381
ACH-000258,0.041771466449913794
ACH-000259,-0.21683796179645795
ACH-000260,-0.06771140561828491
ACH-000261,-0.16640315282544926
ACH-000262,-0.13572220175253685
ACH-000263,-0.08244841096246917
ACH-000264,-0.1660931250020845
ACH-000265,-0.03593220071542904
ACH-000266,-0.1829885028268705
ACH-000272,-0.31589578382751915
ACH-000274,-0.03947982382696941
ACH-000277,-0.10778378113720516
ACH-000278,-0.16686327519704222
ACH-000279,-0.19299046122513705
ACH-000280,-0.03087495657172843
ACH-000281,-0.17656838417811593
ACH-000288,-0.13398820623247162
ACH-000291,-0.19298474615547884
ACH-000293,-0.5487495905658897
ACH-000294,-0.11147939768412958
ACH-000295,-0.055897777666583284
ACH-000296,-0.10797283858500237
ACH-000302,-0.20394292408093329
ACH-000304,-0.15053550504528967
ACH-000307,-0.2882846016185797
ACH-000308,-0.2416744091519501
ACH-000310,-0.08737438641899231
ACH-000311,-0.278023162898178
ACH-000312,-0.1717807258406291
ACH-000315,-0.21051280551017565
ACH-000316,-0.12837457221690804
ACH-000317,-0.11478680034364315
ACH-000318,-0.12792685808105242
ACH-000319,-0.2789257021758501
ACH-000320,-0.3524355402388406
ACH-000322,-0.3326119970929189
ACH-000323,-0.16302050751428748
ACH-000324,-0.1696554344496938
ACH-000329,-0.16977483667101967
ACH-000330,-0.027633336243825198
ACH-000331,-0.40650264208007225
ACH-000332,-0.08965405374172575
ACH-000334,-0.5853253313441933
ACH-000335,-0.1813703943511876
ACH-000336,-0.2208330083194169
ACH-000337,-0.22536591775769055
ACH-000338,-0.2455161943470393
ACH-000339,-0.08395640576481203
ACH-000341,-0.1861088679389032
ACH-000348,-0.15507483785492593
ACH-000350,0.14267447564988694
ACH-000352,-0.07348902891855147
ACH-000356,-0.3370631862849464
ACH-000361,-0.28833838562797864
ACH-000362,0.10480547791857613
ACH-000363,-0.12150929624504235
ACH-000364,-0.13180421653421293
ACH-000365,-0.2503652377710599
ACH-000366,-0.2743184136934745
ACH-000368,-0.2894920035846322
ACH-000374,-0.17169056887345552
ACH-000375,-0.10132831446410924
ACH-000376,-0.28880780952482993
ACH-000381,-0.14212377834823028
ACH-000383,-0.3512220143631559
ACH-000387,-0.024343372229810045
ACH-000389,-0.19848363190027155
ACH-000390,-0.24715141373437602
ACH-000393,-0.3342539234261066
ACH-000395,-0.4591722516130852
ACH-000396,-0.248701777276544
ACH-000397,-0.2690155924949839
ACH-000401,0.022130662780827842
ACH-000402,-0.2861195290244173
ACH-000403,-0.2683287702436168
ACH-000404,-0.3199108880582629
ACH-000406,-0.16102431244530552
ACH-000407,-0.3509643566785093
ACH-000408,-0.0280428569148028
ACH-000410,-0.18103123783524627
ACH-000411,-0.2676598429263328
ACH-000414,-0.10546562036146936
ACH-000415,-0.36919379051327067
ACH-000416,-0.13488273156834965
ACH-000420,-0.3030206955410734
ACH-000421,-0.16272040753220648
ACH-000424,-0.2575192330654293
ACH-000425,-0.27272064504945404
ACH-000426,-0.0103799781068226
ACH-000427,-0.18272572367127948
ACH-000433,-0.07304424689315478
ACH-000435,-0.07122060173639268
ACH-000436,-0.26635283974694984
ACH-000444,-0.15375300745100412
ACH-000445,-0.15320502508129752
ACH-000448,-0.19331060450118884
ACH-000450,0.010311667346338387
ACH-000452,-0.18282503091036365
ACH-000454,-0.17211540074505252
ACH-000458,-0.13432007470963936
ACH-000459,-0.08429079285431786
ACH-000460,-0.3616647785590647
ACH-000461,-0.1915667758366086
ACH-000463,-0.3449314136584442
ACH-000464,-0.202719401263812
ACH-000466,-0.26232170533491617
ACH-000467,-0.272441633420521
ACH-000468,-0.08147423252632148
ACH-000469,-0.17964537973545133
ACH-000470,-0.2434152291884321
ACH-000471,-0.18975153624989852
ACH-000472,-0.2307415710455919
ACH-000473,-0.1926432570228465
ACH-000475,-0.3079136760900426
ACH-000476,-0.2815556653860605
ACH-000477,-0.2023099563758788
ACH-000479,-0.1838673376840628
ACH-000480,-0.3396753626107553
ACH-000481,-0.2523059245082735
ACH-000483,-0.2767776883514925
ACH-000484,-0.03766706784158512
ACH-000485,-0.07644192360458538
ACH-000486,-0.28569737369543424
ACH-000487,-0.2577546774833532
ACH-000488,-0.12637339231263742
ACH-000490,-0.0273230963408968
ACH-000491,-0.3471710231876297
ACH-000495,-0.2555609407915371
ACH-000496,-0.2256637055689393
ACH-000499,-0.2373591152945628
ACH-000500,-0.004934907015433283
ACH-000502,-0.2530985441087915
ACH-000503,-0.4226017389692783
ACH-000505,-0.2918402524865277
ACH-000507,-0.15062333485378904
ACH-000510,-0.15009389007968968
ACH-000511,-0.2813026788546884
ACH-000512,-0.13391008801548074
ACH-000516,-0.22164339856512455
ACH-000517,-0.17152005439862095
ACH-000518,-0.10467648253517403
ACH-000520,-0.2548403869153076
ACH-000521,-0.20294951177402984
ACH-000522,-0.26296424546522784
ACH-000524,-0.14574284166667525
ACH-000527,-0.2626991729161598
ACH-000528,-0.1514207338924257
ACH-000537,-0.2812257417549032
ACH-000541,-0.13898540581721594
ACH-000542,-0.19311592571053626
ACH-000544,-0.2906630121635183
ACH-000545,-0.3416107838336129
ACH-000547,-0.1754282669051749
ACH-000548,-0.10200358325923224
ACH-000549,-0.2968195806967356
ACH-000550,-0.3854062986677992
ACH-000552,-0.13447639078533938
ACH-000556,-0.13910633706965753
ACH-000557,0.07815130351909294
ACH-000569,-0.21678461964516302
ACH-000570,-0.08938228926970787
ACH-000571,-0.264237599483636
ACH-000573,-0.1848475112155403
ACH-000576,0.0987444138797275
ACH-000579,-0.13642424736880027
ACH-000580,-0.14059018341236865
ACH-000584,-0.16985342339140122
ACH-000585,-0.3805592041091153
ACH-000588,-0.12540034250036144
ACH-000589,-0.2999121576801396
ACH-000591,-0.21708426192175814
ACH-000593,-0.19553191923968585
ACH-000600,-0.013100016275266087
ACH-000601,-0.07218128598298394
ACH-000605,-0.20603056204389392
ACH-000606,-0.2243489512883673
ACH-000608,-0.11696331819930345
ACH-000614,-0.3540450630114149
ACH-000616,-0.18541364357416573
ACH-000618,-0.08883199798228987
ACH-000619,-0.20079837868171144
ACH-000620,-0.0819477905170262
ACH-000621,-0.19447673536708746
ACH-000622,-0.1635904222086381
ACH-000623,-0.23253374747966746
ACH-000624,-0.2552066077376636
ACH-000627,-0.17691824413838295
ACH-000630,-0.3569074365076277
ACH-000631,-0.05512645298173429
ACH-000632,-0.1235932120795025
ACH-000633,-0.2224208085983445
ACH-000637,-0.06192359662062795
ACH-000638,-0.2856881926599552
ACH-000646,-0.12132928281754685
ACH-000647,-0.0992777148585865
ACH-000648,-0.2169494870660422
ACH-000649,-0.19560293114209246
ACH-000651,-0.19500067754975167
ACH-000652,-0.14540959704530926
ACH-000653,-0.2048617650719495
ACH-000657,-0.09907981809375843
ACH-000658,-0.04363044673522619
ACH-000661,-0.2765353398866391
ACH-000662,-0.4879278140416738
ACH-000663,-0.2652098476945859
ACH-000665,-0.2308859982017125
ACH-000671,0.025941903691913456
ACH-000672,-0.5309269150285858
ACH-000673,-0.1964811703462896
ACH-000676,-0.23159494420074925
ACH-000677,-0.06899156583775584
ACH-000681,-0.17929051734404086
ACH-000683,-0.2191460409892833
ACH-000684,-0.2949877446435082
ACH-000688,-0.06229991059738715
ACH-000693,-0.2448655740291376
ACH-000694,-0.10020165095348604
ACH-000695,-0.269876090891971
ACH-000696,-0.1791102778568715
ACH-000697,-0.33092511773537114
ACH-000699,-0.18342617149569984
ACH-000701,-0.2167611218542573
ACH-000706,-0.17991453377529773
ACH-000711,-0.22500081797939456
ACH-000713,-0.2449295188869508
ACH-000714,-0.15385648366897786
ACH-000718,-0.046434978087313186
ACH-000720,-0.14650605515455978
ACH-000721,-0.16443011108733094
ACH-000724,-0.18834702062618766
ACH-000725,-0.11802107761063982
ACH-000732,-0.09037056606584014
ACH-000734,-0.4198402906706197
ACH-000735,-0.3700891714478815
ACH-000736,-0.02660731626935257
ACH-000738,-0.015759220604990506
ACH-000746,-0.2816655983860749
ACH-000747,-0.1449441847093512
ACH-000748,-0.1307369655086328
ACH-000753,-0.15040988441644865
ACH-000756,-0.0467367580843082
ACH-000757,-0.2616142343846121
ACH-000758,-0.2529862058285013
ACH-000760,-0.18206516648381926
ACH-000762,-0.3447492968645215
ACH-000763,-0.09977302889477044
ACH-000764,-0.2148212218377816
ACH-000765,-0.2735971611100377
ACH-000766,-0.24040504901390844
ACH-000767,-0.09676300318769612
ACH-000768,-0.1602390653386513
ACH-000769,-0.13869963218940384
ACH-000770,-0.17155255822023016
ACH-000771,-0.2777357839931329
ACH-000773,-0.1725869728517685
ACH-000776,-0.16539509329741472
ACH-000777,-0.15118681810939288
ACH-000778,-0.18576859256614345
ACH-000781,-0.061555267814025885
ACH-000782,-0.1540173078310838
ACH-000783,-0.2762862169151189
ACH-000784,-0.1280204548331722
ACH-000785,-0.11094730266073444
ACH-000787,-0.057541074942613325
ACH-000788,-0.20845649105782046
ACH-000791,-0.1863239712121858
ACH-000792,-0.02743213232093396
ACH-000794,-0.1923478937036549
ACH-000796,-0.23469056048103898
ACH-000798,-0.12481516744161385
ACH-000799,-0.3526800084894784
ACH-000800,-0.2825242054715585
ACH-000802,-0.0910990821149366
ACH-000804,-0.01923038426812949
ACH-000805,-0.15428251083942138
ACH-000809,-0.2375231466267844
ACH-000810,-0.1176061666389108
ACH-000811,-0.18362158295654088
ACH-000817,-0.2335612236807765
ACH-000819,-0.1044509126437041
ACH-000820,-0.11123083220364724
ACH-000821,-0.17912588853267675
ACH-000822,-0.1599868975633991
ACH-000823,-0.20682313691535187
ACH-000824,-0.09034364699313767
ACH-000827,-0.2104327119075577
ACH-000829,-0.12876831683579765
ACH-000831,-0.30697415694563057
ACH-000832,-0.1288788015120418
ACH-000833,-0.3149763474572491
ACH-000834,-0.21966698075621166
ACH-000835,-0.2774525165915757
ACH-000836,-0.19886109830135246
ACH-000837,-0.2735371731958545
ACH-000838,-0.007235774075953985
ACH-000839,-0.2500221425687397
ACH-000840,-0.12878503667996033
ACH-000841,-0.20068799974659465
ACH-000843,-0.3167702958403993
ACH-000846,-0.40834732045689337
ACH-000847,-0.15542717741522105
ACH-000848,-0.13667463442818556
ACH-000849,-0.1746239410026624
ACH-000851,-0.1906928941705525
ACH-000855,-0.13710947522034742
ACH-000856,-0.07236644338702868
ACH-000858,-0.0648289029980622
ACH-000859,-0.046562978083956486
ACH-000861,-0.23655291473189716
ACH-000862,-0.16006469663216222
ACH-000865,-0.17346477059878487
ACH-000866,-0.1135089884371768
ACH-000867,-0.1862934210636129
ACH-000869,-0.33237809633028925
ACH-000872,-0.01765272152778575
ACH-000873,-0.13081383863510118
ACH-000876,-0.16762762895886724
ACH-000878,-0.15793659964499607
ACH-000880,-0.1882897822964022
ACH-000881,-0.1141955517834864
ACH-000882,-0.3335372849394391
ACH-000884,-0.05237481668957286
ACH-000885,-0.0940695592666396
ACH-000887,-0.24432998650859916
ACH-000889,-0.18191784658094706
ACH-000896,-0.14351638461037294
ACH-000898,-0.14528296855430484
ACH-000900,-0.09609062869266674
ACH-000901,-0.12434600438349012
ACH-000905,-0.11717099426229935
ACH-000906,-0.2671996815249342
ACH-000907,-0.2130087382258004
ACH-000910,-0.12265337467006435
ACH-000911,-0.2895209950071818
ACH-000912,-0.12369614577758102
ACH-000913,-0.13527955557306168
ACH-000915,-0.1756418747994148
ACH-000916,-0.16635328741956473
ACH-000917,-0.12737192680585938
ACH-000920,-0.038778005399618336
ACH-000921,-0.39608202059179015
ACH-000924,-0.1505318837579722
ACH-000926,-0.15260257107858094
ACH-000928,-0.17991664408715613
ACH-000929,-0.03774583642163857
ACH-000932,-0.021165086180139684
ACH-000935,-0.14298653372064818
ACH-000936,-0.1310651710837433
ACH-000937,-0.08583030957572896
ACH-000938,-0.1449979976451113
ACH-000939,-0.19640001461492695
ACH-000941,-0.08900021903671591
ACH-000943,-0.1807809951919133
ACH-000946,-0.19360748442610304
ACH-000947,-0.061627916425478324
ACH-000948,-0.2451587602670648
ACH-000950,-0.4044188064658259
ACH-000953,-0.1832952359548492
ACH-000954,-0.22544072063631376
ACH-000957,-0.2697137285628956
ACH-000958,-0.13183218932366228
ACH-000960,-0.17578833484398645
ACH-000963,-0.3058162374590862
ACH-000968,-0.14242362617855822
ACH-000969,-0.3473274359229893
ACH-000972,-0.45329352121405897
ACH-000973,-0.28976657047290283
ACH-000974,-0.27924980840922603
ACH-000978,-0.04729917546807074
ACH-000984,-0.3469624628174137
ACH-000986,-0.1049951905968036
ACH-000988,-0.09497167704492873
ACH-000993,-0.2493332417019625
ACH-000994,-0.11014498920280924
ACH-000996,-0.29198500796721644
ACH-001001,-0.11983425378485645
ACH-001020,-0.3068832446098127
ACH-001028,-0.12166750071756458
ACH-001031,-0.2280058872409893
ACH-001038,-0.16941176387366924
ACH-001048,-0.3527817809256474
ACH-001050,-0.5901817235770139
ACH-001053,-0.08186363207355411
ACH-001054,-0.11168653945445482
ACH-001061,-0.1332102788825154
ACH-001067,-0.38838066354248174
ACH-001075,-0.06274920850672215
ACH-001096,0.040415450997093566
ACH-001111,-0.03182255430517265
ACH-001119,-0.19906880619927275
ACH-001128,-0.07064808920556742
ACH-001134,-0.31137457525945456
ACH-001151,-0.368777684652764
ACH-001163,-0.2465265457835753
ACH-001164,-0.2436010328679684
ACH-001183,-0.09906876552669512
ACH-001192,-0.07042665079144526
ACH-001193,-0.2138745459546929
ACH-001196,-0.17641253016247085
ACH-001197,-0.23215620035240436
ACH-001205,-0.24064823108180064
ACH-001211,-0.36323191165570695
ACH-001212,-0.08364368532262857
ACH-001228,-0.1584170181886866
ACH-001232,-0.05612017095828453
ACH-001239,-0.27262968862975817
ACH-001270,0.029146466037215383
ACH-001274,-0.10401227230075676
ACH-001275,-0.06282092251790003
ACH-001277,-0.030015408348587038
ACH-001278,-0.16845178435927546
ACH-001280,-0.13960838133663356
ACH-001283,-0.15313003409069956
ACH-001289,-0.44704458654451984
ACH-001300,-0.12644699001532272
ACH-001301,-0.22359828842130516
ACH-001302,-0.26758569530845944
ACH-001306,-0.25859655694958944
ACH-001318,-0.20163507669616126
ACH-001322,-0.08345085457808478
ACH-001328,-0.23722569289743875
ACH-001332,-0.5259624136346791
ACH-001336,-0.17370828726577198
ACH-001346,-0.09406903735597782
ACH-001353,-0.1534085090030092
ACH-001354,-0.043067061612680015
ACH-001367,-0.26624365304196873
ACH-001368,-0.36227093240385294
ACH-001374,-0.5821922475379625
ACH-001377,-0.17064641117801874
ACH-001380,-0.14212685828972738
ACH-001391,-0.09162296211382764
ACH-001408,-0.19750407123077746
ACH-001430,0.13592658307783353
ACH-001431,-0.1326438851992636
ACH-001450,-0.07291071726992299
ACH-001496,-0.10013717036993937
ACH-001500,-0.32666800463907897
ACH-001523,-0.4021907687985833
ACH-001532,-0.17331475812569144
ACH-001550,-0.1554169611650285
ACH-001552,-0.17509695675868647
ACH-001554,-0.16158377795852993
ACH-001654,-0.32331319437729283
ACH-001735,-0.12549709597236325
ACH-001736,-0.19663256570786644
ACH-001737,-0.5087375990168307
ACH-001740,-0.166250890923982
ACH-001745,-0.1716302187883793
ACH-001765,-0.17716131905125262
