,UBL5 (59286)
ACH-000222,-1.171722592354196
ACH-000223,-1.3136781063516092
ACH-000226,-1.0125413959835368
ACH-000227,-1.2724836134982729
ACH-000228,-1.505306872940888
ACH-000231,-1.2179242388327458
ACH-000232,-1.1999024319406295
ACH-000233,-1.1806614896354228
ACH-000234,-1.223286714947668
ACH-000235,-1.1830835724342377
ACH-000237,-1.0866373841219346
ACH-000238,-1.0513962548344264
ACH-000242,-1.06950930027126
ACH-000243,-1.3050263599960037
ACH-000244,-1.1167496451081818
ACH-000246,-1.0564876179075875
ACH-000248,-0.93306533301629
ACH-000250,-1.231921420926794
ACH-000251,-1.5114121017566788
ACH-000252,-1.1585233922536693
ACH-000253,-1.132280165383989
ACH-000255,-1.0936718394163314
ACH-000256,-1.2119950108535702
ACH-000257,-1.0675041352611645
ACH-000258,-0.9412480054776908
ACH-000259,-1.1092853624233898
ACH-000260,-1.363884157323047
ACH-000261,-1.1836271196226409
ACH-000262,-0.9005995846312623
ACH-000263,-1.2882672599313492
ACH-000264,-1.3234926390985915
ACH-000265,-1.210835924126882
ACH-000266,-1.1611109880380803
ACH-000272,-1.1686901539326655
ACH-000274,-1.3915785093591575
ACH-000277,-1.2650434390149672
ACH-000278,-1.230887663115999
ACH-000279,-1.2597029563515016
ACH-000280,-1.1323541623984417
ACH-000281,-1.2715843317255804
ACH-000288,-1.2166363785173584
ACH-000291,-1.262111992437796
ACH-000293,-1.5922718644025786
ACH-000294,-1.3160802804697902
ACH-000295,-1.1416747722130176
ACH-000296,-1.2349816841737264
ACH-000302,-1.2689561316942493
ACH-000304,-0.8980034519994492
ACH-000307,-1.3326319299876206
ACH-000308,-1.2377485017333554
ACH-000310,-1.293466654296408
ACH-000311,-1.2707408561852531
ACH-000312,-1.1447240582385096
ACH-000315,-1.1666348611892765
ACH-000316,-1.0478970494257176
ACH-000317,-1.3403713746677346
ACH-000318,-1.0900469397263446
ACH-000319,-1.1815333676027613
ACH-000320,-0.8737818526466131
ACH-000322,-1.3365605953510291
ACH-000323,-1.1686928694418035
ACH-000324,-1.4245308903709264
ACH-000329,-1.3724527396592074
ACH-000330,-1.2782666382192636
ACH-000331,-1.129558378368958
ACH-000332,-1.1041647484531256
ACH-000334,-1.5277612211544709
ACH-000335,-1.02545292458197
ACH-000336,-1.2777140506118532
ACH-000337,-1.2021407739192382
ACH-000338,-1.220081727131861
ACH-000339,-1.1606759276601335
ACH-000341,-1.1550102562218392
ACH-000348,-1.241078774738886
ACH-000350,-1.19377466312505
ACH-000352,-1.3387355799593057
ACH-000356,-1.116104410707063
ACH-000361,-1.1188630624771363
ACH-000362,-1.4384455194615169
ACH-000363,-1.057553583026642
ACH-000364,-1.1016093429380305
ACH-000365,-1.2038582803210034
ACH-000366,-1.1689463907567494
ACH-000368,-1.1411747444024547
ACH-000374,-1.3137330361310662
ACH-000375,-1.1783149250713068
ACH-000376,-1.073029726065489
ACH-000381,-1.229277070066666
ACH-000383,-1.1155273019153444
ACH-000387,-1.1113244255820902
ACH-000389,-1.0125146663813671
ACH-000390,-1.3751783710259429
ACH-000393,-1.3528005119336646
ACH-000395,-1.0509928202037813
ACH-000396,-1.336953154174788
ACH-000397,-0.9937222471529692
ACH-000401,-1.0515794477031544
ACH-000402,-1.2687417012230229
ACH-000403,-1.2544007609379657
ACH-000404,-1.2563685468174626
ACH-000406,-1.4445933741064412
ACH-000407,-1.2632458623169651
ACH-000408,-1.2674297773962826
ACH-000410,-1.1366684599177967
ACH-000411,-1.1741256509255265
ACH-000414,-1.3462050220704478
ACH-000415,-1.4670750661758356
ACH-000416,-1.2322735681763757
ACH-000420,-0.8937559299293989
ACH-000421,-1.203456258914397
ACH-000424,-1.034564162939033
ACH-000425,-0.9335689295637012
ACH-000426,-1.6917408912755196
ACH-000427,-1.2761609713387034
ACH-000433,-1.1591612886391258
ACH-000435,-1.684958608816176
ACH-000436,-0.9860084838475912
ACH-000444,-1.197334632279073
ACH-000445,-1.351618936420404
ACH-000448,-0.9228249522836706
ACH-000450,-1.2130146787672489
ACH-000452,-1.1909757409259671
ACH-000454,-1.1122697746310104
ACH-000458,-1.0550280180262064
ACH-000459,-1.91119745721672
ACH-000460,-1.1419616139760878
ACH-000461,-1.3232753685302263
ACH-000463,-1.1727491582245195
ACH-000464,-1.131579948299133
ACH-000466,-1.080062059982703
ACH-000467,-1.151782063401267
ACH-000468,-1.4659677926071737
ACH-000469,-1.1097490020288003
ACH-000470,-1.205653232739183
ACH-000471,-1.2185308703244515
ACH-000472,-1.1197543832740164
ACH-000473,-1.2575223223757734
ACH-000475,-1.2291307756575445
ACH-000476,-1.1451853413826063
ACH-000477,-1.5056978907728222
ACH-000479,-1.4963413225756808
ACH-000480,-0.985900880484922
ACH-000481,-1.2929215449136842
ACH-000483,-1.5070696253730334
ACH-000484,-1.1302694392763786
ACH-000485,-1.0438411469082631
ACH-000486,-1.141165231197297
ACH-000487,-1.4616506718228537
ACH-000488,-1.2412216373519542
ACH-000490,-1.1792774604078236
ACH-000491,-1.3301735190824564
ACH-000495,-0.8301528924336561
ACH-000496,-1.225766195942234
ACH-000499,-1.205285688368676
ACH-000500,-1.19851969369277
ACH-000502,-1.046706165909932
ACH-000503,-1.450325765547685
ACH-000505,-1.0391519150501545
ACH-000507,-1.2448686962644342
ACH-000510,-1.1859562747290584
ACH-000511,-1.1280835980436277
ACH-000512,-1.0546994693146947
ACH-000516,-1.1517484977784551
ACH-000517,-1.197040539954736
ACH-000518,-1.270176239668615
ACH-000520,-1.208014460191683
ACH-000521,-1.009958167167583
ACH-000522,-1.22830993301458
ACH-000524,-1.2320787739380727
ACH-000527,-0.9640547112408604
ACH-000528,-1.15409411343212
ACH-000537,-1.1357282078101836
ACH-000541,-1.0172429032411507
ACH-000542,-1.0951544615831037
ACH-000544,-1.1684846592676532
ACH-000545,-1.1930087344297398
ACH-000547,-1.1510718731788028
ACH-000548,-1.1541789773756326
ACH-000549,-1.3325588228536769
ACH-000550,-1.1097588199523911
ACH-000552,-1.128384724007255
ACH-000556,-1.19441383828647
ACH-000557,-1.2279287057534958
ACH-000569,-1.2167610158026585
ACH-000570,-1.1501762364345796
ACH-000571,-1.332861072999196
ACH-000573,-1.550609191242159
ACH-000576,-1.0289114416418983
ACH-000579,-1.1086213349606235
ACH-000580,-0.9255210667255748
ACH-000584,-1.3557689711672536
ACH-000585,-1.3847947999285513
ACH-000588,-1.2352664245357077
ACH-000589,-1.0740462112271971
ACH-000591,-1.0360549536892676
ACH-000593,-1.1911876333416525
ACH-000600,-1.2024354710678
ACH-000601,-1.2875652596736156
ACH-000605,-1.038728879656823
ACH-000606,-1.1480297150272258
ACH-000608,-1.5592855081736925
ACH-000614,-1.077041003999536
ACH-000616,-1.0342964560922303
ACH-000618,-1.106667715914683
ACH-000619,-1.1227507573105562
ACH-000620,-1.1076073656954641
ACH-000621,-1.1121459721230316
ACH-000622,-1.2642206039334365
ACH-000623,-1.3147861748449141
ACH-000624,-1.283550361816289
ACH-000627,-1.1779069903202457
ACH-000630,-1.2358485040494136
ACH-000631,-0.9806828721780316
ACH-000632,-1.2120301197694248
ACH-000633,-1.2087031186962771
ACH-000637,-1.031585353300269
ACH-000638,-1.0865655018729
ACH-000646,-1.2993322683798088
ACH-000647,-1.144207749616769
ACH-000648,-1.5299473112810804
ACH-000649,-1.1003694077568158
ACH-000651,-1.2458527007093358
ACH-000652,-1.053760649641978
ACH-000653,-1.3228571863627134
ACH-000657,-1.2994973855139922
ACH-000658,-1.1744692187831194
ACH-000661,-1.1646362997653592
ACH-000662,-1.4085854772404995
ACH-000663,-1.0482054799695866
ACH-000665,-1.335045363079068
ACH-000671,-1.2264397342937299
ACH-000672,-1.0145813772115064
ACH-000673,-1.2468967846459271
ACH-000676,-0.9447477703033438
ACH-000677,-1.209477836086843
ACH-000681,-1.1884950201093163
ACH-000683,-1.0378668267128084
ACH-000684,-0.7290479193385948
ACH-000688,-1.3463379366609254
ACH-000693,-1.1200334432424306
ACH-000694,-1.1372186235746409
ACH-000695,-0.9331643175797768
ACH-000696,-1.1529583504793195
ACH-000697,-1.2902649001688322
ACH-000699,-1.829995963337594
ACH-000701,-1.233879537948041
ACH-000706,-1.284119769445944
ACH-000711,-1.2665275528536335
ACH-000713,-1.3806713738597978
ACH-000714,-1.3488200114154103
ACH-000718,-1.3093088626544476
ACH-000720,-1.3399144402747132
ACH-000721,-1.2331481855704225
ACH-000724,-1.0517166644563811
ACH-000725,-1.6045752905168913
ACH-000732,-0.9676159953264972
ACH-000734,-0.9414425592409952
ACH-000735,-1.3576712060842189
ACH-000736,-1.0307760149746303
ACH-000738,-1.225820927147238
ACH-000746,-1.193248504899193
ACH-000747,-1.2915140948439627
ACH-000748,-0.9839740395473668
ACH-000753,-1.1536345350263908
ACH-000756,-1.2573746129092829
ACH-000757,-1.180538886502482
ACH-000758,-1.150288389266121
ACH-000760,-1.079623941763992
ACH-000762,-1.2010935812767292
ACH-000763,-1.319138499283175
ACH-000764,-1.1679632267765947
ACH-000765,-1.0761936944180348
ACH-000766,-1.1704642065757458
ACH-000767,-1.2422568424804012
ACH-000768,-1.0921456566362708
ACH-000769,-1.3136564202056034
ACH-000770,-1.1551506175407795
ACH-000771,-1.1318310560722085
ACH-000773,-1.0951671412401498
ACH-000776,-1.1121069600790328
ACH-000777,-1.1646707887794885
ACH-000778,-1.3183229074167058
ACH-000781,-1.3230943202523942
ACH-000782,-1.2628058658275785
ACH-000783,-1.2877375172159191
ACH-000784,-1.1534174996979172
ACH-000785,-1.2542642064931204
ACH-000787,-1.3172726321151644
ACH-000788,-1.4259987814352642
ACH-000791,-1.2377138672722319
ACH-000792,-1.3250166346594507
ACH-000794,-1.2063989964898632
ACH-000796,-1.1804845329725502
ACH-000798,-1.0994759539205643
ACH-000799,-1.4842730603801804
ACH-000800,-0.9885296177424884
ACH-000802,-1.202906720638072
ACH-000804,-1.2109370391238343
ACH-000805,-1.1159164307006153
ACH-000809,-1.1043391119046646
ACH-000810,-1.0126321898860131
ACH-000811,-1.143833306210215
ACH-000817,-1.2113168408440325
ACH-000819,-1.2949629724279548
ACH-000820,-1.4647752618364032
ACH-000821,-0.8810784272916508
ACH-000822,-1.2670769783811284
ACH-000823,-1.2050807474228522
ACH-000824,-1.1148109040205711
ACH-000827,-1.199503963102825
ACH-000829,-1.252561849116676
ACH-000831,-1.4241403067187557
ACH-000832,-1.3144512578675382
ACH-000833,-1.2601092364286417
ACH-000834,-1.1490188886047588
ACH-000835,-1.0966171831239675
ACH-000836,-1.3186636671684058
ACH-000837,-1.1741815834425844
ACH-000838,-1.3182880708553508
ACH-000839,-1.1735832159299042
ACH-000840,-1.2310500222633851
ACH-000841,-1.1821202285605898
ACH-000843,-1.0757456765554445
ACH-000846,-1.0998889040236686
ACH-000847,-0.8817480899753806
ACH-000848,-1.2786390702669657
ACH-000849,-0.983764260034252
ACH-000851,-1.223518055913398
ACH-000855,-0.9767711591271966
ACH-000856,-1.2897649948869552
ACH-000858,-1.0979203601437042
ACH-000859,-1.1704588567456409
ACH-000861,-1.2268780897920004
ACH-000862,-1.1160955863115187
ACH-000865,-1.2109226189653846
ACH-000866,-1.2289244176416056
ACH-000867,-1.394433755837729
ACH-000869,-1.3443923421043464
ACH-000872,-1.125400497352865
ACH-000873,-1.0327540256490724
ACH-000876,-1.1859666116221883
ACH-000878,-1.1363529683178124
ACH-000880,-1.0177100837592477
ACH-000881,-1.019827694228877
ACH-000882,-1.1411685954069295
ACH-000884,-0.9627657023079208
ACH-000885,-1.4166934606749957
ACH-000887,-1.133000772685109
ACH-000889,-1.1445938632628023
ACH-000896,-1.32655749711092
ACH-000898,-1.1836481178993832
ACH-000900,-1.2076889002484952
ACH-000901,-1.289658028773904
ACH-000905,-1.0089398189849688
ACH-000906,-1.2388579065327856
ACH-000907,-0.9940492455435356
ACH-000910,-1.0277474673056222
ACH-000911,-1.138585206006606
ACH-000912,-1.3096360170928083
ACH-000913,-1.1562382309514905
ACH-000915,-1.1783260298741571
ACH-000916,-0.923517820407335
ACH-000917,-1.3394485104021896
ACH-000920,-0.9245844279766924
ACH-000921,-1.2619286753291743
ACH-000924,-1.2440272711462468
ACH-000926,-1.286556048505847
ACH-000928,-1.0918505052425178
ACH-000929,-1.0279457957487317
ACH-000932,-1.192008958243595
ACH-000935,-1.1553660105079553
ACH-000936,-1.0835727568060518
ACH-000937,-1.3330918114168466
ACH-000938,-1.2018624460521914
ACH-000939,-1.4648445546987177
ACH-000941,-1.5738986908342083
ACH-000943,-1.51001821044212
ACH-000946,-1.0965085984009448
ACH-000947,-1.3710822251242478
ACH-000948,-1.1329876797399754
ACH-000950,-0.9894925659101628
ACH-000953,-1.2675179545646522
ACH-000954,-1.2057191648957195
ACH-000957,-1.1634424619921548
ACH-000958,-1.1015834982193953
ACH-000960,-1.1902078302244772
ACH-000963,-1.3900098913158232
ACH-000968,-1.1043477412233154
ACH-000969,-1.124349943531226
ACH-000972,-1.4149270027042995
ACH-000973,-1.2381542156281788
ACH-000974,-1.1183699414146415
ACH-000978,-1.7517496467154774
ACH-000984,-1.2333518861229156
ACH-000986,-1.1407935848351027
ACH-000988,-1.315419736311212
ACH-000993,-1.1177951918295097
ACH-000994,-1.1921356840375712
ACH-000996,-1.0061728524286886
ACH-001001,-1.3002490092857801
ACH-001020,-1.2679989286403277
ACH-001028,-1.1551778196855638
ACH-001031,-1.405094434969256
ACH-001038,-1.2412450377709638
ACH-001048,-1.3486874361075778
ACH-001050,-1.1331295193895383
ACH-001053,-1.116687728447029
ACH-001054,-0.9780281972585401
ACH-001061,-1.1058122464739129
ACH-001067,-1.3382510355181176
ACH-001075,-1.158512941361113
ACH-001096,-1.0592326403960748
ACH-001111,-1.1788258871650503
ACH-001119,-1.0897379038957924
ACH-001128,-1.32922700137517
ACH-001134,-1.273105537758845
ACH-001151,-1.155519083155498
ACH-001163,-1.2769999751477406
ACH-001164,-1.0530825281168263
ACH-001183,-1.0950530520978408
ACH-001192,-1.3637168700594295
ACH-001193,-1.2967600598507472
ACH-001196,-1.0981137018334688
ACH-001197,-1.4190288720087716
ACH-001205,-1.2693842145400982
ACH-001211,-1.206031455185255
ACH-001212,-0.8330461297905982
ACH-001228,-1.227668117080332
ACH-001232,-1.2081874800956431
ACH-001239,-0.969096367424618
ACH-001270,-1.1740861910985756
ACH-001274,-1.1862541971687826
ACH-001275,-1.1144828801871858
ACH-001277,-1.1375205347147903
ACH-001278,-1.1978635339823482
ACH-001280,-1.1555607177631921
ACH-001283,-1.348312999459282
ACH-001289,-1.1209225405798355
ACH-001300,-1.0894201492286921
ACH-001301,-1.3442802450861897
ACH-001302,-1.3186782068745562
ACH-001306,-1.3229943026307551
ACH-001318,-1.2583323537349766
ACH-001322,-1.3701860798424152
ACH-001328,-1.2157031018626914
ACH-001332,-0.9743122612792948
ACH-001336,-1.1654867952914298
ACH-001346,-1.091781350121485
ACH-001353,-1.2624733119090676
ACH-001354,-1.3683139482504092
ACH-001367,-0.9858881914248786
ACH-001368,-1.4248276770312744
ACH-001374,-1.1575840012523702
ACH-001377,-1.0944731309454323
ACH-001380,-1.2499830595451582
ACH-001391,-1.2183027743849912
ACH-001408,-1.390983859647126
ACH-001430,-1.3299080240494072
ACH-001431,-1.2665859057725084
ACH-001450,-1.152325775193971
ACH-001496,-1.3737336706019505
ACH-001500,-1.1987839493861296
ACH-001523,-1.1864638116902118
ACH-001532,-1.238280120898458
ACH-001550,-1.242289045196996
ACH-001552,-1.1522544645280095
ACH-001554,-1.132016839782261
ACH-001654,-1.1922890941994868
ACH-001735,-1.1937111955772373
ACH-001736,-1.3986082988881543
ACH-001737,-1.4474301295717682
ACH-001740,-1.1740314901433393
ACH-001745,-1.2464103015182897
ACH-001765,-1.1587745366604492
