,TRHR (7201)
ACH-000004,0.24450435906895926
ACH-000005,-0.1493545038826424
ACH-000007,0.30421914383189924
ACH-000009,0.30776429000338146
ACH-000011,0.3112271795920028
ACH-000012,0.3054515896620861
ACH-000013,0.30967447451473284
ACH-000014,0.34855017152999146
ACH-000015,0.2900179413166003
ACH-000017,0.17532511577415175
ACH-000018,0.4337736015056083
ACH-000019,0.2985128425808632
ACH-000021,0.34185916523118065
ACH-000022,0.3078053293493566
ACH-000025,0.3246850580599355
ACH-000028,0.2722698059839372
ACH-000030,0.2963378180552861
ACH-000035,0.15649004080162288
ACH-000036,0.292234304709694
ACH-000037,0.1104354473627142
ACH-000039,0.3882841518554374
ACH-000040,0.2085610645730554
ACH-000041,0.2926210892282917
ACH-000042,0.2663015764103382
ACH-000045,0.32318937081902
ACH-000047,0.34093033106639303
ACH-000052,0.3975014056658436
ACH-000053,0.2777295316962695
ACH-000054,0.4469152839046602
ACH-000055,0.2222966373417657
ACH-000060,0.21948877282894366
ACH-000067,0.2956828787849879
ACH-000070,0.029666113511445682
ACH-000075,0.11429242351696164
ACH-000078,0.4014786999960456
ACH-000082,0.30357148222647345
ACH-000085,0.2558041307020007
ACH-000086,0.2215840956894894
ACH-000087,0.2723604620294495
ACH-000092,0.2691873486798093
ACH-000095,0.3805895179180434
ACH-000097,0.2961418654649109
ACH-000098,0.2724807574773393
ACH-000099,0.3141006271447073
ACH-000108,0.17629602437237907
ACH-000113,0.30311580527623
ACH-000116,0.3640619765781664
ACH-000118,0.2793170234934697
ACH-000120,0.2443152200180453
ACH-000123,0.310667623199772
ACH-000127,0.2380353508450865
ACH-000128,0.19199413606801224
ACH-000132,0.24982987805168114
ACH-000133,0.2632334801222653
ACH-000137,0.3319379254373176
ACH-000138,0.19763493921236489
ACH-000142,0.31670033425105626
ACH-000143,0.2910088155216499
ACH-000146,0.17232525740672042
ACH-000148,0.2967054217642963
ACH-000150,0.0985087421318627
ACH-000152,0.29218807929543505
ACH-000153,0.13556005585609704
ACH-000159,0.2454736846919739
ACH-000160,0.3025638325156121
ACH-000163,0.19174778659659894
ACH-000167,0.2398547300833856
ACH-000168,0.1868588793681331
ACH-000169,0.3324735269790682
ACH-000178,0.14955452860371984
ACH-000183,0.27408843209051864
ACH-000188,0.3510198246951183
ACH-000189,0.3539617049942469
ACH-000190,0.07258213684090227
ACH-000198,0.2796427615419569
ACH-000203,0.4906328222490376
ACH-000204,0.22445948471544505
ACH-000206,0.2967694280591424
ACH-000207,0.3532285171168695
ACH-000208,0.32310713652484513
ACH-000210,0.2170581903660408
ACH-000211,0.2750359996682563
ACH-000215,0.3218127849433372
ACH-000221,0.3641882459122615
ACH-000222,0.3059596525663605
ACH-000223,0.17594064824608746
ACH-000226,0.20639933093433327
ACH-000227,0.5122060765166142
ACH-000228,0.32912446919079985
ACH-000231,0.2422375837698123
ACH-000232,0.3031092031698196
ACH-000233,0.3128593462978612
ACH-000234,0.3559482300453421
ACH-000235,0.2351014479710709
ACH-000237,0.1993558309189004
ACH-000238,0.28068574628943105
ACH-000242,0.3392857898371565
ACH-000243,0.2383668598802417
ACH-000244,0.24108863000135025
ACH-000246,0.2681603409636174
ACH-000248,0.18235513916565896
ACH-000250,0.2559395856848527
ACH-000251,0.3777173466544941
ACH-000252,0.2716866586738671
ACH-000253,0.315962026843093
ACH-000255,0.3345842259144328
ACH-000256,0.3167298663803721
ACH-000257,0.1527359012804173
ACH-000258,0.1258825367309147
ACH-000259,0.3145377690710485
ACH-000260,0.21184249862483293
ACH-000261,0.30161751239182216
ACH-000262,0.10742121618936168
ACH-000263,0.3667620254621549
ACH-000264,0.21796496790258169
ACH-000265,-0.04468189904136969
ACH-000266,0.26783289890435075
ACH-000272,0.30854823577814394
ACH-000274,0.2327520121764093
ACH-000277,0.3482711317671428
ACH-000278,0.3085253740381409
ACH-000279,0.23630977814371745
ACH-000280,0.2811418542211568
ACH-000281,0.21984074017291613
ACH-000288,0.32655224293007545
ACH-000291,0.22453889955793105
ACH-000293,0.24653638394952315
ACH-000294,0.1680024457435434
ACH-000295,0.3141081190518213
ACH-000296,0.34308908392454346
ACH-000302,0.2487351765887137
ACH-000304,0.2111762354314067
ACH-000307,0.266416598459357
ACH-000308,0.2934224583092849
ACH-000310,0.4413623095059968
ACH-000311,0.3080006063604471
ACH-000312,0.3528212798677158
ACH-000315,0.2634129336661173
ACH-000316,0.04873518910176989
ACH-000317,0.2839626865647103
ACH-000318,0.2498981079398417
ACH-000319,0.3149227420833622
ACH-000320,0.11710087059055073
ACH-000322,0.3400315611968167
ACH-000323,0.35359705935740704
ACH-000324,0.27558164550836456
ACH-000329,0.2549422141107671
ACH-000330,0.3190226955749753
ACH-000331,0.2733751286657093
ACH-000332,0.2896144135979785
ACH-000334,0.21120620287248215
ACH-000335,0.3487954165607281
ACH-000336,0.153815394238057
ACH-000337,0.30245258171549794
ACH-000338,0.1607816046346055
ACH-000339,0.26016481702030203
ACH-000341,0.31366806588346635
ACH-000348,0.25872216673132314
ACH-000350,0.3771029347590834
ACH-000352,0.20450066521420307
ACH-000356,0.29880380745292306
ACH-000361,0.4602035222957047
ACH-000362,0.30242027768238755
ACH-000363,0.23912618848297065
ACH-000364,0.3000232194576021
ACH-000365,0.2255082872256844
