,PROL1 (58503)
ACH-000004,0.0788755931849238
ACH-000005,0.21516309902494304
ACH-000007,-0.09270741112318144
ACH-000009,0.06387035864017407
ACH-000011,0.042024721776609424
ACH-000012,0.008753341122061347
ACH-000013,0.026115965563333968
ACH-000014,0.12930720838991627
ACH-000015,-0.056255658961122765
ACH-000017,-0.021196482050614637
ACH-000018,0.09030775951013446
ACH-000019,0.0020129959524334048
ACH-000021,-0.05211591602892512
ACH-000022,-0.010685306831703342
ACH-000025,0.06055110964397944
ACH-000028,-0.026192421476372026
ACH-000030,0.0023357334486087877
ACH-000035,-0.03464780350169211
ACH-000036,-0.0362228693832118
ACH-000037,-0.06669654542567681
ACH-000039,0.054077197611850564
ACH-000040,0.060733437285760514
ACH-000041,-0.12270530716753925
ACH-000042,-0.048080796809087986
ACH-000045,0.13814431468478267
ACH-000047,-0.06953278604830353
ACH-000052,0.08285637584592981
ACH-000053,0.0687892709127618
ACH-000054,-0.06777024535578476
ACH-000055,-0.10503756682468804
ACH-000060,-0.08416621554639195
ACH-000067,-0.14758772538088344
ACH-000070,-0.09934742519458434
ACH-000075,0.011966528019595205
ACH-000078,0.0228645335398852
ACH-000082,-0.11022443337167527
ACH-000085,-0.067365039521564
ACH-000086,0.07449633273361175
ACH-000087,0.14705922274294064
ACH-000092,0.08114759760271238
ACH-000095,-0.06816562853446706
ACH-000097,-0.0247487879882282
ACH-000098,0.013649334517658651
ACH-000099,0.027101919740041717
ACH-000108,-0.06980953965026232
ACH-000113,-0.08385017747604065
ACH-000116,-0.1774377117340555
ACH-000118,-0.019151305943478338
ACH-000120,0.001217756838236568
ACH-000123,0.0520960874904863
ACH-000127,-0.07740870793165204
ACH-000128,-0.13442529241427867
ACH-000132,0.029938409659625607
ACH-000133,0.033739520293519815
ACH-000137,0.1667643842038436
ACH-000138,0.1127671424748804
ACH-000142,0.08504684289568626
ACH-000143,0.10738659932643728
ACH-000146,0.07243974812757731
ACH-000148,0.04261239385026755
ACH-000150,0.019886510527377273
ACH-000152,-0.011811109795061878
ACH-000153,0.08608839024541731
ACH-000159,-0.08427761061215269
ACH-000160,-0.08544999724466994
ACH-000163,0.010752342187214764
ACH-000167,0.16182605615932769
ACH-000168,0.10731987201815207
ACH-000169,0.014779893180361738
ACH-000178,-0.028317431093466
ACH-000183,-0.10213233897794803
ACH-000188,-0.11082403252369412
ACH-000189,0.05536408512586903
ACH-000190,-0.09033408558942073
ACH-000198,0.010626706689082024
ACH-000203,-0.2974371309061068
ACH-000204,-0.08498235590409275
ACH-000206,-0.14182601437951847
ACH-000207,0.014769772149715697
ACH-000208,0.221031975511458
ACH-000210,-0.054210501138899
ACH-000211,-0.07745224187235666
ACH-000215,-0.01103664029064386
ACH-000221,-0.09402256929402876
ACH-000222,0.031454234514887235
ACH-000223,-0.07263328240885351
ACH-000226,-0.015931457245187238
ACH-000227,-0.034509163926981
ACH-000228,-0.059054153809573275
ACH-000231,-0.05048954520083024
ACH-000232,0.004668102456323727
ACH-000233,0.028976057038785318
ACH-000234,-0.021359045404104517
ACH-000235,-0.08795631063538659
ACH-000237,-0.055107077725396164
ACH-000238,0.004686909392744928
ACH-000242,0.18570939504287431
ACH-000243,-0.013724733131881566
ACH-000244,0.14200853558389906
ACH-000246,0.06604977947384942
ACH-000248,-0.22347640327578774
ACH-000250,-0.03654754989372515
ACH-000251,0.02121333284312689
ACH-000252,0.05262267180544298
ACH-000253,0.06778356756199645
ACH-000255,-0.02746716105315512
ACH-000256,0.08580447486255259
ACH-000257,0.09539988020340427
ACH-000258,-0.027968596370611446
ACH-000259,-0.02121346178544566
ACH-000260,0.014747849523051632
ACH-000261,0.009319776175657057
ACH-000262,-0.0949714332127041
ACH-000263,-0.00855577011456683
ACH-000264,-0.00044722129488605723
ACH-000265,-0.08084536471699759
ACH-000266,-0.0016968315490552069
ACH-000272,-0.01079298716517723
ACH-000274,0.04295727003035172
ACH-000277,0.0168929412984018
ACH-000278,0.046107978226152764
ACH-000279,-0.0326023274021451
ACH-000280,-0.10364374623247763
ACH-000281,-0.009270131655271664
ACH-000288,-0.011407582053152126
ACH-000291,0.051802347662142575
ACH-000293,-0.08987987333251035
ACH-000294,0.05034317569713573
ACH-000295,0.09142621082483916
ACH-000296,-0.028195783888823437
ACH-000302,-0.07251265871142977
ACH-000304,0.008612985620639682
ACH-000307,-0.015514243693294728
ACH-000308,-0.02361612964164661
ACH-000310,0.06422139423402111
ACH-000311,-0.1098382621727819
ACH-000312,-0.015754231734024654
ACH-000315,-0.08073985760355037
ACH-000316,-0.11120433434222042
ACH-000317,-0.06149044357463995
ACH-000318,-0.1228279509913872
ACH-000319,-0.08379262038593989
ACH-000320,-0.15308928622469148
ACH-000322,-0.03147633304301019
ACH-000323,-0.19740703335789456
ACH-000324,0.0340500822897356
ACH-000329,-0.07631331994230703
ACH-000330,-0.08169851085656292
ACH-000331,0.0880206421569925
ACH-000332,0.012093147897013427
ACH-000334,-0.055846489485348656
ACH-000335,-0.07333031933899373
ACH-000336,0.029603907342973905
ACH-000337,-0.198994451291643
ACH-000338,-0.21280613095062034
ACH-000339,-0.06271347265673934
ACH-000341,-0.1245089913827706
ACH-000348,0.011860237208328184
ACH-000350,0.08415925237843659
ACH-000352,-0.06153148652621654
ACH-000356,0.1154561460609358
ACH-000361,-0.034171371202279026
ACH-000362,-0.04763267803558937
ACH-000363,0.044995944003579834
ACH-000364,-0.053727584141547366
ACH-000365,0.038406822390734466
ACH-000366,-0.02725364628739502
