,GFAP (2670)
ACH-000004,-0.14151448883175755
ACH-000005,-0.4867875811832835
ACH-000007,0.05548945526855743
ACH-000009,-0.09405607590041136
ACH-000011,-0.06380800854824603
ACH-000012,-0.3475734369136713
ACH-000013,-0.2375744054562612
ACH-000014,-0.15578160734779184
ACH-000015,-0.04894962905236727
ACH-000017,-0.08137114687107877
ACH-000018,-0.10124279355899364
ACH-000019,-0.11617875701162507
ACH-000021,-0.13296145660810765
ACH-000022,-0.16373074815030955
ACH-000025,-0.18086748484220505
ACH-000028,-0.15853863435928606
ACH-000030,-0.07660402979690645
ACH-000035,-0.3136697110083535
ACH-000036,-0.2378468523832648
ACH-000037,-0.043387833162330164
ACH-000039,-0.15167608869139654
ACH-000040,-0.047917404891396224
ACH-000041,-0.18111445975817309
ACH-000042,-0.2546921326902967
ACH-000045,-0.12186218640080206
ACH-000047,-0.12055736872960746
ACH-000052,-0.14417827455037233
ACH-000053,-0.1972792469879266
ACH-000054,-0.0476308055507104
ACH-000055,-0.04731775047772767
ACH-000060,-0.16883983156770507
ACH-000067,-0.1781074121993972
ACH-000070,-0.22482621176419296
ACH-000075,-0.0980837509543918
ACH-000078,-0.131805393837435
ACH-000082,-0.15461930957589198
ACH-000085,-0.11385561802278095
ACH-000086,-0.24395182791177444
ACH-000087,-0.11969625372746813
ACH-000092,-0.07070567788691606
ACH-000095,-0.1425406013282737
ACH-000097,-0.1768536902088872
ACH-000098,-0.2261519156698257
ACH-000099,-0.17549480635743964
ACH-000108,-0.09571012108521758
ACH-000113,0.07528646984739147
ACH-000116,-0.22658228876670256
ACH-000118,-0.0941356982250694
ACH-000120,-0.12369718453245318
ACH-000123,-0.1433656591173023
ACH-000127,-0.07115477412766569
ACH-000128,-0.18389057181337967
ACH-000132,-0.3037828661865504
ACH-000133,-0.15095651087047005
ACH-000137,-0.026587881581196102
ACH-000138,-0.1727284271343104
ACH-000142,-0.2459719051244573
ACH-000143,-0.10376361528581693
ACH-000146,-0.0457154871120885
ACH-000148,-0.26756246953413193
ACH-000150,-0.3208077788172661
ACH-000152,-0.2019034870008356
ACH-000153,0.07028816790507987
ACH-000159,-0.1783906211859713
ACH-000160,-0.3041137887487953
ACH-000163,-0.17883550357747746
ACH-000167,0.15898976366789472
ACH-000168,-0.1862628342927717
ACH-000169,-0.17277050140656372
ACH-000178,-0.1422511527245554
ACH-000183,-0.09564747022121126
ACH-000188,-0.292541898210446
ACH-000189,0.1437407592557724
ACH-000190,-0.2717713062999952
ACH-000198,-0.14176916800210018
ACH-000203,-0.2476722792804067
ACH-000204,-0.144382831818048
ACH-000206,-0.12089868378246793
ACH-000207,-0.20118971990013626
ACH-000208,-0.13391839114930112
ACH-000210,0.06997303535585518
ACH-000211,-0.18399775246234928
ACH-000215,-0.2243197290569061
ACH-000221,0.030350398277866418
ACH-000222,-0.17165409286003164
ACH-000223,-0.19548837441174616
ACH-000226,-0.07241868012209833
ACH-000227,-0.048050197410754496
ACH-000228,-0.2999039990981707
ACH-000231,-0.11099535383167447
ACH-000232,-0.014720102945510313
ACH-000233,-0.019050020672230703
ACH-000234,-0.09294677000859154
ACH-000235,-0.11178596754671198
ACH-000237,-0.01661827687787951
ACH-000238,-0.2263880200115389
ACH-000242,-0.5039053581126889
ACH-000243,-0.23165575204301114
ACH-000244,-0.3970013314355055
ACH-000246,-0.18834511154496886
ACH-000248,-0.1991722350453536
ACH-000250,-0.2096000823379383
ACH-000251,-0.379306305942882
ACH-000252,-0.10426793960267552
ACH-000253,-0.02952539925089972
ACH-000255,-0.10576027129602153
ACH-000256,-0.13952908320999535
ACH-000257,-0.341250896389412
ACH-000258,-0.02752656979075908
ACH-000259,-0.22165844787954755
ACH-000260,-0.10445192013799487
ACH-000261,-0.201455564289666
ACH-000262,-0.07471443423910845
ACH-000263,-0.2229895501525803
ACH-000264,-0.11282267083803918
ACH-000265,-0.0793105059361511
