,HOGA1 (112817)
ACH-000004,-0.0918938781157831
ACH-000005,-0.2497023123088573
ACH-000007,0.03327476551372961
ACH-000009,-0.08082013190311663
ACH-000011,-0.15354636340017805
ACH-000012,-0.06696882328587536
ACH-000013,0.09177603091947437
ACH-000014,0.001199985598501855
ACH-000015,-0.096551721004989
ACH-000017,-0.10746623436501423
ACH-000018,-0.05429516363600511
ACH-000019,-0.1616133561396596
ACH-000021,-0.07428630966873695
ACH-000022,-0.11784878379418698
ACH-000025,-0.2295178725660999
ACH-000028,0.06241121127052126
ACH-000030,-0.054938182143085164
ACH-000035,0.011129225861716257
ACH-000036,-0.10829727820512568
ACH-000037,0.06659630410569244
ACH-000039,-0.02482583037080986
ACH-000040,-0.0891197035927004
ACH-000041,-0.04020031089738715
ACH-000042,-0.17460058813795584
ACH-000045,-0.0503753369119855
ACH-000047,-0.058996133494321173
ACH-000052,0.11348923465801734
ACH-000053,-0.0420554933613159
ACH-000054,-0.1291467296305064
ACH-000055,-0.03289546814069946
ACH-000060,-0.14788208405600597
ACH-000067,-0.0767840895590888
ACH-000070,0.06344495346599906
ACH-000075,-0.005871633162853536
ACH-000078,0.0828525573492436
ACH-000082,-0.11465990292057088
ACH-000085,-0.1543442000961354
ACH-000086,-0.1223553591219927
ACH-000087,0.07019554893173592
ACH-000092,0.014258310698589675
ACH-000095,-0.11294774052892535
ACH-000097,-0.11591099172259504
ACH-000098,-0.15682146871382166
ACH-000099,-0.025324020034943412
ACH-000108,-0.2449275857739111
ACH-000113,-0.25509100692215936
ACH-000116,-0.06452367330314321
ACH-000118,-0.06282805796159578
ACH-000120,-0.19439453115051605
ACH-000123,-0.08403588023841163
ACH-000127,-0.14205472764286414
ACH-000128,0.016935380526862318
ACH-000132,-0.11545016354695105
ACH-000133,-0.17092986644151986
ACH-000137,-0.10091669040323192
ACH-000138,0.05214220937495369
ACH-000142,-0.07076996795526683
ACH-000143,0.07519981014155733
ACH-000146,-0.04000606637616552
ACH-000148,-0.33564810366750153
ACH-000150,-0.11169593449239396
ACH-000152,-0.06799159628294921
ACH-000153,-0.3658366945870583
ACH-000159,-0.18930128405389865
ACH-000160,-0.1534766416635945
ACH-000163,-0.06991390400373125
ACH-000167,0.040484174594285945
ACH-000168,-0.10220874524864852
ACH-000169,-0.18301091359324656
ACH-000178,-0.0679474469235473
ACH-000183,-0.2116801417210457
ACH-000188,0.008576745044844415
ACH-000189,-0.17081582703525372
ACH-000190,0.04951704623617833
ACH-000198,-0.22018852075888268
ACH-000203,0.2025686562515128
ACH-000204,-0.12490708668782137
ACH-000206,-0.2036010650052892
ACH-000207,-0.17325858330020086
ACH-000208,-0.3580325897603957
ACH-000210,-0.08277518667744649
ACH-000211,-0.03904703650647885
ACH-000215,-0.052209002388440055
ACH-000221,0.02159949895824004
ACH-000222,-0.04564362551506733
ACH-000223,-0.17729065843291356
ACH-000226,-0.019908953607539928
ACH-000227,-0.21307346914302894
ACH-000228,-0.16918684010866775
ACH-000231,-0.14850345407517795
ACH-000232,-0.11021107186393678
ACH-000233,-0.1954697908214292
ACH-000234,-0.18976470672144094
ACH-000235,-0.044615655722190166
ACH-000237,-0.027763252194367573
ACH-000238,-0.14938107223061572
