,NAALADL1 (10004)
ACH-000004,-0.1461294695251929
ACH-000005,-0.1861894760081399
ACH-000007,-0.3040340449054331
ACH-000009,-0.0316078249048081
ACH-000011,-0.09914478006579996
ACH-000012,-0.18980012848683314
ACH-000013,-0.1582977831936496
ACH-000014,0.08359341740375335
ACH-000015,-0.16017836283630288
ACH-000017,-0.1910586307342768
ACH-000018,-0.3978496480094217
ACH-000019,-0.27045635553110736
ACH-000021,-0.26335476556414705
ACH-000022,-0.212644200393319
ACH-000025,-0.2928795120447825
ACH-000028,-0.21908391484046055
ACH-000030,-0.16370717515859382
ACH-000035,-0.08819908677910733
ACH-000036,-0.11011813584844878
ACH-000037,-0.3054709038468199
ACH-000039,-0.046140020352926296
ACH-000040,-0.1047507679652166
ACH-000041,-0.10237872423514732
ACH-000042,-0.33504246208450983
ACH-000045,-0.19959491927033893
ACH-000047,-0.0938514893570771
ACH-000052,-0.2676087744646791
ACH-000053,-0.17322085589213748
ACH-000054,-0.0731689159953638
ACH-000055,-0.43164049687315625
ACH-000060,-0.12143561885000435
ACH-000067,-0.2232221810258692
ACH-000070,-0.15355216139175
ACH-000075,-0.1696237317624455
ACH-000078,-0.017393155867833087
ACH-000082,-0.27525277891313005
ACH-000085,-0.3648658194049964
ACH-000086,-0.27311059985513897
ACH-000087,-0.013614443943524124
ACH-000092,-0.20321683181229566
ACH-000095,-0.18304716790419368
ACH-000097,-0.21711473669878867
ACH-000098,-0.14528332607947092
ACH-000099,-0.0826769073458059
ACH-000108,-0.18734202036418024
ACH-000113,-0.1081886159606552
ACH-000116,-0.2554081335080568
ACH-000118,-0.30472699696024913
ACH-000120,-0.11240440867348728
ACH-000123,-0.059409542180538226
ACH-000127,-0.1358308094337106
ACH-000128,-0.216597056954659
ACH-000132,-0.23477520435052296
ACH-000133,-0.15034784924573294
ACH-000137,-0.20947979973870431
ACH-000138,-0.22517755293052166
ACH-000142,-0.25006047448973545
ACH-000143,-0.061029372816327636
ACH-000146,-0.22438352346069207
ACH-000148,-0.2529801748955658
ACH-000150,-0.21034621702584044
ACH-000152,-0.12352454471579105
ACH-000153,-0.16018070383926675
ACH-000159,-0.12688665931844326
ACH-000160,-0.243936896894924
ACH-000163,-0.17197906848185068
ACH-000167,-0.11077345835864397
ACH-000168,-0.10571726009447903
ACH-000169,-0.19323583909425845
ACH-000178,-0.12851203151983318
ACH-000183,-0.3371951006481823
ACH-000188,-0.3466528466509327
ACH-000189,-0.3265352573901742
ACH-000190,-0.07762616672010596
ACH-000198,-0.13856104158147536
ACH-000203,0.06616243411844812
ACH-000204,-0.15904028764838266
ACH-000206,-0.19503827947450766
ACH-000207,-0.2259522931618707
ACH-000208,-0.11676212244691092
ACH-000210,-0.028685349473947845
ACH-000211,-0.18998502353981409
ACH-000215,-0.14979731236334878
ACH-000221,-0.2961614457744411
ACH-000222,-0.2322974207500545
ACH-000223,-0.2438659985283207
ACH-000226,-0.15357802407217672
ACH-000227,-0.004152343789423069
ACH-000228,-0.34574688267592035
ACH-000231,-0.2342989917927687
ACH-000232,-0.026649745122339873
ACH-000233,-0.02535621709716849
ACH-000234,-0.11407217407896597
ACH-000235,-0.15061716478418952
ACH-000237,-0.19534309736133668
ACH-000238,-0.24885629882933485
ACH-000242,-0.3255020423005126
ACH-000243,-0.0658260814176236
ACH-000244,-0.2408529222941947
ACH-000246,-0.09388670938348684
ACH-000248,-0.1840050069199632
ACH-000250,-0.19913483614412414
ACH-000251,0.023265452248577286
ACH-000252,-0.2839553475235935
ACH-000253,-0.08195945280135651
ACH-000255,-0.29513542285173405
ACH-000256,-0.22120126159528106
ACH-000257,-0.3075914472847689
ACH-000258,-0.0688724109140315
ACH-000259,-0.2494614331982248
ACH-000260,-0.1844862207867576
ACH-000261,-0.21725125211341476
ACH-000262,-0.23369021700596115
ACH-000263,-0.4468006497708063
ACH-000264,-0.0786132374357235
ACH-000265,-0.16371453881374656
ACH-000266,-0.2462569897051916
ACH-000272,-0.05478378337525836
ACH-000274,-0.011945951202317838
ACH-000277,-0.1974733187771127
ACH-000278,0.009690808451265529
ACH-000279,-0.2494358982150252
ACH-000280,-0.1429003540008763
ACH-000281,-0.28691292067192536
ACH-000288,-0.18051113495490112
ACH-000291,-0.14949806162805246
ACH-000293,-0.2601608741093298
ACH-000294,-0.2902617342383389
ACH-000295,-0.21921609809625175
ACH-000296,-0.12498103770449667
ACH-000302,-0.19522962246924572
ACH-000304,0.05376179506182798
ACH-000307,-0.18854044737765427
ACH-000308,-0.2898099232195099
ACH-000310,0.06018711790376138
ACH-000311,-0.08764310942015552
ACH-000312,-0.2047498059379614
ACH-000315,-0.10802414086011397
ACH-000316,-0.20998715039408505
ACH-000317,-0.3120723359580637
ACH-000318,-0.546048469944992
ACH-000319,-0.2792088042271721
ACH-000320,-0.12291366738698235
ACH-000322,-0.13723771649872035
ACH-000323,-0.16021234823876876
ACH-000324,-0.14495872007530713
ACH-000329,-0.025392781824590472
ACH-000330,-0.33422063083034564
ACH-000331,-0.07416632145220682
ACH-000332,-0.25507430205915915
ACH-000334,0.15661116951594206
ACH-000335,-0.049042648795794584
ACH-000336,-0.2675017535483762
ACH-000337,-0.4133414810128693
ACH-000338,0.09402260257692988
ACH-000339,-0.11928314381570733
ACH-000341,-0.1883326810104677
ACH-000348,-0.14405793859471014
ACH-000350,-0.3024241457642207
ACH-000352,-0.1659778528037356
ACH-000356,-0.2946157160717437
ACH-000361,-0.08157135242969682
ACH-000362,-0.12158666462302856
ACH-000363,-0.2355541349913818
ACH-000364,-0.24589187480594565
ACH-000365,-0.20313138715492965
ACH-000366,-0.2501796226314677
ACH-000368,-0.13001881821536665
ACH-000374,-0.2698268299886036
ACH-000375,-0.2383714618878767
ACH-000376,-0.19858197943122616
ACH-000381,-0.2374993608076016
ACH-000383,-0.23874337709213025
ACH-000387,-0.11450270779533345
ACH-000389,-0.11014968202118616
ACH-000390,-0.1819281300077413
ACH-000393,-0.1672699475813958
ACH-000395,-0.17080772655631712
ACH-000396,0.0544176845478109
ACH-000397,-0.0812534956875929
ACH-000401,-0.015771763651527618
ACH-000402,-0.13987193055895036
ACH-000403,-0.06082559478169387
ACH-000404,-0.2281604479252223
ACH-000406,-0.2082993179828381
ACH-000407,-0.1905420478825179
ACH-000408,-0.1351696317163
ACH-000410,-0.1598180260243917
ACH-000411,-0.15487281556842353
ACH-000414,-0.11900302355243307
ACH-000415,-0.35529304727028804
ACH-000416,-0.09332811233977303
ACH-000420,-0.4003168855890595
ACH-000421,-0.12833737484848806
ACH-000424,-0.23382094111671306
ACH-000425,-0.07082206925613169
ACH-000426,-0.10288769812316023
ACH-000427,-0.2205835789956742
ACH-000433,-0.4655905049437986
ACH-000435,-0.458286286717109
ACH-000436,-0.004573438569215737
ACH-000444,-0.18590147929783246
ACH-000445,-0.1935175044650244
ACH-000448,-0.14925478771746545
ACH-000450,-0.18822076235153976
ACH-000452,-0.18480832836600944
ACH-000454,-0.2607282413149342
ACH-000458,-0.42140536909889853
ACH-000459,-0.04822630461711964
ACH-000460,-0.2193448392158208
ACH-000461,-0.3570704935669349
ACH-000463,-0.2107246435233012
ACH-000464,-0.1069735200030975
ACH-000466,-0.4123568146024372
ACH-000467,0.08630125606372158
ACH-000468,-0.24582047594566084
ACH-000469,-0.18799163121804127
ACH-000470,-0.11084205796500046
ACH-000471,-0.17603401834057136
ACH-000472,-0.21261495670802305
ACH-000473,-0.18433348986872028
ACH-000475,-0.07792603638857988
ACH-000476,-0.1294218966784651
ACH-000477,-0.1322182854327766
ACH-000479,-0.3668726149924871
ACH-000480,-0.027960020603137608
ACH-000481,-0.1977320389024094
ACH-000483,-0.1568224562463013
ACH-000484,-0.2456380586990535
ACH-000485,-0.019456905458491908
ACH-000486,-0.1984473489087166
ACH-000487,-0.1124084238949294
ACH-000488,-0.18308166391410008
ACH-000490,-0.2815388032676341
ACH-000491,0.13506900859044582
ACH-000495,-0.17605610120167112
ACH-000496,-0.1870385272210697
ACH-000499,-0.00031427648867072053
ACH-000500,0.01749542889505764
ACH-000502,-0.09433434855679472
ACH-000503,-0.34063013602243336
ACH-000505,-0.19256588489408089
ACH-000507,-0.08665500203949432
ACH-000510,-0.19664630993237106
ACH-000511,-0.1286303287986243
ACH-000512,-0.12336859174628795
ACH-000516,-0.013255149531755094
ACH-000517,-0.1734755681950804
ACH-000518,-0.03519044982394832
ACH-000520,-0.13785447674988127
ACH-000521,-0.16569099083904054
ACH-000522,-0.13538779547441454
ACH-000524,-0.247674156677342
ACH-000527,-0.07010493933467461
ACH-000528,-0.2215335225892511
ACH-000537,-0.17106202335788706
ACH-000541,-0.3103574839533019
ACH-000542,-0.09823496179409172
ACH-000544,-0.26760403924088505
ACH-000545,-0.31388797536804314
ACH-000547,-0.07700367383155768
ACH-000548,-0.3206786318539317
ACH-000549,-0.39614810724638055
ACH-000550,-0.17228322407842728
ACH-000552,-0.27894679006536444
ACH-000556,-0.2384927518782433
ACH-000557,-0.14949017064893988
ACH-000569,-0.3377697351185968
ACH-000570,-0.09962074283693118
ACH-000571,-0.16338980909168566
ACH-000573,-0.11741352879703773
ACH-000576,-0.2395316217117596
ACH-000579,0.01057922023547836
ACH-000580,-0.1528708148505303
ACH-000584,-0.3553746592827963
ACH-000585,-0.23875996214085776
ACH-000588,-0.17793586805967773
ACH-000589,-0.1932693692518742
ACH-000591,-0.07053996788435991
ACH-000593,-0.057838039492506224
ACH-000600,-0.21028375551540893
ACH-000601,-0.13885879231314305
ACH-000605,-0.1159406903154843
ACH-000606,-0.34207203679619114
ACH-000608,-0.2139725043369551
ACH-000614,-0.074477456611672
ACH-000616,-0.17617401882492134
ACH-000618,-0.2694431562760348
ACH-000619,-0.3145625456455677
ACH-000620,-0.01593254943192106
ACH-000621,-0.12021747721897785
ACH-000622,-0.0936428307381828
ACH-000623,-0.15689547300822618
ACH-000624,-0.12397639521514706
ACH-000627,-0.17340651079458536
ACH-000630,-0.3576285293050488
ACH-000631,-0.1264120700645946
ACH-000632,-0.15955223572903982
ACH-000633,-0.0946266525228749
ACH-000637,-0.14988086065457715
ACH-000638,-0.2306786524485952
ACH-000646,-0.1532813088824112
ACH-000647,-0.12589930432587393
ACH-000648,-0.16388927816819338
ACH-000649,-0.1830822922934079
ACH-000651,-0.0897001633095328
ACH-000652,-0.10775127988809684
ACH-000653,-0.194020631456424
ACH-000657,-0.22394085780630926
ACH-000658,-0.1656198121281862
ACH-000661,-0.3531210864368252
ACH-000662,0.06572038398570698
ACH-000663,-0.291996857792469
ACH-000665,-0.3152366200598518
ACH-000671,-0.14634942499107492
ACH-000672,-0.10793501360779777
ACH-000673,-0.16272875999753406
ACH-000676,-0.16491529809209354
ACH-000677,-0.19908088888494715
ACH-000681,-0.19226010176596434
ACH-000683,-0.19093586358165687
ACH-000684,-0.0670741050124651
ACH-000688,-0.15986769614542973
