,PCGF2 (7703)
ACH-000004,-0.25060784752722925
ACH-000005,-0.1861026110670712
ACH-000007,-0.2903336891140783
ACH-000009,-0.2838399871866961
ACH-000011,-0.33357676389629803
ACH-000012,-0.36007918850017884
ACH-000013,-0.3012777909746828
ACH-000014,-0.20187817486109588
ACH-000015,-0.05431836405460168
ACH-000017,-0.2605801424618128
ACH-000018,-0.04527361225159192
ACH-000019,-0.10841345727013547
ACH-000021,-0.0778224863727096
ACH-000022,-0.20211163639779106
ACH-000025,-0.15666774265214473
ACH-000028,-0.3562056157254888
ACH-000030,-0.2741800299477956
ACH-000035,-0.27598148605994005
ACH-000036,-0.3465687072833339
ACH-000037,-0.18693655235257253
ACH-000039,-0.1625078548383234
ACH-000040,-0.27883200043792583
ACH-000041,-0.21161901697281046
ACH-000042,-0.12453358870676964
ACH-000045,-0.23999400684756236
ACH-000047,-0.1859471732666063
ACH-000052,-0.12953692434642972
ACH-000053,-0.17693483727094014
ACH-000054,-0.08827720232219458
ACH-000055,-0.1305815855561098
ACH-000060,-0.32784527160952365
ACH-000067,-0.36925758386760144
ACH-000070,-0.06900454477846579
ACH-000075,-0.3281413544389313
ACH-000078,-0.11282585646950005
ACH-000082,-0.14124709039643307
ACH-000085,-0.023726068365771315
ACH-000086,-0.23979942618540634
ACH-000087,0.06403432810395071
ACH-000092,-0.19972810284481876
ACH-000095,-0.34473125401847915
ACH-000097,-0.11544009065215148
ACH-000098,-0.2126950444106271
ACH-000099,-0.17813084238476978
ACH-000108,-0.06454819782479758
ACH-000113,-0.2349482245630965
ACH-000116,-0.2531914419283067
ACH-000118,-0.07659176612686222
ACH-000120,-0.4579377670331162
ACH-000123,-0.386012967446932
ACH-000127,-0.19454059849099573
ACH-000128,-0.16166627113956053
ACH-000132,-0.18682635621544436
ACH-000133,-0.1931305968724947
ACH-000137,-0.17634908606171446
ACH-000138,-0.3290792283357161
ACH-000142,-0.3098724897459787
ACH-000143,-0.3048964767578328
ACH-000146,-0.15858295618014231
ACH-000148,-0.2422907055873427
ACH-000150,-0.17541384740058644
ACH-000152,-0.34135165672996404
ACH-000153,-0.10269693891103268
ACH-000159,-0.1723691426057168
ACH-000160,-0.027834775544455608
ACH-000163,-0.09109341909625687
ACH-000167,0.33836185773214744
ACH-000168,-0.27688296084274233
ACH-000169,-0.20175182937931774
ACH-000178,-0.12591846166158596
ACH-000183,-0.23343517431756824
ACH-000188,-0.34564388132049945
ACH-000189,-0.02027931966190287
ACH-000190,0.017516381198865952
ACH-000198,-0.16460815110954008
ACH-000203,-0.058249138483670665
ACH-000204,-0.37192444512015455
ACH-000206,-0.14321421127811135
ACH-000207,-0.14199915612970312
ACH-000208,-0.2808601398021118
ACH-000210,-0.39700938066605945
ACH-000211,-0.21507236428084275
ACH-000215,-0.2687527081305778
ACH-000221,-0.12676109439836
ACH-000222,-0.06076194287828289
ACH-000223,-0.1996528154816141
ACH-000226,-0.13626037110083308
ACH-000227,-0.2820778213167581
ACH-000228,-0.1455939276899622
ACH-000231,-0.3180768958803505
ACH-000232,-0.054875632873425687
ACH-000233,-0.27072969733500224
ACH-000234,-0.35490455773831026
ACH-000235,-0.3036725232780215
ACH-000237,-0.07791895120263459
ACH-000238,-0.3689575106245968
ACH-000242,-0.2400111941291909
ACH-000243,-0.3313512007171437
ACH-000244,-0.44194028471188224
ACH-000246,-0.2157991891246508
ACH-000248,-0.2940377176171858
ACH-000250,-0.2653084957754236
ACH-000251,-0.2691646138469153
ACH-000252,-0.2193573276590997
ACH-000253,-0.2769270017845717
ACH-000255,-0.21211399998402705
ACH-000256,-0.19603423195092068
ACH-000257,0.0822346385396334
