,ALG10B (144245)
ACH-000004,0.02826564515162853
ACH-000005,0.1871969064012158
ACH-000007,-0.1222358462924616
ACH-000009,0.10353951827211068
ACH-000011,-0.12261709363029505
ACH-000012,-0.11220788340097396
ACH-000013,0.01966216140305537
ACH-000014,0.15497489315110902
ACH-000015,-0.07381237575774212
ACH-000017,-0.10251164808933794
ACH-000018,0.05065204490172418
ACH-000019,-0.04115560519622172
ACH-000021,0.04215550407429723
ACH-000022,0.05425855555339763
ACH-000025,-0.2383086370290837
ACH-000028,-0.014592425873289646
ACH-000030,-0.013743106547346041
ACH-000035,0.16314755843958784
ACH-000036,-0.011686751650098864
ACH-000037,0.02167750062848829
ACH-000039,-0.15085245214435394
ACH-000040,-0.01963999413123925
ACH-000041,0.1570940739751303
ACH-000042,0.025759909296527054
ACH-000045,0.2423019780937125
ACH-000047,0.09477225389465993
ACH-000052,-0.015063236141981531
ACH-000053,-0.04460298776625449
ACH-000054,0.12761146636989765
ACH-000055,-0.0073538749313897984
ACH-000060,0.1101214065097134
ACH-000067,-0.059501949455852715
ACH-000070,0.0335955268840328
ACH-000075,0.1276995918736483
ACH-000078,-0.03951724973417555
ACH-000082,-0.06900569482320347
ACH-000085,0.13912503583711833
ACH-000086,-0.056632217197797
ACH-000087,0.009548273438598091
ACH-000092,-0.10834157881050263
ACH-000095,-0.018647911165334825
ACH-000097,-0.0027402783259181896
ACH-000098,0.25569975422152685
ACH-000099,-0.012178492858474868
ACH-000108,0.14469963157577273
ACH-000113,0.1601291829723871
ACH-000116,-0.07022679829574012
ACH-000118,0.030126962101271606
ACH-000120,0.15901057195260293
ACH-000123,-0.07058002532721983
ACH-000127,-0.0565844937265383
ACH-000128,-0.07271984980673836
ACH-000132,0.10716712155801617
ACH-000133,-0.02381766141896888
ACH-000137,0.16334347970183552
ACH-000138,0.04119659543917572
ACH-000142,-0.06482153741280651
ACH-000143,0.12728523439593772
ACH-000146,0.03523621625124285
ACH-000148,0.04183301410016022
ACH-000150,-0.04729346086208305
ACH-000152,-0.015897444048753283
ACH-000153,0.07821616996840564
ACH-000159,0.02673684347158972
ACH-000160,0.02103452311646269
ACH-000163,-0.1149592207290573
ACH-000167,-0.12975391865685146
ACH-000168,0.1587852865923044
ACH-000169,0.2461440902488095
ACH-000178,0.042027787287641054
ACH-000183,-0.05037728273677047
ACH-000188,-0.08044950802652519
ACH-000189,0.04457881506381471
ACH-000190,0.12050853665108192
ACH-000198,0.11355458156141165
ACH-000203,0.2099281851214764
ACH-000204,0.17495606760685606
ACH-000206,-0.011512118610217859
