,SEZ6 (124925)
ACH-000004,0.022494423591301476
ACH-000005,-0.21362416587760236
ACH-000007,-0.08186396183827868
ACH-000009,-0.2341130904863127
ACH-000011,-0.2303472185463902
ACH-000012,-0.25247771629897897
ACH-000013,-0.1706043788453159
ACH-000014,-0.3050877652667716
ACH-000015,-0.08312551844213811
ACH-000017,-0.314543959006443
ACH-000018,-0.1030232756067753
ACH-000019,-0.2685589251919438
ACH-000021,-0.12977647903442738
ACH-000022,-0.22562976236861795
ACH-000025,0.014853187552098588
ACH-000028,-0.16055732449466306
ACH-000030,-0.20022338985102853
ACH-000035,-0.12094081575733615
ACH-000036,-0.22257346151060275
ACH-000037,0.021260963474331228
ACH-000039,-0.3470372626553609
ACH-000040,-0.1256724514578
ACH-000041,-0.2010759113326134
ACH-000042,0.01231763627687987
ACH-000045,-0.08896119581492859
ACH-000047,-0.05299426206407203
ACH-000052,-0.3479249280276132
ACH-000053,-0.2339591544478784
ACH-000054,-0.12309987212995135
ACH-000055,-0.38322199727408096
ACH-000060,-0.07819980114855082
ACH-000067,-0.2081701770770364
ACH-000070,0.11018633438458827
ACH-000075,-0.14904824274087644
ACH-000078,-0.06679383108393848
ACH-000082,-0.022193096041590192
ACH-000085,-0.001907765863157753
ACH-000086,-0.12506557819276476
ACH-000087,0.1750271392581848
ACH-000092,-0.005278025881677917
ACH-000095,-0.2636084288847861
ACH-000097,-0.2149319981144613
ACH-000098,-0.09725052377200864
ACH-000099,-0.15324304015374327
ACH-000108,-0.18266751874708054
ACH-000113,-0.08767707420954449
ACH-000116,-0.1465537309421627
ACH-000118,-0.03751201632218332
ACH-000120,-0.0752228685045389
ACH-000123,-0.1349154257754332
ACH-000127,-0.03511936183695576
ACH-000128,-0.14332129436273808
ACH-000132,-0.0992463219321688
ACH-000133,0.006289491982993628
ACH-000137,-0.04246128874695135
ACH-000138,-0.0577359903470896
ACH-000142,-0.34980603541368593
ACH-000143,0.05831268376394778
ACH-000146,-0.09043489385573174
ACH-000148,-0.10827739798772626
ACH-000150,-0.021416786130479204
ACH-000152,-0.04761753680642384
ACH-000153,-0.19843441703989395
ACH-000159,-0.16513349513035208
ACH-000160,-0.16671414213359434
ACH-000163,-0.13635371057607806
ACH-000167,-0.30296910724527715
ACH-000168,-0.05737941588446309
ACH-000169,-0.08908083655452755
ACH-000178,-0.1128683528340459
ACH-000183,-0.17577573211176786
ACH-000188,-0.059703923327329884
ACH-000189,-0.1115363784526922
ACH-000190,-0.13387149946264534
ACH-000198,-0.1779222074002519
ACH-000203,-0.06709747853246552
ACH-000204,-0.132731814803419
ACH-000206,-0.032635725901465205
ACH-000207,-0.21389985871917813
ACH-000208,-0.04477804325943406
ACH-000210,-0.26729605931197903
ACH-000211,-0.10753715041120401
ACH-000215,-0.1286813474088133
ACH-000221,-0.2328893186418569
ACH-000222,-0.09193716293218916
ACH-000223,-0.058345243084257564
ACH-000226,-0.27654382420980306
ACH-000227,-0.034328049532949614
ACH-000228,-0.2012521684193574
ACH-000231,-0.20372663267642246
ACH-000232,-0.07350205272262897
ACH-000233,-0.07732720527933049
ACH-000234,-0.06157950887695347
ACH-000235,-0.08139981828421526
ACH-000237,-0.1323684122326996
ACH-000238,-0.08887674141644535
ACH-000242,-0.2149574312672921
ACH-000243,-0.33971275784092225
ACH-000244,-0.009081399343041734
ACH-000246,-0.13389102370421407
ACH-000248,-0.13580965983938964
ACH-000250,-0.13690389150482798
ACH-000251,-0.0674435395493189
ACH-000252,-0.343999999860716
ACH-000253,-0.163924120493581
ACH-000255,-0.33730109996453594
ACH-000256,-0.2021714384486672
ACH-000257,-0.004500121853544199
ACH-000258,-0.14313955294461486
ACH-000259,-0.12259596997197501
ACH-000260,-0.13336241845064373
ACH-000261,-0.0491908005934747
ACH-000262,-0.08303293259068316
ACH-000263,-0.20476407558732013
ACH-000264,-0.16723563528315008
ACH-000265,-0.2415060089901448
ACH-000266,0.015008224650834347
ACH-000272,-0.22860759340429146
ACH-000274,-0.1814095537880792
ACH-000277,-0.3875901977746915
ACH-000278,-0.053475181982972096
ACH-000279,-0.1969744840070172
ACH-000280,-0.30553078668161426
ACH-000281,0.002233250430962687
ACH-000288,-0.16713383679276528
ACH-000291,-0.1048232095405434
ACH-000293,-0.12708425699710846
ACH-000294,-0.1663363598022759
ACH-000295,-0.06465242501291307
ACH-000296,-0.02770207695503499
ACH-000302,-0.045130200600548905
ACH-000304,-0.201345962890328
ACH-000307,-0.15445795597172415
ACH-000308,-0.07481925163159671
ACH-000310,-0.19889931456713988
ACH-000311,-0.055232213264999885
ACH-000312,-0.08639920172419792
ACH-000315,-0.11134547829734642
ACH-000316,-0.2735459314308113
ACH-000317,-0.3393247830104006
ACH-000318,-0.06333255448492102
ACH-000319,-0.2628613155029397
ACH-000320,0.11725737518433962
ACH-000322,-0.09180861616179146
ACH-000323,-0.038407586699240485
ACH-000324,-0.27257604735119817
ACH-000329,-0.10785022227311518
ACH-000330,-0.10232103297069696
ACH-000331,0.026267592216922087
ACH-000332,-0.0468860354408048
ACH-000334,-0.09390364197824093
ACH-000335,-0.1959765437244807
ACH-000336,-0.05935431072010192
ACH-000337,-0.04688202210739447
ACH-000338,-0.7076408827067404
ACH-000339,-0.15033942344314338
ACH-000341,-0.13802166561814044
ACH-000348,-0.11289588101841184
ACH-000350,-0.2318214419498007
ACH-000352,-0.2567149016919917
ACH-000356,-0.3958917046842865
ACH-000361,-0.16018342586691595
ACH-000362,-0.0634734779350938
ACH-000363,-0.10417033750819936
ACH-000364,-0.13090378160233707
ACH-000365,-0.13635663293740635
ACH-000366,-0.17552962385121856
ACH-000368,0.0403745308078128
ACH-000374,-0.015090774498421444
ACH-000375,-0.2854223305862633
ACH-000376,-0.03724514683412097
ACH-000381,-0.3233238492833209
ACH-000383,-0.1567858263080713
ACH-000387,-0.2345057968662601
