,MANF (7873)
ACH-000004,-0.8420616762746014
ACH-000005,-0.7412249484352227
ACH-000007,-0.6213776757454434
ACH-000009,-0.4719612171480997
ACH-000011,-0.21197919486773675
ACH-000012,-0.4446035236634349
ACH-000013,-0.5375727000014283
ACH-000014,-0.3678969171791741
ACH-000015,-0.5315621428285378
ACH-000017,-0.3954153261300273
ACH-000018,-0.452566633290077
ACH-000019,-0.5790725852106059
ACH-000021,-0.4622174362177898
ACH-000022,-0.4768405041939096
ACH-000025,-0.653426870948876
ACH-000028,-0.32413337189514
ACH-000030,-0.3740190179386107
ACH-000035,-0.4267441746030685
ACH-000036,-0.35773077486322713
ACH-000037,-0.2696259577027984
ACH-000039,-0.3638897383237349
ACH-000040,-0.6214202470527207
ACH-000041,-0.3928253814642573
ACH-000042,-0.5769131895341889
ACH-000045,-0.08077100672211449
ACH-000047,-0.4372925430894856
ACH-000052,-0.25142379250401503
ACH-000053,-0.2926852775898265
ACH-000054,-0.2914054562822293
ACH-000055,-0.3354152584539349
ACH-000060,-0.41467268737675655
ACH-000067,-0.4819207638213932
ACH-000070,-0.6162326542790305
ACH-000075,-0.3776019932546867
ACH-000078,-0.3286138829093343
ACH-000082,-0.6969871130783042
ACH-000085,-0.3759177875411603
ACH-000086,-0.4981250376388348
ACH-000087,-0.521700908446584
ACH-000092,-0.5661344680944554
ACH-000095,-0.5541319634463401
ACH-000097,-0.4371732351225577
ACH-000098,-0.566152944628677
ACH-000099,-0.5932845524601703
ACH-000108,-0.3889466898392959
ACH-000113,-0.2572995188579553
ACH-000116,-0.31878539994984084
ACH-000118,-0.5329011847240964
ACH-000120,-0.498379706120678
ACH-000123,-0.7010430183883696
ACH-000127,-0.64877686098785
ACH-000128,-0.4883966899737177
ACH-000132,-0.5203278473192858
ACH-000133,-0.4938524392831786
ACH-000137,-0.2940550321824524
ACH-000138,-0.31667540415215284
ACH-000142,-0.4515971373187784
ACH-000143,-0.5977226424439027
ACH-000146,-0.27143410144970553
ACH-000148,-0.4647449220406593
ACH-000150,-0.7470532687462431
ACH-000152,-0.4645627235262264
ACH-000153,-0.4526290619382714
ACH-000159,-0.3504763150045381
ACH-000160,-0.3737628233123756
ACH-000163,-0.9472068976072878
ACH-000167,-0.9344040214355938
ACH-000168,-0.2765303296882101
ACH-000169,-0.4204707508685256
ACH-000178,-0.2678109881622131
ACH-000183,-0.4617714781292587
ACH-000188,-0.3182659878398993
ACH-000189,-0.6304361583628091
