,SRCIN1 (80725)
ACH-000261,-0.06929924685049325
ACH-000262,-0.0801283354822885
ACH-000263,0.08564402548772472
ACH-000264,-0.14713980346519726
ACH-000265,-0.14436341847600234
ACH-000266,-0.015176951981867368
ACH-000272,-0.07175510807438322
ACH-000274,-0.15817800796878534
ACH-000277,-0.04624063145588381
ACH-000278,-0.022985279094355836
ACH-000279,-0.085405965632224
ACH-000280,-0.06865598555363216
ACH-000281,0.0031857460884829767
ACH-000288,-0.11635529937907528
ACH-000291,-0.016409888704319073
ACH-000293,-0.07531469033013062
ACH-000294,-0.2581057143988032
ACH-000295,-0.05390255034005257
ACH-000296,-0.045901543361016914
ACH-000302,-0.15018612059953185
ACH-000304,0.010828292742117834
ACH-000307,-0.016340089926486258
ACH-000308,-0.08658488803294785
ACH-000310,-0.16671689266747214
ACH-000311,-0.011587596507145278
ACH-000312,-0.13127477241174426
ACH-000315,-0.18108085170353774
ACH-000316,-0.07883467501877488
ACH-000317,-0.11242537651338737
ACH-000318,-0.08357910419702616
ACH-000319,-0.1923985270498444
ACH-000320,0.1386676492070512
ACH-000322,-0.04408759194201483
ACH-000323,-0.010854101380186623
ACH-000324,-0.10743068678551077
ACH-000329,-0.131655766711709
ACH-000330,-0.1521599545454425
ACH-000331,-0.0868179365194545
ACH-000332,-0.08601188925798603
ACH-000334,-0.16510322196547064
ACH-000335,-0.03095695598346268
ACH-000336,-0.2557939423498947
ACH-000337,-0.2159096537437649
ACH-000338,0.16522256073981684
ACH-000339,-0.22196073466149524
ACH-000341,0.024985809174574245
ACH-000348,-0.14034199316103627
ACH-000350,-0.23042203169851064
ACH-000352,-0.10555184165758097
ACH-000356,-0.11357476436320176
ACH-000361,-0.014024294681303586
ACH-000362,-0.053012278362929
ACH-000363,-0.15379252550863087
ACH-000364,-0.06701673335448853
ACH-000365,-0.10859075671810142
ACH-000366,-0.11674696500609692
ACH-000368,-0.10922935641684199
ACH-000374,-0.14726336244132987
ACH-000375,-0.08206342380946444
ACH-000376,-0.009707278617340864
ACH-000381,-0.10540838131203982
ACH-000383,-0.30763462166785643
ACH-000387,-0.1603583252976616
ACH-000389,-0.15272406851221207
ACH-000390,-0.25143299740053826
ACH-000393,-0.11430885089155828
ACH-000395,-0.1399523500431823
ACH-000396,-0.09413043933887748
ACH-000397,-0.2863358544587661
ACH-000401,0.08871023276495786
ACH-000402,0.20652655407836346
ACH-000403,-0.07382777837732102
ACH-000404,-0.2878243558691965
ACH-000406,-0.13691786509870355
ACH-000407,-0.0939360048938344
ACH-000408,-0.3015555673051659
ACH-000410,0.0634094094771873
ACH-000411,-0.051685696131307794
ACH-000414,-0.0007208413875108183
ACH-000415,-0.27900117209684483
ACH-000416,-0.13405123326971755
ACH-000420,-0.13485340734691406
ACH-000421,-0.2431641148787876
ACH-000424,-0.1205361679558145
ACH-000425,-0.14218269528119526
ACH-000426,-0.28112832952238626
ACH-000427,-0.3213248223350043
ACH-000433,-0.1135419151773855
ACH-000435,-0.06848603041521263
ACH-000436,-0.06967830704126772
ACH-000444,-0.23415430480812502
ACH-000445,-0.23662666090082565
ACH-000448,-0.021706399336075332
ACH-000450,0.030424066179751092
ACH-000452,-0.1633885823223254
ACH-000454,-0.025528808569421867
ACH-000458,-0.1813815684323552
ACH-000459,-0.014077071901662503
ACH-000460,-0.05561245463680356
ACH-000461,-0.096612401895152
ACH-000463,0.035808594589858925
ACH-000464,-0.1333729319607294
ACH-000466,-0.17170887279252564
ACH-000467,-0.09358301842319093
ACH-000468,-0.2743105631594309
ACH-000469,-0.14600554829865114
ACH-000470,-0.04408551114854282
ACH-000471,-0.11157894820638577
ACH-000472,-0.0942146844717476
ACH-000473,-0.1281981167983796
ACH-000475,-0.13671522803926273
ACH-000476,-0.0027158557227809463
ACH-000477,-0.0576755214945958
ACH-000479,-0.18248952808624005
ACH-000480,-0.16053321472069154
ACH-000481,-0.0810953069997067
ACH-000483,0.01724217454966234
ACH-000484,0.007362729340994781
ACH-000485,-0.005239682682481276
ACH-000486,-0.03355118513924764
ACH-000487,-0.1195185224482576
ACH-000488,-0.07727804327645002
ACH-000490,-0.2131623546064828
ACH-000491,0.013960812584822652
ACH-000495,-0.17656860847452935
ACH-000496,0.05692621908071751
ACH-000499,0.008288065230422675
ACH-000500,-0.016279144445017445
ACH-000502,-0.07904916617645892
ACH-000503,0.11586263579605513
ACH-000505,-0.11108996533050516
ACH-000507,-0.10762198065663768
ACH-000510,-0.0940624514275941
ACH-000511,-0.09438410670424384
ACH-000512,-0.15061864844330405
ACH-000516,-0.060875409756197776
ACH-000517,-0.10320044302891912
ACH-000518,-0.19402722221907376
ACH-000520,-0.09084553653509783
ACH-000521,-0.24985006522427225
ACH-000522,-0.11951447239998166
ACH-000524,-0.1941913526330226
ACH-000527,-0.10005253820167727
ACH-000528,-0.14930914487018174
ACH-000537,-0.07371830937349087
ACH-000541,-0.0014230505948422856
ACH-000542,-0.12881780651440045
ACH-000544,-0.19964902344168614
ACH-000545,-0.1202658546948279
ACH-000547,-0.08085733294279124
ACH-000548,-0.25161272295823345
ACH-000549,-0.1701396506710675
ACH-000550,0.029839903437790832
ACH-000552,-0.17303250548440485
ACH-000556,-0.09406177546420584
ACH-000557,-0.020699196527336303
ACH-000569,-0.18692485491913266
ACH-000570,-0.01596443770101389
ACH-000571,-0.08445663494991193
ACH-000573,-0.0948636337355894
ACH-000576,-0.224468116471658
ACH-000579,-0.06760049236180804
ACH-000580,-0.030049191527435643
ACH-000584,-0.030927741845361418
ACH-000585,0.04486903828105849
ACH-000588,-0.1752858533664053
ACH-000589,-0.029767008865088918
ACH-000591,-0.24708830701410195
ACH-000593,-0.2186555689846899
ACH-000600,-0.13906309483196713
ACH-000601,-0.017503527565140384
ACH-000605,-0.20387779330491906
ACH-000606,-0.1860985803899437
ACH-000608,-0.19035976092516144
ACH-000614,0.04477834860693596
ACH-000616,-0.09866793353605907
ACH-000618,-0.14659577646917193
ACH-000619,-0.03148061639015568
ACH-000620,-0.12844994761661235
ACH-000621,-0.0703869927335996
ACH-000622,-0.1657298885772538
ACH-000623,-0.267133333582673
ACH-000624,-0.13657962832216156
ACH-000627,-0.16512592753738942
ACH-000630,-0.15405940792548842
ACH-000631,-0.19302484426533492
ACH-000632,-0.13449126949429668
ACH-000633,0.051545871103250686
ACH-000637,-0.28286064346606016
ACH-000638,0.02285091239007521
ACH-000646,-0.15979139533159262
ACH-000647,-0.1816907978295563
ACH-000648,-0.14505152264344298
ACH-000649,-0.1266004678692963
ACH-000651,-0.1720824819291498
ACH-000652,-0.24424455683920146
ACH-000653,-0.12084106842780425
ACH-000657,-0.08397169582905316
ACH-000658,-0.10936496431231242
ACH-000661,0.017635811038905224
ACH-000662,-0.04914846271617539
ACH-000663,-0.2512044523108062
ACH-000665,-0.1473850011611263
ACH-000671,-0.19780518556664184
ACH-000672,-0.2947435025119637
ACH-000673,-0.12929308309124068
ACH-000676,-0.13422919531471456
ACH-000677,-0.026192776210864015
ACH-000681,-0.042159350200653374
ACH-000683,-0.0755263101235698
ACH-000684,0.0362803485333589
ACH-000688,-0.1560917556426212
ACH-000693,-0.11025800768208258
ACH-000694,-0.22377263242362
ACH-000695,-0.08710735575217482
ACH-000696,-0.08005439531360249
ACH-000697,-0.2563237367894141
ACH-000699,-0.10351255959001733
ACH-000701,0.07261682558845765
ACH-000706,-0.029842903522603763
ACH-000711,-0.16558752123359025
ACH-000713,-0.06164805263156468
ACH-000714,-0.11664729213722265
ACH-000718,0.024628769287065748
ACH-000720,-0.10134228911601773
ACH-000721,-0.0695553766579362
ACH-000724,-0.03763290931033871
ACH-000725,-0.14571363494028985
ACH-000732,0.009157757086467534
ACH-000734,-0.03925258186318477
ACH-000735,-0.13015686929876205
ACH-000736,-0.0727513546048748
ACH-000738,-0.13658723068807688
ACH-000746,-0.14776082156849865
ACH-000747,-0.2443165497083725
ACH-000748,-0.08903733235515825
ACH-000753,-0.15233208547153432
ACH-000756,-0.09305861355482163
ACH-000757,-0.2261666851667267
ACH-000758,-0.25529154639109913
ACH-000760,-0.0919945293794065
ACH-000762,0.05283176136886023
ACH-000763,-0.2058850074054967
ACH-000764,-0.1730602493086504
ACH-000765,0.06625714808369321
ACH-000766,-0.02428963966201116
ACH-000767,-0.1673229622138979
ACH-000768,-0.14749357368006374
ACH-000769,-0.023909714813444064
ACH-000770,-0.1948489273409652
ACH-000771,-0.035976303400240134
ACH-000773,-0.1963404911762302
ACH-000776,-0.1972446938427522
ACH-000777,-0.12930149348256684
ACH-000778,-0.17185615630280032
ACH-000781,-0.03575901245931608
ACH-000782,-0.012520785843536268
ACH-000783,0.022719404275086258
ACH-000784,-0.2550831487262161
ACH-000785,0.0005879198381592086
ACH-000787,-0.140888043589671
ACH-000788,-0.07491653766660718
ACH-000791,-0.13071414899642142
ACH-000792,-0.1373052554367193
ACH-000794,-0.17502678171488711
ACH-000796,0.0115939820083314
ACH-000798,-0.1177188704207748
ACH-000799,-0.04531169105457638
ACH-000800,0.09441674054108057
ACH-000802,-0.03631323526092562
ACH-000804,-0.1697077409078915
ACH-000805,-0.10753509537895448
ACH-000809,-0.002987731289009917
ACH-000810,0.017171448481887695
ACH-000811,-0.17414164247693084
ACH-000817,-0.20509215374834167
ACH-000819,-0.06781477553094033
ACH-000820,-0.1751436896956656
ACH-000821,0.02696967788185553
ACH-000822,-0.0738942727819314
ACH-000823,-0.03795908160890117
ACH-000824,-0.10539735664242968
ACH-000827,-0.11307999491587795
ACH-000829,-0.06419579386266792
ACH-000831,-0.09608929617692626
ACH-000832,-0.19994538215530147
ACH-000833,-0.09407501193195043
ACH-000834,-0.13387531959637766
ACH-000835,-0.1094601855915636
ACH-000836,-0.1610303869794921
ACH-000837,-0.10397797063206712
ACH-000838,-0.1479767989541037
ACH-000839,-0.009399939228737829
ACH-000840,-0.10957834831019914
ACH-000841,0.006660490949207842
ACH-000843,-0.2028488220020295
ACH-000846,-0.04144554118496284
ACH-000847,-0.1837202466960745
ACH-000848,-0.1894827564484455
ACH-000849,-0.06249234444019541
ACH-000851,-0.1331934582323364
ACH-000855,-0.12814287123073845
ACH-000856,-0.0753777912241168
ACH-000858,-0.1350444472252869
ACH-000859,-0.26711129381687543
ACH-000861,-0.1485143510796871
ACH-000862,-0.02231272833571581
ACH-000865,-0.1010685062822099
ACH-000866,-0.1471935253906353
ACH-000867,-0.08509324314982289
ACH-000869,-0.042702881223771895
ACH-000872,-0.31987938787788234
ACH-000873,-0.1957416709715312
ACH-000876,-0.09116075341907626
ACH-000878,-0.2209458896952579
ACH-000880,-0.0955450115632248
ACH-000881,-0.16369717556245508
ACH-000882,-0.11933786014020982
ACH-000884,-0.13695435989066898
ACH-000885,-0.044170594543396384
ACH-000887,-0.20526466814232244
ACH-000889,-0.23115136900162625
ACH-000896,-0.06603993720676016
ACH-000898,-0.06520475349005178
ACH-000900,-0.1274763816580652
ACH-000901,-0.07375172433265659
ACH-000905,-0.05392808448136235
ACH-000906,-0.17319432765084486
ACH-000907,-0.1041938434749584
ACH-000910,-0.015978218952362042
ACH-000911,-0.1454257035279354
ACH-000912,-0.07858206057584617
ACH-000913,-0.11281545349321112
ACH-000915,-0.047758510035651694
ACH-000916,-0.15660729995337475
ACH-000917,-0.3032943806508685
ACH-000920,0.12244834606099013
ACH-000921,-0.12094190929374404
ACH-000924,0.0007449158148303907
ACH-000926,-0.08079187467767726
ACH-000928,-0.15922692287049214
ACH-000929,-0.12040431656081703
ACH-000932,-0.02071473743561933
ACH-000935,-0.22006139368488267
ACH-000936,-0.09470066396248683
ACH-000937,-0.06397334582344448
ACH-000938,0.027105968350264555
ACH-000939,0.017388820106824892
ACH-000941,-0.06937447942964321
ACH-000943,-0.16003809954832107
ACH-000946,-0.2406605225447105
ACH-000947,-0.06462269116864963
ACH-000948,-0.1434125906743405
ACH-000950,-0.20288224775281266
ACH-000953,-0.03583291220643447
ACH-000954,-0.12170658696555972
ACH-000957,-0.04135353021098345
ACH-000958,-0.18337240078642586
ACH-000960,-0.07010082237067285
ACH-000963,-0.09375686354323864
ACH-000968,-0.1734285815325773
ACH-000969,-0.07025837500492517
ACH-000972,0.15153530521663414
ACH-000973,-0.12348816606061247
ACH-000974,-0.208567929897266
ACH-000978,-0.13222719868376867
ACH-000984,-0.17641604183993514
ACH-000986,-0.2788149854956282
ACH-000988,-0.14945618111296652
ACH-000993,-0.07388827666081424
ACH-000994,-0.09911736855097472
ACH-000996,-0.1026008441960758
ACH-001001,-0.14529271237593847
ACH-001020,-0.040981100567149036
ACH-001028,-0.12050759069409288
ACH-001031,-0.14742457266396278
ACH-001038,-0.05323394039357097
ACH-001048,-0.07334131818213932
ACH-001050,-0.13992404540127654
ACH-001053,-0.021574700184646658
ACH-001054,-0.1391505399341767
ACH-001061,-0.08691145548356237
ACH-001067,-0.022643983626103398
ACH-001075,-0.1306913850852479
ACH-001096,-0.11310796180363092
ACH-001111,-0.20931886888044368
ACH-001119,-0.2714695211725243
ACH-001128,-0.23458993918453636
ACH-001134,-0.19007455836714687
ACH-001151,-0.17183346862043275
ACH-001163,-0.25757889893605124
ACH-001164,0.02979161680432934
ACH-001183,-0.1846561174024849
ACH-001192,-0.13666499877248034
ACH-001193,-0.19530674506257245
ACH-001196,-0.2015424041959061
ACH-001197,-0.18501964753986985
ACH-001205,-0.06884341020860461
ACH-001211,-0.2592923308408297
ACH-001212,0.031172181690701826
ACH-001228,-0.18064060721127992
ACH-001232,-0.13467415558207638
ACH-001239,-0.13281987152126054
ACH-001270,-0.20138710612831748
ACH-001274,0.05126895016089579
ACH-001275,-0.10708805824160923
ACH-001277,-0.1453549169049173
ACH-001278,-0.013293863810510844
ACH-001280,-0.036399170397778915
ACH-001283,-0.20445850421413653
ACH-001289,-0.024930142025675544
ACH-001300,-0.1866912539222761
ACH-001301,-0.09759584615115156
ACH-001302,-0.4064872506241096
ACH-001306,-0.08203932267774569
ACH-001318,-0.12322144878798574
ACH-001322,-0.11230462033794716
ACH-001328,-0.18379685517815145
ACH-001332,-0.21318853413622416
ACH-001336,-0.05185337410156715
ACH-001346,-0.1150798767138588
ACH-001353,-0.17072336823382495
ACH-001354,-0.02197056378904684
ACH-001367,-0.10945456297624062
ACH-001368,-0.08805389656848564
ACH-001374,-0.1521123934142202
ACH-001377,-0.05914004160104017
ACH-001380,-0.033348999753642874
ACH-001391,-0.007641632247561121
ACH-001408,-0.08530566260288942
ACH-001430,-0.10123969408653363
ACH-001431,-0.16456997913117652
ACH-001450,-0.10748285849263124
ACH-001496,-0.19050123063155705
ACH-001500,-0.12250579368213622
ACH-001523,-0.2530566669450542
ACH-001532,0.04361579907732869
ACH-001550,-0.2215661956512836
ACH-001552,-0.10296372166119344
ACH-001554,-0.08846688355727635
ACH-001654,-0.14220403283915484
ACH-001735,-0.09442965914897633
ACH-001736,-0.1282527011825197
ACH-001737,-0.0943989042082628
ACH-001740,0.0385196349812945
ACH-001745,-0.06371282908728639
ACH-001765,-0.1128057246060389
